"Time (s)";"Gyroscope x (rad/s)";"Gyroscope y (rad/s)";"Gyroscope z (rad/s)"
3,472987410E1;-6,933320314E-2;1,534798890E-1;4,436408877E-1
3,482987410E1;1,387274981E0;6,902777553E-1;5,920811296E-1
3,492987410E1;2,403754711E0;6,482807398E-1;1,856419444E0
3,502987410E1;9,721920490E-1;-1,621847153E-1;1,922087550E0
3,512987410E1;2,729040384E-1;-1,334893227E0;9,239336848E-2
3,522987410E1;-7,188356519E-1;4,657847583E-1;-9,170614481E-1
3,532987410E1;-1,111621976E0;9,162978828E-2;-1,710422635E0
3,542987410E1;-2,359161615E0;-1,199739337E0;-9,940304756E-1
3,552987410E1;-1,260978580E0;-8,842274547E-2;-2,901609838E-1
3,562987410E1;9,792169929E-1;1,072984815E0;4,737260044E-1
3,572987410E1;2,420553446E0;7,840455174E-1;1,823738217E0
3,582987410E1;2,061822891E0;3,828597963E-1;1,883297563E0
3,592987410E1;8,794932365E-1;-6,108652353E-1;4,937318265E-1
3,602987410E1;-1,058323979E0;2,397646010E-2;-1,073137522E0
3,612987410E1;-1,445765376E0;-1,224937558E0;-8,605564237E-1
3,622987410E1;-2,077705383E0;1,634064466E-1;-5,120577812E-1
3,632987410E1;-1,436907768E0;-9,579893947E-1;-6,250678897E-1
3,642987410E1;5,618433356E-1;5,893322229E-1;1,568396538E-1
3,652987410E1;1,887726307E0;7,974845767E-1;1,092379808E0
3,662987410E1;2,325716734E0;6,577491760E-1;1,853517890E0
3,672987410E1;1,272737741E0;8,674286306E-2;6,950119138E-1
3,682987410E1;-1,847867370E-1;-7,360926270E-2;-9,271407127E-1
3,692987410E1;-1,153619051E0;-8,350527883E-1;-8,549059033E-1
3,702987410E1;-1,809077382E0;-7,382306457E-1;-1,204931736E0
3,712987410E1;-2,415666580E0;-1,041677952E0;-6,983717084E-1
3,722987410E1;-3,378084898E-1;5,056437254E-1;-1,000291854E-1
3,732987410E1;1,612989664E0;1,177748203E0;1,555568337E0
3,742987410E1;2,174374819E0;2,513710558E-1;2,100612879E0
3,752987410E1;1,724930763E0;-4,825835526E-1;1,364367485E0
3,762987410E1;1,753183305E-1;4,554000497E-1;-4,172209501E-1
3,772987410E1;-9,248499870E-1;5,395467281E-1;-9,334021211E-1
3,782987410E1;-1,829999566E0;-7,403686643E-1;-1,905899525E0
3,792987410E1;-2,995072365E0;-5,983424783E-1;-9,219483733E-1
3,802987410E1;-5,978843570E-1;-5,965099335E-1;-2,955060601E-1
3,812987410E1;9,859365225E-1;8,885034919E-1;7,111998796E-1
3,822987410E1;2,259896040E0;3,208569586E-1;1,622152686E0
3,832987410E1;1,913077235E0;2,515237629E-1;1,852601528E0
3,842987410E1;4,442517459E-1;-5,904012322E-1;2,932153046E-1
3,852987410E1;-5,389358401E-1;7,244861722E-1;-7,727445364E-1
