"Time (s)";"X (hPa)"
-5,397095000E-1;1,007848053E3
4,655625000E-1;1,007865448E3
1,470846500E0;1,007882843E3
2,476147500E0;1,007903366E3
3,481456500E0;1,007910767E3
3,833145500E0;1,007917480E3
4,905450500E0;1,007918701E3
5,977763500E0;1,007918701E3
7,050067500E0;1,007915421E3
8,122397500E0;1,007911911E3
9,194693500E0;1,007906036E3
1,026698150E1;1,007899628E3
1,133928250E1;1,007894592E3
1,241158750E1;1,007887115E3
1,348387850E1;1,007880325E3
1,455618450E1;1,007873535E3
1,562850050E1;1,007864914E3
1,670073450E1;1,007859421E3
1,777300750E1;1,007855225E3
1,884525750E1;1,007851639E3
1,991750950E1;1,007848053E3
2,098972650E1;1,007844696E3
2,206195650E1;1,007839890E3
2,313420250E1;1,007835083E3
2,420640450E1;1,007830276E3
2,527862250E1;1,007824326E3
2,635085350E1;1,007823105E3
2,742308250E1;1,007823105E3
2,849528450E1;1,007825012E3
2,956751750E1;1,007829437E3
3,063976150E1;1,007835083E3
3,171201550E1;1,007840347E3
3,278421650E1;1,007842178E3
3,385637250E1;1,007844925E3
3,492855550E1;1,007846756E3
3,600078550E1;1,007848892E3
3,707302550E1;1,007850494E3
3,814525550E1;1,007855453E3
3,921752350E1;1,007855453E3
4,028976750E1;1,007852554E3
4,136199450E1;1,007850266E3
4,243424750E1;1,007848587E3
4,350648250E1;1,007845001E3
4,457869450E1;1,007843704E3
4,565092650E1;1,007841568E3
4,672318250E1;1,007838898E3
4,779542750E1;1,007835922E3
4,886769050E1;1,007833328E3
4,993996950E1;1,007832336E3
5,101221050E1;1,007831726E3
5,208447550E1;1,007830658E3
5,315671250E1;1,007829437E3
5,422894950E1;1,007828598E3
5,530113650E1;1,007824554E3
5,637335050E1;1,007819519E3
5,744559850E1;1,007815323E3
5,851787350E1;1,007811661E3
5,959010950E1;1,007806396E3
6,066235250E1;1,007802200E3
6,173458650E1;1,007800751E3
6,280683250E1;1,007799911E3
6,387909650E1;1,007799454E3
6,495137250E1;1,007799454E3
6,602364650E1;1,007799759E3
6,709592250E1;1,007799759E3
6,816821250E1;1,007798233E3
6,924050550E1;1,007797775E3
7,031280750E1;1,007796173E3
7,138510550E1;1,007793198E3
7,245744750E1;1,007791901E3
7,352976050E1;1,007789154E3
7,460207450E1;1,007783508E3
7,567435350E1;1,007779922E3
7,674661150E1;1,007779922E3
7,781884850E1;1,007782440E3
7,889113850E1;1,007785568E3
7,996337250E1;1,007794800E3
8,103563050E1;1,007805023E3
8,210787250E1;1,007813797E3
8,318009550E1;1,007820053E3
8,425231950E1;1,007824554E3
8,532457650E1;1,007826920E3
8,639680550E1;1,007828522E3
8,746902550E1;1,007829208E3
8,854128550E1;1,007832184E3
8,961353550E1;1,007835083E3
9,068578450E1;1,007838058E3
9,175806850E1;1,007841187E3
9,283035050E1;1,007842255E3
9,390267950E1;1,007843704E3
9,497496950E1;1,007844543E3
9,604718750E1;1,007844543E3
9,711940850E1;1,007844086E3
9,819162150E1;1,007844086E3
9,926389250E1;1,007844772E3
1,003361685E2;1,007847672E3
1,014084105E2;1,007853317E3
1,024806525E2;1,007861404E3
1,035529055E2;1,007865524E3
1,046252055E2;1,007865524E3
1,056974705E2;1,007863693E3
1,067697165E2;1,007857437E3
1,078419935E2;1,007849655E3
1,089143175E2;1,007841339E3
1,099866115E2;1,007833710E3
1,110589135E2;1,007830811E3
1,121311835E2;1,007829361E3
1,132034395E2;1,007826614E3
1,142756975E2;1,007824478E3
1,153479305E2;1,007820511E3
1,164201935E2;1,007805557E3
1,174924395E2;1,007792740E3
1,185646965E2;1,007792740E3
1,196369455E2;1,007793961E3
1,207092215E2;1,007795715E3
1,217814695E2;1,007806015E3
1,228537975E2;1,007812119E3
1,239260385E2;1,007812119E3
1,249982665E2;1,007807693E3
1,260705095E2;1,007804947E3
1,271427555E2;1,007804947E3
1,282150105E2;1,007805862E3
1,292872255E2;1,007807083E3
1,303594855E2;1,007807083E3
1,314317655E2;1,007806854E3
1,325040555E2;1,007805328E3
1,335762965E2;1,007805328E3
1,346485295E2;1,007806015E3
1,357208315E2;1,007806015E3
1,367931175E2;1,007805405E3
1,378654125E2;1,007804794E3
1,389377195E2;1,007802811E3
1,400100295E2;1,007798920E3
1,410823055E2;1,007796936E3
1,421545575E2;1,007792282E3
1,432268365E2;1,007791061E3
1,442990965E2;1,007791061E3
1,453713385E2;1,007791748E3
1,464435885E2;1,007792740E3
1,475158575E2;1,007795639E3
1,485881365E2;1,007798004E3
1,496604345E2;1,007800980E3
1,507327265E2;1,007804489E3
1,518050085E2;1,007808762E3
1,528772445E2;1,007814026E3
1,539495465E2;1,007821198E3
1,550218435E2;1,007825546E3
1,560941505E2;1,007826920E3
1,571664755E2;1,007826920E3
1,582388225E2;1,007821121E3
1,593112075E2;1,007812805E3
1,603835885E2;1,007806625E3
1,614559315E2;1,007800369E3
1,625283105E2;1,007794647E3
1,636006375E2;1,007791290E3
1,646729365E2;1,007784882E3
1,657452425E2;1,007778625E3
1,668175595E2;1,007773209E3
1,678899115E2;1,007771530E3
1,689622625E2;1,007771530E3
1,700345965E2;1,007774200E3
1,711069065E2;1,007781982E3
1,721792185E2;1,007793427E3
1,732515485E2;1,007803726E3
1,743238825E2;1,007811890E3
1,753961845E2;1,007818832E3
1,764684775E2;1,007820053E3
1,775407935E2;1,007820053E3
1,786131225E2;1,007816696E3
1,796854885E2;1,007810440E3
1,807577815E2;1,007803497E3
1,818300605E2;1,007799301E3
1,829023595E2;1,007792511E3
1,839747115E2;1,007785950E3
1,850470555E2;1,007784958E3
1,861193985E2;1,007783661E3
1,871917495E2;1,007784271E3
1,882640705E2;1,007784271E3
1,893364055E2;1,007788315E3
1,904087215E2;1,007794266E3
1,914810045E2;1,007795486E3
1,925533105E2;1,007798843E3
1,936256055E2;1,007800369E3
1,946979155E2;1,007801361E3
1,957702375E2;1,007802200E3
1,968425635E2;1,007803497E3
1,979149025E2;1,007804565E3
1,989872205E2;1,007807007E3
2,000595675E2;1,007808304E3
2,011318745E2;1,007808304E3
2,022042185E2;1,007807541E3
2,032765815E2;1,007807312E3
2,043489145E2;1,007804489E3
2,054212865E2;1,007798386E3
2,064936385E2;1,007794495E3
