"Time (s)";"X (µT)";"Y (µT)";"Z (µT)"
5,531979166E-2;2,656051636E1;-5,723075867E0;-3,497117615E1
1,558137917E-1;2,445393372E1;-2,275039673E0;-3,732141113E1
2,563087917E-1;2,101631165E1;1,545768738E0;-3,907685852E1
3,568037917E-1;1,905130005E1;4,714584351E0;-4,052192688E1
4,572987917E-1;1,688674927E1;6,741355896E0;-4,143069458E1
5,577937917E-1;1,576547241E1;7,641143799E0;-4,222013855E1
6,582887917E-1;1,401537323E1;8,763023376E0;-4,238333130E1
7,587837917E-1;1,395929718E1;1,060337830E1;-4,137944031E1
8,592787917E-1;1,532101440E1;1,166139221E1;-4,117007446E1
9,597734167E-1;4,561653137E0;1,820347595E1;-4,181008911E1
1,060268417E0;1,870773315E0;1,653977203E1;-4,246643066E1
1,160763417E0;3,185531616E0;1,729311371E1;-4,226910400E1
1,261258417E0;-4,929702759E0;1,158970642E1;-4,469839478E1
1,361753417E0;-5,533439636E0;1,304027557E1;-4,393191528E1
1,462248417E0;-1,148021698E1;1,729084778E1;-4,200143433E1
1,562743417E0;-1,844049835E1;2,537447357E1;-3,434367371E1
1,663238417E0;-1,980403900E1;3,543215179E1;-2,298532104E1
1,763733417E0;-1,482529449E1;4,384429169E1;-8,657897949E0
1,864228417E0;-5,817596436E0;4,599763489E1;-1,841491699E0
1,964724917E0;-2,093719482E0;4,564027405E1;3,901977539E0
2,065219917E0;-5,221954346E0;4,575802612E1;5,306472778E0
2,165714917E0;-8,960380554E0;4,658330536E1;8,161315918E-1
2,266209917E0;-1,231240082E1;4,832993317E1;2,875457764E0
2,366704917E0;-1,126926422E1;5,504734039E1;-1,238403320E0
2,467199917E0;-7,220024109E0;6,248889923E1;-5,459686279E0
2,567695917E0;-3,227546692E0;6,583510590E1;-5,888931274E0
2,668190917E0;-9,067077637E-1;6,835393524E1;-2,287704468E0
2,768685917E0;3,100311279E0;7,315340424E1;4,389480591E0
2,869180917E0;8,550430298E0;7,967894745E1;1,283613586E1
2,969675167E0;4,503593445E0;7,445958710E1;9,531738281E0
3,070171167E0;4,214851379E0;6,864748383E1;1,600555420E0
3,170666167E0;1,490905762E0;5,714218140E1;3,713073730E-1
3,271161167E0;2,342910767E-1;5,317078400E1;-2,066513062E0
3,371656167E0;-9,920043945E-1;5,213518524E1;2,287170410E0
3,472152167E0;-4,854965210E-1;5,108841705E1;3,703018188E0
3,572647167E0;-4,834152222E0;5,305955505E1;6,120697021E0
3,673142167E0;-1,293933868E1;5,263207245E1;7,920425415E0
3,773638167E0;-1,228141022E1;5,886493683E1;5,141067505E0
3,874133167E0;1,306610107E-1;7,300543976E1;1,951782227E0
3,974628583E0;1,244883728E1;8,033332062E1;4,501388550E0
4,075124583E0;1,723394775E1;8,592066193E1;7,023071289E0
4,175619583E0;1,976332092E1;8,996845245E1;1,006585693E1
4,276114583E0;2,001560974E1;9,123332977E1;3,328872681E0
4,376610583E0;6,473411560E0;7,136168671E1;1,550796509E0
4,477105583E0;4,937767029E0;5,900470734E1;1,111224365E1
4,577601583E0;1,078952026E1;5,645599365E1;1,576707458E1
4,678096583E0;8,947044373E0;5,521215057E1;1,857504272E1
4,778591583E0;1,264656067E1;5,645124054E1;1,690905762E1
4,879087583E0;1,487017059E1;5,329922485E1;1,772404480E1
4,979582208E0;1,066288757E1;5,079325104E1;1,741778564E1
5,080078208E0;1,047941589E1;4,430059814E1;1,945152283E1
5,180573208E0;1,431602478E1;4,031896210E1;2,031764221E1
5,281069208E0;1,408675385E1;3,864514160E1;2,277462769E1
5,381564208E0;1,778704071E1;3,870244598E1;1,847200012E1
5,482060208E0;1,830883026E1;4,109842682E1;1,297648621E1
5,582555208E0;1,440595245E1;4,459970093E1;1,205133057E1
5,683051208E0;1,629296875E1;4,499852753E1;1,073510742E1
5,783546208E0;1,577547455E1;4,579647064E1;9,578826904E0
5,884042208E0;1,321707916E1;4,460265350E1;1,124351501E1
5,984537917E0;1,100746155E1;4,123106384E1;1,540509033E1
6,085033917E0;1,320269775E1;3,941453552E1;1,610778809E1
6,185528917E0;1,205507660E1;3,850223541E1;1,708946228E1
6,286024917E0;7,948532104E0;3,813823700E1;1,605868530E1
6,386519917E0;7,676017761E0;3,745328522E1;1,276541138E1
6,487015917E0;1,145230103E1;3,972898102E1;1,442541504E1
6,587511917E0;1,206962585E1;4,208306885E1;1,301739502E1
6,688006917E0;5,859443665E0;5,045358276E1;8,604095459E0
6,788502917E0;7,718399048E0;5,293913269E1;7,708801270E0
6,888997917E0;7,300071716E0;5,474551392E1;6,861785889E0
6,989494167E0;1,643928528E0;5,499212646E1;4,226104736E0
7,089990167E0;-1,961364746E-1;5,362957764E1;5,843368530E0
7,190485167E0;8,104583740E0;4,654302979E1;6,909393311E0
7,290981167E0;9,178855896E0;4,491233063E1;1,092454529E1
7,391477167E0;5,355979919E0;4,524626160E1;1,079080200E1
7,491972167E0;7,700126648E0;4,284638977E1;9,706710815E0
7,592468167E0;1,480799866E1;4,060713959E1;1,318977356E1
7,692964167E0;1,430123901E1;4,353411865E1;1,299211121E1
7,793459167E0;8,969764709E0;5,084877014E1;9,936614990E0
7,893955167E0;9,625190735E0;5,379068756E1;7,749023438E0
7,994450292E0;9,926139832E0;5,500115967E1;6,939086914E0
8,094945292E0;4,495544434E0;5,854990387E1;3,884750366E0
8,195441292E0;-7,713546753E-1;5,814701080E1;4,993209839E0
8,295937292E0;4,669906616E0;5,026570129E1;5,757812500E0
8,396433292E0;9,434455872E0;4,630754852E1;8,291625977E0
8,496928292E0;7,327865601E0;4,672441101E1;9,483413696E0
8,597424292E0;6,313194275E0;4,778595734E1;8,448928833E0
8,697920292E0;1,172540283E1;4,119953156E1;8,423416138E0
8,798416292E0;1,465804291E1;4,504170227E1;1,081304932E1
8,898911292E0;8,771781921E0;5,109548950E1;8,387924194E0
8,999408292E0;8,345970154E0;5,713363647E1;5,660461426E0
9,099904292E0;1,004274750E1;5,738092804E1;5,365707397E0
9,200400292E0;8,132225037E0;6,070592499E1;3,548812866E0
9,300896292E0;1,044601440E0;5,928900909E1;1,363357544E0
9,401391292E0;5,729225159E0;5,333064270E1;2,073822021E0
9,501887292E0;1,149235535E1;4,738561249E1;4,860046387E0
9,602383292E0;9,794509888E0;4,535336304E1;7,810256958E0
9,702879292E0;9,597679138E0;4,462974548E1;7,246246338E0
9,803374292E0;1,595023346E1;4,166184998E1;9,691909790E0
9,903870292E0;1,695713806E1;4,443916321E1;9,157501221E0
1,000436529E1;1,046537018E1;4,998135376E1;7,340606689E0
1,010486129E1;8,605453491E0;5,418516541E1;4,716934204E0
1,020535729E1;9,171577454E0;5,472678375E1;3,659820557E0
1,030585329E1;4,250320435E0;5,708432007E1;1,036407471E0
1,040634829E1;1,066513062E-1;5,579571533E1;2,836608887E0
1,050684429E1;4,501235962E0;5,021379852E1;2,613540649E0
1,060734029E1;8,512153625E0;4,655390167E1;3,540878296E0
1,070783629E1;7,201187134E0;4,606735992E1;4,908035278E0
1,080833229E1;6,203834534E0;4,577381134E1;4,068038940E0
1,090882829E1;1,106204224E1;4,052769470E1;4,630050659E0
1,100932383E1;1,493126678E1;4,339856720E1;7,005981445E0
1,110981983E1;1,072524261E1;4,696455383E1;6,763977051E0
1,121031583E1;8,131629944E0;5,158925629E1;5,265914917E0
1,131081183E1;9,380432129E0;5,150434875E1;4,879318237E0
1,141130783E1;7,033462524E0;5,454573822E1;2,742904663E0
1,151180383E1;9,113311768E-1;5,458319092E1;2,421417236E0
1,161229983E1;-1,550407410E0;5,268513489E1;3,697204590E0
1,171279583E1;5,126945496E0;4,517994690E1;3,382293701E0
1,181329083E1;7,553634644E0;4,216029358E1;6,793228149E0
1,191378683E1;5,299163818E0;4,183285522E1;6,958404541E0
1,201428292E1;6,133377075E0;4,010787201E1;6,856674194E0
1,211477892E1;1,303065491E1;4,076808929E1;1,097877502E1
1,221527492E1;1,356899261E1;4,273694611E1;1,053192139E1
1,231577092E1;9,374191284E0;4,851255798E1;8,522415161E0
1,241626692E1;9,727676392E0;4,958214569E1;7,834320068E0
1,251676192E1;8,663475037E0;5,053774261E1;6,706298828E0
1,261725792E1;2,736923218E0;5,208894348E1;4,831283569E0
1,271775392E1;8,440399170E-1;5,070631409E1;5,888534546E0
1,281824992E1;8,040260315E0;4,328937531E1;5,791244507E0
1,291874592E1;1,101435852E1;3,909864807E1;1,014237976E1
1,301924142E1;7,898597717E0;3,992413330E1;1,040763855E1
1,311973742E1;8,173149109E0;3,933319855E1;9,609771729E0
1,322023342E1;1,437220001E1;3,848637390E1;1,238606262E1
1,332072942E1;1,485494995E1;4,103701019E1;1,110394287E1
1,342122542E1;9,857330322E0;4,750315857E1;8,595352173E0
1,352172042E1;1,121561432E1;5,077370453E1;7,488815308E0
1,362221642E1;1,163867188E1;5,155078888E1;7,408874512E0
1,372271242E1;6,674957275E0;5,454534149E1;3,207061768E0
1,382320842E1;2,394126892E0;5,411387634E1;3,387756348E0
1,392370458E1;7,825927734E0;4,609327698E1;2,818344116E0
1,402420058E1;1,346321106E1;4,108167267E1;7,692993164E0
1,412469658E1;1,220337677E1;4,020565796E1;1,142967224E1
1,422519258E1;1,091506958E1;4,054728699E1;1,108168030E1
1,432568858E1;1,331651306E1;3,649871063E1;1,116847229E1
1,442618458E1;1,873522186E1;3,926614380E1;1,164288330E1
1,452668058E1;1,666128540E1;4,275550079E1;1,030651855E1
1,462717658E1;1,326982117E1;4,845800018E1;7,071731567E0
1,472767258E1;1,442140198E1;4,982758331E1;6,801025391E0
1,482816858E1;1,267450714E1;5,227634430E1;4,464263916E0
1,492866446E1;6,256675720E0;5,275903320E1;2,090087891E0
1,502915946E1;5,168617249E0;5,058313751E1;3,258499146E0
1,512965546E1;1,190966034E1;4,440556335E1;3,593933105E0
1,523015146E1;1,453884125E1;4,085214996E1;6,839767456E0
1,533064746E1;1,198887634E1;4,092502594E1;7,608139038E0
1,543114346E1;1,257016754E1;4,036518097E1;6,973999023E0
1,553163946E1;1,795199585E1;3,712516022E1;7,712142944E0
1,563213546E1;2,034391785E1;3,978446198E1;6,340591431E0
1,573263146E1;1,594620514E1;4,499551392E1;5,154144287E0
1,583312746E1;1,437854767E1;4,910467529E1;3,959503174E0
1,593362342E1;1,498110199E1;4,939817047E1;3,275695801E0
1,603411942E1;1,190595245E1;5,177005005E1;1,039276123E0
1,613461542E1;4,693023682E0;5,224148560E1;1,128860474E0
1,623511142E1;7,566368103E0;4,673619080E1;2,092498779E0
1,633560742E1;1,352813721E1;4,134698486E1;4,490982056E0
1,643610342E1;1,306023407E1;4,007661438E1;7,397628784E0
1,653659942E1;1,041589355E1;3,972807312E1;6,931884766E0
1,663709542E1;1,253031158E1;3,548052979E1;6,348754883E0
1,673759142E1;1,887657166E1;3,690132141E1;8,865951538E0
1,683808742E1;1,785316467E1;4,035321808E1;6,581481934E0
1,693858383E1;1,350423431E1;4,666068268E1;4,734802246E0
1,703907983E1;1,473921204E1;4,834112549E1;4,016616821E0
1,713957583E1;1,431979370E1;5,001938629E1;3,002777100E0
1,724007183E1;8,344772339E0;5,175042725E1;-1,319808960E0
1,734056783E1;5,944801331E0;5,146045685E1;1,108367920E0
1,744106383E1;1,069767761E1;4,389780426E1;1,769027710E0
1,754155983E1;1,366400146E1;3,920187378E1;5,322647095E0
1,764205583E1;1,203559875E1;3,820008850E1;6,237930298E0
1,774255183E1;1,139476776E1;3,813871765E1;5,223434448E0
1,784304683E1;1,694819641E1;3,599037170E1;6,741439819E0
1,794354254E1;1,887371826E1;3,891482544E1;5,873443604E0
1,804403854E1;1,409461212E1;4,557978058E1;3,755706787E0
1,814453454E1;1,345661926E1;4,934629059E1;2,234283447E0
1,824503054E1;1,415415955E1;5,059379578E1;3,674011230E-1
