"Time (s)";"Magnetic field x (µT)";"Magnetic field y (µT)";"Magnetic field z (µT)"
3,664533028E1;-1,882460022E1;3,201279831E1;2,091079903E1
3,674533028E1;-1,850740051E1;3,494079971E1;1,507919979E1
3,684533028E1;-1,462779999E1;3,895459747E1;8,356999397E0
3,694533028E1;-9,113399506E0;4,127259827E1;5,978000164E-1
3,704533028E1;-5,111799717E0;4,217539978E1;-2,110599995E0
3,714533028E1;-3,574599981E0;4,238280106E1;-3,830799818E0
3,724533028E1;-5,075200081E0;4,245599747E1;-1,720199943E0
3,734533028E1;-1,789739990E1;3,830799866E1;5,587599754E0
3,744533028E1;-2,232600021E1;3,394039917E1;1,122399998E1
3,754533028E1;-2,228940010E1;3,080500031E1;1,739719963E1
3,764533028E1;-2,030080032E1;3,181760025E1;1,927599907E1
3,774533028E1;-1,848299980E1;2,941419983E1;2,418039894E1
3,784533028E1;-1,823900032E1;3,032919884E1;2,399740028E1
3,794533028E1;-1,840979958E1;3,359880066E1;1,870260048E1
3,804533028E1;-1,334679985E1;3,918639755E1;1,201700020E1
3,814533028E1;-8,430199623E0;4,222419739E1;4,367599964E0
3,824533028E1;-5,197199821E0;4,315139771E1;1,585999966E0
3,834533028E1;-4,245599747E0;4,310260010E1;3,660000116E-2
3,844533028E1;-6,453799725E0;4,323679733E1;2,391200066E0
3,854533028E1;-1,973959923E1;3,742959976E1;1,043099976E1
3,864533028E1;-2,377779961E1;3,314739990E1;1,478639984E1
3,874533028E1;-2,375339890E1;3,058539963E1;2,031299973E1
3,884533028E1;-2,169159889E1;3,120759964E1;2,170380020E1
3,894533028E1;-1,926379967E1;2,969479942E1;2,625440025E1
3,904533028E1;-1,958099937E1;3,132959938E1;2,408279991E1
3,914533028E1;-1,973959923E1;3,496519852E1;1,910519981E1
3,924533028E1;-1,715320015E1;3,936940002E1;1,227320004E1
3,934533028E1;-1,254160023E1;4,248040009E1;5,270400047E0
3,944533028E1;-9,394000053E0;4,351739883E1;2,281399965E0
3,954533028E1;-6,953999996E0;4,435919952E1;2,805999815E-1
3,964533028E1;-6,892999649E0;4,448119736E1;1,829999983E-1
3,974533028E1;-1,800720024E1;4,043079758E1;7,942199707E0
3,984533028E1;-2,378999901E1;3,703919983E1;1,161439991E1
3,994533028E1;-2,515639877E1;3,293999863E1;1,880019951E1
4,004533028E1;-2,407059860E1;3,228120041E1;2,169159889E1
4,014533028E1;-2,202099991E1;3,091479874E1;2,572979927E1
4,024533028E1;-1,993479919E1;3,196399879E1;2,637639999E1
4,034533028E1;-1,994700050E1;3,446500015E1;2,300919914E1
4,044533028E1;-1,773880005E1;3,962559891E1;1,561599922E1
4,054533028E1;-1,328579998E1;4,368819809E1;8,539999962E0
4,064533028E1;-1,087020016E1;4,479840088E1;4,721399784E0
4,074533028E1;-7,576200008E0;4,596960068E1;2,330199957E0
4,084533028E1;-7,137000084E0;4,616479874E1;9,759999514E-1
4,094533028E1;-1,784860039E1;4,209000015E1;1,004059982E1
4,104533028E1;-2,377779961E1;3,895459747E1;1,163879967E1
4,114533028E1;-2,655939865E1;3,445280075E1;1,728739929E1
4,124533028E1;-2,543700027E1;3,289120102E1;2,259440041E1
