"Time (s)";"Latitude (°)";"Longitude (°)";"Height (m)";"Velocity (m/s)";"Direction (°)";"Horizontal Accuracy (m)";"Vertical Accuracy (m)"
2,161964975E2;5,233634062E1;4,868420606E0;2,549288761E0;2,812856436E-1;1,984333496E2;5,505813122E0;3,000000000E0
2,171965115E2;5,233633909E1;4,868418936E0;2,551846097E0;1,612639427E-1;1,984333496E2;5,479546070E0;3,000000000E0
2,181965075E2;5,233633853E1;4,868418069E0;2,498137402E0;9,442403167E-2;1,984333496E2;5,689355373E0;3,000000000E0
2,191965155E2;5,233633282E1;4,868412939E0;2,457418053E0;2,523518503E-1;2,011562805E2;5,740844250E0;3,000000000E0
2,201965665E2;5,233632570E1;4,868403078E0;2,386910032E0;4,711771309E-1;1,961886292E2;5,725448132E0;3,000000000E0
2,211965535E2;5,233630685E1;4,868394827E0;2,324877076E0;6,577442884E-1;1,939571075E2;5,582403183E0;3,000000000E0
2,221966225E2;5,233629450E1;4,868382939E0;2,142852218E0;1,030340075E0;1,915961456E2;5,440081596E0;3,000000000E0
2,231966135E2;5,233628055E1;4,868371714E0;1,986132573E0;1,236344337E0;1,977099457E2;5,378036022E0;3,000000000E0
2,241965975E2;5,233626806E1;4,868359854E0;1,821791151E0;1,321958184E0;1,942872314E2;5,226584435E0;3,000000000E0
2,251966355E2;5,233625121E1;4,868345470E0;1,825123837E0;1,485612631E0;1,899880981E2;5,052928448E0;3,018953800E0
2,261967085E2;5,233623501E1;4,868334791E0;1,767132978E0;1,548963547E0;1,898340759E2;4,941981316E0;3,089020252E0
2,271966885E2;5,233621946E1;4,868325179E0;1,849400516E0;1,574514270E0;1,880478058E2;4,914732933E0;3,153739929E0
2,281967195E2;5,233620182E1;4,868311788E0;1,989992730E0;1,639134169E0;1,860040131E2;4,958302021E0;3,219880104E0
2,291967015E2;5,233618507E1;4,868304657E0;2,043262522E0;1,653082490E0;1,868635864E2;4,959948540E0;3,267041206E0
2,301967335E2;5,233617131E1;4,868295996E0;2,066635257E0;1,626654267E0;1,813395996E2;5,000010490E0;3,310368538E0
2,311967295E2;5,233615908E1;4,868291158E0;1,956778813E0;1,577830553E0;1,814631348E2;5,055037498E0;3,343095303E0
2,321967665E2;5,233614707E1;4,868283223E0;1,954312383E0;1,544092655E0;1,809255219E2;5,164548874E0;3,391641855E0
2,331967675E2;5,233613492E1;4,868278398E0;1,988620266E0;1,512320399E0;1,806169586E2;5,131523609E0;3,413872957E0
2,341969435E2;5,233612410E1;4,868275490E0;1,813401292E0;1,469353557E0;1,765725555E2;5,140047073E0;3,424647570E0
2,351968205E2;5,233611216E1;4,868269753E0;1,904727154E0;1,450057149E0;1,767171783E2;5,188940525E0;3,447571993E0
2,361968105E2;5,233609606E1;4,868266655E0;1,847444843E0;1,469174981E0;1,758130341E2;5,164113045E0;3,449481010E0
2,371968595E2;5,233608353E1;4,868263336E0;1,714239863E0;1,453815937E0;1,776433105E2;5,144490719E0;3,472959042E0
2,381968495E2;5,233607415E1;4,868258887E0;1,585805072E0;1,416834950E0;1,753321991E2;5,281309128E0;3,498282433E0
2,391968725E2;5,233606293E1;4,868253609E0;1,646399956E0;1,401791930E0;1,768145752E2;5,259295464E0;3,503004074E0
2,401969045E2;5,233605270E1;4,868253340E0;1,479074321E0;1,377762914E0;1,732615509E2;5,291116714E0;3,501558304E0
2,411972035E2;5,233603839E1;4,868253391E0;1,460447150E0;1,390311122E0;1,731046906E2;5,444879532E0;3,520935535E0
2,421969405E2;5,233602357E1;4,868254938E0;1,552784314E0;1,404792309E0;1,706135406E2;5,504281998E0;3,542714834E0
2,431969385E2;5,233600995E1;4,868255925E0;1,658966902E0;1,406504631E0;1,709341736E2;5,574624538E0;3,585997581E0
2,441970065E2;5,233599294E1;4,868251494E0;1,625471428E0;1,438974857E0;1,715813141E2;5,501771450E0;3,621377707E0
2,451970135E2;5,233597898E1;4,868250055E0;1,653653608E0;1,440757871E0;1,710817566E2;5,272486687E0;3,634958029E0
2,461970255E2;5,233596460E1;4,868251315E0;1,635825623E0;1,443085790E0;1,614116516E2;5,189425468E0;3,662642241E0
2,471970335E2;5,233595244E1;4,868254078E0;1,664077114E0;1,426820993E0;1,613577881E2;5,130655766E0;3,689067125E0
2,481970315E2;5,233594375E1;4,868256709E0;1,541786625E0;1,384117484E0;1,623765106E2;5,166767120E0;3,691678762E0
2,491970415E2;5,233593065E1;4,868255501E0;1,642408312E0;1,383039236E0;1,662311249E2;5,190198421E0;3,701475859E0
2,501970765E2;5,233590928E1;4,868253002E0;1,609146069E0;1,452000976E0;1,706440735E2;5,064424038E0;3,691484213E0
2,511971225E2;5,233589455E1;4,868251873E0;1,692986008E0;1,457267284E0;1,704883575E2;5,206705093E0;3,711340904E0
2,521973605E2;5,233588092E1;4,868249924E0;1,717612656E0;1,453000307E0;1,710979004E2;5,179663181E0;3,694980145E0
2,531971025E2;5,233585979E1;4,868249469E0;1,731524893E0;1,511183500E0;1,713787079E2;5,072969913E0;3,679394007E0
2,541971425E2;5,233583972E1;4,868250872E0;1,718409952E0;1,555469751E0;1,731646271E2;4,843251228E0;3,654350519E0
2,551971765E2;5,233582424E1;4,868248950E0;1,697277220E0;1,555177212E0;1,778674774E2;4,809446812E0;3,643813133E0
2,561971815E2;5,233580844E1;4,868244594E0;1,535642642E0;1,558975220E0;1,867771301E2;4,634805202E0;3,613769293E0
2,571972295E2;5,233579470E1;4,868236968E0;1,467332737E0;1,549150229E0;1,996838379E2;4,568911552E0;3,630497217E0
2,581972245E2;5,233578148E1;4,868226096E0;1,474825005E0;1,542876720E0;2,142633667E2;4,503057480E0;3,639048100E0
2,591972235E2;5,233576964E1;4,868212979E0;1,517792681E0;1,533179164E0;2,298671265E2;4,406671524E0;3,603734970E0
2,601972825E2;5,233575638E1;4,868191541E0;1,540486640E0;1,561429858E0;2,412230682E2;4,280806065E0;3,556616068E0
2,611972615E2;5,233574804E1;4,868169037E0;1,715566531E0;1,564694643E0;2,513247375E2;4,277410507E0;3,527113199E0
2,621973845E2;5,233573900E1;4,868142132E0;2,020889559E0;1,590388894E0;2,517329102E2;4,013813496E0;3,457268000E0
2,631972985E2;5,233573595E1;4,868121083E0;2,086651733E0;1,568833351E0;2,560088501E2;3,877484798E0;3,405068874E0
2,641973105E2;5,233573421E1;4,868100476E0;1,857102247E0;1,548015237E0;2,558504791E2;3,873844147E0;3,398798466E0
2,651973225E2;5,233572774E1;4,868069867E0;1,734923276E0;1,589934111E0;2,531122437E2;3,962886572E0;3,418180466E0
2,661975025E2;5,233572055E1;4,868045152E0;1,588941858E0;1,601865768E0;2,450430908E2;4,050638676E0;3,448889971E0
2,671973905E2;5,233570716E1;4,868022493E0;1,542478220E0;1,632340908E0;2,247849121E2;4,127542019E0;3,453937054E0
2,681973795E2;5,233569329E1;4,868006602E0;1,374439544E0;1,640395641E0;2,068954926E2;4,274428368E0;3,477387190E0
2,691973885E2;5,233568080E1;4,867993882E0;1,097750766E0;1,628701329E0;2,012770996E2;4,385420322E0;3,497828007E0
2,701974215E2;5,233566750E1;4,867983589E0;8,405082027E-1;1,617768884E0;2,029949036E2;4,535730839E0;3,528169870E0
2,711974425E2;5,233565663E1;4,867972761E0;5,754637549E-1;1,590165615E0;2,008723297E2;4,615386009E0;3,558215857E0
2,721974745E2;5,233564450E1;4,867962035E0;4,001366524E-1;1,573549867E0;2,053159332E2;4,639139175E0;3,601498604E0
2,731975055E2;5,233563450E1;4,867949195E0;2,340361499E-1;1,547787070E0;2,198168945E2;4,707575321E0;3,648682356E0
2,741974775E2;5,233562464E1;4,867934113E0;2,271407221E-1;1,529862881E0;2,398162994E2;4,663985729E0;3,640588760E0
2,751975045E2;5,233561981E1;4,867916940E0;5,080460902E-1;1,498307824E0;2,461201630E2;4,606841564E0;3,625351191E0
2,761975335E2;5,233561667E1;4,867887472E0;5,432021472E-1;1,526907682E0;2,623427429E2;4,234161377E0;3,545950651E0
2,771975535E2;5,233561420E1;4,867858432E0;5,647439600E-1;1,551454067E0;2,694251099E2;4,010297775E0;3,507793665E0
2,781975545E2;5,233561443E1;4,867834302E0;4,842667100E-1;1,549384117E0;2,728173828E2;3,905121803E0;3,495065689E0
2,791975975E2;5,233561707E1;4,867816418E0;4,537069337E-1;1,521049142E0;2,716657715E2;3,896652699E0;3,446403742E0
2,801977065E2;5,233561874E1;4,867794718E0;6,410528677E-1;1,513306856E0;2,710352783E2;3,885249853E0;3,461314440E0
2,811976085E2;5,233562136E1;4,867773322E0;4,926438859E-1;1,506819129E0;2,719206543E2;3,781435966E0;3,468534470E0
2,821977365E2;5,233562344E1;4,867751482E0;3,657418287E-1;1,502590895E0;2,702511902E2;3,856148243E0;3,473704815E0
2,831976485E2;5,233562572E1;4,867723773E0;2,929449491E-1;1,527222157E0;2,703524780E2;3,766345739E0;3,462185383E0
2,841976735E2;5,233562641E1;4,867699034E0;3,230200310E-1;1,530933142E0;2,673389893E2;3,769133091E0;3,467998505E0
2,851976825E2;5,233562611E1;4,867677968E0;2,550051107E-1;1,515193462E0;2,677364807E2;3,687854290E0;3,466588497E0
2,861977855E2;5,233562679E1;4,867653267E0;7,876243498E-2;1,523257017E0;2,699555054E2;3,563443422E0;3,432821035E0
2,871977475E2;5,233562698E1;4,867628600E0;6,059221411E-2;1,532163978E0;2,699360352E2;3,614123821E0;3,431492329E0
2,881977435E2;5,233562525E1;4,867601641E0;8,455564416E-2;1,552511096E0;2,666657410E2;3,668592453E0;3,443429708E0
2,891977595E2;5,233562288E1;4,867578030E0;1,871448594E-1;1,551558733E0;2,584654541E2;3,718695641E0;3,453986883E0
2,901977545E2;5,233561949E1;4,867556455E0;2,074422059E-2;1,539534569E0;2,465561371E2;3,708137035E0;3,468747377E0
2,911978195E2;5,233561445E1;4,867537790E0;-6,243722433E-2;1,518735528E0;2,430591888E2;3,428434849E0;3,402939320E0
2,921978285E2;5,233560773E1;4,867518246E0;2,569851383E-1;1,510759830E0;2,441579285E2;3,330957890E0;3,349685192E0
2,931978345E2;5,233560145E1;4,867499982E0;4,200712300E-1;1,498695731E0;2,392034454E2;3,367404938E0;3,303723335E0
2,941978595E2;5,233559217E1;4,867477523E0;4,232444180E-1;1,520353794E0;2,360113068E2;3,322678566E0;3,280685663E0
2,951978805E2;5,233558226E1;4,867455765E0;1,409552309E-1;1,540631533E0;2,393720398E2;3,260744095E0;3,216062546E0
2,961978905E2;5,233557391E1;4,867438088E0;-7,513679650E-2;1,534462690E0;2,451414948E2;3,263397932E0;3,189443111E0
2,971978955E2;5,233556767E1;4,867417809E0;-1,713771100E-1;1,531229019E0;2,467418060E2;3,281216145E0;3,202713013E0
2,981978985E2;5,233556043E1;4,867394102E0;-2,538246026E-1;1,547452450E0;2,474623108E2;3,289111614E0;3,197928190E0
2,991979195E2;5,233555207E1;4,867367597E0;-2,858707301E-1;1,577745795E0;2,464913330E2;3,409460306E0;3,221708775E0
3,001979415E2;5,233554522E1;4,867347202E0;-2,807184694E-1;1,571866274E0;2,425452423E2;3,287802219E0;3,181683064E0
3,011979575E2;5,233553812E1;4,867327068E0;-4,155272815E-1;1,568842649E0;2,385390320E2;3,266655445E0;3,161343813E0
3,021981955E2;5,233552940E1;4,867305166E0;-5,331151519E-1;1,580756664E0;2,317662964E2;3,259353161E0;3,187079191E0
3,031980475E2;5,233551991E1;4,867287803E0;-7,260806838E-1;1,576323390E0;2,304330139E2;3,202781677E0;3,185575247E0
3,041980385E2;5,233551227E1;4,867273940E0;-7,296222769E-1;1,547423720E0;2,277461700E2;3,271221638E0;3,163128138E0
3,051980565E2;5,233550495E1;4,867261732E0;-7,739031897E-1;1,511593461E0;2,310785522E2;3,237783432E0;3,148891687E0
3,061980785E2;5,233549535E1;4,867246785E0;-7,171983068E-1;1,501521349E0;2,257916718E2;3,263504028E0;3,169864893E0
3,071984585E2;5,233548680E1;4,867234881E0;-6,152956237E-1;1,475225687E0;2,345327454E2;3,297804832E0;3,195765495E0
3,081980875E2;5,233547872E1;4,867220385E0;-6,159207000E-1;1,460547447E0;2,317085419E2;3,315666676E0;3,185243845E0
3,091981095E2;5,233547101E1;4,867203106E0;-6,181171369E-1;1,456597447E0;2,276209717E2;3,274803400E0;3,214672327E0
3,101981105E2;5,233546223E1;4,867187507E0;-5,064032993E-1;1,451273680E0;2,260473022E2;3,169548988E0;3,223378420E0
3,111984905E2;5,233545367E1;4,867175626E0;-4,794470306E-1;1,431729913E0;2,284710083E2;3,216462612E0;3,228803873E0
3,121981585E2;5,233544451E1;4,867161213E0;-4,438728420E-1;1,426640987E0;2,276724091E2;3,231003284E0;3,224910259E0
3,131981775E2;5,233543631E1;4,867149199E0;-6,138123894E-1;1,406625867E0;2,256653137E2;3,226999998E0;3,224279642E0
3,141981925E2;5,233542747E1;4,867136209E0;-8,036493550E-1;1,394913673E0;2,334939728E2;3,189838171E0;3,230899096E0
3,151982125E2;5,233541869E1;4,867119199E0;-1,140379898E0;1,400536537E0;2,343435211E2;3,106768370E0;3,198788881E0
3,161982495E2;5,233540872E1;4,867098293E0;-1,320882462E0;1,428946018E0;2,328176575E2;3,125955105E0;3,217778921E0
3,171983395E2;5,233540132E1;4,867081969E0;-1,405436701E0;1,423766375E0;2,313403320E2;3,202295303E0;3,241690159E0
3,181982685E2;5,233539356E1;4,867063475E0;-1,302971435E0;1,429220915E0;2,312185974E2;3,231771469E0;3,252405405E0
3,191982705E2;5,233538512E1;4,867046395E0;-1,192773650E0;1,430161715E0;2,275424500E2;3,141211033E0;3,250755072E0
3,201983105E2;5,233537501E1;4,867030350E0;-1,250884773E0;1,436619043E0;2,270115814E2;3,105228424E0;3,235836267E0
3,211983145E2;5,233536538E1;4,867014692E0;-1,221931546E0;1,438837051E0;2,288308563E2;3,096584797E0;3,195989132E0
3,221983275E2;5,233535847E1;4,866999997E0;-1,164817594E0;1,422357202E0;2,285167847E2;3,143654108E0;3,166170597E0
3,231983555E2;5,233535125E1;4,866985676E0;-9,004665781E-1;1,408548236E0;2,261410675E2;2,846042871E0;3,024441004E0
3,241983605E2;5,233534162E1;4,866969279E0;-6,916013913E-1;1,421071053E0;2,263383789E2;2,640376568E0;3,000000000E0
3,251984445E2;5,233532932E1;4,866950206E0;-5,799568805E-1;1,457424521E0;2,245011444E2;2,796759844E0;3,000000000E0
3,261986655E2;5,233531881E1;4,866935606E0;-5,303735587E-1;1,460500598E0;2,279794312E2;2,916698217E0;3,000000000E0
3,271984245E2;5,233531220E1;4,866924173E0;-6,436933947E-1;1,427352548E0;2,320250702E2;3,108421326E0;3,000000000E0
3,281984445E2;5,233530410E1;4,866910031E0;-5,372523434E-1;1,416360974E0;2,286813202E2;3,190022945E0;3,000000000E0
3,291984465E2;5,233529485E1;4,866894314E0;-5,031946839E-1;1,418974161E0;2,317263489E2;3,182643414E0;3,000000000E0
3,301985375E2;5,233528799E1;4,866880400E0;-4,711566192E-1;1,401949644E0;2,366504517E2;3,261086464E0;3,000000000E0
3,311985245E2;5,233528347E1;4,866873765E0;1,074828558E-1;1,350319862E0;2,303270416E2;2,394039392E0;3,000000000E0
3,321984945E2;5,233527440E1;4,866860111E0;-1,537107095E-1;1,359434605E0;2,106264954E2;2,062722683E0;3,000000000E0
3,331985585E2;5,233526861E1;4,866846477E0;-1,995896108E-1;1,346135736E0;2,141582794E2;2,384518623E0;3,000000000E0
3,341985355E2;5,233526755E1;4,866831326E0;-6,935955843E-2;1,322520614E0;2,280223541E2;2,576440573E0;3,000000000E0
3,351988295E2;5,233526368E1;4,866813212E0;6,327221783E-2;1,322645664E0;2,311831665E2;2,648269653E0;3,000000000E0
3,361988125E2;5,233525782E1;4,866794974E0;2,449424525E-1;1,329631925E0;2,344316254E2;2,663010597E0;3,000000000E0
3,371985855E2;5,233525079E1;4,866776741E0;5,133931506E-1;1,338753819E0;2,290915070E2;2,661031246E0;3,000000000E0
3,381986415E2;5,233524097E1;4,866758562E0;7,637373348E-1;1,358036041E0;2,270846710E2;2,644588470E0;3,000000000E0
3,391986485E2;5,233523157E1;4,866738054E0;9,772684049E-1;1,380879998E0;2,374245300E2;2,627247572E0;3,000000000E0
3,401986605E2;5,233522611E1;4,866713739E0;1,197114737E0;1,402548432E0;2,418461761E2;2,626562834E0;3,000000000E0
3,411987675E2;5,233522023E1;4,866693401E0;1,365781221E0;1,408082843E0;2,411726379E2;2,722619772E0;3,000000000E0
3,421986715E2;5,233521535E1;4,866671962E0;1,623678852E0;1,420313358E0;2,472726288E2;2,739020109E0;3,000000000E0
3,431987265E2;5,233521206E1;4,866653171E0;1,785652680E0;1,415986538E0;2,481302490E2;2,717613697E0;3,000000000E0
3,441987385E2;5,233521038E1;4,866636353E0;1,989940555E0;1,398088932E0;2,549832001E2;2,692043304E0;3,000000000E0
3,451987485E2;5,233520605E1;4,866620263E0;2,081620976E0;1,380007267E0;2,577839661E2;2,650020838E0;3,000000000E0
3,461987725E2;5,233520315E1;4,866603349E0;2,120493794E0;1,360517979E0;2,636611328E2;2,632957935E0;3,000000000E0
3,471987755E2;5,233520268E1;4,866577946E0;2,080594771E0;1,383468270E0;2,646939087E2;2,691804886E0;3,000000000E0
3,481991875E2;5,233520442E1;4,866554128E0;1,970116747E0;1,397281170E0;2,692099915E2;2,771876097E0;3,000000000E0
3,491988075E2;5,233520890E1;4,866533904E0;2,012466057E0;1,401306629E0;2,667821045E2;2,969801903E0;3,000000000E0
3,501988325E2;5,233520967E1;4,866505750E0;1,902508320E0;1,443244815E0;2,684719543E2;3,071044922E0;3,000000000E0
3,511988655E2;5,233520880E1;4,866479944E0;1,670908255E0;1,470869303E0;2,680490723E2;3,031421900E0;3,000000000E0
3,521988565E2;5,233521594E1;4,866453075E0;1,792715235E0;1,510558605E0;2,716675415E2;2,977816582E0;3,000000000E0
3,531989025E2;5,233522000E1;4,866438639E0;2,297036244E0;1,475009441E0;2,739174194E2;2,853073359E0;3,000000000E0
3,541988875E2;5,233522368E1;4,866423846E0;2,990422648E0;1,441535234E0;2,715787048E2;2,818713665E0;3,000000000E0
3,551989315E2;5,233522289E1;4,866403950E0;3,568612679E0;1,429662347E0;2,661406250E2;2,816246510E0;3,000000000E0
3,561992165E2;5,233521542E1;4,866381218E0;3,628588224E0;1,449733377E0;2,707814331E2;2,761335373E0;3,000000000E0
3,571989575E2;5,233521339E1;4,866350551E0;3,548535745E0;1,495739937E0;2,725670776E2;2,737518549E0;3,000000000E0
3,581989675E2;5,233521211E1;4,866324301E0;3,580911381E0;1,517662048E0;2,699821167E2;2,750500917E0;3,000000000E0
3,591989815E2;5,233521153E1;4,866297096E0;3,437937340E0;1,544367313E0;2,682774658E2;2,819014549E0;3,000000000E0
3,601990035E2;5,233521038E1;4,866277823E0;3,211781144E0;1,527896166E0;2,660806274E2;2,832194328E0;3,000000000E0
3,611990325E2;5,233520542E1;4,866263925E0;3,292995623E0;1,493288875E0;2,691150208E2;2,744418144E0;3,000000000E0
3,621990475E2;5,233519940E1;4,866241911E0;2,981539254E0;1,498997927E0;2,699291077E2;2,762224913E0;3,000000000E0
3,631990375E2;5,233519743E1;4,866234604E0;3,712278007E0;1,419662833E0;2,629096375E2;2,748674154E0;3,000000000E0
3,641991005E2;5,233519211E1;4,866218305E0;4,327041321E0;1,402186990E0;2,558419189E2;2,760121584E0;3,000000000E0
3,651990965E2;5,233518702E1;4,866192901E0;4,874367451E0;1,431843996E0;2,579709167E2;2,758919239E0;3,000000000E0
3,661993345E2;5,233518642E1;4,866173343E0;5,244982746E0;1,424884319E0;2,601804810E2;2,772272825E0;3,000000000E0
3,671991185E2;5,233518512E1;4,866148997E0;6,106798682E0;1,441824913E0;2,571470337E2;2,814727545E0;3,000000000E0
3,681991295E2;5,233518318E1;4,866134820E0;6,956404755E0;1,403665066E0;2,507562714E2;2,834131002E0;3,000000000E0
3,691991595E2;5,233517633E1;4,866119424E0;7,790984737E0;1,389660001E0;2,581013794E2;2,851983547E0;3,000000000E0
3,701992065E2;5,233517488E1;4,866100525E0;8,193580551E0;1,376134038E0;2,665189514E2;2,892066956E0;3,000000000E0
3,711992125E2;5,233517449E1;4,866077521E0;8,167347747E0;1,386238337E0;2,656441956E2;2,968186855E0;3,000000000E0
3,721992555E2;5,233517039E1;4,866056095E0;7,980503842E0;1,394937277E0;2,532389374E2;3,087412119E0;3,000000000E0
3,731992265E2;5,233516769E1;4,866041571E0;8,427481254E0;1,369405746E0;2,540016479E2;3,025758505E0;3,000000000E0
3,741992385E2;5,233516499E1;4,866014181E0;7,831753040E0;1,411240101E0;2,549414825E2;3,059009075E0;3,000000000E0
3,751992905E2;5,233516005E1;4,865988044E0;7,186044251E0;1,444726825E0;2,588363953E2;3,062153816E0;3,000000000E0
3,761993385E2;5,233515942E1;4,865968313E0;7,378081491E0;1,432965398E0;2,611095581E2;2,914222956E0;3,000000000E0
3,771993085E2;5,233515877E1;4,865944161E0;7,242506836E0;1,442970276E0;2,508082275E2;2,940337181E0;3,000000000E0
3,781993175E2;5,233514922E1;4,865931125E0;7,640365809E0;1,431736946E0;2,443564606E2;2,886923075E0;3,000000000E0
3,791993445E2;5,233513787E1;4,865921705E0;8,354490592E0;1,424651504E0;2,266104279E2;2,964847565E0;3,000000000E0
3,801993765E2;5,233511818E1;4,865913022E0;9,386918263E0;1,484790683E0;2,095818787E2;2,962596893E0;3,000000000E0
3,811993585E2;5,233510050E1;4,865911329E0;1,037315848E1;1,520827532E0;2,011931610E2;2,981131077E0;3,000000000E0
3,821993975E2;5,233508574E1;4,865912119E0;1,126865320E1;1,529087543E0;1,990277405E2;2,956991434E0;3,000000000E0
3,831993835E2;5,233507183E1;4,865911124E0;1,207611738E1;1,524662733E0;1,951918640E2;2,903423309E0;3,000000000E0
3,841994305E2;5,233505892E1;4,865889341E0;1,160358653E1;1,556485415E0;1,983618927E2;2,969520807E0;3,000000000E0
3,851994765E2;5,233504420E1;4,865869331E0;1,095561280E1;1,588796854E0;1,924924469E2;2,983781815E0;3,000000000E0
3,861995015E2;5,233503053E1;4,865853794E0;1,044149776E1;1,597962976E0;1,918081665E2;3,014870882E0;3,000000000E0
3,871995045E2;5,233501483E1;4,865839507E0;9,858327367E0;1,618705750E0;1,902534180E2;3,147045135E0;3,000000000E0
3,881998225E2;5,233499771E1;4,865825981E0;9,187228860E0;1,645880818E0;1,841270447E2;3,214061737E0;3,000000000E0
3,891995105E2;5,233497939E1;4,865814730E0;8,599740632E0;1,676773071E0;1,863380127E2;3,222828627E0;3,000000000E0
3,901995075E2;5,233496637E1;4,865802852E0;7,932102340E0;1,666742682E0;1,940297699E2;3,185174942E0;3,068679571E0
3,911995825E2;5,233494777E1;4,865790271E0;7,598154266E0;1,699671268E0;1,934633636E2;3,047831059E0;3,111211777E0
3,921997545E2;5,233493403E1;4,865778302E0;7,147046744E0;1,689379573E0;1,861150360E2;3,008323193E0;3,149813890E0
3,931995815E2;5,233492357E1;4,865773854E0;6,725452083E0;1,639928102E0;1,746006012E2;3,106330633E0;3,199133873E0
3,941996325E2;5,233490925E1;4,865771335E0;6,458717593E0;1,625764251E0;1,772581177E2;3,190042496E0;3,261540890E0
3,951996075E2;5,233489481E1;4,865758813E0;6,067001806E0;1,628214598E0;1,877547760E2;3,140592813E0;3,289290428E0
3,961996635E2;5,233488376E1;4,865747115E0;5,726525875E0;1,602921724E0;1,899087372E2;3,146780968E0;3,304142952E0
3,971998675E2;5,233487126E1;4,865738476E0;5,477534607E0;1,582680583E0;1,926747437E2;3,132984638E0;3,311799288E0
3,981996985E2;5,233485969E1;4,865725277E0;5,299105009E0;1,566776037E0;2,021474762E2;3,135908127E0;3,299962521E0
3,991996885E2;5,233485339E1;4,865717152E0;5,151866902E0;1,501472712E0;2,230756683E2;3,110738754E0;3,298650026E0
4,001997015E2;5,233485548E1;4,865708416E0;4,682226232E0;1,424220800E0;2,354223022E2;3,094009638E0;3,298636436E0
4,011997295E2;5,233485306E1;4,865689306E0;4,099195338E0;1,407629728E0;2,483787842E2;3,110215664E0;3,317374229E0
4,021997505E2;5,233485242E1;4,865666224E0;3,762276291E0;1,413563371E0;2,638460083E2;3,163411617E0;3,338888168E0
4,031997615E2;5,233485325E1;4,865641169E0;3,352713758E0;1,430566549E0;2,645609436E2;3,120428324E0;3,361397982E0
4,041998145E2;5,233485242E1;4,865623029E0;3,113223534E0;1,411626697E0;2,655020447E2;3,112491846E0;3,378661633E0
4,051998095E2;5,233485371E1;4,865604517E0;2,774791082E0;1,395173669E0;2,624350281E2;3,070879459E0;3,381759882E0
4,061998435E2;5,233485555E1;4,865579913E0;2,646498329E0;1,409945488E0;2,652567749E2;3,058272600E0;3,384559870E0
4,071998455E2;5,233485480E1;4,865552302E0;2,340709388E0;1,437127829E0;2,645132751E2;3,065640926E0;3,397278786E0
4,081998225E2;5,233485369E1;4,865526826E0;1,799101225E0;1,452260613E0;2,652155457E2;3,053991795E0;3,395155668E0
4,091999115E2;5,233485178E1;4,865496966E0;1,404038886E0;1,490413427E0;2,675336304E2;3,034859657E0;3,376448870E0
4,101999155E2;5,233484971E1;4,865468303E0;1,029207459E0;1,520766735E0;2,728450012E2;3,023213863E0;3,361343145E0
4,111999585E2;5,233484981E1;4,865444999E0;8,835662910E-1;1,519394159E0;2,702342529E2;2,997476101E0;3,343695164E0
4,121999275E2;5,233484959E1;4,865421146E0;7,708037776E-1;1,518136859E0;2,727802429E2;2,988213301E0;3,325091839E0
4,131999415E2;5,233484632E1;4,865401318E0;9,544440200E-1;1,498166561E0;2,663628235E2;2,966581345E0;3,290934086E0
4,141999835E2;5,233484665E1;4,865380786E0;7,665275943E-1;1,481225729E0;2,659600830E2;2,977564096E0;3,267853975E0
4,151999495E2;5,233484964E1;4,865359723E0;1,159249135E0;1,473457456E0;2,598785706E2;2,984906197E0;3,248143673E0
4,162000085E2;5,233485166E1;4,865336421E0;1,109334130E0;1,476283550E0;2,627550659E2;2,992582083E0;3,239593029E0
4,171999855E2;5,233485770E1;4,865316182E0;1,127814209E0;1,472932816E0;2,722533875E2;3,060094833E0;3,245385170E0
4,182000045E2;5,233485631E1;4,865295793E0;1,529930621E0;1,458176017E0;2,789012756E2;3,066894054E0;3,264760017E0
4,192000545E2;5,233485661E1;4,865281830E0;1,741422660E0;1,410583496E0;2,809171143E2;3,105247021E0;3,287377119E0
4,202000575E2;5,233486124E1;4,865267550E0;1,991901349E0;1,379442930E0;2,815589294E2;3,197216511E0;3,326669455E0
4,212000895E2;5,233486405E1;4,865252141E0;2,228596343E0;1,355164051E0;2,862217102E2;3,163646698E0;3,328804731E0
4,222000745E2;5,233487369E1;4,865226762E0;2,308364248E0;1,408869028E0;2,881224670E2;3,147332668E0;3,342020035E0
4,232001285E2;5,233488190E1;4,865204388E0;2,238730662E0;1,441085100E0;2,897977295E2;3,281790733E0;3,408215046E0
4,242001825E2;5,233488814E1;4,865184669E0;2,209027833E0;1,452354193E0;2,920743103E2;3,344330311E0;3,472471476E0
4,252001505E2;5,233489374E1;4,865163198E0;2,374467018E0;1,468986273E0;2,889675598E2;3,372828484E0;3,534997702E0
4,262001655E2;5,233489835E1;4,865144230E0;2,342609385E0;1,467180014E0;2,860931702E2;3,390089035E0;3,592686892E0
4,272001745E2;5,233490134E1;4,865127134E0;2,597945701E0;1,447141290E0;2,895631409E2;3,394999027E0;3,614929199E0
4,282002005E2;5,233490399E1;4,865109370E0;2,789806679E0;1,429186821E0;2,908130798E2;3,414855480E0;3,651340246E0
4,292002205E2;5,233490744E1;4,865089069E0;2,843393752E0;1,427212954E0;2,927067871E2;3,459928989E0;3,699846029E0
4,302002515E2;5,233491435E1;4,865066388E0;3,186019894E0;1,449887991E0;2,896958008E2;3,489968300E0;3,733462811E0
