"Time (s)";"Illuminance (lx)"
0,000000000E0;8,753690625E4
1,295808664E0;2,883208398E4
5,155179408E0;4,206287537E2
8,413693812E0;1,418125000E2
1,072060195E1;7,019999981E0
1,076498285E1;9,293749809E0
1,267217524E1;1,712499976E0
1,284960794E1;2,271250010E0
1,289395792E1;2,839999914E0
1,293830497E1;3,408749819E0
1,303830497E1;0,000000000E0
1,313830497E1;3,976249933E0
1,323830497E1;3,976249933E0
1,333830497E1;3,976249933E0
1,343830497E1;5,682499886E0
1,353830497E1;5,682499886E0
1,363830497E1;5,682499886E0
1,373830497E1;5,682499886E0
1,383830497E1;5,682499886E0
1,393830497E1;5,682499886E0
1,403830497E1;5,682499886E0
1,413830497E1;5,682499886E0
1,423830497E1;5,682499886E0
1,433830497E1;5,682499886E0
1,443830497E1;5,682499886E0
1,453830497E1;5,682499886E0
1,463830497E1;5,682499886E0
1,473830497E1;4,553750038E0
1,483830497E1;4,553750038E0
1,493830497E1;4,553750038E0
1,503830497E1;4,553750038E0
1,513830497E1;4,553750038E0
1,523830497E1;5,749999881E-1
1,533830497E1;5,749999881E-1
1,543830497E1;1,459999919E0
1,553830497E1;1,459999919E0
1,563830497E1;1,459999919E0
1,573830497E1;1,459999919E0
1,583830497E1;1,459999919E0
1,593830497E1;1,459999919E0
1,603830497E1;1,459999919E0
1,613830497E1;1,459999919E0
1,623830497E1;1,459999919E0
1,633830497E1;1,459999919E0
1,643830497E1;1,459999919E0
1,653830497E1;1,459999919E0
1,663830497E1;1,459999919E0
1,673830497E1;1,459999919E0
1,683830497E1;1,459999919E0
1,693830497E1;1,459999919E0
1,703830497E1;1,459999919E0
1,713830497E1;2,101249933E0
1,723830497E1;2,101249933E0
1,733830497E1;2,101249933E0
1,743830497E1;2,101249933E0
1,753830497E1;2,101249933E0
1,763830497E1;2,101249933E0
1,773830497E1;2,101249933E0
1,783830497E1;2,101249933E0
1,793830497E1;2,101249933E0
1,803830497E1;2,101249933E0
1,813830497E1;2,101249933E0
1,823830497E1;2,101249933E0
1,833830497E1;2,101249933E0
1,843830497E1;2,101249933E0
1,853830497E1;2,101249933E0
1,863830497E1;2,101249933E0
1,873830497E1;2,101249933E0
1,883830497E1;2,101249933E0
1,893830497E1;2,101249933E0
1,903830497E1;2,101249933E0
1,913830497E1;2,101249933E0
1,923830497E1;2,101249933E0
1,933830497E1;2,101249933E0
1,943830497E1;2,101249933E0
1,953830497E1;2,101249933E0
1,963830497E1;2,101249933E0
1,973830497E1;2,101249933E0
1,983830497E1;2,101249933E0
1,993830497E1;2,101249933E0
2,003830497E1;2,101249933E0
2,013830497E1;2,101249933E0
2,023830497E1;2,101249933E0
2,033830497E1;2,101249933E0
2,043830497E1;2,101249933E0
2,053830497E1;2,101249933E0
2,063830497E1;2,101249933E0
2,073830497E1;2,101249933E0
2,083830497E1;2,101249933E0
2,093830497E1;2,101249933E0
2,103830497E1;2,101249933E0
2,113830497E1;2,101249933E0
2,123830497E1;2,101249933E0
2,133830497E1;2,101249933E0
2,143830497E1;2,101249933E0
2,153830497E1;2,101249933E0
2,163830497E1;2,101249933E0
2,173830497E1;2,101249933E0
2,183830497E1;2,101249933E0
2,193830497E1;2,101249933E0
2,203830497E1;2,101249933E0
2,213830497E1;2,101249933E0
2,223830497E1;2,101249933E0
2,233830497E1;2,101249933E0
2,243830497E1;2,101249933E0
2,253830497E1;2,101249933E0
2,263830497E1;2,101249933E0
2,273830497E1;2,101249933E0
2,283830497E1;2,101249933E0
2,293830497E1;2,101249933E0
2,303830497E1;2,101249933E0
2,313830497E1;2,101249933E0
2,323830497E1;2,101249933E0
2,333830497E1;2,101249933E0
2,343830497E1;2,101249933E0
2,353830497E1;2,101249933E0
2,363830497E1;2,101249933E0
2,373830497E1;2,101249933E0
2,383830497E1;2,101249933E0
2,393830497E1;2,101249933E0
2,403830497E1;2,101249933E0
2,413830497E1;2,101249933E0
2,423830497E1;2,101249933E0
2,433830497E1;2,101249933E0
2,443830497E1;2,101249933E0
2,453830497E1;2,101249933E0
2,463830497E1;2,101249933E0
2,473830497E1;2,101249933E0
2,483830497E1;2,101249933E0
2,493830497E1;2,101249933E0
2,503830497E1;2,101249933E0
2,513830497E1;2,101249933E0
2,523830497E1;2,101249933E0
2,533830497E1;2,101249933E0
2,543830497E1;2,101249933E0
2,553830497E1;2,101249933E0
2,563830497E1;2,101249933E0
2,573830497E1;2,101249933E0
2,583830497E1;2,101249933E0
2,593830497E1;2,101249933E0
2,603830497E1;2,101249933E0
2,613830497E1;2,101249933E0
2,623830497E1;2,101249933E0
