"Time (s)";"X (hPa)"
-5,771556250E-1;1,015946732E3
4,282433750E-1;1,015951691E3
1,433655375E0;1,015956650E3
2,439073375E0;1,015965881E3
3,444452375E0;1,015975037E3
3,796062375E0;1,015979080E3
4,868488375E0;1,015979919E3
5,940896375E0;1,015983505E3
7,013301375E0;1,015985718E3
8,085697375E0;1,015986938E3
9,158119375E0;1,015987167E3
1,023056638E1;1,015988235E3
1,130301137E1;1,015988235E3
1,237540438E1;1,015987167E3
1,344778337E1;1,015984650E3
1,452016837E1;1,015981369E3
1,559256338E1;1,015978546E3
1,666497837E1;1,015976639E3
1,773739738E1;1,015974045E3
1,880977537E1;1,015973892E3
1,988216437E1;1,015972366E3
2,095454337E1;1,015970306E3
2,202693637E1;1,015970306E3
2,309933637E1;1,015971909E3
2,417170837E1;1,015972214E3
2,524408638E1;1,015972366E3
2,631645038E1;1,015974884E3
2,738883638E1;1,015977631E3
2,846123837E1;1,015978088E3
2,953361337E1;1,015979919E3
3,060597638E1;1,015981827E3
3,167833437E1;1,015982437E3
3,275066837E1;1,015982285E3
3,382304437E1;1,015982437E3
3,489539637E1;1,015983963E3
3,596772437E1;1,015988007E3
3,704006937E1;1,015994644E3
3,811245537E1;1,015997772E3
3,918482237E1;1,016000366E3
4,025717037E1;1,016001663E3
4,132952637E1;1,016001663E3
4,240189537E1;1,015998764E3
4,347423637E1;1,015996628E3
4,454659238E1;1,015993500E3
4,561891238E1;1,015991287E3
4,669126137E1;1,015991287E3
4,776364637E1;1,015989685E3
4,883605337E1;1,015991516E3
4,990845037E1;1,015991516E3
5,098085437E1;1,015992203E3
5,205324637E1;1,015992203E3
5,312564537E1;1,015992584E3
5,419806638E1;1,015992203E3
5,527046537E1;1,015992203E3
5,634285237E1;1,015992203E3
5,741528637E1;1,015990753E3
5,848768038E1;1,015990677E3
5,956009337E1;1,015989456E3
6,063246637E1;1,015988388E3
6,170483738E1;1,015988235E3
6,277721437E1;1,015988007E3
