"Time (s)";"X (rad/s)";"Y (rad/s)";"Z (rad/s)"
4,090104167E-2;-9,880645275E-1;-8,608755469E-2;6,806324720E-1
1,413940417E-1;-7,247514278E-2;2,390716523E-1;8,031253517E-2
2,418880417E-1;-1,311961055E0;-5,519303493E-3;-6,009914279E-1
3,423810417E-1;-1,173819423E0;-1,834382057E0;-1,789716840E0
4,428740417E-1;-1,052901864E0;-1,753691316E0;3,514595032E-1
5,433680417E-1;7,344239950E-1;3,689940870E-1;4,145247042E-1
6,438610417E-1;4,513946474E-1;-3,230287790E0;1,926015139E0
7,443550417E-1;-1,238157392E0;-4,560571194E0;-8,120915890E-1
8,448480417E-1;-2,550858736E0;-5,340663433E0;1,117343545E0
9,453410417E-1;-3,762317419E0;-1,098983437E-1;3,847981691E0
1,045835000E0;-1,852414489E0;2,676445842E-1;2,586895227E0
1,146328000E0;-1,186491475E-1;5,383764505E-1;8,781149983E-1
1,246822000E0;2,098202467E0;1,097620726E0;1,424128056E0
1,347315000E0;2,200818509E-1;1,154653907E0;-1,565746963E-1
1,447808000E0;-9,276216850E-3;-1,450871587E0;5,267126560E-1
1,548302000E0;-4,588596821E-1;2,312109470E-1;1,329909444E0
1,648795000E0;3,629289865E-1;-8,713992834E-1;1,141921997E0
1,749289000E0;1,057860732E0;-4,018001258E-1;9,668747783E-1
1,849782000E0;-5,548755527E-1;-1,961515099E-1;-4,638031423E-1
1,950275000E0;-4,415102005E-1;2,514447868E-1;6,065754890E-1
2,050769250E0;-1,033793330E0;-2,042867541E-1;3,972089589E-1
2,151262250E0;3,897581100E-1;2,980488837E-1;6,210867763E-1
2,251756250E0;-3,032299280E-1;-2,349575311E-1;-1,949992031E-1
2,352249250E0;-1,502639949E-1;-4,614045918E-1;-1,412796229E-1
2,452742250E0;-5,965991616E-1;-9,793097973E-1;-2,741626464E-2
2,553236250E0;1,145758852E-1;-6,426401138E-1;-4,361741617E-2
2,653729250E0;-1,019348979E0;2,249948122E-2;1,292238384E-1
2,754223250E0;-4,290056527E-1;-7,352060080E-1;3,268569708E-1
2,854716250E0;-2,228825092E-1;2,659190595E-1;1,883138061E0
2,955209250E0;-9,162031859E-2;-6,583818048E-2;9,484853148E-1
3,055703750E0;-7,825389504E-1;-5,449111387E-2;-1,217461303E-1
