"Time (s)";"Latitude (°)";"Longitude (°)";"Height (m)";"Velocity (m/s)";"Direction (°)";"Horizontal Accuracy (m)";"Vertical Accuracy (°)"
3,202807903E-2;5,235429571E1;4,912005156E0;3,470180750E0;NaN;NaN;2,942053130E2;3,437100983E1
3,202807903E-2;5,235434823E1;4,911940582E0;3,470180750E0;NaN;NaN;2,942053130E2;3,437100983E1
8,501980305E-1;5,235417129E1;4,912213735E0;6,108699322E0;NaN;NaN;3,500000000E1;2,281190300E1
2,179870963E0;5,235413080E1;4,912285013E0;4,441982269E0;1,389999986E0;8,472656250E1;1,329249795E1;1,200000000E1
2,320744157E0;5,235413156E1;4,912298424E0;4,351161957E0;1,389999986E0;8,472656250E1;1,434904909E1;1,200000000E1
3,326345086E0;5,235410452E1;4,912279313E0;2,263210297E0;1,389999986E0;3,248437500E2;9,879373323E0;3,000000000E0
4,328292012E0;5,235411643E1;4,912167750E0;2,488002777E0;1,509999990E0;3,491015625E2;1,150542327E1;3,000000000E0
5,328904033E0;5,235416437E1;4,912175126E0;2,580837250E0;2,259999990E0;3,585937500E2;1,240085801E1;3,000000000E0
6,326419950E0;5,235414639E1;4,912184849E0;2,774684906E0;9,599999785E-1;3,297656250E2;1,031595659E1;3,000000000E0
7,326952100E0;5,235422770E1;4,912134390E0;2,793605804E0;1,110000014E0;3,536718750E2;1,076522013E1;3,000000000E0
8,327895045E0;5,235411986E1;4,912235141E0;2,994228363E0;9,599999785E-1;3,515625000E2;1,174602954E1;3,000000000E0
9,327025056E0;5,235416353E1;4,912170349E0;3,026393890E0;1,110000014E0;3,543750000E2;1,289714477E1;3,000000000E0
1,032671106E1;5,235414417E1;4,912222065E0;2,840297699E0;1,139999986E0;3,564843750E2;1,297559798E1;3,000000000E0
1,132756197E1;5,235415247E1;4,912220556E0;2,829982758E0;1,139999986E0;3,564843750E2;1,363212567E1;3,000000000E0
1,232516897E1;5,235419886E1;4,912190968E0;2,966640472E0;1,090000033E0;3,568359375E2;1,188553517E1;3,000000000E0
1,332808197E1;5,235420263E1;4,912188957E0;2,660060883E0;9,800000191E-1;3,526171875E2;1,436382013E1;3,000000000E0
1,432697868E1;5,235421136E1;4,912187110E0;2,660061024E0;9,800000191E-1;3,526171860E2;1,436382013E1;3,000000000E0
1,532596827E1;5,235421735E1;4,912185983E0;2,986782220E0;1,009999990E0;3,536718737E2;1,453863299E1;3,000000000E0
1,633929932E1;5,235425896E1;4,911832169E0;2,719143091E0;1,169999957E0;3,578906245E2;4,953659795E0;3,148108683E0
1,695176804E1;5,235427372E1;4,911865972E0;2,825283160E0;1,169999957E0;3,258984328E2;1,520160286E1;4,000000000E0
1,795378113E1;5,235430159E1;4,911805815E0;2,707485534E0;1,840000033E0;3,223827994E2;1,037053736E1;3,000000000E0
1,895223212E1;5,235431630E1;4,911798454E0;2,975246764E0;1,840000033E0;3,494531211E2;8,065733973E0;3,000000000E0
1,995202136E1;5,235431820E1;4,911792901E0;3,259121106E0;1,110000014E0;3,438281214E2;7,536489623E0;4,000000000E0
2,095120740E1;5,235432726E1;4,911794021E0;3,687282727E0;1,110000014E0;3,585937497E2;7,548748939E0;4,000000000E0
2,195166230E1;5,235433928E1;4,911791629E0;3,787563488E0;1,110000014E0;3,557812491E2;6,918648920E0;6,000000000E0
2,295042503E1;5,235435127E1;4,911786080E0;3,698513209E0;1,190000057E0;3,445312463E2;6,616368988E0;6,000000000E0
2,395042908E1;5,235436316E1;4,911772614E0;3,109035690E0;1,289999962E0;3,378515568E2;6,334002863E0;6,000000000E0
2,495026290E1;5,235437355E1;4,911760497E0;2,597561060E0;1,179999948E0;3,360937444E2;6,265292272E0;6,000000000E0
2,595298469E1;5,235438399E1;4,911749277E0;2,420192895E0;1,179999948E0;3,346874941E2;6,244862239E0;6,000000000E0
2,695002484E1;5,235439296E1;4,911744938E0;2,663967302E0;1,139999986E0;3,396093704E2;5,864656873E0;6,000000000E0
2,795197511E1;5,235440206E1;4,911739062E0;2,734646007E0;1,100000024E0;3,389062454E2;5,484110932E0;6,000000000E0
2,894882834E1;5,235441260E1;4,911735239E0;2,748623079E0;1,220000029E0;3,427734333E2;5,266311566E0;6,000000000E0
2,995128965E1;5,235442135E1;4,911735767E0;2,930568879E0;1,220000029E0;3,462890591E2;4,923553819E0;6,000000000E0
3,095201099E1;5,235442910E1;4,911736664E0;3,293178719E0;1,080000043E0;3,508593730E2;4,691850711E0;4,000173024E0
3,195135069E1;5,235443609E1;4,911734769E0;3,209011226E0;1,009999990E0;3,476953100E2;4,640346339E0;4,000335982E0
3,295222688E1;5,235444168E1;4,911736912E0;2,797023905E0;8,999999762E-1;3,512109359E2;4,662985738E0;4,000264574E0
3,395103896E1;5,235443965E1;4,911756656E0;2,316283145E0;4,182162915E-1;NaN;6,210224877E0;2,551850872E0
3,495126379E1;5,235445266E1;4,911756190E0;2,379214065E0;7,850286311E-1;3,563762003E2;6,387248824E0;2,382970190E0
3,595317900E1;5,235446534E1;4,911749143E0;2,477254478E0;1,009976757E0;3,433708060E2;6,433330627E0;2,408209685E0
3,695044613E1;5,235448250E1;4,911743043E0;2,594977148E0;1,187272077E0;3,469034813E2;6,156881754E0;2,480522634E0
3,795134592E1;5,235448768E1;4,911725449E0;2,317552666E0;1,126142021E0;3,381962221E2;6,089019058E0;2,366038398E0
3,895204258E1;5,235449391E1;4,911706381E0;2,692914927E0;1,108435597E0;3,340433195E2;6,007479033E0;2,300062382E0
3,995083153E1;5,235450278E1;4,911683126E0;2,280412300E0;1,196640740E0;3,266975902E2;5,980265480E0;2,211016306E0
4,095182371E1;5,235451539E1;4,911671071E0;2,353640962E0;1,106477749E0;3,285857531E2;5,830659747E0;2,285433668E0
4,195070004E1;5,235453277E1;4,911669886E0;2,489890669E0;1,338635765E0;3,338711595E2;5,833055684E0;2,235977433E0
4,295058060E1;5,235454636E1;4,911654055E0;2,625569162E0;1,423757834E0;3,333705183E2;5,866574453E0;2,115808896E0
4,395360780E1;5,235455196E1;4,911647134E0;1,154534034E0;1,349283118E0;3,330755348E2;6,120894681E0;1,896422200E0
4,495089900E1;5,235456439E1;4,911636842E0;2,209335169E0;1,297972090E0;3,337444078E2;5,959166334E0;1,961556248E0
4,595006645E1;5,235456718E1;4,911658908E0;2,533767547E0;1,092358496E0;3,392028632E2;6,036074376E0;1,893207379E0
4,695255542E1;5,235457774E1;4,911672756E0;2,201628049E0;1,074512438E0;3,429299878E2;5,834494221E0;1,983609247E0
4,795184410E1;5,235457759E1;4,911670718E0;2,149095148E0;9,368033744E-1;3,398483860E2;5,856826255E0;1,984846034E0
