"Time (s)";"X (hPa)"
-5,790208333E-1;1,016649017E3
4,279161667E-1;1,016653748E3
1,434852167E0;1,016658478E3
2,441754167E0;1,016695023E3
3,448625167E0;1,016728897E3
3,798306167E0;1,016753922E3
4,872372167E0;1,016755676E3
5,946455167E0;1,016785583E3
7,020569167E0;1,016804962E3
8,094683167E0;1,016820145E3
9,168819167E0;1,016834869E3
1,024292217E1;1,016845627E3
1,131704417E1;1,016853409E3
1,239111617E1;1,016860275E3
1,346517917E1;1,016865234E3
1,453928617E1;1,016869049E3
1,561339517E1;1,016869049E3
1,668746817E1;1,016867523E3
1,776152417E1;1,016866684E3
1,883555617E1;1,016864777E3
1,990967717E1;1,016862869E3
2,098379417E1;1,016857452E3
2,205790517E1;1,016854477E3
2,313196017E1;1,016849670E3
2,420602417E1;1,016841888E3
2,528014317E1;1,016831970E3
2,635430317E1;1,016828079E3
2,742844617E1;1,016824799E3
2,850258017E1;1,016823120E3
2,957665517E1;1,016823120E3
3,065067617E1;1,016827698E3
3,172468917E1;1,016835785E3
3,279873917E1;1,016843872E3
3,387281117E1;1,016855469E3
3,494687517E1;1,016868820E3
3,602093817E1;1,016879807E3
3,709503717E1;1,016883926E3
3,816912917E1;1,016883926E3
3,924321717E1;1,016877441E3
4,031729717E1;1,016868820E3
4,139139017E1;1,016859741E3
4,246546017E1;1,016850891E3
4,353951517E1;1,016846924E3
4,461354917E1;1,016845169E3
4,568760417E1;1,016841049E3
4,676168717E1;1,016833572E3
4,783575717E1;1,016826096E3
4,890978717E1;1,016814651E3
4,998380817E1;1,016797867E3
5,105783217E1;1,016779099E3
5,213181617E1;1,016759033E3
5,320582317E1;1,016730042E3
5,427980917E1;1,016699371E3
5,535383117E1;1,016666870E3
5,642787817E1;1,016632385E3
5,750192017E1;1,016598892E3
5,857593217E1;1,016568527E3
5,964997817E1;1,016541672E3
6,268305075E1;1,017496796E3
6,369027775E1;1,017492447E3
6,469749775E1;1,017488098E3
6,570468175E1;1,017486038E3
