"Time (s)";"X (µT)";"Y (µT)";"Z (µT)"
9,447512502E-2;1,878633881E1;-3,644442368E1;-2,550450134E1
1,949671250E-1;1,675929260E1;-3,588701630E1;-2,923223877E1
2,954591250E-1;1,276657867E1;-3,556485367E1;-3,342732239E1
3,959495834E-1;8,763900757E0;-3,180408478E1;-3,883924866E1
4,964415834E-1;7,104415894E0;-2,838153839E1;-4,268429565E1
5,969335834E-1;1,596626282E0;-3,357856369E1;-4,063284302E1
6,974245833E-1;-1,458842468E1;-3,820689774E1;-3,388920593E1
7,979165833E-1;-3,070445251E1;-3,094850159E1;-3,201573181E1
8,984085833E-1;-4,459606934E1;-1,469730759E1;-2,660623169E1
9,989005833E-1;-4,470645142E1;-6,358642578E-1;-3,167222595E1
1,099391583E0;-4,272598267E1;3,698806763E0;-3,438041687E1
1,199883583E0;-4,221424866E1;1,180158997E1;-3,372229004E1
1,300375583E0;-4,602839661E1;2,290672302E1;-2,142640686E1
1,400867750E0;-4,276716614E1;3,446160889E1;-8,085754395E0
1,501358750E0;-3,949047852E1;3,384712982E1;-1,601155090E1
1,601850750E0;-3,976161194E1;3,107205200E1;-2,040419006E1
1,702342750E0;-3,903210449E1;2,990254974E1;-2,181925964E1
1,802834750E0;-3,525720215E1;2,948628235E1;-2,798724365E1
1,903325750E0;-3,064205933E1;2,739971924E1;-3,409626770E1
2,003817750E0;-3,277760315E1;2,685944366E1;-3,429193115E1
2,104309750E0;-3,779377747E1;2,705509186E1;-2,848483276E1
2,204801750E0;-4,276341248E1;2,525069427E1;-2,357595825E1
2,305292750E0;-4,778944397E1;1,613555145E1;-2,292468262E1
2,405784125E0;-5,038655090E1;9,022430420E0;-2,145068359E1
2,506276125E0;-5,140429688E1;7,825340271E0;-1,953242493E1
2,606768125E0;-4,812826538E1;1,599649048E1;-2,324655151E1
2,707259125E0;-4,711706543E1;1,917926025E1;-2,247009277E1
2,807751125E0;-4,997052002E1;1,484654236E1;-1,875854492E1
2,908243125E0;-5,312246704E1;7,690147400E0;-1,115306091E1
3,008735125E0;-5,442813110E1;3,774795532E0;-3,939697266E0
3,109227125E0;-5,384410095E1;-3,708496094E-1;3,225433350E0
3,209719125E0;-5,348268127E1;5,970771790E0;-2,202575684E0
3,310210125E0;-5,116281128E1;1,559355927E1;-4,673965454E0
3,410702458E0;-4,555480957E1;2,558034515E1;8,597747803E0
3,511194458E0;-4,082098389E1;3,154922485E1;1,094250488E1
3,611686458E0;-3,637141418E1;3,571426392E1;1,221047974E1
3,712178458E0;-3,093814087E1;3,979109192E1;1,182713318E1
3,812669458E0;-2,589633179E1;4,342189789E1;1,220462036E1
3,913161458E0;-1,909451294E1;4,690374756E1;1,191935730E1
4,013653458E0;-1,884638977E1;4,739440155E1;1,080981445E1
4,114145458E0;-2,385752869E1;4,614899445E1;6,836547852E0
4,214637458E0;-2,472099304E1;4,473166656E1;1,261228943E1
4,315129458E0;-2,414187622E1;4,563182068E1;9,755279541E0
4,415621708E0;-2,681861877E1;4,328681946E1;1,234109497E1
4,516112708E0;-2,852285767E1;4,173571777E1;1,177679443E1
4,616604708E0;-2,792306519E1;4,172411346E1;1,086734009E1
4,717096708E0;-2,552587891E1;4,346483612E1;9,299606323E0
4,817588708E0;-1,839985657E1;4,598359680E1;1,175654602E1
4,918080708E0;-1,288894653E1;4,760709381E1;1,083009338E1
5,018572708E0;-1,096911621E1;4,749540710E1;1,155081177E1
5,119064708E0;-1,928466797E1;4,436782837E1;1,326231384E1
5,219555708E0;-2,305007935E1;4,334056854E1;1,037399292E1
5,320047708E0;-2,344627380E1;4,437594604E1;1,706146240E0
5,420539875E0;-2,188749695E1;4,530142212E1;6,918640137E0
5,521031875E0;-2,133511353E1;4,513903809E1;9,142120361E0
5,621523875E0;-2,865638733E1;4,041809845E1;1,282188416E1
5,722015875E0;-3,456988525E1;3,520505524E1;1,134645081E1
5,822507875E0;-4,002607727E1;2,693859863E1;1,548789978E1
5,922999875E0;-4,461105347E1;2,017027283E1;1,245619202E1
6,023491875E0;-4,517082214E1;1,807962036E1;1,507606506E1
6,123983875E0;-3,672303772E1;2,820989227E1;2,193798828E1
6,224475875E0;-2,751498413E1;3,779505157E1;2,176698303E1
6,324967875E0;-2,023805237E1;4,161763763E1;2,356468201E1
6,425459833E0;-1,752308655E1;4,223653412E1;2,502157593E1
6,525951833E0;-2,293606567E1;4,036302948E1;2,301890564E1
6,626442833E0;-2,941705322E1;3,992683411E1;1,637367249E1
6,726934833E0;-3,249966431E1;3,931246185E1;9,990005493E0
6,827426833E0;-3,487089539E1;3,575443268E1;1,184179688E1
6,927918833E0;-3,473590088E1;3,664612579E1;9,114822388E0
7,028410833E0;-3,418069458E1;3,692538452E1;4,013702393E0
7,128902833E0;-3,366818237E1;3,706889343E1;-9,539031982E-1
7,229394833E0;-3,263940430E1;3,736637878E1;-1,274719238E-1
7,329887833E0;-3,328112793E1;3,754441071E1;1,862396240E0
7,430379750E0;-3,285203552E1;3,834845734E1;2,758911133E0
