"Time (s)";"X (µT)";"Y (µT)";"Z (µT)"
8,443824999E-2;-1,095418549E1;-3,618428040E1;-3,555287170E1
1,849422500E-1;-1,400435638E1;-3,431169128E1;-3,667924500E1
2,854462500E-1;-1,925472260E1;-3,099304199E1;-3,737689209E1
3,859502500E-1;-2,274857330E1;-2,689059067E1;-3,895356750E1
4,864552500E-1;-1,997339630E1;-2,645964432E1;-4,107157898E1
5,869592500E-1;-1,909256744E1;-2,367958832E1;-4,320208740E1
6,874641250E-1;-3,110599518E1;-2,018018341E1;-3,819075012E1
7,879681250E-1;-3,862532806E1;-2,084471512E1;-3,015209961E1
8,884721250E-1;-4,574048615E1;-2,047208405E1;-1,628388977E1
9,889761250E-1;-5,099372101E1;-1,229407501E1;-3,051483154E0
1,089480125E0;-5,312421417E1;-2,167205811E-1;-5,104003906E0
1,189984125E0;-5,359586334E1;8,927520752E0;-4,326858521E0
1,290488125E0;-5,253578949E1;8,918182373E0;-1,259901428E1
1,390992125E0;-4,629506683E1;1,870413971E1;-2,365420532E1
1,491496125E0;-2,363034821E1;3,700728607E1;-3,221525574E1
1,592000125E0;-2,018227386E1;4,388739777E1;-2,677600098E1
1,692504667E0;-3,368788910E1;4,749812317E1;-2,178982544E1
1,793008667E0;-3,653182220E1;5,199421692E1;-1,834715271E1
1,893512667E0;-3,597953033E1;5,449749756E1;-1,282902527E1
1,994016667E0;-3,484458160E1;5,925035858E1;-8,698120117E0
2,094520667E0;-3,788423920E1;6,804285431E1;-7,401931763E0
2,195024667E0;-4,164083099E1;6,648052216E1;-2,238708496E0
2,295528667E0;-4,430254364E1;7,189969635E1;-4,154968262E-1
2,396032667E0;-4,780397797E1;7,438588715E1;-3,192138672E-2
2,496536667E0;-4,728046417E1;7,885485077E1;-2,097381592E0
2,597040667E0;-4,604764557E1;7,044264984E1;-2,063598633E0
2,697544875E0;-4,627689362E1;5,223171997E1;2,527465820E0
2,798048875E0;-4,360970306E1;4,718498993E1;9,641769409E0
2,898552875E0;-3,586182404E1;4,985011292E1;1,582371521E1
2,999056875E0;-3,352228546E1;5,507106781E1;1,623049927E1
3,099560875E0;-3,145291901E1;6,019696808E1;1,825047302E1
3,200064875E0;-2,909584808E1;5,790416718E1;2,408331299E1
3,300568875E0;-2,812989044E1;5,320052338E1;2,532125854E1
3,401072875E0;-2,430139923E1;4,859996033E1;2,710893250E1
3,501576875E0;-1,880052948E1;5,183267975E1;2,484809875E1
3,602080250E0;-1,863324738E1;5,179521179E1;1,929501343E1
3,702584250E0;-1,153530121E1;5,280739594E1;1,401016235E1
3,803088250E0;-1,440346527E1;5,172348785E1;1,339833069E1
3,903593250E0;-1,612746429E1;5,118960571E1;9,833328247E0
4,004097250E0;-1,204166412E1;5,108162689E1;1,129618835E1
4,104601250E0;-1,132193756E1;5,189523315E1;9,687026978E0
4,205105250E0;-1,396320343E1;5,183424377E1;9,705581665E0
4,305609250E0;-1,457292938E1;5,000399017E1;1,263468933E1
4,406113250E0;-1,102669525E1;4,710283661E1;1,033326721E1
4,506617250E0;-9,135643005E0;4,544519806E1;1,015472412E1
4,607121792E0;-1,391265106E1;4,535877228E1;1,027189636E1
4,707625792E0;-2,015738678E1;4,592121124E1;6,242568970E0
4,808129792E0;-1,530310822E1;4,724483490E1;8,874114990E0
4,908634792E0;-1,303591156E1;4,960778809E1;9,712844849E0
5,009138792E0;-1,948659515E1;5,238388062E1;1,113092041E1
5,109642792E0;-2,026403046E1;5,588956451E1;1,044558716E1
5,210146792E0;-1,959110260E1;5,754706573E1;1,074786377E1
5,310650792E0;-2,495812225E1;5,922747040E1;8,936172485E0
5,411154792E0;-3,226433563E1;5,465552521E1;7,599060059E0
5,511658792E0;-3,055406952E1;5,173109436E1;3,898178101E0
5,612162375E0;-2,661261749E1;4,953905487E1;2,774932861E0
5,712666375E0;-2,778054047E1;4,897103882E1;1,536041260E0
5,813171375E0;-2,916657257E1;4,891935730E1;2,896728516E-1
5,913675375E0;-2,405954742E1;4,824516296E1;5,329910278E0
6,014179375E0;-2,236928558E1;5,005134583E1;7,303619385E0
6,114683375E0;-2,743128204E1;5,110901642E1;1,037406921E1
6,215187375E0;-2,601531219E1;5,340793610E1;1,063668823E1
6,315691375E0;-2,303171539E1;5,424083710E1;1,207321167E1
6,416196375E0;-2,525989532E1;5,664850616E1;1,004681396E1
6,516700375E0;-2,838411713E1;5,550102234E1;1,096591187E1
6,617204875E0;-2,666333771E1;5,301663208E1;1,196813965E1
6,717708875E0;-2,479245758E1;5,078101349E1;7,844268799E0
6,818212875E0;-2,572579193E1;4,941145325E1;6,021423340E0
6,918717875E0;-3,009209442E1;5,032531738E1;-3,164215088E-1
7,019221875E0;-2,664133453E1;4,852977753E1;-5,976318359E0
7,119725875E0;-1,683434296E1;4,818413544E1;4,182052612E0
7,220229875E0;-1,684476471E1;5,066316986E1;5,134368896E0
7,320733875E0;-1,965560150E1;5,317131805E1;6,694259644E0
7,421238875E0;-1,702109528E1;5,433150482E1;7,527450562E0
7,521742875E0;-1,510250092E1;5,541864777E1;8,192611694E0
7,622247000E0;-2,111264801E1;5,514748383E1;5,847137451E0
7,722751000E0;-2,285683441E1;5,235021973E1;9,874191284E0
7,823256000E0;-1,880536652E1;4,960647583E1;8,837997437E0
7,923760000E0;-1,698197174E1;4,727580261E1;9,530014038E0
8,024264000E0;-2,036855316E1;4,670697784E1;9,888458252E0
8,124768000E0;-2,354378510E1;4,739545441E1;5,886779785E0
8,225273000E0;-1,824491119E1;4,707800293E1;8,279266357E0
8,325777000E0;-1,367877960E1;4,999150848E1;1,084571838E1
8,426281000E0;-1,913677216E1;5,073250580E1;1,112663269E1
8,526786000E0;-2,279924774E1;5,404682922E1;1,052346802E1
8,627289375E0;-2,034555817E1;5,623650360E1;1,247151184E1
8,727793375E0;-2,413983917E1;5,781970978E1;1,062733459E1
8,828298375E0;-3,159363556E1;5,525868988E1;1,006274414E1
8,928802375E0;-3,125048065E1;5,274685669E1;1,288456726E1
9,029306375E0;-2,707422638E1;5,241624451E1;8,523773193E0
9,129811375E0;-2,829903412E1;5,004113007E1;7,093017578E0
9,230315375E0;-3,178374481E1;5,053534698E1;3,246353149E0
9,330819375E0;-3,027611542E1;5,012339783E1;-2,546691895E0
9,431324375E0;-2,196445465E1;5,184840393E1;4,314407349E0
9,531828375E0;-2,333112335E1;5,331017303E1;4,055419922E0
9,632332292E0;-2,940203094E1;5,535552979E1;4,806991577E0
9,732837292E0;-2,894087982E1;5,661683655E1;5,724517822E0
9,833341292E0;-2,942015839E1;5,740833282E1;5,819137573E0
9,933845292E0;-3,444635773E1;5,828275299E1;2,872329712E0
1,003435029E1;-3,618764496E1;5,610629272E1;5,773406982E0
1,013485429E1;-3,218228912E1;5,459313965E1;5,350357056E0
1,023535829E1;-2,832401276E1;5,276685333E1;3,016357422E0
1,033586329E1;-2,804659271E1;5,131050110E1;2,792587280E0
1,043636729E1;-2,902272797E1;5,095339966E1;-2,147064209E0
1,053687129E1;-2,368569183E1;4,800077057E1;-2,801422119E0
1,063737625E1;-1,823853302E1;4,873261261E1;7,128448486E-1
1,073788025E1;-2,091289520E1;4,876902008E1;-1,878967285E-1
1,083838525E1;-2,288713837E1;5,044155121E1;-1,226943970E0
1,093888925E1;-2,130168915E1;5,056092072E1;-1,204116821E0
1,103939325E1;-2,162291718E1;5,077448273E1;-2,485137939E0
1,113989825E1;-2,770442963E1;5,049945068E1;-6,500915527E0
1,124040225E1;-2,814601898E1;5,004157257E1;-3,740371704E0
1,134090725E1;-2,477854156E1;4,896523285E1;-5,591217041E0
1,144141125E1;-2,328687286E1;4,628996277E1;-5,017089844E0
1,154191525E1;-2,575125885E1;4,609892273E1;-7,621826172E0
1,164242067E1;-2,689472198E1;4,630007935E1;-1,045739746E1
1,174292467E1;-2,098917389E1;4,586084747E1;-7,132263184E0
1,184342967E1;-1,982022858E1;4,738779449E1;-3,247955322E0
1,194393367E1;-2,586388397E1;4,952355957E1;-1,229080200E0
1,204443867E1;-2,696108246E1;5,147274780E1;-1,451934814E0
1,214494267E1;-2,703209686E1;5,122991943E1;-3,265686035E-1
1,224544667E1;-2,913072968E1;5,264750671E1;-2,615814209E-1
1,234595167E1;-3,487624359E1;5,149948120E1;-1,417724609E0
1,244645567E1;-3,335152435E1;5,037955475E1;3,477020264E-1
1,254696067E1;-2,767745209E1;4,902941895E1;-1,823272705E0
1,264746492E1;-2,570267487E1;4,793438721E1;-9,476623535E-1
1,274796992E1;-2,893918610E1;4,778934479E1;-3,808151245E0
1,284847392E1;-2,844301605E1;4,640321350E1;-8,574417114E0
1,294897892E1;-2,248033905E1;4,592517090E1;-3,445190430E0
1,304948292E1;-2,131243134E1;4,717671967E1;-6,904907227E-1
1,314998692E1;-2,615602875E1;4,916059113E1;2,123260498E-1
1,325049192E1;-2,554030609E1;5,047713470E1;7,532196045E-1
1,335099592E1;-2,539130402E1;5,134381104E1;2,436325073E0
1,345150092E1;-2,959146881E1;5,204199982E1;6,568450928E-1
1,355200492E1;-3,059311676E1;5,074971771E1;5,002944946E0
1,365250937E1;-2,732866669E1;4,891625214E1;4,444030762E0
1,375301337E1;-2,509064484E1;4,715258026E1;2,994796753E0
1,385351837E1;-2,649605560E1;4,489750671E1;3,190765381E0
1,395402237E1;-2,769388580E1;4,578347015E1;-2,770233154E-1
1,405452737E1;-2,344280243E1;4,329025269E1;6,614379883E-1
1,415503137E1;-1,841199493E1;4,570453644E1;6,728729248E0
1,425553637E1;-2,139794159E1;4,745285797E1;6,785217285E0
1,435604038E1;-2,413938141E1;4,950572968E1;7,670074463E0
1,445654537E1;-2,153725433E1;5,062910461E1;9,380310059E0
1,455704937E1;-2,262519073E1;5,195494080E1;9,168624878E0
1,465755300E1;-2,894817352E1;5,106371307E1;6,406860352E0
1,475805800E1;-2,811606598E1;4,917389679E1;8,838668823E0
1,485856200E1;-2,380197906E1;4,848497009E1;5,684906006E0
1,495906700E1;-2,293543243E1;4,611020660E1;4,372146606E0
1,505957100E1;-2,561617279E1;4,690971375E1;1,066284180E-1
1,516007600E1;-2,317305756E1;4,554149628E1;-2,240997314E0
1,526058000E1;-1,743837738E1;4,664897156E1;2,412338257E0
1,536108500E1;-1,778147125E1;4,865977478E1;2,236297607E0
1,546158900E1;-2,253128815E1;4,994169617E1;2,230194092E0
1,556209400E1;-2,298395538E1;5,169052887E1;2,166915894E0
1,566259850E1;-2,173233795E1;5,212522125E1;3,908645630E0
1,576310350E1;-2,491738129E1;5,286474609E1;1,369415283E0
1,586360750E1;-2,927762604E1;5,035210419E1;2,683502197E0
1,596411250E1;-2,779718781E1;4,841540527E1;4,777008057E0
1,606461650E1;-2,336504364E1;4,733515930E1;3,836288452E0
1,616512150E1;-2,351224518E1;4,480523682E1;3,970458984E0
1,626562550E1;-2,628302765E1;4,374159241E1;8,457336426E-1
1,636613050E1;-2,366905975E1;4,285803223E1;9,877014160E-2
1,646663450E1;-1,786676788E1;4,303688049E1;3,783203125E0
1,656713950E1;-1,804499054E1;4,502336121E1;4,596603394E0
1,666764388E1;-2,057672882E1;4,763024139E1;5,634338379E0
1,676814887E1;-1,898564911E1;4,889827728E1;5,487792969E0
1,686865287E1;-1,848403168E1;5,018109894E1;5,833023071E0
1,696915687E1;-2,188800812E1;5,268594360E1;1,558380127E0
1,706966187E1;-2,440679169E1;5,138333893E1;8,987426758E-1
1,717016587E1;-2,299817657E1;4,945941162E1;-5,684204102E-1
1,727067087E1;-1,995502472E1;4,738671112E1;-1,699890137E0
1,737117487E1;-2,132242584E1;4,537459564E1;-3,378448486E-1
1,747167988E1;-2,305802155E1;4,680839539E1;-3,103546143E0
1,757218387E1;-1,971297455E1;4,340404510E1;-1,941528320E0
1,767268837E1;-1,517505646E1;4,612944031E1;4,648773193E0
1,777319237E1;-2,002857208E1;4,875073242E1;5,607009888E0
1,787369737E1;-2,109272003E1;5,172406006E1;7,104949951E0
1,797420137E1;-2,014368439E1;5,217404938E1;8,835189819E0
1,807470638E1;-2,265734100E1;5,317240906E1;8,447418213E0
1,817521037E1;-2,766498566E1;5,211379242E1;9,246520996E0
1,827571537E1;-2,534175873E1;5,044112396E1;1,279341125E1
1,837621938E1;-2,134462738E1;4,840024567E1;1,072454834E1
1,847672338E1;-2,229387665E1;4,537960052E1;1,212078857E1
1,857722837E1;-2,649845123E1;4,472889709E1;8,669448853E0
1,867773275E1;-2,470244598E1;4,408191681E1;7,776458740E0
1,877823775E1;-1,661244965E1;4,727606964E1;1,312915039E1
1,887874175E1;-1,770819855E1;5,027260590E1;1,266821289E1
1,897924675E1;-2,135413361E1;5,273554993E1;1,463540649E1
1,907975075E1;-2,040872955E1;5,488172913E1;1,565180969E1
1,918025575E1;-1,935616302E1;5,600093079E1;1,586602783E1
1,928075975E1;-2,297266388E1;5,740354156E1;1,420390320E1
1,938126475E1;-2,943912506E1;5,416271210E1;1,401777649E1
1,948176875E1;-2,685021210E1;5,243955231E1;1,298591614E1
1,958227375E1;-2,497432709E1;5,019472504E1;1,108738708E1
1,968277737E1;-2,676255035E1;4,840029144E1;1,039538574E1
1,978328137E1;-3,169474030E1;4,842901611E1;5,786499023E0
1,988378637E1;-3,027658844E1;4,809616089E1;2,819335938E0
1,998429037E1;-2,128798676E1;5,176978302E1;8,778579712E0
2,008479537E1;-2,281986237E1;5,381782532E1;8,080276489E0
2,018529937E1;-2,716536713E1;5,577247620E1;8,342559814E0
2,028580438E1;-2,673603058E1;5,708138275E1;8,619659424E0
2,038630837E1;-2,724201202E1;5,859256744E1;9,588211060E0
2,048681337E1;-3,603263092E1;5,700223541E1;4,879470825E0
2,058731738E1;-3,762615204E1;5,435774231E1;8,879119873E0
2,068782242E1;-3,311533356E1;5,305037689E1;7,095520020E0
