"Time (s)";"Temperature (°C)"
4,566340091E1;3,267578125E1
4,576340091E1;3,274609375E1
4,586340091E1;3,266406250E1
4,596340091E1;3,264843750E1
4,606340091E1;3,272656250E1
4,616340091E1;3,271484375E1
4,626340091E1;3,268359375E1
4,636340091E1;3,267578125E1
4,646340091E1;3,269140625E1
4,656340091E1;3,270703125E1
4,666340091E1;3,270703125E1
4,676340091E1;3,265625000E1
4,686340091E1;3,272656250E1
4,696340091E1;3,272656250E1
4,706340091E1;3,271484375E1
4,716340091E1;3,265625000E1
4,726340091E1;3,267578125E1
4,736340091E1;3,272656250E1
4,746340091E1;3,267578125E1
4,756340091E1;3,265625000E1
4,766340091E1;3,271484375E1
4,776340091E1;3,271484375E1
4,786340091E1;3,267578125E1
4,796340091E1;3,266406250E1
4,806340091E1;3,262500000E1
4,816340091E1;3,267578125E1
4,826340091E1;3,264062500E1
4,836340091E1;3,264062500E1
4,846340091E1;3,266406250E1
4,856340091E1;3,269140625E1
4,866340091E1;3,264062500E1
4,876340091E1;3,268359375E1
4,886340091E1;3,266406250E1
4,896340091E1;3,269140625E1
4,906340091E1;3,266406250E1
4,916340091E1;3,264062500E1
4,926340091E1;3,263281250E1
4,936340091E1;3,264062500E1
4,946340091E1;3,261718750E1
4,956340091E1;3,264843750E1
4,966340091E1;3,264062500E1
4,976340091E1;3,265625000E1
4,986340091E1;3,264062500E1
4,996340091E1;3,265625000E1
5,006340091E1;3,264843750E1
5,016340091E1;3,263281250E1
5,026340091E1;3,258593750E1
5,036340091E1;3,264843750E1
5,046340091E1;3,265625000E1
5,056340091E1;3,262500000E1
5,066340091E1;3,260937500E1
5,076340091E1;3,259375000E1
5,086340091E1;3,262109375E1
5,096340091E1;3,260937500E1
5,106340091E1;3,262500000E1
5,116340091E1;3,261718750E1
5,126340091E1;3,263281250E1
5,136340091E1;3,262500000E1
5,146340091E1;3,261718750E1
5,156340091E1;3,263281250E1
5,166340091E1;3,260937500E1
5,176340091E1;3,262890625E1
5,186340091E1;3,264062500E1
5,196340091E1;3,260937500E1
5,206340091E1;3,262500000E1
