"Time (s)";"Gyroscope x (rad/s)";"Gyroscope y (rad/s)";"Gyroscope z (rad/s)"
2,540582458E1;1,221730490E-3;1,527163084E-3;-6,108652451E-4
2,550582459E1;7,635815418E-4;4,581489484E-4;-1,527163113E-4
2,560582458E1;1,679879380E-3;-4,581489484E-4;-4,581489484E-4
2,570582459E1;9,162978968E-4;-2,596177394E-3;0,000000000E0
2,580582458E1;-2,138028387E-3;-2,748893574E-3;6,108652451E-4
2,590582458E1;-2,138028387E-3;-2,443460980E-3;3,054326226E-4
2,600582459E1;-1,374446787E-3;-3,817907767E-3;3,054326226E-4
2,610582458E1;0,000000000E0;-3,359758761E-3;-6,108652451E-4
2,620582459E1;2,290744567E-3;-5,955935922E-3;-9,162978968E-4
2,630582458E1;9,162978968E-4;-5,955935922E-3;-1,069014193E-3
2,640582458E1;1,069014193E-3;-6,719517522E-3;-1,374446787E-3
2,650582459E1;1,985311974E-3;-8,093964309E-3;-1,832595794E-3
2,660582458E1;3,665191587E-3;-7,635815535E-3;-2,748893574E-3
2,670582459E1;-9,162978968E-4;-1,298088674E-2;-6,108652451E-4
2,680582459E1;2,443460980E-3;-1,099557430E-2;-1,374446787E-3
2,690582458E1;-2,748893574E-3;-1,221730467E-2;1,527163113E-4
2,700582459E1;-2,290744567E-3;-7,483099122E-3;-3,054326226E-4
2,710582458E1;-2,138028387E-3;-1,832595794E-3;-1,374446787E-3
2,720582459E1;-1,527163084E-3;1,527163113E-4;-1,985311974E-3
2,730582459E1;-0,000000000E0;6,108652451E-4;-1,679879380E-3
2,740582458E1;-4,581489484E-4;1,069014193E-3;-1,527163084E-3
2,750582459E1;-3,054326226E-4;1,832595794E-3;-2,748893574E-3
2,760582458E1;-3,054326226E-4;2,290744567E-3;-3,207042580E-3
2,770582459E1;2,290744567E-3;4,581489135E-3;-5,039638374E-3
2,780582459E1;7,635815418E-4;3,817907767E-3;-4,886921961E-3
2,790582458E1;-2,748893574E-3;1,374446787E-3;-5,497787148E-3
2,800582459E1;-3,970623948E-3;0,000000000E0;-5,345070735E-3
2,810582458E1;-7,635815418E-4;-3,054326167E-3;-6,414085161E-3
2,820582459E1;7,635815418E-4;-4,581489135E-3;-6,872233935E-3
2,830582459E1;6,108652451E-4;-1,130100712E-2;-7,788531948E-3
2,840582458E1;0,000000000E0;-1,420261711E-2;-8,093964309E-3
2,850582459E1;-3,512475174E-3;-2,367102914E-2;-9,010262787E-3
2,860582458E1;-4,123340361E-3;-2,962696366E-2;-9,773843922E-3
2,870582459E1;-3,054326167E-3;-3,268129006E-2;-1,023199316E-2
2,880582459E1;5,345070735E-3;-2,122756653E-2;-1,282817032E-2
2,890582458E1;3,970623948E-3;-1,740965992E-2;-1,237002108E-2
2,900582459E1;0,000000000E0;-3,665191587E-3;-1,359175146E-2
2,910582458E1;2,443460980E-3;2,901609987E-3;-1,511891466E-2
2,920582459E1;-4,123340361E-3;5,497787148E-3;-1,588249579E-2
2,930582459E1;-4,581489484E-4;7,330383174E-3;-1,710422710E-2
2,940582458E1;2,138028387E-3;7,330383174E-3;-1,771509275E-2
2,950582459E1;2,138028387E-3;5,650503561E-3;-1,634064503E-2
2,960582458E1;1,527163084E-3;4,581489135E-3;-1,343903504E-2
2,970582459E1;4,581489484E-4;4,428773187E-3;-1,267545391E-2
2,980582459E1;-2,443460980E-3;2,443460980E-3;-1,099557430E-2
2,990582458E1;-3,817907767E-3;1,221730490E-3;-1,145372353E-2
3,000582459E1;4,581489484E-4;-3,054326167E-3;-1,237002108E-2
3,010582458E1;1,221730490E-3;-6,872233935E-3;-1,267545391E-2
3,020582459E1;2,596177394E-3;-1,038470957E-2;-1,313360315E-2
3,030582459E1;-7,635815418E-4;-1,313360315E-2;-1,298088674E-2
3,040582458E1;-4,886921961E-3;-1,359175146E-2;-1,267545391E-2
3,050582459E1;-7,941247895E-3;-1,099557430E-2;-1,282817032E-2
3,060582458E1;-5,650503561E-3;-1,832595794E-3;-1,343903504E-2
3,070582459E1;-1,069014193E-3;1,221730490E-3;-1,389718428E-2
3,080582459E1;3,207042580E-3;5,650503561E-3;-1,313360315E-2
3,090582458E1;1,679879380E-3;6,108652335E-3;-1,252273750E-2
3,100582459E1;-7,635815418E-4;3,817907767E-3;-1,084285788E-2
3,110582458E1;-2,443460980E-3;1,069014193E-3;-1,053742506E-2
3,120582459E1;-7,635815535E-3;-3,359758761E-3;-1,114829071E-2
3,130582459E1;1,374446787E-3;-5,803219974E-3;-1,191187184E-2
3,140582458E1;-3,054326226E-4;-6,414085161E-3;-1,267545391E-2
3,150582459E1;1,374446787E-3;-3,207042580E-3;-1,282817032E-2
3,160582458E1;7,635815418E-4;-1,985311974E-3;-1,252273750E-2
3,170582459E1;-7,635815418E-4;2,901609987E-3;-1,221730467E-2
3,180582459E1;4,581489484E-4;5,039638374E-3;-1,175915636E-2
3,190582458E1;-3,054326226E-4;7,941247895E-3;-1,130100712E-2
3,200582458E1;-1,069014193E-3;9,315694682E-3;-1,130100712E-2
3,210582458E1;2,138028387E-3;1,634064503E-2;-1,237002108E-2
3,220582458E1;1,527163113E-4;1,817324013E-2;-1,191187184E-2
3,230582458E1;9,162978968E-4;2,275473066E-2;-1,267545391E-2
3,240582459E1;1,069014193E-3;2,306016348E-2;-1,221730467E-2
3,250582458E1;1,069014193E-3;2,000583708E-2;-1,053742506E-2
3,260582458E1;4,123340361E-3;1,970040426E-2;-1,069014147E-2
3,270582458E1;3,817907767E-3;1,649336144E-2;-9,468411095E-3
3,280582458E1;3,359758761E-3;1,695151068E-2;-9,315694682E-3
3,290582459E1;-1,527163084E-3;1,572977938E-2;-9,773843922E-3
3,300582458E1;-9,162978269E-3;1,191187184E-2;-8,399397135E-3
3,310582458E1;-2,596177394E-3;7,330383174E-3;-8,857546374E-3
3,320582458E1;-2,290744567E-3;3,512475174E-3;-8,246680722E-3
3,330582458E1;1,679879380E-3;-2,596177394E-3;-7,177666761E-3
3,340582459E1;4,428773187E-3;-3,665191587E-3;-6,108652335E-3
3,350582458E1;7,483099122E-3;-2,443460980E-3;-5,039638374E-3
3,360582458E1;8,246680722E-3;7,635815418E-4;-4,428773187E-3
3,370582458E1;3,665191587E-3;9,468411095E-3;-3,665191587E-3
3,380582458E1;-4,428773187E-3;1,710422710E-2;-3,665191587E-3
3,390582459E1;-6,414085161E-3;1,740965992E-2;-3,054326167E-3
3,400582458E1;-6,108652335E-3;1,664607786E-2;-3,054326167E-3
3,410582458E1;-9,162978968E-4;1,588249579E-2;-4,123340361E-3
3,420582458E1;2,290744567E-3;1,603521220E-2;-3,970623948E-3
3,430582458E1;4,581489135E-3;1,664607786E-2;-3,665191587E-3
3,440582459E1;2,138028387E-3;1,695151068E-2;-1,069014193E-3
3,450582458E1;3,970623948E-3;1,572977938E-2;0,000000000E0
3,460582458E1;2,290744567E-3;8,093964309E-3;1,679879380E-3
3,470582458E1;2,138028387E-3;3,359758761E-3;2,138028387E-3
3,480582458E1;-1,832595794E-3;-3,207042580E-3;1,832595794E-3
3,490582459E1;-3,665191587E-3;-5,345070735E-3;1,832595794E-3
3,500582458E1;-6,261368748E-3;-4,581489135E-3;1,679879380E-3
3,510582458E1;-5,955935922E-3;-2,901609987E-3;1,832595794E-3
3,520582458E1;-1,679879380E-3;4,581489484E-4;2,138028387E-3
3,530582458E1;2,138028387E-3;2,443460980E-3;2,748893574E-3
3,540582459E1;3,970623948E-3;6,108652335E-3;3,970623948E-3
3,550582458E1;3,665191587E-3;8,246680722E-3;3,817907767E-3
3,560582458E1;-3,359758761E-3;6,414085161E-3;4,428773187E-3
3,570582458E1;-3,817907767E-3;5,955935922E-3;3,665191587E-3
3,580582458E1;-1,832595794E-3;3,054326226E-4;3,359758761E-3
3,590582459E1;1,221730490E-3;-1,374446787E-3;3,359758761E-3
3,600582458E1;5,497787148E-3;2,748893574E-3;3,054326167E-3
3,610582458E1;4,276056774E-3;7,024950348E-3;1,679879380E-3
3,620582458E1;2,138028387E-3;5,803219974E-3;2,443460980E-3
3,630582458E1;-3,512475174E-3;-1,069014193E-3;3,970623948E-3
3,640582459E1;-3,817907767E-3;-3,054326167E-3;3,970623948E-3
3,650582458E1;1,374446787E-3;1,527163113E-4;2,901609987E-3
3,660582458E1;2,748893574E-3;1,221730490E-3;2,596177394E-3
