"Time (s)";"X (µT)";"Y (µT)";"Z (µT)"
1,189370417E-1;1,674987030E1;-2,801604080E1;-5,020324707E1
2,194310417E-1;1,006778717E1;-2,242341232E1;-5,532679749E1
3,199250417E-1;5,215835571E0;-1,937475586E1;-5,703855896E1
4,204191667E-1;-1,735450745E0;-1,614078140E1;-5,844274902E1
5,209141667E-1;-1,998870850E0;-1,302315140E1;-5,802532959E1
6,214081667E-1;-3,630569458E0;-3,270568848E0;-6,038038635E1
7,219021667E-1;-5,433372498E0;6,671829224E0;-5,866490173E1
8,223961667E-1;-1,496568298E1;9,026268005E0;-5,611834717E1
9,228901667E-1;-9,445770264E0;1,221274567E1;-5,526889038E1
1,023384167E0;-1,072979736E1;8,576385498E0;-5,524150085E1
1,123878167E0;-1,483445740E1;9,562881470E0;-5,439436340E1
1,224372167E0;-1,732054138E1;2,150683594E1;-4,778111267E1
1,324866167E0;-1,272337341E1;4,033154297E1;-2,956878662E1
1,425359708E0;7,201309204E-1;5,077436829E1;-1,574137878E1
1,525853708E0;9,416976929E0;6,356170654E1;-1,605888367E1
1,626347708E0;6,058723450E0;6,148612976E1;-1,236233521E1
1,726842708E0;1,411746216E1;8,281384277E1;-1,671014404E1
1,827336708E0;1,735553741E1;9,091438293E1;-9,179428101E0
1,927830708E0;1,613844299E1;9,240589905E1;-1,237112427E1
2,028324708E0;1,726272583E0;8,630525208E1;-1,932283020E1
2,128818708E0;-1,783302307E0;7,533618164E1;-2,096287537E1
2,229312708E0;-2,439544678E0;5,620381165E1;-1,913064575E1
2,329806708E0;-1,601562500E0;5,016522217E1;-1,435307312E1
2,430301167E0;7,887573242E-1;4,879447937E1;-8,652740479E0
2,530795167E0;3,132614136E0;4,811432648E1;-7,786483765E0
2,631289167E0;6,826416016E0;4,711684418E1;-7,420745850E0
2,731783167E0;6,520378113E0;4,743766785E1;-3,361389160E0
2,832277167E0;7,151756287E0;4,739608002E1;-1,617553711E0
2,932771167E0;9,522148132E0;4,217201233E1;-2,982467651E0
3,033265167E0;9,555824280E0;3,817912292E1;-2,378936768E0
3,133759167E0;5,919319153E0;3,606999207E1;1,973907471E0
3,234253167E0;6,484176636E0;3,429164124E1;2,247100830E0
3,334747167E0;9,973083496E0;3,529859924E1;-3,574508667E0
3,435240833E0;1,108808899E1;3,613074493E1;-9,150024414E0
3,535735833E0;6,748497009E0;3,765709686E1;-6,477020264E0
3,636229833E0;7,133506775E0;3,803752899E1;-8,218658447E0
3,736723833E0;7,498619080E0;3,868249512E1;-1,022677612E1
3,837217833E0;6,221061707E0;3,883502960E1;-1,086437988E1
3,937711833E0;4,789634705E0;3,546276093E1;-1,093937683E1
4,038205833E0;9,116760254E0;3,358639526E1;-1,048564148E1
4,138699833E0;1,299534607E1;3,014510345E1;-7,149917603E0
4,239193833E0;9,631233215E0;2,894804382E1;-4,455123901E0
4,339687833E0;8,395095825E0;2,621074677E1;-3,902923584E0
4,440181833E0;1,045533752E1;2,540305328E1;-3,095535278E0
4,540676833E0;1,224966431E1;3,193463135E1;-9,046463013E0
4,641170833E0;8,109893799E0;3,292659760E1;-9,353759766E0
4,741664833E0;4,702552795E0;3,679874420E1;-1,188203430E1
4,842158833E0;5,590156555E0;3,662792969E1;-1,268063354E1
4,942652833E0;2,518638611E0;3,826818085E1;-1,407844543E1
5,043147833E0;-1,276123047E0;3,715711212E1;-1,420811462E1
5,143641833E0;1,697700500E0;3,111905670E1;-1,183671570E1
5,244135833E0;8,935920715E0;2,538375092E1;-1,120547485E1
5,344629708E0;7,895202637E0;2,419363403E1;-9,252014160E0
5,445124708E0;5,570526123E0;2,228321838E1;-9,005371094E0
5,545618708E0;6,738548279E0;2,289612579E1;-7,660827637E0
5,646112708E0;8,358100891E0;3,074864960E1;-1,146482849E1
5,746606708E0;2,510185242E0;3,194871521E1;-1,173225403E1
5,847101708E0;-6,628715515E0;3,477750397E1;-1,287701416E1
5,947595708E0;-1,049714661E1;3,591433716E1;-1,128817749E1
6,048089708E0;-2,037689209E1;3,499133301E1;-6,248413086E0
6,148583708E0;-2,965292358E1;2,684215546E1;2,261322021E0
6,249078708E0;-2,301367188E1;1,607876587E1;9,434387207E0
6,349573167E0;-1,153874207E1;1,206098938E1;9,817855835E0
6,450067167E0;-4,551689148E0;1,115613556E1;1,054602051E1
6,550562167E0;-1,478492737E0;1,007940674E1;7,772491455E0
6,651056167E0;3,936744690E0;1,471959686E1;5,542617798E0
6,751550167E0;1,170298767E1;2,879270935E1;-4,644165039E-1
6,852045167E0;9,359596252E0;2,920354462E1;-2,096069336E0
6,952539167E0;6,238525391E0;3,567304993E1;-5,562652588E0
7,053033167E0;7,008567810E0;3,781443024E1;-7,318313599E0
7,153528167E0;4,423622131E0;3,991153717E1;-9,573089600E0
7,254022167E0;-3,304214478E-1;3,989816284E1;-1,170495605E1
7,354515667E0;2,914558411E0;3,381873322E1;-1,188508606E1
7,455010667E0;9,613609314E0;2,616376495E1;-8,777038574E0
7,555504667E0;1,091856384E1;2,255783081E1;-7,477035522E0
7,655999667E0;9,648681641E0;2,017115784E1;-6,967102051E0
7,756493667E0;1,086048889E1;2,055271912E1;-8,029876709E0
7,856987667E0;1,233465576E1;2,980267334E1;-1,183805847E1
7,957482667E0;5,583068848E0;3,296804810E1;-1,153096008E1
8,057976667E0;9,115982056E-1;3,904730225E1;-9,791915894E0
8,158471667E0;1,236259460E0;3,910719299E1;-1,002362061E1
