"Time (s)";"X (m/s^2)";"Y (m/s^2)";"Z (m/s^2)"
1,189370417E-1;1,596748880E-1;-6,508798867E-1;-4,066825025E0
2,194310417E-1;-2,123993777E-1;1,036706073E0;-3,329603398E-1
3,199250417E-1;2,695379890E0;3,276498985E-1;1,373599250E0
4,204191667E-1;-1,128164785E0;-2,228989012E0;2,518341987E0
5,209141667E-1;-2,751237208E-1;-1,199231478E0;-9,044309449E-1
6,214081667E-1;5,637599549E-1;-1,682490111E0;-4,694670975E0
7,219021667E-1;-3,722033429E-1;5,756007859E-1;-2,871624325E0
8,223961667E-1;-2,626608155E0;7,248299155E-1;3,645904436E0
9,228901667E-1;-6,633973137E-1;-2,171420251E0;3,947812552E0
1,023384167E0;3,638666167E0;-2,806898864E0;-1,092777362E0
1,123878167E0;-1,454014252E0;-3,912959638E0;-4,190129355E0
1,224372167E0;-2,188244444E0;5,106461138E-1;-7,027568518E0
1,324866167E0;-2,524948756E0;-9,339587992E-1;9,732278225E-1
1,425359708E0;2,536706045E0;-1,129512495E-1;8,205916373E0
1,525853708E0;5,098063951E0;-2,978143637E0;-6,420333418E0
1,626347708E0;5,632953206E-1;-5,502522290E0;4,635201138E-2
1,726842708E0;6,493797836E0;6,857432084E0;-2,616228470E0
1,827336708E0;-1,211501276E0;4,393642865E0;-7,871755600E-2
1,927830708E0;-2,328967921E-1;1,557245675E0;2,491017656E-1
2,028324708E0;5,223245822E0;-1,758646002E0;5,707735586E0
2,128818708E0;-4,099277364E0;-2,681419078E0;-2,068124216E0
2,229312708E0;2,611076488E0;-1,219820402E0;1,822317502E0
2,329806708E0;2,422638270E0;9,428682017E-1;-6,612569404E-1
2,430301167E0;-1,839161284E0;5,884696305E-2;1,686151053E0
2,530795167E0;3,398992891E0;7,525331461E-1;2,342900959E0
2,631289167E0;1,841925555E0;-2,481378229E0;1,877588893E0
2,731783167E0;-1,620096519E0;-1,319436491E0;-1,461455419E0
2,832277167E0;-4,430459858E0;1,982268087E0;3,073202991E-1
2,932771167E0;8,900317378E-1;2,493899456E0;4,329402722E-1
3,033265167E0;1,083570629E0;2,948491822E0;1,692464584E0
3,133759167E0;-2,268038180E0;-5,801668181E0;3,548827207E0
3,234253167E0;2,435507699E0;-1,662293243E0;5,168497172E-1
3,334747167E0;-3,965394545E0;-1,832943648E0;-4,421266866E0
3,435240833E0;5,180921921E0;2,311473345E0;-2,914451087E0
3,535735833E0;-2,468214977E0;3,241036792E0;6,577532887E-1
3,636229833E0;1,613727001E0;1,621893076E0;1,602592002E0
3,736723833E0;1,518413439E0;-2,528473458E0;6,088734895E-1
3,837217833E0;-6,113172748E0;-5,508830851E0;-3,923172385E0
3,937711833E0;-9,553766385E-1;8,094920433E-1;-4,190710422E-1
4,038205833E0;1,468581421E0;2,221772963E0;-1,285060272E0
4,138699833E0;1,944243205E0;2,195848163E0;1,111487868E0
4,239193833E0;-1,366832121E0;-2,784578580E-1;2,671391103E0
4,339687833E0;6,137361802E-1;-2,793492660E0;2,856980850E0
4,440181833E0;7,462836421E-1;2,041470560E0;6,023909739E-1
4,540676833E0;2,765029584E0;-2,176694439E0;-5,436172764E0
4,641170833E0;3,069998717E-1;3,212663763E0;2,346587044E0
4,741664833E0;2,247994217E-1;2,751493279E0;2,608595113E-1
4,842158833E0;4,312561864E0;-2,789582627E0;2,389408543E0
4,942652833E0;2,998250458E0;-2,925568982E0;-5,279364474E0
5,043147833E0;-2,326071357E-1;-1,505300181E0;-4,099084114E0
5,143641833E0;-1,733704703E0;1,566751494E0;1,413938752E0
5,244135833E0;2,803690204E0;3,066202705E0;1,360692837E0
5,344629708E0;7,489452946E-1;-5,263154823E-1;4,292230511E-1
5,445124708E0;-8,811885551E-1;-3,429218903E0;2,039368486E0
5,545618708E0;-8,837534362E-1;-3,111366014E0;-6,842283118E-1
5,646112708E0;-1,790921170E0;-5,875979860E0;-3,917712840E0
5,746606708E0;2,755727248E0;2,341757244E0;2,725024688E-1
5,847101708E0;1,244054918E0;4,614020330E0;7,279456043E-1
5,947595708E0;3,800509787E0;-3,219750588E0;6,327400696E-1
6,048089708E0;1,676854126E0;-5,890795535E0;-6,375464809E-1
6,148583708E0;-1,024573977E-1;-2,508387102E0;-4,189907745E0
6,249078708E0;-1,684664252E0;2,147682894E0;9,214369869E-1
6,349573167E0;1,688403693E0;3,473202243E0;1,899342874E0
6,450067167E0;7,469812149E-1;-1,307808718E0;-2,293757451E-1
6,550562167E0;-1,227899500E0;-2,748693632E0;3,247557607E0
6,651056167E0;-9,409456372E-1;-1,518438290E0;2,278990307E-1
6,751550167E0;2,315088093E-2;-5,821839906E0;-4,476424820E0
6,852045167E0;1,577496630E0;2,905335862E0;1,852236389E0
6,952539167E0;8,492137872E-1;4,263893149E0;8,747762060E-1
7,053033167E0;4,428076533E0;-1,681824698E0;1,945843441E0
7,153528167E0;1,243052559E0;-3,513776073E0;-1,546817751E0
7,254022167E0;-1,073275144E0;-1,566264421E0;-4,076724361E0
7,354515667E0;-1,736454795E0;1,262187572E0;-3,596797764E-1
7,455010667E0;3,277395363E0;3,398407000E0;1,799840075E0
7,555504667E0;3,046442040E0;2,280104202E-1;3,893570271E-1
7,655999667E0;-9,948800620E-1;-2,891110171E0;1,811038808E0
7,756493667E0;-2,357708448E-1;-1,528622970E0;-7,023736838E-1
7,856987667E0;-1,344771892E0;-5,803327621E0;-2,738828795E0
7,957482667E0;2,192221720E0;3,873526016E0;-6,942742668E-2
8,057976667E0;7,871251278E-1;3,875584821E0;7,110752177E-1
8,158471667E0;4,746308321E0;-4,623330851E0;1,456459558E0
8,258965667E0;-5,583793325E0;-1,509769559E1;-2,650424742E0
8,359460792E0;-1,735701820E0;-2,186215460E-1;-3,187328947E0
8,459954792E0;-2,964272287E-1;2,235724420E0;-5,317222564E-1
8,560449792E0;1,386323376E0;3,372000974E0;1,037137890E0
8,660943792E0;-6,367573991E-1;-2,159201909E0;1,516731780E0
8,761438792E0;-6,303731167E-1;-2,449969325E0;2,250799419E0
8,861932792E0;1,116468818E0;-7,452668113E-1;-1,530803689E0
8,962427792E0;-5,729169139E-1;-5,423526991E0;-2,208537791E0
9,062921792E0;2,233684619E0;2,774740055E0;6,210140634E-1
9,163416792E0;1,873607232E-1;4,265139191E0;7,379677320E-1
9,263910792E0;4,291498439E0;-4,250544541E0;1,609825008E0
9,364405958E0;5,504034380E0;-2,772145645E0;-4,028584235E0
9,464899958E0;2,582210831E-1;-3,005768808E0;-1,903575089E0
9,565394958E0;-2,797825739E0;1,724640934E0;1,366798207E0
