"Time (s)";"X (rad/s)";"Y (rad/s)";"Z (rad/s)"
1,189370417E-1;-1,351354241E0;-1,266121030E0;3,069884479E-1
2,194310417E-1;-1,558446050E0;-7,769232988E-1;7,122881413E-1
3,199250417E-1;-5,767267942E-1;-2,431311607E0;-3,016939163E-1
4,204191667E-1;-4,918922484E-1;9,926926345E-2;-2,817403972E-1
5,209141667E-1;-1,885499597E0;2,170065418E-2;8,558711410E-1
6,214081667E-1;-1,697636724E0;-6,954835653E-1;5,818465352E-1
7,219021667E-1;-6,392351985E-1;-1,018370509E0;-5,451246500E-1
8,223961667E-1;-5,657330751E-1;-9,920690656E-1;1,316595078E0
9,228901667E-1;6,380143166E-1;-3,817559183E-1;1,692702770E0
1,023384167E0;2,373095900E-1;-1,993841171E0;9,825739861E-1
1,123878167E0;-1,605578780E0;-1,726996601E-1;9,403384328E-1
1,224372167E0;-5,652403355E0;3,730113804E-1;1,015999079E0
1,324866167E0;-5,352777958E0;-1,409335732E0;1,936634541E0
1,425359708E0;-1,016057968E0;-4,096806943E-1;2,208761692E0
1,525853708E0;-6,046633124E-1;-7,698264122E-1;1,627210379E-1
1,626347708E0;5,976381302E-1;-5,195233226E-2;-1,373764127E-1
1,726842708E0;1,379826963E-1;2,354090214E0;1,244171500E0
1,827336708E0;2,451286167E-1;7,362322509E-2;4,953275919E-1
1,927830708E0;3,058326840E-1;-1,502309889E-1;5,510142446E-1
2,028324708E0;-6,709150970E-2;1,092078805E0;5,920012593E-1
2,128818708E0;-1,030815125E0;-5,649569035E-1;-3,686198592E-1
2,229312708E0;5,837533474E-1;3,083559917E-3;-1,081620008E-1
2,329806708E0;-1,078676343E0;5,101132989E-1;-2,541758418E-1
2,430301167E0;-4,477101564E-1;-1,876333803E-1;4,789337516E-1
2,530795167E0;-1,147033796E-1;-2,757383287E-1;-2,427393049E-1
2,631289167E0;1,122642774E-2;-1,856974483E0;3,807544112E-1
2,731783167E0;-5,284824371E-1;-1,005841136E0;-2,917613983E-1
2,832277167E0;-2,619505227E-1;-7,884814739E-1;7,745599747E-1
2,932771167E0;-6,726522744E-2;4,920836389E-1;6,585575938E-1
3,033265167E0;1,521373838E-1;7,852312922E-1;-8,934349418E-1
3,133759167E0;-1,046713591E0;6,597381830E-1;5,450478569E-2
3,234253167E0;1,069319725E0;-3,483941555E-1;5,828083754E-1
3,334747167E0;2,239588737E0;-5,421472192E-1;5,846434236E-1
3,435240833E0;-6,090356112E-1;5,444980264E-1;-8,299496174E-1
3,535735833E0;3,335283399E-1;-9,106975198E-1;-3,196549714E-1
3,636229833E0;6,790967286E-2;-4,212074280E-1;4,457902908E-1
3,736723833E0;2,517251372E-1;-5,272402763E-1;-4,921919703E-1
3,837217833E0;-4,554263949E-1;6,612347960E-1;-7,757257223E-1
3,937711833E0;-7,594296336E-1;-1,452426612E-1;-1,020908803E-1
4,038205833E0;-5,218756795E-1;8,497915864E-1;1,188242078E0
4,138699833E0;-4,506782293E-1;4,022964835E-1;-1,373086721E-1
4,239193833E0;-1,561105728E0;1,602769017E0;-2,789163589E-1
4,339687833E0;3,213661909E-2;6,227899194E-1;9,614968300E-1
4,440181833E0;2,546828985E0;-1,161347747E0;2,905542254E-1
4,540676833E0;5,235619098E-2;-9,332290292E-1;2,736970410E-2
4,641170833E0;7,221426070E-2;-1,391155124E-1;-7,256956100E-1
4,741664833E0;8,335084319E-1;-5,343909860E-1;7,579947263E-2
4,842158833E0;-2,826559730E-2;-4,677605033E-1;-1,094425395E-1
4,942652833E0;-2,146358341E-1;1,331606746E0;-5,844632983E-1
5,043147833E0;-4,000395238E-1;-7,024970055E-1;-5,504514277E-2
5,143641833E0;-3,523613811E-1;9,790952206E-1;2,247086048E0
5,244135833E0;1,913369750E-3;-9,947992861E-3;7,148132920E-1
5,344629708E0;-1,297935963E0;1,328602433E0;-4,778428376E-1
5,445124708E0;5,405270457E-1;2,512971871E-2;6,241335273E-1
5,545618708E0;2,146112204E0;-7,304357290E-1;3,984256089E-1
5,646112708E0;7,154546380E-1;-1,834658980E0;5,647559762E-1
5,746606708E0;-5,990717411E-1;3,437495530E-1;-1,583184481E0
5,847101708E0;2,063311785E-1;-6,759586334E-1;-1,842937469E-1
5,947595708E0;-2,498655953E-2;-7,593907118E-1;5,483351182E-3
6,048089708E0;2,487986088E-1;9,318137765E-1;-1,004304528E0
6,148583708E0;-1,191995740E0;-2,709058821E-1;-2,183296531E-1
6,249078708E0;-2,692411244E-1;3,023368716E-1;1,753384829E0
6,349573167E0;-2,654703856E-1;2,870654464E-1;3,502657712E-1
6,450067167E0;-1,259398818E0;7,923373580E-1;-4,873598814E-1
6,550562167E0;5,519824028E-1;1,024118364E-1;8,236020803E-1
6,651056167E0;2,341499329E0;-1,233473420E0;-1,145280749E-1
6,751550167E0;3,170147538E-1;-1,247035027E0;7,494010925E-1
6,852045167E0;-2,803220749E-1;-8,584319353E-1;-1,331304312E0
6,952539167E0;8,365672231E-1;-5,052702427E-1;-1,346438974E-1
7,053033167E0;-4,669454098E-1;-3,553195000E-1;-4,359053373E-1
7,153528167E0;4,154902399E-1;-1,769443974E-2;-4,948920608E-1
7,254022167E0;-7,895592451E-1;-6,503521204E-1;-2,301839292E-1
7,354515667E0;1,272781342E-1;8,738807440E-1;2,136152506E0
7,455010667E0;-6,446515322E-1;9,442703724E-1;6,748963594E-1
7,555504667E0;-1,168210149E0;1,204934359E0;-2,224436700E-1
7,655999667E0;3,291034400E-1;1,581618041E-1;4,633809924E-1
7,756493667E0;2,487299681E0;-5,519253612E-1;5,859684348E-1
7,856987667E0;5,008625984E-1;-1,071674824E0;5,043542981E-1
7,957482667E0;-4,859108329E-1;-1,170787290E-1;-1,512234569E0
8,057976667E0;7,847738862E-1;-9,243895113E-2;-1,794506013E-1
8,158471667E0;-4,323365167E-2;3,918860108E-2;-3,045249283E-1
8,258965667E0;4,557330012E-1;1,122459695E-1;-1,377070069E0
8,359460792E0;-1,527519584E0;-6,966839433E-1;1,526349932E-1
8,459954792E0;-1,672684848E-1;5,200555325E-1;1,778715372E0
8,560449792E0;-5,620292425E-1;6,836825013E-1;3,754776716E-1
8,660943792E0;-1,459836960E0;1,685077667E0;-1,011670008E-2
8,761438792E0;-4,955191538E-2;6,537383795E-1;3,995830119E-1
8,861932792E0;3,107375145E0;-8,569427729E-1;5,649338365E-1
8,962427792E0;4,650350809E-1;-1,242749929E0;5,714712739E-1
9,062921792E0;-2,424248755E-1;-1,001511455E0;-1,474649668E0
9,163416792E0;6,654917598E-1;-2,400647700E-1;-1,246174052E-1
9,263910792E0;-7,848165929E-2;-4,774529114E-2;-6,624037027E-2
9,364405958E0;7,068812102E-2;7,673614025E-1;-4,660558701E-1
9,464899958E0;-6,438350677E-1;-1,227934122E0;-2,368443459E-1
9,565394958E0;4,746275954E-4;5,694932770E-4;2,238157511E0
9,665888958E0;-8,030312657E-1;9,864385128E-1;1,448922306E-1
9,766383958E0;-1,595574856E0;1,230916381E0;6,612940133E-2
9,866877958E0;5,231390148E-2;3,353011906E-1;2,744348049E-1
9,967372958E0;3,545543671E0;-9,113364220E-1;4,374484718E-1
1,006786696E1;9,641221166E-1;-4,909881651E-1;2,049509734E-1
1,016836196E1;1,820934266E-1;-5,245738626E-1;-1,395664454E0
1,026885696E1;7,702435851E-1;7,820113748E-2;-4,205758870E-2
1,036935104E1;2,517122962E-2;5,389703065E-2;-3,764488995E-1
1,046984604E1;-4,261542261E-1;-2,545128465E-1;-1,499071836E0
1,057034004E1;-1,486878991E0;-6,006650925E-1;5,584909320E-1
1,067083504E1;7,261211425E-2;4,403659999E-1;1,757660866E0
1,077132904E1;-6,475458145E-1;4,126742482E-1;2,726632357E-1
1,087182404E1;-1,452972889E0;1,637007117E0;-2,232731134E-1
1,097231904E1;2,428368032E-1;6,508057117E-1;5,104624033E-1
1,107281304E1;3,421839952E0;-2,186082602E0;-4,026292264E-2
1,117330804E1;1,095422029E0;-1,661867499E0;-4,599269852E-2
1,127380204E1;-6,719516516E-1;3,417304456E-1;-1,356115222E0
1,137429696E1;5,374140143E-1;-2,369824648E-1;-4,954180680E-3
1,147479196E1;-5,236080848E-3;8,991587162E-2;-1,915522814E-1
1,157528596E1;-3,852484003E-2;1,255750656E0;-8,494877219E-1
1,167578096E1;-7,021928430E-1;-5,507373214E-1;-2,652575970E-1
1,177627596E1;-1,385948434E-2;1,104424119E0;2,204802036E0
1,187676996E1;-4,979007542E-1;2,996531725E-1;8,355132937E-1
1,197726496E1;-1,372535110E0;9,535576105E-1;5,396389216E-2
1,207775996E1;4,962713718E-1;-9,853775054E-2;2,860749066E-1
1,217825496E1;1,527389407E0;-2,143209279E-1;2,304852158E-1
1,227874896E1;8,120402098E-1;-1,263999939E0;2,275433838E-1
1,237924392E1;-9,926277399E-1;1,549305022E-1;-1,325844169E0
1,247973892E1;4,158034027E-1;-5,967424512E-1;-2,034975290E-1
1,258023392E1;2,859077454E-1;-5,582506657E-1;6,037485227E-2
1,268072792E1;-5,049265623E-1;-1,141272902E0;-4,895312339E-2
1,278122292E1;-7,062472701E-1;-1,448030233E0;-2,271758616E-1
1,288171792E1;-1,961430907E-2;-6,250885129E-1;1,468892694E0
1,298221292E1;-6,477507949E-2;2,705914974E-1;6,918886900E-1
1,308270692E1;-1,234401345E0;1,131913424E0;1,276613176E-1
1,318320192E1;6,149257421E-1;1,605011821E-1;2,563802339E-2
1,328369692E1;1,380309343E0;-2,347371876E-1;4,543660283E-1
1,338419171E1;2,040162086E0;-1,016948700E0;8,111553192E-1
1,348468671E1;-1,027778029E0;1,564569354E0;-1,266008377E0
1,358518171E1;5,459973216E-1;-1,009804845E0;-4,871519804E-1
1,368567571E1;1,557540447E-1;-8,444552422E-1;4,535396099E-1
1,378617071E1;-7,643827796E-1;-1,256070614E0;-5,409046412E-1
1,388666571E1;-1,145214915E0;-3,616106138E-2;-1,902530938E-1
1,398716071E1;-4,843110442E-1;-1,071825549E-1;1,148384571E0
1,408765571E1;-1,704318225E-1;4,393932521E-1;7,568665147E-1
1,418815071E1;-8,351375461E-1;4,163411558E-1;-8,837755769E-3
1,428864571E1;-1,236915663E-1;1,002320528E0;-8,857510239E-2
1,438914154E1;3,917639256E-1;2,397242337E-1;4,570382535E-1
1,448963654E1;2,624124765E0;-9,888952971E-1;3,535007834E-1
1,459013054E1;-7,949563265E-1;7,440695167E-2;-3,156016767E-1
1,469062554E1;4,981084466E-1;-3,701619506E-1;-6,628744602E-1
1,479112054E1;2,379324287E-3;-5,686156154E-1;1,515431404E-1
1,489161554E1;-2,324847132E-1;-4,846039116E-1;-3,280505836E-1
1,499211054E1;-1,494307280E0;-9,454858899E-1;-3,749902546E-1
1,509260554E1;-6,173868179E-1;-5,424143672E-1;6,777641773E-1
1,519310054E1;2,218371630E-1;5,874510407E-1;8,917147517E-1
1,529359554E1;-6,305150390E-1;6,945866942E-1;4,231465235E-2
1,539409021E1;-6,517638564E-1;1,346357107E0;-1,603551060E-1
1,549458521E1;9,980446100E-2;5,700818896E-1;4,381688237E-1
1,559508021E1;1,975682259E0;-3,276135325E-1;-3,189663589E-1
1,569557521E1;4,973207116E-1;-3,497741818E-1;-3,831605613E-1
1,579607021E1;-3,729496300E-1;2,556711622E-2;-7,400650978E-1
1,589656521E1;2,971438468E-1;-4,530585185E-2;3,727184236E-2
1,599706021E1;1,646846533E-2;3,147890791E-2;-2,067510039E-1
