"Time (s)";"Pressure (hPa)"
1,890555995E1;1,011369751E3
1,900555995E1;1,011253906E3
1,910555995E1;1,011264160E3
1,920555995E1;1,011264160E3
1,930555995E1;1,011521606E3
1,940555995E1;1,011510620E3
1,950555995E1;1,011308594E3
1,960555995E1;1,011191162E3
1,970555995E1;1,011210022E3
1,980555995E1;1,011367188E3
1,990555995E1;1,011338501E3
2,000555995E1;1,011220825E3
2,010555995E1;1,011363831E3
2,020555995E1;1,011316040E3
2,030555995E1;1,011346436E3
2,040555995E1;1,011295471E3
2,050555995E1;1,011388916E3
2,060555995E1;1,011288940E3
2,070555995E1;1,011461365E3
2,080555995E1;1,011356873E3
2,090555995E1;1,011477051E3
2,100555995E1;1,011349060E3
2,110555995E1;1,011214844E3
2,120555995E1;1,011198242E3
2,130555995E1;1,011341675E3
2,140555995E1;1,011276123E3
2,150555995E1;1,011350342E3
2,160555995E1;1,011311279E3
2,170555995E1;1,011403076E3
2,180555995E1;1,011458984E3
2,190555995E1;1,011458862E3
2,200555995E1;1,011429871E3
2,210555995E1;1,011210327E3
2,220555995E1;1,011184631E3
2,230555995E1;1,011144897E3
2,240555995E1;1,011360046E3
2,250555995E1;1,011198975E3
2,260555995E1;1,011313477E3
2,270555995E1;1,011317993E3
2,280555995E1;1,011311401E3
2,290555995E1;1,011544800E3
2,300555995E1;1,011482239E3
2,310555995E1;1,011438232E3
2,320555995E1;1,011445557E3
2,330555995E1;1,011158936E3
2,340555995E1;1,011099731E3
2,350555995E1;1,011348267E3
2,360555995E1;1,011395020E3
2,370555995E1;1,011238892E3
2,380555995E1;1,011295776E3
2,390555995E1;1,011352905E3
2,400555995E1;1,011312439E3
2,410555995E1;1,011557373E3
2,420555995E1;1,011341370E3
2,430555995E1;1,011319458E3
2,440555995E1;1,011192139E3
2,450555995E1;1,011325012E3
2,460555995E1;1,011347900E3
2,470555995E1;1,011244507E3
2,480555995E1;1,011388062E3
2,490555995E1;1,011281860E3
2,500555995E1;1,011405945E3
2,510555995E1;1,011570923E3
2,520555995E1;1,011562073E3
2,530555995E1;1,011190491E3
2,540555995E1;1,011254150E3
2,550555995E1;1,011133179E3
2,560555995E1;1,011344360E3
2,570555995E1;1,011254272E3
2,580555995E1;1,011230591E3
2,590555995E1;1,011242615E3
2,600555995E1;1,011433960E3
2,610555995E1;1,011548340E3
2,620555995E1;1,011545532E3
2,630555995E1;1,011293030E3
2,640555995E1;1,011039185E3
2,650555995E1;1,011204773E3
2,660555995E1;1,011182861E3
2,670555995E1;1,011253174E3
2,680555995E1;1,011289917E3
2,690555995E1;1,011244019E3
2,700555995E1;1,011437866E3
2,710555995E1;1,011521484E3
2,720555995E1;1,011627197E3
2,730555995E1;1,011313171E3
2,740555995E1;1,011127197E3
2,750555995E1;1,011282166E3
2,760555995E1;1,011296082E3
2,770555995E1;1,011303467E3
2,780555995E1;1,011323242E3
2,790555995E1;1,011358337E3
2,800555995E1;1,011249878E3
2,810555995E1;1,011582397E3
2,820555995E1;1,011412231E3
2,830555995E1;1,011177979E3
2,840555995E1;1,011175293E3
2,850555995E1;1,011248169E3
2,860555995E1;1,011361572E3
2,870555995E1;1,011272095E3
2,880555995E1;1,011201416E3
2,890555995E1;1,011287354E3
2,900555995E1;1,011494873E3
2,910555995E1;1,011614868E3
2,920555995E1;1,011280884E3
2,930555995E1;1,011154541E3
2,940555995E1;1,011296753E3
2,950555995E1;1,011395630E3
2,960555995E1;1,011351929E3
2,970555995E1;1,011170044E3
2,980555995E1;1,011345703E3
2,990555995E1;1,011455811E3
3,000555995E1;1,011468994E3
3,010555995E1;1,011579712E3
3,020555995E1;1,011177368E3
3,030555995E1;1,011169556E3
3,040555995E1;1,011196899E3
3,050555995E1;1,011423340E3
3,060555995E1;1,011208252E3
3,070555995E1;1,011306030E3
3,080555995E1;1,011306213E3
3,090555995E1;1,011279663E3
3,100555995E1;1,011578857E3
3,110555995E1;1,011280762E3
3,120555995E1;1,011211304E3
3,130555995E1;1,011204834E3
3,140555995E1;1,011251465E3
3,150555995E1;1,011427490E3
3,160555995E1;1,011289795E3
3,170555995E1;1,011237549E3
3,180555995E1;1,011431274E3
3,190555995E1;1,011598145E3
3,200555995E1;1,011535889E3
3,210555995E1;1,011429077E3
3,220555995E1;1,011146851E3
3,230555995E1;1,011256714E3
3,240555995E1;1,011345093E3
3,250555995E1;1,011306152E3
3,260555995E1;1,011237854E3
3,270555995E1;1,011311523E3
3,280555995E1;1,011439209E3
3,290555995E1;1,011559143E3
3,300555995E1;1,011310181E3
3,310555995E1;1,011083496E3
3,320555995E1;1,011169495E3
3,330555995E1;1,011265137E3
3,340555995E1;1,011390137E3
3,350555995E1;1,011161011E3
3,360555995E1;1,011434509E3
3,370555995E1;1,011425537E3
3,380555995E1;1,011444763E3
3,390555995E1;1,011406921E3
3,400555995E1;1,011259521E3
3,410555995E1;1,011051636E3
3,420555995E1;1,011326172E3
3,430555995E1;1,011239685E3
3,440555995E1;1,011327942E3
3,450555995E1;1,011155640E3
3,460555995E1;1,011348389E3
3,470555995E1;1,011625610E3
3,480555995E1;1,011412598E3
3,490555995E1;1,011233276E3
3,500555995E1;1,011131104E3
3,510555995E1;1,011278931E3
3,520555995E1;1,011390320E3
3,530555995E1;1,011355835E3
3,540555995E1;1,011148438E3
3,550555995E1;1,011467651E3
3,560555995E1;1,011507080E3
3,570555995E1;1,011592529E3
3,580555995E1;1,011373535E3
3,590555995E1;1,011152588E3
3,600555995E1;1,011293823E3
3,610555995E1;1,011230408E3
3,620555995E1;1,011359558E3
3,630555995E1;1,011256226E3
3,640555995E1;1,011474365E3
3,650555995E1;1,011504761E3
3,660555995E1;1,011542847E3
3,670555995E1;1,011323975E3
3,680555995E1;1,011050781E3
3,690555995E1;1,011233826E3
3,700555995E1;1,011494263E3
3,710555995E1;1,011397827E3
3,720555995E1;1,011296143E3
3,730555995E1;1,011296448E3
3,740555995E1;1,011467651E3
3,750555995E1;1,011375366E3
3,760555995E1;1,011197510E3
3,770555995E1;1,011176270E3
3,780555995E1;1,011249634E3
3,790555995E1;1,011350708E3
3,800555995E1;1,011341064E3
3,810555995E1;1,011154541E3
3,820555995E1;1,011268799E3
3,830555995E1;1,011442322E3
3,840555995E1;1,011615479E3
3,850555995E1;1,011228394E3
3,860555995E1;1,011177307E3
3,870555995E1;1,011243408E3
3,880555995E1;1,011255127E3
3,890555995E1;1,011313110E3
3,900555995E1;1,011207336E3
3,910555995E1;1,011347046E3
3,920555995E1;1,011432068E3
3,930555995E1;1,011620728E3
3,940555995E1;1,011365112E3
3,950555995E1;1,011052307E3
3,960555995E1;1,011199707E3
3,970555995E1;1,011325806E3
3,980555995E1;1,011217163E3
3,990555995E1;1,011289673E3
4,000555995E1;1,011264221E3
4,010555995E1;1,011469482E3
4,020555995E1;1,011634155E3
4,030555995E1;1,011634155E3
4,040555995E1;1,011634155E3
4,050555995E1;1,011164429E3
4,060555995E1;1,011365723E3
4,070555995E1;1,011290161E3
4,080555995E1;1,011189575E3
4,090555995E1;1,011356079E3
4,100555995E1;1,011580078E3
4,110555995E1;1,011412476E3
4,120555995E1;1,011412476E3
4,130555995E1;1,011076050E3
4,140555995E1;1,011110535E3
4,150555995E1;1,011478271E3
4,160555995E1;1,011478271E3
4,170555995E1;1,011349182E3
4,180555995E1;1,011355286E3
4,190555995E1;1,011349854E3
4,200555995E1;1,011349854E3
4,210555995E1;1,011210144E3
4,220555995E1;1,011076538E3
4,230555995E1;1,011144287E3
4,240555995E1;1,011144287E3
4,250555995E1;1,011138184E3
4,260555995E1;1,011177734E3
4,270555995E1;1,011350464E3
4,280555995E1;1,011350464E3
4,290555995E1;1,011414978E3
4,300555995E1;1,011129089E3
4,310555995E1;1,011188171E3
4,320555995E1;1,011188171E3
4,330555995E1;1,011330811E3
4,340555995E1;1,011258179E3
4,350555995E1;1,011180420E3
4,360555995E1;1,011180420E3
4,370555995E1;1,011448242E3
4,380555995E1;1,011385132E3
4,390555995E1;1,011369873E3
4,400555995E1;1,011369873E3
4,410555995E1;1,011275696E3
4,420555995E1;1,011334778E3
4,430555995E1;1,011176147E3
4,440555995E1;1,011176147E3
4,450555995E1;1,011280151E3
4,460555995E1;1,011359680E3
4,470555995E1;1,011631714E3
4,480555995E1;1,011631714E3
4,490555995E1;1,011082764E3
4,500555995E1;1,011230591E3
4,510555995E1;1,011358093E3
4,520555995E1;1,011358093E3
4,530555995E1;1,011183472E3
4,540555995E1;1,011356873E3
4,550555995E1;1,011399597E3
4,560555995E1;1,011399597E3
4,570555995E1;1,011131958E3
4,580555995E1;1,011036987E3
4,590555995E1;1,011227478E3
4,600555995E1;1,011227478E3
4,610555995E1;1,011240234E3
4,620555995E1;1,011178833E3
4,630555995E1;1,011276978E3
4,640555995E1;1,011276978E3
4,650555995E1;1,011439819E3
4,660555995E1;1,011269653E3
4,670555995E1;1,011304626E3
4,680555995E1;1,011304626E3
4,690555995E1;1,011304626E3
4,700555995E1;1,011258667E3
4,710555995E1;1,011199463E3
4,720555995E1;1,011199463E3
4,730555995E1;1,011442078E3
4,740555995E1;1,011321167E3
4,750555995E1;1,011405090E3
4,760555995E1;1,011405090E3
4,770555995E1;1,011405090E3
4,780555995E1;1,011410400E3
4,790555995E1;1,011255005E3
4,800555995E1;1,011089050E3
4,810555995E1;1,011089050E3
4,820555995E1;1,011495972E3
4,830555995E1;1,011476868E3
4,840555995E1;1,011340820E3
4,850555995E1;1,011340820E3
4,860555995E1;1,011224243E3
4,870555995E1;1,011326294E3
4,880555995E1;1,011327759E3
4,890555995E1;1,011231262E3
4,900555995E1;1,011347900E3
4,910555995E1;1,011499756E3
4,920555995E1;1,011492798E3
4,930555995E1;1,011492798E3
4,940555995E1;1,011124878E3
4,950555995E1;1,011120972E3
4,960555995E1;1,011362915E3
4,970555995E1;1,011362915E3
4,980555995E1;1,011032898E3
4,990555995E1;1,011416382E3
5,000555995E1;1,011460449E3
5,010555995E1;1,011460449E3
5,020555995E1;1,011277344E3
5,030555995E1;1,011111084E3
5,040555995E1;1,011252197E3
5,050555995E1;1,011252197E3
5,060555995E1;1,011154663E3
5,070555995E1;1,011196838E3
5,080555995E1;1,011395264E3
5,090555995E1;1,011395264E3
5,100555995E1;1,011406006E3
5,110555995E1;1,011248169E3
5,120555995E1;1,011164917E3
5,130555995E1;1,011164917E3
5,140555995E1;1,011331604E3
5,150555995E1;1,011138550E3
5,160555995E1;1,011198364E3
5,170555995E1;1,011198364E3
5,180555995E1;1,011589966E3
5,190555995E1;1,011288879E3
5,200555995E1;1,011354248E3
5,210555995E1;1,011354248E3
5,220555995E1;1,011282837E3
5,230555995E1;1,011322510E3
5,240555995E1;1,011191284E3
5,250555995E1;1,011191284E3
5,260555995E1;1,011597046E3
5,270555995E1;1,011471680E3
5,280555995E1;1,011401306E3
5,290555995E1;1,011401306E3
5,300555995E1;1,011250305E3
5,310555995E1;1,011345215E3
5,320555995E1;1,011188904E3
5,330555995E1;1,011188904E3
5,340555995E1;1,011410767E3
5,350555995E1;1,011408813E3
5,360555995E1;1,011608826E3
5,370555995E1;1,011608826E3
5,380555995E1;1,011144775E3
5,390555995E1;1,011360718E3
5,400555995E1;1,011229004E3
5,410555995E1;1,011229004E3
5,420555995E1;1,011281860E3
5,430555995E1;1,011393250E3
5,440555995E1;1,011570374E3
5,450555995E1;1,011570374E3
5,460555995E1;1,011570374E3
5,470555995E1;1,011279175E3
5,480555995E1;1,011273560E3
5,490555995E1;1,011273560E3
5,500555995E1;1,011273560E3
5,510555995E1;1,011264160E3
5,520555995E1;1,011437988E3
5,530555995E1;1,011598206E3
5,540555995E1;1,011598206E3
5,550555995E1;1,011166016E3
5,560555995E1;1,011188110E3
5,570555995E1;1,011275269E3
5,580555995E1;1,011275269E3
5,590555995E1;1,011224487E3
5,600555995E1;1,011274353E3
5,610555995E1;1,011426392E3
5,620555995E1;1,011312744E3
5,630555995E1;1,011370605E3
5,640555995E1;1,010935181E3
5,650555995E1;1,011289307E3
5,660555995E1;1,011289307E3
5,670555995E1;1,011219421E3
5,680555995E1;1,011203979E3
5,690555995E1;1,011329224E3
5,700555995E1;1,011329224E3
5,710555995E1;1,011429688E3
5,720555995E1;1,011157349E3
5,730555995E1;1,011134766E3
5,740555995E1;1,011134766E3
5,750555995E1;1,011325928E3
5,760555995E1;1,011173218E3
5,770555995E1;1,011099854E3
5,780555995E1;1,011099854E3
5,790555995E1;1,011537964E3
5,800555995E1;1,011430908E3
5,810555995E1;1,011391052E3
5,820555995E1;1,011391052E3
5,830555995E1;1,011311096E3
5,840555995E1;1,011293579E3
5,850555995E1;1,011091248E3
5,860555995E1;1,011091248E3
5,870555995E1;1,011383667E3
5,880555995E1;1,011410278E3
5,890555995E1;1,011511963E3
5,900555995E1;1,011511963E3
5,910555995E1;1,011203003E3
5,920555995E1;1,011401489E3
5,930555995E1;1,011349731E3
5,940555995E1;1,011349731E3
5,950555995E1;1,011145691E3
5,960555995E1;1,011364319E3
5,970555995E1;1,011539551E3
5,980555995E1;1,011539551E3
5,990555995E1;1,011244873E3
6,000555995E1;1,011258362E3
6,010555995E1;1,011229980E3
6,020555995E1;1,011286499E3
6,030555995E1;1,011316162E3
6,040555995E1;1,011239746E3
6,050555995E1;1,011383667E3
6,060555995E1;1,011491577E3
6,070555995E1;1,011345703E3
6,080555995E1;1,011428223E3
6,090555995E1;1,011097046E3
6,100555995E1;1,011442505E3
6,110555995E1;1,011241577E3
6,120555995E1;1,011271362E3
6,130555995E1;1,011117188E3
6,140555995E1;1,011178223E3
6,150555995E1;1,011351440E3
6,160555995E1;1,011455688E3
6,170555995E1;1,011120972E3
6,180555995E1;1,011349487E3
6,190555995E1;1,011231384E3
6,200555995E1;1,011208313E3
6,210555995E1;1,011475830E3
6,220555995E1;1,011299805E3
6,230555995E1;1,011373413E3
6,240555995E1;1,011241089E3
6,250555995E1;1,011310974E3
6,260555995E1;1,011384399E3
6,270555995E1;1,011365112E3
6,280555995E1;1,011402222E3
6,290555995E1;1,011244385E3
6,300555995E1;1,011268127E3
6,310555995E1;1,011282837E3
6,320555995E1;1,011110596E3
6,330555995E1;1,011413513E3
6,340555995E1;1,011373779E3
6,350555995E1;1,011313477E3
6,360555995E1;1,011537354E3
6,370555995E1;1,011281677E3
6,380555995E1;1,011112488E3
6,390555995E1;1,011468018E3
6,400555995E1;1,011514038E3
6,410555995E1;1,011199829E3
6,420555995E1;1,011296082E3
6,430555995E1;1,011211548E3
6,440555995E1;1,011209534E3
6,450555995E1;1,011340332E3
6,460555995E1;1,011203796E3
6,470555995E1;1,011217102E3
6,480555995E1;1,011346558E3
6,490555995E1;1,011531616E3
6,500555995E1;1,011556396E3
6,510555995E1;1,011303589E3
6,520555995E1;1,011155640E3
6,530555995E1;1,011228394E3
6,540555995E1;1,011259705E3
6,550555995E1;1,011304077E3
6,560555995E1;1,011220154E3
6,570555995E1;1,011226868E3
6,580555995E1;1,011356934E3
6,590555995E1;1,011486938E3
6,600555995E1;1,011439514E3
6,610555995E1;1,011261963E3
6,620555995E1;1,011057617E3
6,630555995E1;1,011380554E3
6,640555995E1;1,011267944E3
6,650555995E1;1,011149780E3
6,660555995E1;1,011198242E3
6,670555995E1;1,011351257E3
6,680555995E1;1,011516479E3
6,690555995E1;1,011382690E3
6,700555995E1;1,011371826E3
6,710555995E1;1,011158997E3
6,720555995E1;1,011380493E3
6,730555995E1;1,011335205E3
6,740555995E1;1,011121460E3
6,750555995E1;1,011236328E3
6,760555995E1;1,011498840E3
6,770555995E1;1,011565918E3
6,780555995E1;1,011211670E3
6,790555995E1;1,011197937E3
6,800555995E1;1,011283203E3
6,810555995E1;1,011159363E3
6,820555995E1;1,011248657E3
6,830555995E1;1,011254883E3
6,840555995E1;1,011215393E3
6,850555995E1;1,011554565E3
6,860555995E1;1,011524170E3
6,870555995E1;1,011140808E3
6,880555995E1;1,011252747E3
6,890555995E1;1,011310547E3
6,900555995E1;1,011209534E3
6,910555995E1;1,011219177E3
6,920555995E1;1,011131714E3
6,930555995E1;1,011295654E3
6,940555995E1;1,011534058E3
6,950555995E1;1,011084473E3
6,960555995E1;1,011052063E3
6,970555995E1;1,011265137E3
6,980555995E1;1,011326782E3
6,990555995E1;1,011224976E3
7,000555995E1;1,011103821E3
7,010555995E1;1,011175781E3
7,020555995E1;1,011368408E3
7,030555995E1;1,011439819E3
7,040555995E1;1,011229004E3
7,050555995E1;1,011027039E3
7,060555995E1;1,011172729E3
7,070555995E1;1,011321777E3
7,080555995E1;1,011124390E3
7,090555995E1;1,011110718E3
7,100555995E1;1,011215698E3
7,110555995E1;1,011512695E3
7,120555995E1;1,011117004E3
7,130555995E1;1,011068970E3
7,140555995E1;1,011095581E3
7,150555995E1;1,011155640E3
7,160555995E1;1,011100464E3
7,170555995E1;1,011064575E3
7,180555995E1;1,011207397E3
7,190555995E1;1,011447510E3
7,200555995E1;1,011129395E3
7,210555995E1;1,011078186E3
7,220555995E1;1,011083496E3
7,230555995E1;1,011293213E3
7,240555995E1;1,011096680E3
7,250555995E1;1,011075928E3
7,260555995E1;1,011147705E3
7,270555995E1;1,011430969E3
7,280555995E1;1,011110474E3
7,290555995E1;1,011021240E3
7,300555995E1;1,011051941E3
7,310555995E1;1,011297729E3
7,320555995E1;1,010981445E3
7,330555995E1;1,011070923E3
7,340555995E1;1,011286560E3
7,350555995E1;1,011465210E3
7,360555995E1;1,011162842E3
7,370555995E1;1,010946289E3
7,380555995E1;1,011206360E3
7,390555995E1;1,011203491E3
7,400555995E1;1,011007324E3
7,410555995E1;1,011175537E3
7,420555995E1;1,011335083E3
7,430555995E1;1,011447388E3
7,440555995E1;1,011199097E3
7,450555995E1;1,011039734E3
7,460555995E1;1,011088989E3
7,470555995E1;1,011252319E3
7,480555995E1;1,011029175E3
7,490555995E1;1,011064087E3
7,500555995E1;1,011149597E3
7,510555995E1;1,011353699E3
7,520555995E1;1,011214844E3
7,530555995E1;1,011129333E3
7,540555995E1;1,010985840E3
7,550555995E1;1,011209167E3
7,560555995E1;1,011102783E3
7,570555995E1;1,011026123E3
7,580555995E1;1,011062561E3
7,590555995E1;1,011165649E3
7,600555995E1;1,011358582E3
7,610555995E1;1,011136353E3
7,620555995E1;1,011074097E3
7,630555995E1;1,010997681E3
7,640555995E1;1,011199707E3
7,650555995E1;1,011104004E3
7,660555995E1;1,011014771E3
7,670555995E1;1,011093750E3
7,680555995E1;1,011490845E3
7,690555995E1;1,011323853E3
7,700555995E1;1,011097046E3
7,710555995E1;1,010989868E3
7,720555995E1;1,011297485E3
7,730555995E1;1,011180664E3
7,740555995E1;1,010986450E3
7,750555995E1;1,010981995E3
7,760555995E1;1,011157593E3
7,770555995E1;1,011411011E3
7,780555995E1;1,011150269E3
7,790555995E1;1,011077148E3
7,800555995E1;1,010967529E3
7,810555995E1;1,011246460E3
7,820555995E1;1,011038330E3
7,830555995E1;1,010992920E3
7,840555995E1;1,011104126E3
7,850555995E1;1,011466309E3
7,860555995E1;1,011295593E3
7,870555995E1;1,011131042E3
7,880555995E1;1,011020874E3
7,890555995E1;1,011307129E3
7,900555995E1;1,011162231E3
7,910555995E1;1,011020508E3
7,920555995E1;1,011047546E3
7,930555995E1;1,011498657E3
7,940555995E1;1,011353210E3
7,950555995E1;1,011238220E3
7,960555995E1;1,011084045E3
7,970555995E1;1,011235596E3
7,980555995E1;1,011114746E3
7,990555995E1;1,010994324E3
8,000555995E1;1,011017090E3
8,010555995E1;1,011399780E3
8,020555995E1;1,011436768E3
8,030555995E1;1,011197327E3
8,040555995E1;1,011013550E3
8,050555995E1;1,011013550E3
8,060555995E1;1,011200562E3
8,070555995E1;1,011067810E3
8,080555995E1;1,011004517E3
8,090555995E1;1,011004517E3
8,100555995E1;1,011477112E3
8,110555995E1;1,011285034E3
8,120555995E1;1,011134521E3
8,130555995E1;1,011134521E3
8,140555995E1;1,011259705E3
8,150555995E1;1,011089233E3
8,160555995E1;1,010943054E3
8,170555995E1;1,010943054E3
8,180555995E1;1,011414795E3
8,190555995E1;1,011323242E3
8,200555995E1;1,011022827E3
8,210555995E1;1,011022827E3
8,220555995E1;1,011253784E3
8,230555995E1;1,011003479E3
8,240555995E1;1,010878967E3
8,250555995E1;1,010878967E3
8,260555995E1;1,011441895E3
8,270555995E1;1,011274414E3
8,280555995E1;1,011167236E3
8,290555995E1;1,011167236E3
8,300555995E1;1,011185303E3
8,300555995E1;1,011185303E3
8,320555995E1;1,010896057E3
8,330555995E1;1,010896057E3
8,340555995E1;1,011491821E3
8,350555995E1;1,011282227E3
8,360555995E1;1,011093811E3
8,370555995E1;1,011093811E3
8,380555995E1;1,011232727E3
8,390555995E1;1,011084961E3
8,400555995E1;1,010869629E3
8,410555995E1;1,010869629E3
8,420555995E1;1,011441528E3
8,430555995E1;1,011319275E3
8,440555995E1;1,011149048E3
8,450555995E1;1,011149048E3
8,460555995E1;1,011128784E3
8,470555995E1;1,010976318E3
8,480555995E1;1,010821899E3
8,490555995E1;1,010821899E3
8,500555995E1;1,010821899E3
8,510555995E1;1,011291016E3
8,520555995E1;1,011021240E3
8,530555995E1;1,010904297E3
8,540555995E1;1,010904297E3
8,550555995E1;1,011084473E3
8,560555995E1;1,010936157E3
8,570555995E1;1,011012817E3
8,580555995E1;1,011012817E3
8,590555995E1;1,011296021E3
8,600555995E1;1,011105774E3
8,610555995E1;1,010891602E3
8,620555995E1;1,010891602E3
8,630555995E1;1,011015381E3
8,640555995E1;1,010884277E3
8,650555995E1;1,011052368E3
8,660555995E1;1,011435059E3
8,670555995E1;1,011181396E3
8,680555995E1;1,011006592E3
8,690555995E1;1,010873291E3
8,700555995E1;1,010873291E3
8,710555995E1;1,010953552E3
8,720555995E1;1,010853760E3
8,730555995E1;1,010973145E3
