"Time (s)";"Acceleration x (m/s^2)";"Acceleration y (m/s^2)";"Acceleration z (m/s^2)"
1,069395187E1;2,668595552E0;-9,014361382E0;-7,011568546E0
1,079395187E1;5,165505886E0;-9,620343208E0;-6,666403770E0
1,089395187E1;3,140579700E0;-7,526623726E0;-5,411966801E0
1,099395187E1;4,498506546E0;-6,587440968E0;-8,484351158E0
1,109395187E1;1,188634634E0;-3,047259569E0;-5,639284611E0
1,119395187E1;9,511470199E-1;-1,922034740E0;-6,205785751E0
1,129395187E1;2,435893536E0;-2,621337175E0;-6,557530403E0
1,139395187E1;2,504088879E0;-3,399004459E0;-6,559923172E0
1,149395187E1;2,111067772E0;-6,014359951E0;-7,153343201E0
1,159395187E1;3,118446112E0;-9,091529846E0;-7,063612461E0
1,169395187E1;3,122035265E0;-9,958329201E0;-6,751947403E0
1,179395187E1;2,564507723E0;-7,826922894E0;-5,715256691E0
1,189395187E1;3,932604074E0;-8,487341881E0;-7,016354084E0
1,199395187E1;4,196412563E0;-7,690532207E0;-6,952944279E0
1,209395187E1;2,750549555E0;-5,081159115E0;-5,976672649E0
1,219395187E1;1,771885157E0;-3,117249727E0;-7,616354465E0
1,229395187E1;1,191027522E0;-2,269592285E0;-7,242475986E0
1,239395187E1;3,085544825E0;-3,595216036E0;-6,806384087E0
1,249395187E1;5,320441246E0;-4,797609329E0;-6,462415695E0
1,259395187E1;3,731606960E0;-1,038903809E1;-7,478767395E0
1,269395187E1;2,400599241E0;-8,710473061E0;-5,582455158E0
1,279395187E1;2,410768747E0;-8,776275635E0;-5,337191105E0
1,289395187E1;4,109074593E0;-9,865009308E0;-5,008177757E0
1,299395187E1;4,381856441E0;-8,432307243E0;-5,620740414E0
1,309395187E1;4,487739086E0;-5,423930645E0;-8,099106789E0
1,319395187E1;5,270192027E-1;-1,263410330E0;-3,333201885E0
1,329395187E1;1,506281853E0;-1,501496196E0;-5,011766911E0
1,339395187E1;2,015354872E0;-2,440080881E0;-5,431707382E0
1,349395187E1;2,834298372E0;-5,980261803E0;-6,061617851E0
1,359395187E1;5,100899696E0;-1,020718288E1;-8,401798248E0
1,369395187E1;1,272383451E0;-9,569496155E0;-5,754738331E0
1,379395187E1;2,018345833E0;-1,325384426E1;-6,086742401E0
1,389395187E1;2,298904419E0;-4,771288395E0;-1,363310695E0
1,399395187E1;6,342176437E0;-1,016411209E1;-8,527421951E0
1,409395187E1;6,043073654E0;-1,199163055E1;-7,233502865E0
1,419395187E1;2,570489645E0;-2,772084951E0;-5,783452511E0
1,429395187E1;3,169293642E0;-4,433900356E0;-7,012764931E0
1,439395187E1;2,879163742E0;3,565305769E-1;-5,869594097E0
1,449395187E1;1,851446509E0;-4,594817638E0;-7,163512707E0
1,459395187E1;2,526820660E0;-7,900502205E0;-5,179862976E0
1,469395187E1;3,184248686E0;-6,543771744E0;-5,873781204E0
1,479395187E1;3,492324591E0;-1,048475075E1;-7,395018578E0
1,489395187E1;2,830111027E0;-6,775277138E0;-5,055436134E0
1,499395187E1;4,555934429E0;-8,806783676E0;-7,532007694E0
1,509395187E1;3,727419376E0;-8,525627136E0;-6,613163471E0
1,519395187E1;3,637688637E0;-5,702694416E0;-6,488138676E0
1,529395187E1;2,206780672E0;-3,602394581E0;-5,554937840E0
1,539395187E1;2,247458696E0;-1,902892232E0;-5,845067501E0
1,549395187E1;3,390629768E0;-4,804189682E0;-7,067201614E0
1,559395187E1;3,611965895E0;-6,958926678E0;-6,196812630E0
1,569395187E1;3,183052301E0;-8,969495773E0;-6,533003807E0
1,579395187E1;2,078764677E0;-1,153938675E1;-4,027120590E0
1,589395187E1;2,449652195E0;-9,261420250E0;-7,243672371E0
1,599395187E1;1,717448473E0;-7,611568928E0;-2,358126640E0
1,609395187E1;1,287338614E0;-5,749952793E0;-5,746363640E0
1,619395187E1;5,257629395E0;-8,140382767E0;-8,207381248E0
1,629395187E1;1,990828395E0;-5,251647472E0;-4,792225361E0
1,639395187E1;1,782054663E0;6,753742099E-1;-6,483353138E0
1,649395187E1;4,921437740E0;-1,042074203E0;-5,598606586E0
1,659395187E1;2,500499725E0;-7,305287361E0;-7,303493023E0
1,669395187E1;5,372485161E0;-8,241478920E0;-4,813162804E0
1,679395187E1;2,816950560E0;-1,099741268E1;-8,590831757E0
1,689395187E1;1,759921074E0;-4,521238327E0;1,951346874E0
1,699395187E1;4,330410957E0;-8,596813202E0;-7,564310551E0
1,709395187E1;4,941178799E0;-7,554141045E0;-5,763711452E0
1,719395187E1;4,051048756E0;-5,120640278E0;-4,643272400E0
1,729395187E1;1,657627940E0;-1,843669891E0;-3,740580082E0
1,739395187E1;2,882753134E0;-2,447259426E0;-4,749752998E0
1,749395187E1;1,540977836E0;-4,336990833E0;-4,748556614E0
1,759395187E1;4,453042984E0;-5,043471813E0;-5,514259815E0
1,769395187E1;1,936989903E0;-1,118764210E1;-7,126423836E0
1,779395187E1;3,452843189E0;-7,995616913E0;-5,848058701E0
1,789395187E1;3,382254839E0;-1,041356373E1;-6,053243160E0
1,799395187E1;4,253840446E0;-6,684948444E0;-6,168696880E0
1,809395187E1;4,259822369E0;-6,588038921E0;-5,556134224E0
1,819395187E1;2,102692842E0;-3,396013498E0;-5,355136871E0
1,829395187E1;1,044467092E0;-6,017948985E-1;-4,604389191E0
1,839395187E1;4,075575352E0;-5,417350292E0;-5,130211830E0
1,849395187E1;3,992424488E0;-7,482356548E0;-5,206781864E0
1,859395187E1;4,048057556E0;-9,967901230E0;-5,687739372E0
1,869395187E1;3,391227961E0;-9,723235130E0;-6,494719028E0
1,879395187E1;3,173480988E0;-8,666803360E0;-5,443671703E0
1,889395187E1;4,511068821E0;-8,658429146E0;-4,969892502E0
1,899395187E1;3,894318819E0;-6,067001820E0;-5,238486767E0
1,909395187E1;3,272783279E0;-4,709074974E0;-6,422336102E0
1,919395187E1;1,311266780E0;-1,283151150E0;-4,385445595E0
1,929395187E1;2,205584288E0;-1,869392633E0;-5,475974560E0
1,939395187E1;3,108276606E0;-7,170093060E0;-5,057230473E0
1,949395187E1;3,841676712E0;-9,868598938E0;-5,494519234E0
1,959395187E1;2,452044964E0;-9,432506561E0;-6,201598167E0
1,969395187E1;3,672982693E0;-8,132007599E0;-5,831906796E0
1,979395187E1;3,236890793E0;-9,901499748E0;-5,145166874E0
1,989395187E1;1,805982947E0;-7,292127132E0;-3,960719585E0
1,999395187E1;3,579662561E0;-7,564908981E0;-5,711667538E0
2,009395187E1;4,566103935E0;-6,971488953E0;-5,689534187E0
2,019395187E1;3,907479286E0;-7,889734268E0;-5,782854080E0
2,029395187E1;4,022335052E0;-3,445664644E0;-5,947958946E0
2,039395187E1;3,829712629E0;-3,999603033E0;-5,710471153E0
2,049395187E1;7,001399040E0;-9,403194427E0;-9,056235313E0
2,059395187E1;1,637288928E0;-3,710669756E0;-4,494917393E0
2,069395187E1;2,308475733E0;-1,092921734E0;-5,668596745E0
2,079395187E1;3,424129248E0;-1,506281853E0;-5,760122299E0
2,089395187E1;4,836492538E0;-5,318048477E0;-8,118846893E0
2,099395187E1;3,931407690E0;-1,177268696E1;-6,861418724E0
2,109395187E1;3,254238844E0;-9,344570160E0;-5,632704735E0
2,119395187E1;3,730410576E0;-8,534002304E0;-2,906681299E0
2,129395187E1;4,385445595E0;-8,927620888E0;-3,851846218E0
2,139395187E1;5,609972477E0;-7,612166882E0;-5,667400360E0
2,149395187E1;4,098905087E0;-6,138188362E0;-5,549553871E0
2,159395187E1;3,404986620E0;-5,496313572E0;-5,905486107E0
2,169395187E1;2,642872572E0;-2,464009047E0;-5,934798241E0
2,179395187E1;2,485544443E0;-3,019742250E0;-6,027520180E0
2,189395187E1;3,234498024E0;-2,892922640E0;-5,441278458E0
2,199395187E1;4,738387108E0;-5,245067120E0;-6,967301369E0
2,209395187E1;3,334398270E0;-9,099904060E0;-4,998008251E0
2,219395187E1;3,189034462E0;-1,104885864E1;-6,142375946E0
2,229395187E1;3,034099102E0;-8,386244774E0;-4,439882278E0
2,239395187E1;3,228515863E0;-1,069711399E1;-6,226722717E0
2,249395187E1;5,837290764E0;-9,175876617E0;-7,130611420E0
2,259395187E1;2,738585472E0;-7,473383427E0;-4,970490932E0
2,269395187E1;6,395416737E0;-6,841678143E0;-8,385646820E0
2,279395187E1;2,033899166E-2;-1,859223247E0;-2,460419893E0
2,289395187E1;3,548556089E0;-1,767697692E0;-5,906682491E0
2,299395187E1;5,654240131E0;-5,980860233E0;-7,176074982E0
2,309395187E1;2,611167669E0;-5,203192711E0;-5,280361176E0
2,319395187E1;3,829712629E0;-8,059624672E0;-2,636292458E0
2,329395187E1;2,700300455E0;-1,111226845E1;-5,181657314E0
2,339395187E1;3,150151014E0;-7,834699631E0;-3,602992773E0
2,349395187E1;1,431506157E0;-6,312864304E0;-2,372483730E0
2,359395187E1;5,260022163E0;-1,036331463E1;-8,754141808E0
2,369395187E1;4,659423828E0;-7,192226887E0;-5,620740414E0
2,379395187E1;3,357728481E0;-6,673582554E0;-6,086144447E0
2,389395187E1;3,270988464E0;-5,524429321E0;-7,097710133E0
2,399395187E1;1,985444546E0;1,333998591E-1;-6,037091732E0
2,409395187E1;5,901299000E0;-4,348955154E0;-6,761518478E0
2,419395187E1;4,978865623E0;-5,922235966E0;-5,120042324E0
2,429395187E1;2,849851847E0;-8,910273552E0;-6,398407936E0
2,439395187E1;3,823132277E0;-1,159920788E1;-7,646862984E0
2,449395187E1;4,783850670E0;-6,548557281E0;-5,495117188E0
2,459395187E1;6,216553211E0;-9,332606316E0;-5,840879917E0
2,469395187E1;4,455435753E0;-8,503493309E0;-4,406383038E0
2,479395187E1;3,568296671E0;-4,196412563E0;-5,946762562E0
2,489395187E1;4,820939541E0;-4,340580463E0;-7,734799385E0
2,499395187E1;2,293520451E0;-2,629712105E0;-5,002793789E0
2,509395187E1;4,768297195E0;-4,880161762E0;-7,250850677E0
2,519395187E1;3,884149313E0;-7,748558044E0;-6,199205399E0
2,529395187E1;6,029314995E0;-1,166620636E1;-4,697709084E0
2,539395187E1;4,945964336E0;-1,052662468E1;-8,636893272E0
2,549395187E1;6,394818306E0;-7,629515171E0;-1,080120182E1
2,559395187E1;3,544966698E0;-9,768698692E0;-3,576671600E0
2,569395187E1;3,610171080E0;-8,958129883E0;-5,834897995E0
2,579395187E1;4,996811867E0;-2,226521492E0;-2,585444927E0
2,589395187E1;1,771885157E0;-2,002792597E0;-4,156332970E0
2,599395187E1;6,937391281E0;-9,306883812E0;-7,895716667E0
2,609395187E1;9,517452121E-1;-6,879365444E-2;-4,640281200E0
2,619395187E1;3,326023579E0;-6,951149940E0;-3,778266907E0
2,629395187E1;2,995215654E0;-1,391605854E1;-1,009172916E1
2,639395187E1;2,298306227E0;-1,601875114E1;-5,533402443E0
2,649395187E1;1,674377680E0;-1,021017456E1;-3,212962627E0
2,659395187E1;4,340580463E0;-5,900700569E0;-4,448257446E0
2,669395187E1;3,923630953E0;-4,776672363E0;-7,992625713E0
2,679395187E1;4,125824451E0;-3,738785267E0;-4,312464714E0
2,689395187E1;2,009970903E0;-7,902296543E0;-1,817348838E0
2,699395187E1;4,255036831E0;-4,888536453E0;-2,187039852E0
2,709395187E1;6,964908600E0;-6,491129398E0;2,041675806E0
2,719395187E1;5,572285652E0;-6,656832695E0;-6,058627129E0
2,729395187E1;3,744767427E0;-8,639883995E0;7,477570772E-1
2,739395187E1;3,018545866E0;-1,170389366E1;-3,664009571E0
2,749395187E1;1,554138303E0;-9,481559753E0;-3,898506403E0
2,759395187E1;1,006181908E1;-1,553958893E1;-7,845467091E0
2,769395187E1;2,240878344E0;-4,107280254E0;-4,067798331E-2
2,779395187E1;4,482953072E0;-5,215754986E0;-5,258825779E0
2,789395187E1;2,810370207E0;-9,314061999E-1;-6,083751678E0
2,799395187E1;-1,046859920E-1;-3,072384357E0;-6,380461693E0
2,809395187E1;3,620340586E0;-9,088538170E0;-8,544769287E0
2,819395187E1;2,954537868E0;-6,823731899E0;3,322434187E0
2,829395187E1;2,863610506E0;-6,677769661E0;-7,524828911E0
2,839395187E1;1,741376638E0;-6,538387775E0;-1,626521230E0
2,849395187E1;1,933400750E0;-7,746763229E0;-3,385245800E0
2,859395187E1;1,933400750E0;-7,746763229E0;-3,385245800E0
2,869395187E1;6,069993019E0;-6,946363926E0;-4,524827480E0
2,879395187E1;2,413161755E0;-5,197809219E0;-4,738985062E0
2,889395187E1;3,036491871E0;-4,003790379E0;-5,013561726E0
2,899395187E1;2,754138947E0;-3,575475216E0;-5,492724419E0
2,909395187E1;4,226323128E0;-5,515456200E0;-6,555736065E0
2,919395187E1;3,323630571E0;-8,712266922E0;-3,999603033E0
2,929395187E1;4,308875561E0;-1,264965725E1;-5,405984402E0
2,939395187E1;3,027518749E0;-9,445069313E0;-5,322834015E0
2,949395187E1;2,914458036E0;-7,070192814E0;-3,760320902E0
2,959395187E1;5,744568825E0;-9,439086914E0;-6,660421848E0
2,969395187E1;5,241477966E0;-7,638488293E0;-5,483152866E0
2,979395187E1;1,874178290E0;-6,185446382E-1;-4,218546391E0
2,989395187E1;3,360121250E0;-2,103291035E0;-5,867799282E0
2,999395187E1;3,897907972E0;-4,563112736E0;-6,541378975E0
3,009395187E1;3,386442184E0;-6,110671043E0;-6,470790863E0
3,019395187E1;5,901299000E0;-1,181037426E1;-4,352544308E0
3,029395187E1;4,800002098E0;-1,174576855E1;-5,891129494E0
3,039395187E1;3,574278831E0;-7,201797962E0;-4,716253281E0
3,049395187E1;4,119842529E0;-1,017607689E1;-3,087937593E0
3,059395187E1;4,342374802E0;-6,744768620E0;-3,674777269E0
3,069395187E1;3,000001431E0;-4,625924587E0;-3,887140274E0
3,079395187E1;3,266801119E0;-4,176073551E0;-6,294320107E0
3,089395187E1;7,860422134E-1;-1,070788130E-1;-3,687937975E0
3,099395187E1;4,917250633E0;-6,416952133E0;-7,368099213E0
3,109395187E1;4,904089928E0;-9,914062500E0;-6,395416737E0
3,119395187E1;4,415954113E0;-9,658030510E0;-4,027718544E0
3,129395187E1;5,923432350E0;-1,162792206E1;-5,947958946E0
3,139395187E1;4,145565033E0;-9,232706070E0;-3,448057413E0
3,149395187E1;5,652445316E0;-7,808976650E0;-5,623731613E0
3,159395187E1;3,930211306E0;-6,915257454E0;-5,499902725E0
3,169395187E1;3,187239647E0;-3,867997885E0;-5,645267010E0
3,179395187E1;2,441277266E0;-1,420140266E0;-4,401597023E0
3,189395187E1;4,433900356E0;-3,230908871E0;-5,496912003E0
3,199395187E1;4,768297195E0;-5,369493961E0;-6,023332596E0
3,209395187E1;5,821139336E0;-9,314660072E0;-6,198606968E0
3,219395187E1;4,133002758E0;-1,008395290E1;-5,785246849E0
3,229395187E1;4,588835716E0;-8,199604988E0;-3,747160196E0
3,239395187E1;5,203791142E0;-1,119182968E1;-4,406980991E0
3,249395187E1;4,338785648E0;-7,432705402E0;-4,690530777E0
3,259395187E1;4,350749969E0;-5,577669621E0;-5,835496426E0
3,269395187E1;1,344168067E0;-9,924231768E-1;-4,055834293E0
3,279395187E1;4,515854359E0;-3,227319479E0;-5,244469166E0
3,289395187E1;4,586442947E0;-5,743970871E0;-5,447260857E0
3,299395187E1;4,475774765E0;-8,981459618E0;-6,436692715E0
3,309395187E1;4,785047054E0;-1,047637558E1;-2,901297569E0
3,319395187E1;6,396014690E0;-1,044945621E1;-8,023134232E0
3,329395187E1;3,156731367E0;-7,473383427E0;-1,170688510E0
3,339395187E1;8,300103188E0;-1,222552872E1;-7,707880020E0
3,349395187E1;3,495315790E0;-6,334399700E0;-4,301696777E0
3,359395187E1;2,946162939E0;-1,414158225E0;-5,653641701E0
3,369395187E1;2,121237278E0;-3,690928817E-1;-3,902095556E0
3,379395187E1;5,093721390E0;-5,871986866E0;-5,751747608E0
3,389395187E1;4,314259052E0;-9,214161873E0;-5,270191669E0
3,399395187E1;1,350150228E0;-8,829515457E0;-4,466801643E0
3,409395187E1;4,362713814E0;-6,862615108E0;-5,240281820E-1
3,419395187E1;2,812164783E0;-9,896116257E0;-4,305884361E0
3,429395187E1;6,973283291E0;-8,542376518E0;-3,696911097E0
3,439395187E1;2,560918331E0;-5,638088226E0;-4,447659016E0
3,449395187E1;5,511867046E0;-3,722035646E0;-6,547959328E0
3,459395187E1;2,377269268E0;2,213360928E-2;-1,835893154E0
3,469395187E1;6,655037880E0;-5,171487808E0;-4,956732273E0
3,479395187E1;3,937389612E0;-9,040083885E0;-5,217549801E0
3,489395187E1;5,076971531E0;-7,513463020E0;-4,144368649E0
3,499395187E1;6,390631199E0;-9,309874535E0;-5,885745525E0
3,509395187E1;4,332205296E0;-1,036630630E1;-6,163911343E0
3,519395187E1;4,926821709E0;-5,771488190E0;-3,156731367E0
3,529395187E1;7,216753006E0;-8,824729919E0;-6,570092678E0
3,539395187E1;2,426322222E0;-4,478167534E0;-3,839882135E0
3,549395187E1;1,920240223E-1;-4,151547253E-1;-4,615755081E0
3,559395187E1;5,769693375E0;-2,267199516E0;-6,092126369E0
3,569395187E1;2,140379906E0;-6,971488953E0;-9,511469841E0
3,579395187E1;5,547759533E0;-7,500900745E0;-4,893920422E0
3,589395187E1;3,086741209E0;-9,376275063E0;-3,848855257E0
3,599395187E1;2,833700180E0;-7,759325504E0;-1,483550072E0
3,609395187E1;4,449453831E0;-7,533802032E0;-1,767697692E0
3,619395187E1;6,705287457E0;-7,677371502E0;-6,939784050E0
3,629395187E1;5,842674732E0;-7,014559746E0;-6,626324177E0
3,639395187E1;2,436491728E0;-1,031306505E0;-4,432703972E0
3,649395187E1;6,250052929E0;-7,755736351E0;-3,354737282E0
3,659395187E1;4,356731892E0;-6,863213539E0;-6,175277233E0
3,669395187E1;4,647459984E0;-1,274596786E1;-6,680760860E0
3,679395187E1;4,454837322E0;-9,196215630E0;-2,641676188E0
3,689395187E1;6,950551510E0;-1,093878841E1;-6,329015732E0
3,699395187E1;4,344767570E0;-1,022094154E1;-6,400800705E0
3,709395187E1;5,444269657E0;-4,645665169E0;-4,595416069E0
3,719395187E1;6,026323795E0;-5,098506927E0;-7,864011765E0
3,729395187E1;4,262215137E0;-3,397808075E-1;-4,399204254E0
3,739395187E1;2,557927370E0;-8,398807645E-1;-4,523631096E0
3,749395187E1;6,334998131E0;-9,860223770E0;-6,222535133E0
3,759395187E1;3,285345554E0;-8,577671051E0;-4,146761417E0
3,769395187E1;5,277968407E0;-1,127139091E1;-6,916453838E0
3,779395187E1;4,341178417E0;-1,036092186E1;-5,943173409E0
3,789395187E1;5,578267574E0;-7,445267677E0;-3,841078520E0
3,799395187E1;5,259424210E0;-8,689535141E0;-5,855237007E0
3,809395187E1;2,283949137E0;-2,897708178E0;-4,058227062E0
3,819395187E1;4,859224796E0;-2,757728100E0;-7,186244488E0
3,829395187E1;1,386042476E0;-3,499503136E-1;-3,006581545E0
3,839395187E1;4,737788677E0;-4,770689964E0;-5,271986485E0
3,849395187E1;4,771886349E0;-8,990432739E0;-3,945166349E0
3,859395187E1;5,208576679E0;-8,957531929E0;-4,046861172E0
3,869395187E1;4,329214573E0;-9,235098839E0;-5,859424591E0
3,879395187E1;4,177868366E0;-8,064410210E0;-4,089931965E0
3,889395187E1;6,215356827E0;-8,154141426E0;-4,708476543E0
3,899395187E1;2,959921598E0;-2,795415163E0;-4,576871395E0
3,909395187E1;2,922832966E0;-2,541177750E0;-4,558925152E0
3,919395187E1;3,476771355E0;-2,710469961E0;-5,503491879E0
3,929395187E1;5,564508915E0;-6,637091637E0;-3,658027649E0
3,939395187E1;6,445067883E0;-9,495318413E0;-4,649254322E0
3,949395187E1;3,784847260E0;-1,321436310E1;-6,366104603E0
3,959395187E1;2,248655081E0;-7,442276478E0;-2,438286304E0
3,969395187E1;9,921240807E0;-1,333101273E1;-7,192226887E0
3,979395187E1;4,537988186E0;-4,912465096E0;-3,353540897E0
3,989395187E1;4,520041943E0;-4,564309120E0;-4,837090969E0
3,999395187E1;1,262213945E0;-6,035895348E-1;-3,608376503E0
4,009395187E1;4,234099865E0;-9,960124493E-1;-3,546761274E0
4,019395187E1;4,889134884E0;-9,020342827E0;-5,642275810E0
4,029395187E1;6,519843578E0;-5,387440205E0;-4,085146427E0
4,039395187E1;5,269593716E0;-1,167757225E1;-6,860820770E0
4,049395187E1;6,095715523E0;-9,988240242E0;-6,364310265E0
4,059395187E1;4,176671982E0;-7,559525013E0;-2,869592667E0
