"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)"
6,105709400E-2;-1,373260260E0;2,120055437E0;-1,309125900E0
1,597504550E-1;1,078817368E0;-1,076961875E0;1,046566010E0
2,584398810E-1;2,976272702E-1;3,427639008E-1;-2,746522427E0
3,571246460E-1;1,990607977E0;4,704868793E-2;6,378116608E-1
4,558092090E-1;2,389145136E0;-1,680996299E0;-6,095209122E-1
5,544801200E-1;1,324833870E0;-2,054649830E0;-6,208066940E-1
6,531792600E-1;-1,251397133E-1;-3,784010410E0;-4,731746674E0
7,518483710E-1;-1,981146336E0;-4,554776669E0;-6,665569782E0
8,505486500E-1;5,470638275E-1;-5,209285736E0;3,070526600E0
9,492331510E-1;1,146428490E1;-1,342778206E0;7,059504509E0
1,047904347E0;1,338867188E1;1,000446796E0;1,785014868E0
1,146603141E0;-2,334291935E-1;-1,886807442E0;-2,199360847E0
1,245276982E0;1,866509438E0;5,636059761E0;-3,038382530E0
1,343970842E0;1,301769257E0;8,710784912E0;-5,552675724E-1
1,442657917E0;-6,149000168E0;-1,103485680E1;8,893045425E0
1,541328574E0;1,057022095E0;5,557351112E-1;1,619119406E0
1,640022455E0;3,850449562E0;-4,310424805E0;-3,628682375E0
1,738708981E0;7,124314308E0;-1,078002930E0;3,104040325E-1
1,837395923E0;-1,297589302E0;5,231102943E0;1,326614618E0
1,936080089E0;2,051970005E0;2,271466732E0;1,708482265E0
2,034752191E0;-6,354098320E-1;4,071400642E0;-9,988195896E-1
2,133450262E0;-3,662419081E0;4,660703659E0;2,352192402E0
2,232139851E0;-1,600332856E-1;-1,366571426E0;1,551267147E0
2,330818127E0;-3,028222799E0;-1,017035484E0;3,344647884E0
2,429504175E0;6,684675217E-1;-1,998395920E0;-3,979105473E0
2,528173508E0;2,815530539E0;-3,531507492E0;-4,981949806E0
2,626875100E0;-1,069875717E0;-5,927484512E0;-4,000117779E-1
2,725546601E0;3,926688194E0;-2,473161221E0;-5,182785988E-1
2,824229383E0;3,090340614E0;-1,112000704E0;2,256298065E-1
2,922932837E0;2,489610195E0;-8,385333419E-1;1,147260904E0
3,021595427E0;1,036301613E0;-1,394677162E-1;-2,063217163E-1
3,120301087E0;2,214199543E0;-1,281589866E-1;1,140227318E-1
3,218963850E0;1,131146908E0;-9,578026533E-1;-9,876089096E-1
3,317668005E0;1,368142128E0;-1,019379377E0;-2,753701210E-1
3,416339353E0;-1,716709137E-1;-3,181784153E-1;-2,302246094E-1
3,515014750E0;3,411484480E0;-1,539953709E0;6,683454514E-1
3,613710136E0;-6,429977417E-1;2,618787289E-1;2,448587894E0
3,712404933E0;-2,755231857E-1;-2,723250389E-1;-2,099123001E-1
3,811081622E0;-4,813204408E-1;-1,703166008E0;3,924837112E-1
3,909775950E0;-2,317728758E0;-4,759464264E-1;1,311062813E0
4,008448184E0;-1,654770851E0;3,107595444E-1;1,628767490E0
4,107140925E0;1,058070660E-1;-4,644690514E0;-2,255633354E0
4,205822690E0;1,407128930E0;-9,110293388E-1;1,328133106E0
4,304506540E0;-1,115315199E0;2,644771576E0;-4,966683388E-1
4,403200431E0;2,638658047E0;-1,621155262E0;-1,632094383E-1
4,501870631E0;2,838295937E0;5,219116211E-1;9,662985802E-1
4,600557269E0;1,355581045E0;2,313237190E-1;1,048011303E0
4,699248382E0;9,688128829E-1;1,038054943E0;4,034638405E-1
4,797935609E0;4,911571026E0;-3,163776398E-1;-2,501410484E0
4,896628676E0;1,815037727E0;1,514936209E0;5,764827728E-1
4,995295182E0;7,441573143E-1;-9,378964901E-1;5,594545364E0
5,093980498E0;-4,408803463E0;-5,491473675E-1;8,591917992E0
5,192677593E0;1,955056906E0;4,428186417E-1;-1,166391373E-1
5,291363112E0;2,620445251E0;-1,231246471E0;-6,518049240E-1
5,390046648E0;3,684118390E-1;5,184988976E0;9,103212357E-1
5,488718821E0;2,379881620E0;-2,532854080E-1;3,877415657E-1
5,587404277E0;1,008435726E0;-4,173529625E0;-2,489384174E0
5,686087558E0;2,100743532E0;-3,956098557E-1;-3,467130184E0
5,784784216E0;2,509734869E0;1,527376175E-1;1,952805519E0
