Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Illuminance (lx),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m),Magnetic field x (µT),Magnetic field y (µT),Magnetic field z (µT),Pressure (hPa),Distance (cm),Temperature (°C),timestamp,transportation_mode,start_date
0.028159683,"-4,248456478E0","5,913262844E0","7,634898663E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:18.001159683+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
0.093951869,"-3,725624800E0","4,013959885E0","7,512865067E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:18.066951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
0.193951869,"-1,785643935E0","1,302293777E0","1,036690426E1",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:18.166951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
0.293951869,"-4,809573591E-1","1,625324726E0","8,145168304E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:18.266951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
0.393951869,"1,948355794E0","1,895713687E0","1,033639526E1",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:18.366951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
0.493951869,"1,998006850E-1","1,713261008E0","8,252845764E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:18.466951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
0.593951869,"2,248655081E0","1,625923038E0","8,507082939E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:18.566951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
0.693951869,"4,793421745E0","-6,299105883E-1","4,179663181E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:18.666951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
0.793951869,"4,858027935E0","-1,652842283E0","8,877372146E-1",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:18.766951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
0.893951869,"1,083350468E1","-6,937989235E0","9,142376900E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:18.866951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
0.993951869,"1,744547081E1","-7,554739475E0","9,675976753E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:18.966951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
1.093951869,"1,451486206E1","-6,760322094E0","1,041476011E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:19.066951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
1.193951869,"5,830112457E0","-9,960124016E0","1,923829436E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:19.166951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
1.293951869,"6,765107632E0","7,387840152E-1","2,592025042E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:19.266951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
1.393951869,"4,040879250E0","-3,077169895E0","-3,511467278E-1",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:19.366951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
1.493951869,"2,782254457E0","-9,460622787E0","2,985046148E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:19.466951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
1.593951869,"6,277570248E0","-7,377072334E0","1,001396298E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:19.566951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
1.693951869,"1,093519974E1","-8,005785942E0","2,030309916E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:19.666951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
1.793951869,"9,979267120E0","-7,068397999E0","2,312663078E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:19.766951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
1.893951869,"2,754138947E0","-4,594219685E0","-1,433898926E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:19.866951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
1.993951869,"3,505485058E0","-6,745367050E0","-6,909275651E-1",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:19.966951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
2.093951869,"-1,937588096E0","-1,061157036E1","2,605185747E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:20.066951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
2.193951869,"-4,171288013E0","-1,271306705E1","2,214557409E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:20.166951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
2.293951869,"-1,533799291E0","-1,074975586E1","2,657827854E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:20.266951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
2.393951869,"-3,332603693E0","-1,124925709E1","3,749552965E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:20.366951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
2.493951869,"-7,034898400E-1","-1,110509014E1","-2,159522474E-1",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:20.466951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
2.593951869,"5,982056609E-4","-1,170389366E1","-4,046263218E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:20.566951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
2.693951869,"-4,713262558E0","-1,166501045E1","-4,101297855E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:20.666951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
2.793951869,"-4,217350006E0","-3,872783422E0","-5,042873859E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:20.766951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
2.893951869,"-5,356931686E0","-2,670390129E0","-4,850849628E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:20.866951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
2.993951869,"-6,507879257E0","-7,447660565E-1","-4,009772778E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:20.966951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
3.093951869,"-6,276373863E0","-3,182454109E-1","-5,319244862E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:21.066951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
3.193951869,"-6,556334019E0","-1,524227977E0","-6,489335060E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:21.166951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
3.293951869,"-6,191428661E0","-2,548954248E0","-5,662614822E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:21.266951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
3.393951869,"-6,203990936E0","-4,068994999E0","-6,508477688E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:21.366951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
3.493951869,"-6,963113785E0","-3,580260992E0","-6,894320011E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:21.466951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
3.593951869,"-4,737788677E0","-4,557130814E0","-8,350353241E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:21.566951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
3.693951869,"-2,852842808E0","-3,825525284E0","-4,989035130E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:21.666951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
3.793951869,"-9,421738982E-1","-6,681358814E0","-8,372486115E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:21.766951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
3.893951869,"-2,033899277E-1","-7,520641804E0","-7,190432072E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:21.866951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
3.993951869,"8,560323119E-1","-6,659225464E0","-6,082555294E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:21.966951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
4.093951869,"1,495514158E-2","-6,957729816E0","-5,018347263E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:22.066951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
4.193951869,"3,609572887E0","-1,066241741E1","-8,223533630E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:22.166951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
4.293951869,"2,026720762E0","-7,086344242E0","-5,515456200E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:22.266951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
4.393951869,"2,087737799E0","-8,145766258E0","-7,350152969E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:22.366951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
4.493951869,"1,857428551E0","-8,437690735E0","-6,151947021E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:22.466951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
4.593951869,"2,965903759E0","-6,723831654E0","-6,125626087E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:22.566951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
4.693951869,"3,173480988E0","-6,213562012E0","-6,880561352E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:22.666951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
4.793951869,"3,607180119E0","-5,014159679E0","-9,659825325E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:22.766951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
4.893951869,"4,192225456E0","-5,493322372E0","-9,897313118E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:22.866951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
4.993951869,"1,336391449E0","-5,006981373E0","-8,910273552E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:22.966951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
5.093951869,"-1,322034448E-1","-3,078964472E0","-6,967301369E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:23.066951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
5.193951869,"9,122636318E-1","-6,532405615E-1","-8,559126854E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:23.166951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
5.293951869,"3,734597921E0","-5,506483078E0","-9,565308571E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:23.266951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
5.393951869,"1,205384374E0","-2,840280533E0","-6,753741741E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:23.366951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
5.493951869,"2,187638044E0","-7,060621262E0","-5,667998791E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:23.466951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
5.593951869,"1,808375716E0","-1,065822983E1","-6,735197544E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:23.566951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
5.693951869,"2,268395901E0","-8,795417786E0","-9,098708153E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:23.666951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
5.793951869,"3,595814228E0","-7,971090317E0","-3,987040758E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:23.766951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
5.893951869,"3,735196114E0","-7,013363361E0","-8,392825127E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:23.866951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
5.993951869,"4,322634220E0","-7,629515171E0","-7,417151928E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:23.966951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
6.093951869,"6,167500615E-1","-4,353740692E0","-6,796214581E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:24.066951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
6.193951869,"3,852444589E-1","-1,517647743E0","-4,275974274E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:24.166951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
6.293951869,"1,900499344E0","-2,497508526E0","-6,947560310E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:24.266951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
6.393951869,"3,596412420E0","-4,909473896E0","-6,430710793E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:24.366951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
6.493951869,"2,829512835E0","-1,011625576E1","-7,907082558E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:24.466951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
6.593951869,"2,372483730E0","-8,045268059E0","-5,158925533E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:24.566951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
6.693951869,"2,251047850E0","-8,313263893E0","-5,428118229E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:24.666951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
6.793951869,"3,561716557E0","-7,949554920E0","-4,804787636E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:24.766951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
6.893951869,"4,232305050E0","-6,130411625E0","-6,724429607E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:24.866951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
6.993951869,"4,869394302E0","-8,863015175E0","-1,003011417E1",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:24.966951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
7.093951869,"-1,088136077E0","-1,697109461E0","-4,454837322E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:25.066951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
7.193951869,"-5,264209956E-2","-1,374078393E0","-4,354339123E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:25.166951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
7.293951869,"2,525026083E0","-4,727619171E0","-7,518248558E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:25.266951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
7.393951869,"3,740580082E0","-5,719444275E0","-6,694519520E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:25.366951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
7.493951869,"1,794018745E0","-1,013180923E1","-6,736393929E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:25.466951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
7.593951869,"2,130210400E0","-9,066405296E0","-6,625127792E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:25.566951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
7.693951869,"3,574278831E0","-9,439086914E0","-5,434100151E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:25.666951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
7.793951869,"4,073182583E0","-5,057828903E0","-5,839085579E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:25.766951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
7.893951869,"2,970689297E0","-5,658427238E0","-7,050451756E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:25.866951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
7.993951869,"7,369893789E-1","-1,628315806E0","-5,912066460E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:25.966951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
8.093951869,"1,110269666E0","-2,602194548E0","-6,607181549E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:26.066951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
8.193951869,"2,187638044E0","-2,316850424E0","-5,429912567E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:26.166951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
8.293951869,"2,801397085E0","-6,297310829E0","-6,310471535E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:26.266951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
8.393951869,"3,116651535E0","-1,117268753E1","-7,091129780E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:26.366951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
8.493951869,"2,428116798E0","-9,416355133E0","-6,285346985E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:26.466951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
8.593951869,"2,488535643E0","-1,003789139E1","-6,153741837E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:26.566951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
8.693951869,"2,876770973E0","-8,618947029E0","-4,804189682E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:26.666951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
8.793951869,"4,588835716E0","-6,569494724E0","-6,773482800E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:26.766951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
8.893951869,"5,805585861E0","-7,523034573E0","-1,010788059E1",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:26.866951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
8.993951869,"-1,045065284E0","-1,862214208E0","-3,313461065E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:26.966951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
9.093951869,"5,551348329E-1","-2,210369825E0","-6,578467846E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:27.066951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
9.193951869,"2,539981127E0","-1,837687731E0","-6,633502483E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:27.166951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
9.293951869,"1,948355794E0","-4,673780918E0","-4,780261517E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:27.266951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
9.393951869,"2,353341103E0","-1,210170078E1","-7,548159122E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:27.366951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
9.493951869,"2,794816732E0","-1,035194874E1","-6,556932449E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:27.466951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
9.593951869,"1,614557028E0","-8,632107735E0","-4,913063049E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:27.566951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
9.693951869,"2,806182861E0","-9,671789169E0","-6,342176437E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:27.666951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
9.793951869,"3,328416348E0","-7,392625332E0","-6,507281303E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:27.766951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
9.893951869,"3,839882135E0","-6,184250355E0","-6,957729816E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:27.866951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
9.993951869,"3,125624657E0","-5,513661385E0","-7,049255371E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:27.966951869+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
10.09395187,"1,289133191E0","-5,932405472E0","-5,231308460E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:28.066951870+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
10.19395187,"5,419743061E-1","1,136590727E-2","-5,422734261E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:28.166951870+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
10.29395187,"4,526622295E0","-9,165108681E0","-1,148016453E1",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:28.266951870+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
10.39395187,"5,898307562E-1","-4,808377266E0","-3,725624800E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:28.366951870+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
10.49395187,"2,344966173E0","-8,602795601E0","-6,177670002E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:28.466951870+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
10.59395187,"3,674777269E0","-1,329033470E1","-7,801798344E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:28.566951870+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
10.69395187,"2,668595552E0","-9,014361382E0","-7,011568546E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:28.666951870+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
10.79395187,"5,165505886E0","-9,620343208E0","-6,666403770E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:28.766951870+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
10.89395187,"3,140579700E0","-7,526623726E0","-5,411966801E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:28.866951870+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
10.99395187,"4,498506546E0","-6,587440968E0","-8,484351158E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:28.966951870+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
11.09395187,"1,188634634E0","-3,047259569E0","-5,639284611E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:29.066951870+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
11.19395187,"9,511470199E-1","-1,922034740E0","-6,205785751E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:29.166951870+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
11.29395187,"2,435893536E0","-2,621337175E0","-6,557530403E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:29.266951870+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
11.39395187,"2,504088879E0","-3,399004459E0","-6,559923172E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:29.366951870+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
11.49395187,"2,111067772E0","-6,014359951E0","-7,153343201E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:29.466951870+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
11.59395187,"3,118446112E0","-9,091529846E0","-7,063612461E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:29.566951870+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
11.69395187,"3,122035265E0","-9,958329201E0","-6,751947403E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:29.666951870+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
11.79395187,"2,564507723E0","-7,826922894E0","-5,715256691E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:29.766951870+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
11.89395187,"3,932604074E0","-8,487341881E0","-7,016354084E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:29.866951870+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
11.99395187,"4,196412563E0","-7,690532207E0","-6,952944279E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:29.966951870+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
12.09395187,"2,750549555E0","-5,081159115E0","-5,976672649E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:30.066951870+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
12.19395187,"1,771885157E0","-3,117249727E0","-7,616354465E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:30.166951870+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
12.29395187,"1,191027522E0","-2,269592285E0","-7,242475986E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:30.266951870+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
12.39395187,"3,085544825E0","-3,595216036E0","-6,806384087E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:30.366951870+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
12.49395187,"5,320441246E0","-4,797609329E0","-6,462415695E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:30.466951870+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
12.59395187,"3,731606960E0","-1,038903809E1","-7,478767395E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:30.566951870+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
12.69395187,"2,400599241E0","-8,710473061E0","-5,582455158E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:30.666951870+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
12.79395187,"2,410768747E0","-8,776275635E0","-5,337191105E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:30.766951870+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
12.89395187,"4,109074593E0","-9,865009308E0","-5,008177757E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:30.866951870+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
12.99395187,"4,381856441E0","-8,432307243E0","-5,620740414E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:30.966951870+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
13.09395187,"4,487739086E0","-5,423930645E0","-8,099106789E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:31.066951870+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
13.19395187,"5,270192027E-1","-1,263410330E0","-3,333201885E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:31.166951870+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
13.29395187,"1,506281853E0","-1,501496196E0","-5,011766911E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:31.266951870+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
13.39395187,"2,015354872E0","-2,440080881E0","-5,431707382E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:31.366951870+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
13.49395187,"2,834298372E0","-5,980261803E0","-6,061617851E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:31.466951870+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
13.59395187,"5,100899696E0","-1,020718288E1","-8,401798248E0",,,,,,,,,,,,,,,,,,,,,2024-06-05 09:56:31.566951870+02:00,bike,2024-06-05 09:56:17.973 UTC+02:00
