"Time (s)";"X (µT)";"Y (µT)";"Z (µT)"
1,059202500E-1;1,425241852E1;-2,557346344E1;-2,798413086E1
2,064182500E-1;1,239958191E1;-2,041247940E1;-3,336897278E1
3,069162500E-1;1,192295074E1;-1,286378098E1;-3,740805054E1
4,074132500E-1;9,329582214E0;-8,067214966E0;-3,929348755E1
5,079112500E-1;9,777015686E0;-8,371059418E0;-3,913320923E1
6,084092500E-1;5,203941345E0;-1,503360367E1;-3,829211426E1
7,089072500E-1;-5,222862244E0;-2,058340836E1;-3,517240906E1
8,094052500E-1;-2,075244141E1;-1,478335190E1;-3,328741455E1
9,099020000E-1;-3,111689758E1;5,247573853E-1;-2,790594482E1
1,010399000E0;-3,708319092E1;1,417841339E1;-1,193977356E1
1,110897000E0;-2,805456543E1;2,905645752E1;-7,307022095E0
1,211395000E0;-1,966041565E1;3,462940979E1;-1,167620850E1
1,311893000E0;-1,771597290E1;3,697041321E1;-8,175201416E0
1,412391000E0;-1,482415771E1;3,867810059E1;-9,054138184E0
1,512889000E0;-1,131202698E1;3,961455536E1;-1,008808899E1
1,613387000E0;-9,421081543E0;3,802798462E1;-1,687112427E1
1,713884000E0;-1,052099609E1;3,765423584E1;-1,803193665E1
1,814382000E0;-1,565130615E1;3,717903900E1;-1,708460999E1
1,914880417E0;-2,545268250E1;3,345686340E1;-1,320327759E1
2,015378417E0;-2,741239929E1;3,189726257E1;-1,480874634E1
2,115876417E0;-2,794860840E1;3,097335815E1;-1,710791016E1
2,216374417E0;-2,315727234E1;3,357302856E1;-2,021075439E1
2,316872417E0;-1,050163269E1;4,289441681E1;-1,168763733E1
2,417370417E0;-9,185104370E-1;4,546462250E1;-6,182540894E0
2,517867417E0;3,934196472E0;4,584033203E1;-4,487091064E0
2,618365417E0;4,667160034E0;4,558815002E1;4,786682129E0
2,718863417E0;3,505439758E0;4,622639465E1;5,209472656E0
2,819361417E0;7,222053528E0;4,523236084E1;-7,200515747E0
2,919859667E0;9,437240601E0;4,261171722E1;-1,658711243E1
3,020357667E0;1,400085449E0;4,517971039E1;-1,142425537E1
3,120855667E0;-2,882003784E-1;4,376978302E1;-1,659947205E1
3,221353667E0;3,487701416E-1;4,343194580E1;-1,591177368E1
3,321851667E0;-1,726867676E0;4,368627930E1;-1,519683838E1
3,422348667E0;-2,921302795E0;4,498645020E1;-1,021325684E1
3,522846667E0;2,043418884E0;4,527140045E1;-7,646377563E0
3,623344667E0;5,176895142E0;4,528207397E1;-4,876602173E0
3,723842667E0;5,131607056E0;4,538449097E1;1,510726929E0
3,824340667E0;6,150909424E0;4,513932800E1;1,158447266E0
3,924839125E0;8,337196350E0;4,390648651E1;-5,385391235E0
4,025337125E0;2,448356628E0;4,152385712E1;-1,783374023E1
4,125835125E0;-2,819618225E0;4,145569611E1;-1,852813721E1
4,226333125E0;-4,656669617E0;4,132454681E1;-1,845184326E1
4,326830125E0;-3,228500366E0;4,170325470E1;-1,700689697E1
4,427328125E0;-4,325012207E0;4,162640381E1;-1,694677734E1
4,527826125E0;-4,011543274E0;4,368368530E1;-1,199542236E1
4,628324125E0;2,855056763E0;4,461684418E1;-9,425811768E0
4,728822125E0;6,017250061E0;4,553871155E1;-6,494110107E0
4,829320125E0;8,319709778E0;4,559754944E1;-3,011474609E0
4,929817792E0;9,696899414E0;4,594042969E1;-2,132583618E0
5,030315792E0;1,114649200E1;4,605708313E1;-5,335998535E0
5,130813792E0;8,699806213E0;4,466605377E1;-1,686207581E1
5,231311792E0;2,870231628E0;4,604076385E1;-1,717132568E1
5,331809792E0;4,695892334E-1;4,616486359E1;-2,013981628E1
5,432307792E0;2,946014404E0;4,806861115E1;-1,859985352E1
5,532805792E0;-1,276008606E0;4,941795349E1;-1,829243469E1
5,633303792E0;-1,850593567E0;5,224859619E1;-1,329469299E1
5,733801792E0;5,466606140E0;5,343698120E1;-1,096792603E1
5,834299792E0;8,678527832E0;5,473780823E1;-6,757720947E0
