"Time (s)";"Latitude (°)";"Longitude (°)";"Height (m)";"Velocity (m/s)";"Direction (°)";"Horizontal Accuracy (m)";"Vertical Accuracy (°)"
1,049853798E2;5,235640901E1;4,890772205E0;1,673037517E0;1,442177778E0;1,793405681E2;4,954316755E0;3,046191478E0
1,059853764E2;5,235640509E1;4,890763388E0;2,137886807E0;1,008406677E0;1,850864727E2;4,957777478E0;3,040555791E0
1,069853716E2;5,235639216E1;4,890763506E0;2,048147171E0;9,591800206E-1;1,853725011E2;4,969549898E0;3,021276361E0
1,079853681E2;5,235637095E1;4,890752443E0;1,921636035E0;1,288916989E0;1,887196911E2;4,964174471E0;3,030100469E0
1,089853640E2;5,235635596E1;4,890758021E0;1,892030504E0;1,217952306E0;1,830953860E2;4,957118097E0;3,041630681E0
1,099853604E2;5,235634829E1;4,890752974E0;1,971534030E0;1,004794164E0;1,847264101E2;4,938647589E0;3,071530079E0
1,109853569E2;5,235634486E1;4,890749851E0;2,161365630E0;6,832320363E-1;1,846916357E2;4,939019040E0;3,070932750E0
1,119853532E2;5,235633660E1;4,890739264E0;2,085685585E0;7,112780703E-1;1,880205894E2;4,947017344E0;3,058031463E0
1,129853498E2;5,235632498E1;4,890729971E0;2,138808749E0;7,836015420E-1;1,924096940E2;4,964802142E0;3,029071924E0
1,139853462E2;5,235631391E1;4,890724363E0;1,988629574E0;7,847758935E-1;1,920602338E2;4,951090830E0;3,051431898E0
1,149853413E2;5,235630248E1;4,890720829E0;1,748091234E0;8,753559050E-1;1,906396762E2;4,961415284E0;3,034616188E0
1,159853383E2;5,235628433E1;4,890731345E0;2,148630387E0;1,082677561E0;1,790173526E2;4,939053261E0;3,070877711E0
1,169853344E2;5,235628271E1;4,890712390E0;2,165568297E0;7,682108313E-1;1,868662781E2;4,919488125E0;3,102124051E0
1,179853308E2;5,235627440E1;4,890664843E0;2,602759915E0;6,125663189E-1;2,003558635E2;4,904929926E0;3,125091911E0
1,189853266E2;5,235626834E1;4,890632378E0;3,071566265E0;5,296147621E-1;2,065016986E2;4,906666639E0;3,122364412E0
1,199853233E2;5,235624827E1;4,890614995E0;2,261060189E0;9,944703196E-1;2,019278341E2;4,905403184E0;3,124348993E0
1,209853195E2;5,235623651E1;4,890597467E0;2,202467975E0;1,163771366E0;2,007469609E2;4,895624231E0;3,139649729E0
1,219853154E2;5,235623213E1;4,890590680E0;1,827394398E0;9,176638588E-1;1,887515188E2;4,900550213E0;3,131955403E0
1,229853110E2;5,235623451E1;4,890584525E0;2,351478508E0;6,602727008E-1;1,786343999E2;4,889036467E0;3,149898325E0
