"Time (s)";"X (µT)";"Y (µT)";"Z (µT)"
1,404021667E-1;1,960324860E1;-1,050201416E0;6,913094521E0
2,402161667E-1;1,936450195E1;-1,307617188E0;5,405368805E0
3,400291667E-1;1,885897064E1;-1,198623657E0;5,396501541E0
4,398421667E-1;1,748625565E1;-8,542938232E-1;8,768966675E0
5,396561667E-1;1,267391968E1;1,214599609E-2;1,511254883E1
6,394688750E-1;7,824985504E0;1,597534180E0;1,806581497E1
7,392818750E-1;3,395080566E-3;4,107131958E0;1,903573036E1
8,390958750E-1;-2,093986511E0;6,092254639E0;1,811001205E1
9,389088750E-1;-8,962402344E-1;5,192550659E0;1,666848946E1
1,038722875E0;1,429862976E0;2,808547974E0;1,635531425E1
1,138535875E0;2,451671600E0;1,945571899E0;1,503655052E1
1,238348875E0;1,760696411E0;2,633193970E0;1,395470619E1
1,338162875E0;1,560646057E0;2,651428223E0;1,418589973E1
1,437975875E0;4,600906372E-2;3,663085938E0;1,269455051E1
1,537789875E0;-7,114067078E-1;4,853210449E0;1,165391636E1
1,637603250E0;-2,107139587E0;6,434967041E0;1,130044079E1
1,737417250E0;-5,453884125E0;8,286483765E0;1,213071918E1
1,837230250E0;-6,496875763E0;8,469497681E0;1,194158363E1
1,937044250E0;-6,471324921E0;8,093658447E0;1,202079773E1
2,036857250E0;-6,177391052E0;6,713394165E0;1,389544868E1
2,136671250E0;-4,262966156E0;4,120468140E0;1,366274929E1
2,236484250E0;-3,330993652E0;1,663208008E-1;1,380879784E1
2,336298250E0;1,414375305E-1;-2,433013916E0;1,299798489E1
2,436111250E0;3,049278259E0;-5,844726562E0;1,176241398E1
2,535925250E0;5,458835602E0;-1,064369202E1;1,191401386E1
2,635738417E0;1,136527252E1;-1,464468384E1;1,103922749E1
2,735552417E0;1,663352585E1;-1,479132080E1;1,083872414E1
2,835365417E0;2,153637886E1;-1,467050171E1;8,136055946E0
2,935179417E0;2,500640678E1;-1,644560242E1;5,957202911E-1
3,034992417E0;2,711893845E1;-1,638017273E1;-9,441236496E0
3,134806417E0;1,705429459E1;-1,065460205E1;-3,267620468E1
3,234620417E0;2,530635834E1;3,461761475E-1;-3,381294632E1
3,334433417E0;4,589436340E1;-2,161750793E1;-1,345430756E1
3,434247417E0;4,179806519E1;-1,706005859E1;-1,111813736E1
3,534060417E0;4,035269547E1;-1,818936157E1;-4,052103043E0
3,633873875E0;3,842595673E1;-1,978019714E1;-1,336753845E0
3,733687875E0;3,754753876E1;-2,191430664E1;2,693593979E0
3,833500875E0;3,601711655E1;-2,315148926E1;3,743026733E0
3,933314875E0;3,605282593E1;-2,395355225E1;4,789623260E0
4,033127875E0;3,673696136E1;-2,373095703E1;4,852378845E0
4,132941875E0;3,609520340E1;-2,325035095E1;4,260108948E0
4,232755875E0;3,684197235E1;-2,415106201E1;5,064737320E0
4,332568875E0;3,724607849E1;-2,281971741E1;3,990373611E0
4,432382875E0;3,824849701E1;-2,284829712E1;3,989536285E0
4,532195875E0;3,832990646E1;-2,225418091E1;3,685604095E0
4,632009917E0;3,822018433E1;-2,242140198E1;3,168100357E0
4,731823917E0;3,827822876E1;-2,189476013E1;2,827394485E0
4,831636917E0;3,870362854E1;-2,209803772E1;2,664804459E0
4,931450917E0;3,915743256E1;-2,241821289E1;3,097551346E0
5,031264917E0;3,903470612E1;-2,196092224E1;2,954246521E0
5,131077917E0;3,916872406E1;-2,147180176E1;2,925243378E0
5,230891917E0;3,881949997E1;-2,129028320E1;2,606821060E0
5,330705917E0;3,892755890E1;-2,092967224E1;2,609594345E0
5,430518917E0;3,954618835E1;-2,050251770E1;2,689538956E0
5,530332917E0;3,993489075E1;-2,066836548E1;2,158893585E0
5,630146792E0;3,968965149E1;-2,003367615E1;2,143344879E0
5,729959792E0;4,006822205E1;-1,968476868E1;2,113542557E0
5,829773792E0;3,993741608E1;-1,986799622E1;2,617675781E0
5,929587792E0;4,160958099E1;-1,966500854E1;4,700380325E0
6,029400792E0;4,131077194E1;-1,952507019E1;3,663326263E0
6,129214792E0;4,116480637E1;-1,991123962E1;3,733858109E0
6,229028792E0;4,109210968E1;-1,964953613E1;3,696166992E0
6,328841792E0;4,082334137E1;-1,918533325E1;3,192670822E0
6,428655792E0;4,115798187E1;-1,907917786E1;2,953022003E0
6,528469792E0;4,116842270E1;-1,855308533E1;3,584222794E0
6,628283750E0;4,112144470E1;-1,907559204E1;3,340284348E0
6,728096750E0;4,100550842E1;-1,871684265E1;2,649948120E0
6,827910750E0;4,095078659E1;-1,914950562E1;3,150758743E0
6,927724750E0;4,046309662E1;-1,907144165E1;3,808183670E0
7,027537750E0;4,045682144E1;-1,923117065E1;4,435499191E0
7,127351750E0;3,916613007E1;-1,925962830E1;3,450145721E0
7,227165750E0;3,960182953E1;-1,930670166E1;3,985214233E0
7,326979750E0;3,859666061E1;-1,893595886E1;2,868680954E0
7,426792750E0;3,845548248E1;-1,951657104E1;3,216981888E0
7,526606750E0;3,846122360E1;-1,932046509E1;3,111808777E0
7,626420917E0;3,866166306E1;-1,906608582E1;2,608268738E0
7,726234917E0;3,895543289E1;-1,880752563E1;2,200466156E0
7,826047917E0;3,861995697E1;-1,890278625E1;2,415391922E0
7,925861917E0;3,911357117E1;-1,903573608E1;2,434324265E0
8,025675917E0;3,826648712E1;-1,957745361E1;2,613162994E0
8,125489917E0;3,808797455E1;-1,947912598E1;2,734235764E0
8,225302917E0;3,921527100E1;-1,926113892E1;3,249145508E0
8,325116917E0;3,884974289E1;-1,882144165E1;2,741817474E0
8,424930917E0;3,866611099E1;-1,919876099E1;2,988746643E0
8,524744917E0;3,840123749E1;-1,883593750E1;2,967359543E0
8,624559000E0;3,870422363E1;-1,905577087E1;2,516637802E0
8,724372000E0;3,948234558E1;-1,883566284E1;1,997613907E0
8,824186000E0;3,989084244E1;-1,748814392E1;9,662456512E-1
8,924000000E0;3,999488831E1;-1,767321777E1;1,065803528E0
9,023814000E0;4,043323517E1;-1,678825378E1;5,530357361E-1
9,123628000E0;4,049501419E1;-1,588073730E1;3,237533569E-1
9,223441000E0;4,035671234E1;-1,552590942E1;-1,439914703E-1
9,323255000E0;4,061708450E1;-1,490235901E1;-4,551582336E-1
9,423069000E0;4,043470764E1;-1,371148682E1;-4,928569794E-1
9,522883000E0;4,049932861E1;-1,303840637E1;-3,096561432E-1
9,622697167E0;4,046251678E1;-1,191014099E1;-3,951587677E-1
9,722510167E0;4,030715942E1;-1,146438599E1;-5,720958710E-1
9,822324167E0;3,995529556E1;-1,109352112E1;-1,775705338E0
9,922138167E0;3,998178101E1;-1,001539612E1;-1,728672028E0
1,002195217E1;3,996732330E1;-9,158187866E0;-1,353708267E0
1,012176617E1;3,973105621E1;-8,822036743E0;-9,696769714E-1
1,022158017E1;3,770303345E1;-8,999588013E0;2,172584534E-1
1,032139317E1;3,913781738E1;-8,150360107E0;-1,344251633E0
1,042120717E1;3,901294327E1;-7,185897827E0;-2,051221848E0
1,052102117E1;3,871929550E1;-6,409515381E0;-1,572101593E0
1,062083475E1;3,828583527E1;-6,449768066E0;-1,988433838E0
1,072064875E1;3,848722076E1;-6,207931519E0;-2,369993210E0
1,082046275E1;3,780463409E1;-6,154174805E0;-1,764852524E0
1,092027575E1;3,758322144E1;-6,187210083E0;-1,602540970E0
1,102008975E1;3,750602722E1;-6,219863892E0;-1,844686508E0
1,111990375E1;3,768206787E1;-6,142120361E0;-1,468139648E0
1,121971775E1;3,719132233E1;-6,497482300E0;-1,567399979E0
1,131953175E1;3,840498352E1;-6,453811646E0;-1,962478638E0
1,141934575E1;3,721585083E1;-6,432678223E0;-1,762289047E0
1,151915875E1;3,810049438E1;-6,634796143E0;-1,699283600E0
1,161897300E1;3,780238342E1;-6,348754883E0;-1,457719803E0
1,171878700E1;3,824520111E1;-6,958938599E0;-1,699607849E0
1,181860100E1;3,824953842E1;-6,091094971E0;-1,564630508E0
1,191841500E1;3,881694794E1;-5,976867676E0;-1,930580139E0
1,201822900E1;3,910473633E1;-5,602935791E0;-1,698688507E0
1,211804300E1;3,911834335E1;-6,375183105E0;-1,138799667E0
1,221785600E1;3,981100464E1;-5,859390259E0;-1,391677856E0
1,231767000E1;3,934091187E1;-6,191940308E0;-1,749111176E0
1,241748400E1;4,005781555E1;-6,672912598E0;-9,787616730E-1
1,251729800E1;3,933601379E1;-7,334289551E0;-9,248237610E-1
1,261711138E1;3,941018677E1;-6,608261108E0;-8,907928467E-1
1,271692538E1;3,950019073E1;-6,772918701E0;-7,985935211E-1
1,281673938E1;4,018875122E1;-6,509506226E0;-6,956348419E-1
1,291655237E1;4,116297150E1;-6,325515747E0;-1,300552368E0
1,301636637E1;4,222167969E1;-6,118255615E0;-1,289541245E0
1,311618038E1;4,319895172E1;-6,517837524E0;-1,591838837E0
1,321599438E1;4,281143570E1;-6,912658691E0;-1,318649292E0
1,331580838E1;4,200008011E1;-8,399108887E0;-9,352245331E-1
1,341562238E1;3,863264465E1;-9,219741821E0;-6,378078461E-1
1,351543537E1;3,617753220E1;-7,154541016E0;-1,258445740E0
1,361524988E1;3,544563293E1;-6,567901611E0;-1,080282211E0
1,371506388E1;3,662915039E1;-5,550781250E0;-1,342868805E0
1,381487788E1;3,729854202E1;-6,157608032E0;-1,727888107E0
1,391469188E1;3,798862457E1;-5,910202026E0;-1,048946381E0
1,401450588E1;3,878528595E1;-6,014511108E0;-1,429891586E0
1,411431988E1;3,854960632E1;-6,495040894E0;-1,655319214E0
1,421413288E1;3,903179169E1;-5,975326538E0;-2,210685730E0
1,431394688E1;3,894831848E1;-6,326980591E0;-1,781049728E0
1,441376088E1;3,916882324E1;-5,984497070E0;-1,187692642E0
1,451357488E1;3,932826233E1;-6,533340454E0;-1,011713028E0
1,461338937E1;3,923842621E1;-6,369949341E0;-1,122127533E0
1,471320337E1;3,900762177E1;-7,033081055E0;-1,322446823E0
1,481301737E1;3,945809555E1;-6,594390869E0;-1,314666748E0
1,491283038E1;3,935659027E1;-7,319992065E0;-2,715496063E0
1,501264438E1;3,854782867E1;-7,451904297E0;-6,003208160E-1
1,511245838E1;3,806809998E1;-6,892593384E0;-7,301998138E-1
1,521227237E1;3,751205444E1;-6,850677490E0;-5,901374817E-1
1,531208637E1;3,793788910E1;-6,496215820E0;-1,282186508E0
1,541190037E1;3,784061432E1;-5,825073242E0;-1,214714050E0
1,551171437E1;3,880130005E1;-5,567123413E0;-1,834123611E0
1,561152667E1;3,896310425E1;-5,586517334E0;-1,292505264E0
1,571134067E1;3,956639099E1;-5,745513916E0;-1,788660049E0
1,581115467E1;3,916361237E1;-6,115997314E0;-1,091653824E0
1,591096867E1;3,862269592E1;-6,309814453E0;-9,573364258E-1
1,601078267E1;3,782041168E1;-6,325668335E0;-6,542663574E-1
1,611059667E1;3,739826202E1;-6,193374634E0;-1,129129410E0
1,621041067E1;3,699007416E1;-6,381942749E0;-3,851375580E-1
1,631022367E1;3,720021057E1;-6,490097046E0;-7,131748199E-1
1,641003767E1;3,707529068E1;-5,954956055E0;-5,296459198E-1
1,650985167E1;3,722799683E1;-6,252105713E0;-4,877796173E-1
1,660966629E1;3,738534546E1;-5,724258423E0;-3,850669861E-1
1,670948029E1;3,791112900E1;-5,779281616E0;-5,421047211E-1
1,680929429E1;3,842337418E1;-4,872848511E0;-7,670021057E-1
1,690910829E1;3,837578201E1;-6,123229980E0;1,897487640E-1
1,700892129E1;3,948578262E1;-5,728485107E0;3,222885132E-1
1,710873529E1;3,852620316E1;-6,793014526E0;1,455543518E0
1,720854929E1;3,813654709E1;-6,651855469E0;7,699813843E-1
1,730836329E1;3,761130524E1;-6,945831299E0;1,130428314E0
1,740817729E1;3,719521713E1;-6,984817505E0;4,451370239E-1
1,750799129E1;3,705605316E1;-6,402969360E0;5,462570190E-1
1,760780488E1;3,729381561E1;-7,330108643E0;3,070011139E-1
1,770761787E1;3,785320282E1;-7,417175293E0;2,344894409E-1
1,780743188E1;3,776743698E1;-8,063659668E0;6,895980835E-1
1,790724588E1;3,775766754E1;-7,638336182E0;2,617034912E-1
1,800705988E1;3,747680664E1;-6,900390625E0;2,571392059E-1
