"Time (s)";"X (rad/s)";"Y (rad/s)";"Z (rad/s)"
1,404021667E-1;-1,158839688E-1;-4,390224218E-1;6,194902584E-2
2,402161667E-1;-8,188088536E-1;-8,257958889E-1;2,036136538E-1
3,400291667E-1;-6,090638041E-1;1,588385925E-2;-8,400934190E-2
4,398421667E-1;-3,283447325E-1;7,117312431E0;1,763110399E0
5,396561667E-1;-7,333878040E0;-6,995190382E-1;1,214311481E0
6,394688750E-1;-7,163587213E-1;2,027463913E-1;7,694891095E-1
7,392818750E-1;-9,433555007E-1;1,718328834E0;-1,341479421E0
8,390958750E-1;1,115711853E-1;1,472831368E-1;-1,058837771E0
9,389088750E-1;-3,329191208E0;-1,741248012E0;3,021458387E0
1,038722875E0;-1,792913675E0;-6,973918915E0;4,324361384E-1
1,138535875E0;-3,957796097E-1;-1,310434818E0;9,132292867E-1
1,238348875E0;-7,571577430E-1;1,906658292E0;-8,338842392E-1
1,338162875E0;-1,951339692E-1;1,012666821E0;2,388672680E-1
1,437975875E0;1,008607626E0;2,906492949E0;-3,811677918E-2
1,537789875E0;7,496761084E-1;9,310002923E-1;-6,683762670E-1
1,637603250E0;8,584566414E-2;-3,095268607E-1;-8,610964417E-1
1,737417250E0;5,712905526E-1;-3,795928717E0;-2,776046753E0
1,837230250E0;1,480806231E0;7,013543844E-1;-4,359537959E-1
1,937044250E0;7,623130083E-2;-2,078928053E-1;2,085743845E-1
2,036857250E0;8,950371742E-1;7,727490664E-1;-1,476303935E0
2,136671250E0;-2,167924643E0;-3,076788783E-1;-1,805988252E-1
2,236484250E0;1,039840817E0;-5,104513168E-1;4,666795209E-2
2,336298250E0;-3,431911469E-1;-1,043486595E0;1,041777253E0
2,436111250E0;-6,802533269E-1;-1,946767449E0;8,942707777E-1
2,535925250E0;1,870909333E-2;-7,307529449E-1;4,055621475E-2
2,635738417E0;3,952051699E-1;2,643022239E-1;-1,390781283E0
2,735552417E0;-4,656046033E-1;-7,857566327E-2;-2,163412571E0
2,835365417E0;-2,618403912E0;1,790665686E-1;-6,746771932E-1
2,935179417E0;4,236049056E-1;7,874372005E-1;5,265303850E-1
3,034992417E0;1,579512715E0;-1,316900492E0;-1,278120875E0
3,134806417E0;1,827414751E0;-3,328098357E-1;2,346445322E-1
3,234620417E0;2,563964605E0;-1,200134516E0;-3,720282614E-1
3,334433417E0;1,398796678E0;-2,871210814E0;-6,519073844E-1
3,434247417E0;-1,699636877E-2;4,525477588E-1;-4,750629067E-1
3,534060417E0;-3,174197394E-3;-3,757930994E-1;-7,636224478E-2
3,633873875E0;-6,764794886E-2;2,558145206E-4;-2,297038585E-1
3,733687875E0;-2,148235962E-2;2,163559385E-2;9,925296158E-2
3,833500875E0;7,940011099E-3;3,233758807E-1;2,573256791E-1
3,933314875E0;2,666046843E-2;1,119902637E-2;-9,855393320E-2
4,033127875E0;2,124338225E-2;-6,190136448E-2;-9,670266509E-2
4,132941875E0;1,037050318E-2;-1,861865073E-2;-1,127212718E-1
4,232755875E0;7,917639799E-3;-7,311023027E-2;-1,238523126E-1
4,332568875E0;1,628112979E-2;-1,625620574E-2;-1,408942640E-1
4,432382875E0;-1,332921628E-2;-8,377388865E-2;-1,572942138E-1
4,532195875E0;3,002359066E-3;-8,478525281E-2;-1,716637611E-1
4,632009917E0;-1,139229164E-3;-9,978263825E-2;-1,692959070E-1
4,731823917E0;8,689816110E-3;-4,896684736E-2;-1,720834076E-1
4,831636917E0;2,620947734E-2;-9,144412726E-2;-1,833258122E-1
4,931450917E0;7,395028602E-3;-7,247715443E-2;-1,803439856E-1
5,031264917E0;1,984671131E-2;-3,244087100E-3;-1,786579490E-1
5,131077917E0;-9,040163830E-3;-4,125081003E-2;-1,826416701E-1
5,230891917E0;1,619256102E-3;-4,726170003E-2;-1,824051738E-1
5,330705917E0;2,293364145E-2;-6,781057268E-2;-1,811816990E-1
5,430518917E0;1,676540263E-2;-7,252474129E-2;-1,831645221E-1
5,530332917E0;-5,487904884E-3;-6,786278635E-2;-1,880767941E-1
5,630146792E0;3,944579512E-3;-3,896913305E-2;-1,866547614E-1
5,729959792E0;4,761037882E-3;-3,796255589E-2;-1,824940294E-1
5,829773792E0;1,095643360E-2;-4,160054401E-2;-1,643533409E-1
5,929587792E0;9,682662785E-3;-1,527911238E-2;-1,459437013E-1
6,029400792E0;5,838121288E-4;-3,572179005E-2;-1,241021603E-1
6,129214792E0;1,206294261E-2;-4,013323784E-2;-9,410557151E-2
6,229028792E0;-1,928914897E-2;-1,367961243E-2;-8,848764747E-2
6,328841792E0;-1,535776071E-2;-4,080981389E-2;-7,323770225E-2
6,428655792E0;-1,352457702E-2;-1,957789762E-3;-5,111106485E-2
6,528469792E0;-2,280920744E-2;-4,238228127E-2;-2,766097337E-2
6,628283750E0;-5,857708864E-3;-1,743769273E-2;-2,542102709E-2
6,728096750E0;-1,936022751E-2;-1,882415265E-2;-2,735241782E-3
6,827910750E0;-9,212359786E-3;8,794543333E-3;-7,367560640E-3
6,927724750E0;9,921831079E-4;-1,019471139E-2;-9,697809815E-3
7,027537750E0;-3,317132592E-2;2,395911142E-4;-7,655251771E-3
7,127351750E0;-1,975725219E-2;9,619776160E-3;-2,589930547E-3
7,227165750E0;-1,421862375E-2;-9,134829044E-3;3,028353676E-4
7,326979750E0;-1,641619019E-4;4,995810986E-2;-8,751588874E-3
7,426792750E0;1,786027104E-2;4,017836973E-2;-4,926837981E-3
7,526606750E0;-7,665035315E-3;-1,396840438E-2;-5,683687981E-3
7,626420917E0;-1,078013238E-2;9,824477602E-4;-1,348188962E-3
7,726234917E0;8,765684441E-3;-2,401891351E-2;1,345438138E-2
7,826047917E0;-9,171850979E-3;-7,357440889E-2;1,754806936E-2
7,925861917E0;3,098422103E-2;-4,905198887E-2;-5,990851671E-3
8,025675917E0;-4,121696576E-3;-7,038573921E-2;-4,034565389E-2
8,125489917E0;-1,434096694E-2;-3,011968359E-2;-7,231245190E-2
8,225302917E0;-1,083619520E-2;-3,053529747E-2;-9,391830862E-2
8,325116917E0;1,784775592E-2;-3,754938394E-2;-1,337171048E-1
8,424930917E0;1,333649270E-2;-7,335361838E-2;-1,209694520E-1
8,524744917E0;2,396820858E-2;-2,771494910E-2;-1,145522222E-1
8,624559000E0;3,337870352E-3;-6,637271494E-2;-9,891678393E-2
8,724372000E0;-2,700826526E-2;-8,140508831E-2;-3,184762001E-1
8,824186000E0;2,739942260E-2;-3,037138656E-2;-3,555372059E-1
8,924000000E0;-2,189680561E-2;-3,903608769E-2;-3,889775574E-1
9,023814000E0;5,266025197E-3;-1,273483038E-1;-4,409964085E-1
9,123628000E0;-2,262065373E-2;-1,037256047E-1;-4,687418938E-1
9,223441000E0;4,435284063E-2;-1,008557454E-1;-5,094811916E-1
9,323255000E0;-6,247773767E-2;-1,068581045E-1;-4,994244277E-1
9,423069000E0;-1,221123524E-2;-1,168334782E-1;-5,915133357E-1
9,522883000E0;-3,124362230E-2;-4,156403616E-2;-5,775627494E-1
9,622697167E0;-7,850948721E-3;-1,515876204E-1;-5,317570567E-1
9,722510167E0;-5,044357851E-2;-1,077050269E-1;-5,111311078E-1
9,822324167E0;3,271474689E-2;-1,490707994E-1;-4,760147333E-1
9,922138167E0;3,283408284E-2;-6,683403254E-2;-4,732068181E-1
1,002195217E1;3,135282081E-3;-8,737614006E-2;-4,407615364E-1
1,012176617E1;5,071353540E-2;-7,767372578E-2;-4,003504217E-1
1,022158017E1;4,149097949E-2;-1,093837321E-1;-3,265415132E-1
1,032139317E1;1,905680448E-2;-8,150327951E-2;-3,096844852E-1
1,042120717E1;-1,240079943E-2;-4,869019985E-2;-2,665312290E-1
1,052102117E1;-1,339082979E-2;-1,043485571E-2;-2,154542953E-1
1,062083475E1;-4,905119538E-3;-7,455019653E-2;-1,735816151E-1
1,072064875E1;-2,734537702E-3;-5,048905686E-2;-1,233326867E-1
1,082046275E1;4,774847999E-2;-8,503035456E-2;-7,780877501E-2
1,092027575E1;2,892991528E-2;-7,287405431E-2;-4,700695351E-2
1,102008975E1;1,000546478E-2;2,256624633E-3;-1,606589928E-2
1,111990375E1;2,510151640E-2;6,540317833E-2;1,767196506E-2
1,121971775E1;-1,136613730E-2;-8,033098653E-3;3,503196687E-2
1,131953175E1;-6,871786714E-2;-7,940457761E-2;5,695297569E-2
1,141934575E1;-3,944136575E-2;-5,244144797E-2;5,170755088E-2
1,151915875E1;4,201052245E-3;1,403141916E-1;2,825625055E-2
1,161897300E1;4,197745770E-2;-2,937431447E-2;3,623282537E-2
1,171878700E1;-3,432050720E-2;3,696955740E-3;2,268678136E-2
1,181860100E1;-6,605219841E-2;6,378842145E-2;2,914717980E-2
1,191841500E1;-1,152509376E-1;1,196941175E-2;1,125731040E-2
1,201822900E1;7,175245322E-3;1,290011257E-1;2,715195715E-2
1,211804300E1;-1,899678446E-2;-2,265769988E-2;2,421369404E-2
1,221785600E1;2,910294011E-2;1,287103295E-1;1,442905515E-2
1,231767000E1;9,165305644E-2;-6,172012910E-2;1,710255165E-4
1,241748400E1;1,105756462E-1;1,064966694E-1;-1,487528160E-2
1,251729800E1;9,444676340E-2;1,090154275E-1;1,302249962E-3
1,261711138E1;-5,477494001E-2;1,221966892E-1;-2,789367456E-3
1,271692538E1;1,248020679E-2;-1,574437171E-1;2,330457419E-2
1,281673938E1;-2,263265196E-3;-7,270294707E-3;2,643702365E-2
1,291655237E1;-1,910769045E-1;-1,241613999E-1;3,357025981E-2
1,301636637E1;-4,717244208E-2;8,893142454E-3;2,864476666E-2
1,311618038E1;-3,773188218E-2;-7,974823564E-2;2,054330520E-2
1,321599438E1;1,249283180E-1;9,214709699E-2;5,724350456E-3
1,331580838E1;1,127207875E-1;-2,593729645E-2;6,785188802E-3
1,341562238E1;-4,865300283E-2;-6,482270360E-2;-3,835954703E-5
1,351543537E1;-1,221214235E-2;9,200241417E-2;-4,965719767E-3
1,361524988E1;-4,125167802E-2;-1,890822351E-1;1,113483123E-2
1,371506388E1;4,186031874E-3;-2,422583476E-2;1,005559415E-2
1,381487788E1;-3,316682577E-2;-4,789346829E-2;-3,237823490E-3
1,391469188E1;7,264292985E-2;4,253241792E-2;4,618012346E-3
1,401450588E1;7,670057938E-3;-4,413410276E-2;7,523851003E-3
1,411431988E1;-4,034500569E-2;8,131186664E-2;-1,246307138E-2
1,421413288E1;-5,785667151E-2;-8,417454362E-2;-1,978969900E-3
1,431394688E1;2,667805366E-2;1,046729088E-1;-4,982904065E-4
1,441376088E1;3,414531797E-2;-3,386091068E-2;-9,528250434E-3
1,451357488E1;-1,018222608E-2;1,748393523E-3;-5,785996560E-3
1,461338937E1;2,744746767E-2;1,576895826E-2;-1,141909417E-2
1,471320337E1;-6,546029355E-3;-6,345880218E-3;-1,047633355E-3
1,481301737E1;-4,734685272E-2;2,096641809E-3;-2,706434764E-2
1,491283038E1;-1,951958984E-2;-4,862280935E-2;5,943855271E-3
1,501264438E1;-6,216241792E-2;4,349052161E-2;-1,751248725E-2
1,511245838E1;-3,139848635E-2;-6,634631008E-2;-4,160858318E-2
