"Time (s)";"X (m/s^2)";"Y (m/s^2)";"Z (m/s^2)"
1,404021667E-1;9,885370025E-1;5,020887136E-2;8,178023985E-1
2,402161667E-1;-1,796334815E-1;-9,547099829E-2;-1,055040602E0
3,400291667E-1;8,093990725E-1;-6,239248073E-1;-1,297933648E0
4,398421667E-1;-1,909916979E-1;-4,385211765E0;1,351143603E0
5,396561667E-1;1,276069154E0;1,982353456E0;-1,226991778E1
6,394688750E-1;-3,282087754E0;6,216280210E-1;8,646669549E-1
7,392818750E-1;2,794090245E0;1,231717731E0;1,213246962E0
8,390958750E-1;-2,107575088E0;-3,105683105E0;3,047575230E0
9,389088750E-1;3,656313649E0;1,053708606E0;-2,047344089E0
1,038722875E0;1,534605607E1;3,116171840E0;-8,367294263E0
1,138535875E0;2,483209284E0;6,328362563E-1;-4,654702917E0
1,238348875E0;-1,887643473E0;-4,264427877E0;-2,385710179E0
1,338162875E0;-2,297806647E0;-3,339353922E0;-4,247105209E0
1,437975875E0;1,230641990E0;2,227008560E-1;-1,719011235E-1
1,537789875E0;6,907039935E-2;9,411508745E-1;4,368711507E0
1,637603250E0;4,913076174E0;3,435932676E0;-4,082068132E0
1,737417250E0;2,919213995E1;-3,279524627E0;-7,393192574E0
1,837230250E0;1,128175529E0;1,162296664E0;5,070714769E0
1,937044250E0;5,812866184E-1;6,803095078E-1;-9,647771341E-1
2,036857250E0;1,839329392E-2;3,529958242E-1;1,307674232E0
2,136671250E0;3,644613370E-1;1,840411127E0;-2,434558403E0
2,236484250E0;-5,338303238E-2;-1,145375991E-1;1,514655726E0
2,336298250E0;-5,221724376E-1;-9,899391648E-1;-5,736966401E-1
2,436111250E0;1,457546848E0;-1,258856121E0;4,154376554E-1
2,535925250E0;3,011030132E0;-1,639985823E0;-7,957978642E-1
2,635738417E0;-2,534550469E0;-3,683241246E0;-4,981307334E-1
2,735552417E0;-1,649579496E0;-3,078260541E0;-3,877047209E0
2,835365417E0;-3,732740850E0;-3,523795277E-2;-1,499851161E0
2,935179417E0;-1,156720539E0;2,047952199E0;1,851836586E0
