"Time (s)";"X (m/s^2)";"Y (m/s^2)";"Z (m/s^2)"
1,341651667E-1;-2,227817230E0;9,136849823E0;3,355572052E0
2,339781667E-1;-3,186573486E0;8,673862610E0;1,694925385E0
3,337911667E-1;-1,816023560E0;8,148904266E0;2,663112030E0
4,336051667E-1;-4,068689117E0;4,310286713E0;4,946613464E0
5,334181667E-1;-3,890110474E0;1,200084412E1;-1,306318497E1
6,332308750E-1;-6,016438751E0;6,727011108E0;5,683980103E0
7,330448750E-1;-1,598525848E0;9,349407806E0;7,399712219E0
8,328578750E-1;-4,665498047E0;4,351451111E0;8,520880737E0
9,326718750E-1;1,406175842E0;7,756270752E0;4,987328796E0
1,032484875E0;2,043475571E1;1,085557571E1;-5,560935974E-1
1,132297875E0;2,806064758E0;6,814429321E0;3,404071198E0
1,232111875E0;2,677931213E0;4,499642944E-1;6,998247070E0
1,331924875E0;3,474275208E-1;1,285526733E0;7,082072754E0
1,431738875E0;-4,082460480E0;7,291786652E0;1,068493057E1
1,531551875E0;-1,633103943E-1;5,758674774E0;1,262953674E1
1,631366250E0;2,939287720E0;8,573571167E0;3,829785919E0
1,731179250E0;1,029439270E1;1,070034851E1;1,257714569E1
1,830993250E0;-1,054257660E0;6,243366852E0;1,564576447E1
1,930806250E0;-1,515747986E0;6,110742645E0;6,644083557E0
2,030619250E0;-1,986369324E-1;5,594615936E0;9,823921051E0
2,130433250E0;-1,243015137E0;6,045927429E0;4,199966125E0
2,230246250E0;-3,982318726E0;3,303779755E0;1,143801453E1
2,330060250E0;-3,483256531E0;2,910996552E0;8,378676453E0
2,429874250E0;7,137158203E-1;2,336341553E0;9,422755280E0
2,529687250E0;3,637286224E0;1,241069183E0;8,550519104E0
2,629501417E0;-1,672621765E0;-6,047424316E-1;8,868308258E0
2,729314417E0;-2,214494934E0;-1,154100037E-1;5,650000763E0
2,829128417E0;-4,641098785E0;8,382568359E-1;8,097261658E0
2,928941417E0;-2,444117432E0;1,994901581E0;1,201386703E1
3,028755417E0;1,848356323E0;2,281705170E0;1,220756424E1
3,128568417E0;-4,422403564E0;2,291135559E0;1,358559860E1
3,228382417E0;-1,585053864E0;9,141490173E-1;7,278614044E0
3,328196417E0;3,790417786E0;8,061186676E0;4,913786728E1
3,428009417E0;-1,102158051E0;2,995720367E0;1,207763443E1
3,527823417E0;1,556762695E-2;2,424957275E0;8,164022827E0
3,627635875E0;3,680845642E-1;2,452500000E0;9,603728943E0
3,727449875E0;9,101074219E-2;2,365081787E0;9,426048431E0
3,827262875E0;-5,242098999E-1;5,292095032E0;9,465266876E0
3,927076875E0;4,475692749E-2;2,449356537E0;9,514813843E0
4,026890875E0;1,948947144E-1;2,584076385E0;9,353748779E0
4,126703875E0;1,037342834E-1;2,354304199E0;9,654323730E0
4,226517875E0;-6,810836792E-2;2,399659882E0;9,919123077E0
4,326330875E0;1,092727661E-1;2,479443970E0;9,040749664E0
4,426144875E0;2,258802795E-1;2,322270813E0;9,659263458E0
4,525958875E0;-2,112107849E-1;2,282603302E0;9,620194702E0
4,625771917E0;1,032852173E-2;2,403402100E0;9,718240814E0
4,725585917E0;-2,245330811E-3;2,343227234E0;9,661808167E0
4,825399917E0;-1,237925720E-1;2,577639771E0;9,805808716E0
4,925212917E0;-3,721261597E-1;2,316732330E0;9,770931244E0
5,025026917E0;-3,050656128E-1;2,966830444E0;8,992849274E0
5,124840917E0;-1,493893433E-1;2,799478455E0;9,504485321E0
5,224653917E0;-1,182540894E-2;2,719694366E0;9,181457062E0
5,324467917E0;-2,082170105E-1;2,606679382E0;9,556427307E0
5,424281917E0;-1,065783691E-1;2,454745331E0;9,644294586E0
5,524094917E0;-2,775228882E-1;2,240989838E0;9,982441406E0
5,623908792E0;-6,012995911E-1;2,132615204E0;9,651030579E0
5,723722792E0;-6,411167908E-1;2,212998047E0;9,907297668E0
5,823535792E0;-7,228468323E-1;2,442171478E0;9,386530609E0
5,923349792E0;-5,378315735E-1;2,755469971E0;9,522747345E0
6,023163792E0;-4,800517273E-1;3,082240448E0;9,074579315E0
6,122976792E0;-3,290158081E-1;3,306324463E0;9,216184845E0
6,222790792E0;-2,097138977E-1;3,245700531E0;9,115144958E0
6,322604792E0;-1,308279419E-1;3,556604004E0;9,216633911E0
