"Time (s)";"Latitude (°)";"Longitude (°)";"Height (m)";"Velocity (m/s)";"Direction (°)";"Horizontal Accuracy (m)";"Vertical Accuracy (°)"
1,359221781E2;5,232077130E1;5,029687949E0;2,171338797E-1;1,481429482E1;3,042184448E2;4,772239459E0;3,324194275E0
1,369221752E2;5,232084647E1;5,029468732E0;1,379210941E0;1,605639669E1;2,955023193E2;4,766286617E0;3,332723949E0
1,379221754E2;5,232089964E1;5,029249236E0;3,946462655E-1;1,615108171E1;2,875499268E2;4,767867262E0;3,330462251E0
1,389221758E2;5,232093073E1;5,029012249E0;2,407000493E-2;1,637513804E1;2,812813110E2;4,767677542E0;3,330733836E0
1,399221798E2;5,232094943E1;5,028766586E0;6,657734290E-1;1,667013756E1;2,798409119E2;4,765224832E0;3,334241943E0
1,409221769E2;5,232096809E1;5,028523144E0;2,890150342E-1;1,683711242E1;2,772783508E2;4,762996862E0;3,337423846E0
1,419221772E2;5,232099406E1;5,028274657E0;1,109499438E0;1,698182507E1;2,775753174E2;4,760659716E0;3,340756816E0
1,429221778E2;5,232101703E1;5,028030565E0;2,001075937E0;1,694553824E1;2,764533997E2;4,759826385E0;3,341944018E0
1,439221786E2;5,232103818E1;5,027792131E0;8,718322311E-2;1,669568471E1;2,816300049E2;4,758150449E0;3,344329729E0
1,449221790E2;5,232107329E1;5,027557466E0;1,388241481E-1;1,640858255E1;2,871995850E2;4,756395857E0;3,346824687E0
1,459221796E2;5,232113068E1;5,027335874E0;5,503751012E-1;1,625832576E1;2,961917725E2;4,753091275E0;3,351516130E0
1,469221802E2;5,232120942E1;5,027135004E0;1,214376958E0;1,609257177E1;3,034625244E2;4,749031324E0;3,357266525E0
1,479221830E2;5,232131288E1;5,026942339E0;1,292280956E0;1,666637546E1;3,074534912E2;4,753585091E0;3,350815694E0
1,489221809E2;5,232141415E1;5,026744908E0;2,005833267E0;1,708924358E1;3,074534912E2;4,763258083E0;3,337051014E0
1,499221814E2;5,232151270E1;5,026532236E0;1,282677341E0;1,766355599E1;3,073993225E2;4,765024250E0;3,334528592E0
1,509221825E2;5,232161455E1;5,026317963E0;1,429930198E0;1,822461580E1;3,073993225E2;4,765660019E0;3,333619896E0
1,519221830E2;5,232171590E1;5,026099858E0;1,770823969E0;1,836220476E1;3,075422974E2;4,766708158E0;3,332121001E0
1,529221836E2;5,232181946E1;5,025879903E0;1,639473971E0;1,880509903E1;3,073992004E2;4,767455596E0;3,331051511E0
1,539221839E2;5,232192741E1;5,025647496E0;2,168348384E0;1,969729809E1;3,073992004E2;4,768384476E0;3,329721689E0
1,549221847E2;5,232203517E1;5,025423512E0;2,239582065E0;1,956606621E1;3,074674683E2;4,779935230E0;3,313118807E0
1,559221852E2;5,232214459E1;5,025194638E0;1,930761982E0;1,988391436E1;3,074674683E2;4,781526515E0;3,310821834E0
1,569221849E2;5,232225631E1;5,024955074E0;2,561803315E0;2,032873949E1;3,074674683E2;4,777137291E0;3,317151841E0
1,579229848E2;5,232236490E1;5,024723750E0;2,553149070E0;2,011686275E1;3,074674683E2;4,773821017E0;3,321922626E0
1,589229839E2;5,232247452E1;5,024487511E0;2,567688830E0;2,013800491E1;3,074674683E2;4,774816221E0;3,320491995E0
1,599229628E2;5,232258547E1;5,024255198E0;2,588585796E0;2,016435879E1;3,074040222E2;4,777314196E0;3,316897060E0
1,609229452E2;5,232269749E1;5,024022599E0;1,744301323E0;2,005829005E1;3,074961853E2;4,780443875E0;3,312384850E0
1,619229265E2;5,232281031E1;5,023792148E0;2,483145133E0;1,995643953E1;3,074961853E2;4,796457436E0;3,289153857E0
1,629228967E2;5,232292013E1;5,023554727E0;2,101473246E0;2,015723003E1;3,074961853E2;4,783985250E0;3,307268082E0
1,639228743E2;5,232302814E1;5,023317998E0;1,684235743E0;2,011721036E1;3,076054993E2;4,782187289E0;3,309867334E0
1,649228468E2;5,232313635E1;5,023080529E0;1,619310047E0;2,005024547E1;3,076054993E2;4,784533518E0;3,306474867E0
1,659228070E2;5,232324616E1;5,022846251E0;1,928833329E0;2,004409678E1;3,077247314E2;4,777763050E0;3,316250484E0
1,669227770E2;5,232335239E1;5,022609625E0;2,377881923E0;2,009518953E1;3,072152100E2;4,777962564E0;3,315963023E0
1,679227500E2;5,232346261E1;5,022387876E0;1,740239520E0;1,957411341E1;3,075780945E2;4,774783420E0;3,320539162E0
1,689227109E2;5,232356392E1;5,022153519E0;1,746503871E0;1,952424929E1;3,075780945E2;4,774375441E0;3,321125739E0
1,699226847E2;5,232366422E1;5,021932749E0;1,838587028E0;1,906081876E1;3,074783020E2;4,769661841E0;3,327891668E0
1,709226608E2;5,232376710E1;5,021720617E0;2,029247425E0;1,854116847E1;3,074783020E2;4,768299942E0;3,329842744E0
1,719226261E2;5,232386873E1;5,021519062E0;1,903926319E0;1,794668376E1;3,068005676E2;4,772462811E0;3,323873607E0
1,729225886E2;5,232397300E1;5,021336326E0;1,891347582E0;1,740913643E1;3,172189026E2;4,778624131E0;3,315009570E0
1,739225504E2;5,232408851E1;5,021170250E0;2,586711814E0;1,723123232E1;3,199059448E2;4,773429925E0;3,322484580E0
1,749225167E2;5,232421267E1;5,021022258E0;1,961219621E0;1,715332599E1;3,214982910E2;4,780690694E0;3,312028610E0
1,759224852E2;5,232434753E1;5,020900129E0;1,732340589E0;1,701298329E1;3,284585571E2;4,795062796E0;3,291186688E0
1,769224551E2;5,232448263E1;5,020771969E0;1,791566610E0;1,695472669E1;3,371975403E2;4,778960573E0;3,314524532E0
1,779224267E2;5,232463769E1;5,020707998E0;1,824293892E0;1,698186653E1;3,488593445E2;4,773863038E0;3,321862239E0
1,789224009E2;5,232479348E1;5,020671683E0;1,566913987E0;1,688514416E1;3,538142700E2;4,775826991E0;3,319038051E0
1,799223751E2;5,232494698E1;5,020660021E0;1,833181909E0;1,683842015E1;0,000000000E0;4,776015757E0;3,318766415E0
1,809223507E2;5,232510036E1;5,020670445E0;1,614981471E0;1,690728232E1;4,982316971E0;4,782929648E0;3,308794496E0
1,819223288E2;5,232526210E1;5,020723967E0;1,360122852E0;1,721626931E1;1,517794609E1;4,777005412E0;3,317341756E0
1,829223089E2;5,232541698E1;5,020814552E0;6,585231721E-1;1,743317167E1;2,171612740E1;4,780168772E0;3,312781844E0
1,839222864E2;5,232555885E1;5,020930332E0;1,628340230E0;1,742295991E1;2,716755104E1;4,773706364E0;3,322087384E0
1,849222677E2;5,232569735E1;5,021091252E0;9,346808968E-1;1,816001078E1;3,716348267E1;4,772746613E0;3,323466082E0
1,859222480E2;5,232582562E1;5,021259733E0;6,909066606E-1;1,841187717E1;3,892900848E1;4,770810478E0;3,326244793E0
1,869222331E2;5,232595108E1;5,021453500E0;8,230714705E-1;1,892566654E1;3,771414185E1;4,769461523E0;3,328178754E0
1,879222137E2;5,232609409E1;5,021633546E0;9,386317413E-1;1,973228543E1;3,790561295E1;4,768577623E0;3,329445071E0
1,889221988E2;5,232624062E1;5,021822559E0;1,043270267E0;2,050391985E1;3,790561295E1;4,766863373E0;3,331898951E0
1,899221833E2;5,232639360E1;5,022014475E0;1,045100753E0;2,125319832E1;3,790561295E1;4,766751887E0;3,332058446E0
1,909221717E2;5,232655189E1;5,022212793E0;8,418204160E-1;2,194154335E1;3,790561295E1;4,766692302E0;3,332143684E0
1,919221550E2;5,232671364E1;5,022422780E0;1,726305755E0;2,266273018E1;3,790561295E1;4,764629892E0;3,335092056E0
1,929221434E2;5,232687182E1;5,022624984E0;9,550381266E-1;2,242328386E1;3,794680023E1;4,759433850E0;3,342503023E0
