"Time (s)";"Distance (cm)"
2,659482233E1;5,000000000E0
2,669482232E1;5,000000000E0
2,679482233E1;5,000000000E0
2,689482233E1;5,000000000E0
2,699482232E1;5,000000000E0
2,709482233E1;5,000000000E0
2,719482232E1;5,000000000E0
2,729482233E1;5,000000000E0
2,739482233E1;5,000000000E0
2,749482232E1;5,000000000E0
2,759482233E1;5,000000000E0
2,769482232E1;5,000000000E0
2,779482233E1;5,000000000E0
2,789482233E1;5,000000000E0
2,799482232E1;5,000000000E0
2,809482233E1;5,000000000E0
2,819482232E1;5,000000000E0
2,829482233E1;5,000000000E0
2,839482233E1;5,000000000E0
2,849482232E1;5,000000000E0
2,859482233E1;5,000000000E0
2,869482232E1;5,000000000E0
2,879482233E1;5,000000000E0
2,889482233E1;5,000000000E0
2,899482232E1;5,000000000E0
2,909482233E1;5,000000000E0
2,919482232E1;5,000000000E0
2,929482233E1;5,000000000E0
2,939482233E1;5,000000000E0
2,949482232E1;5,000000000E0
2,959482233E1;5,000000000E0
2,969482232E1;5,000000000E0
2,979482233E1;5,000000000E0
2,989482233E1;5,000000000E0
2,999482232E1;5,000000000E0
3,009482233E1;5,000000000E0
3,019482232E1;5,000000000E0
3,029482233E1;5,000000000E0
3,039482233E1;5,000000000E0
3,049482232E1;5,000000000E0
3,059482233E1;5,000000000E0
3,069482232E1;5,000000000E0
3,079482233E1;5,000000000E0
3,089482233E1;5,000000000E0
3,099482232E1;5,000000000E0
3,109482233E1;5,000000000E0
3,119482232E1;5,000000000E0
3,129482233E1;5,000000000E0
3,139482233E1;5,000000000E0
3,149482232E1;5,000000000E0
3,159482233E1;5,000000000E0
3,169482232E1;5,000000000E0
3,179482233E1;5,000000000E0
3,189482233E1;5,000000000E0
3,199482232E1;5,000000000E0
3,209482232E1;5,000000000E0
3,219482233E1;5,000000000E0
3,229482233E1;5,000000000E0
3,239482232E1;5,000000000E0
3,249482232E1;5,000000000E0
3,259482232E1;5,000000000E0
3,269482233E1;5,000000000E0
3,279482233E1;5,000000000E0
3,289482232E1;5,000000000E0
3,299482232E1;5,000000000E0
3,309482232E1;5,000000000E0
3,319482233E1;5,000000000E0
3,329482233E1;5,000000000E0
3,339482232E1;5,000000000E0
3,349482232E1;5,000000000E0
3,359482232E1;5,000000000E0
3,369482233E1;5,000000000E0
3,379482233E1;5,000000000E0
3,389482232E1;5,000000000E0
3,399482232E1;5,000000000E0
3,409482232E1;5,000000000E0
3,419482233E1;5,000000000E0
3,429482233E1;5,000000000E0
3,439482232E1;5,000000000E0
3,449482232E1;5,000000000E0
3,459482232E1;5,000000000E0
3,469482233E1;5,000000000E0
3,479482233E1;5,000000000E0
3,489482232E1;5,000000000E0
3,499482232E1;5,000000000E0
3,509482232E1;5,000000000E0
3,519482233E1;5,000000000E0
3,529482233E1;5,000000000E0
3,539482232E1;5,000000000E0
3,549482232E1;5,000000000E0
3,559482232E1;5,000000000E0
3,569482233E1;5,000000000E0
3,579482233E1;5,000000000E0
3,589482232E1;5,000000000E0
3,599482232E1;5,000000000E0
3,609482232E1;5,000000000E0
3,619482233E1;5,000000000E0
3,629482233E1;5,000000000E0
3,639482232E1;5,000000000E0
3,649482232E1;5,000000000E0
3,659482232E1;5,000000000E0
3,669482233E1;5,000000000E0
3,679482233E1;5,000000000E0
3,689482232E1;5,000000000E0
3,699482232E1;5,000000000E0
3,709482232E1;5,000000000E0
3,719482233E1;5,000000000E0
3,729482233E1;5,000000000E0
3,739482232E1;5,000000000E0
3,749482232E1;5,000000000E0
3,759482232E1;5,000000000E0
3,769482233E1;5,000000000E0
3,779482233E1;5,000000000E0
3,789482232E1;5,000000000E0
3,799482232E1;5,000000000E0
3,809482232E1;5,000000000E0
3,819482233E1;5,000000000E0
3,829482233E1;5,000000000E0
3,839482232E1;5,000000000E0
3,849482232E1;5,000000000E0
3,859482232E1;5,000000000E0
3,869482233E1;5,000000000E0
3,879482233E1;5,000000000E0
3,889482232E1;5,000000000E0
3,899482232E1;5,000000000E0
3,909482232E1;5,000000000E0
3,919482233E1;5,000000000E0
3,929482233E1;5,000000000E0
3,939482232E1;5,000000000E0
3,949482232E1;5,000000000E0
3,959482232E1;5,000000000E0
3,969482233E1;5,000000000E0
3,979482233E1;5,000000000E0
3,989482232E1;5,000000000E0
3,999482232E1;5,000000000E0
4,009482232E1;5,000000000E0
4,019482233E1;5,000000000E0
4,029482233E1;5,000000000E0
4,039482232E1;5,000000000E0
4,049482232E1;5,000000000E0
4,059482232E1;5,000000000E0
4,069482233E1;5,000000000E0
4,079482233E1;5,000000000E0
4,089482232E1;5,000000000E0
4,099482232E1;5,000000000E0
4,109482232E1;5,000000000E0
4,119482233E1;5,000000000E0
4,129482233E1;5,000000000E0
4,139482232E1;5,000000000E0
4,149482232E1;5,000000000E0
4,159482232E1;5,000000000E0
4,169482233E1;5,000000000E0
4,179482233E1;5,000000000E0
4,189482232E1;5,000000000E0
4,199482232E1;5,000000000E0
4,209482232E1;5,000000000E0
4,219482233E1;5,000000000E0
4,229482233E1;5,000000000E0
4,239482232E1;5,000000000E0
4,249482232E1;5,000000000E0
4,259482232E1;5,000000000E0
4,269482233E1;5,000000000E0
4,279482233E1;5,000000000E0
4,289482232E1;5,000000000E0
4,299482232E1;5,000000000E0
4,309482232E1;5,000000000E0
4,319482233E1;5,000000000E0
4,329482233E1;5,000000000E0
4,339482232E1;5,000000000E0
4,349482232E1;5,000000000E0
4,359482232E1;5,000000000E0
4,369482233E1;5,000000000E0
4,379482233E1;5,000000000E0
4,389482232E1;5,000000000E0
4,399482232E1;5,000000000E0
4,409482232E1;5,000000000E0
4,419482233E1;5,000000000E0
4,429482233E1;5,000000000E0
4,439482232E1;5,000000000E0
4,449482232E1;5,000000000E0
4,459482232E1;5,000000000E0
4,469482233E1;5,000000000E0
4,479482233E1;5,000000000E0
4,489482232E1;5,000000000E0
4,499482232E1;5,000000000E0
4,509482232E1;5,000000000E0
4,519482233E1;5,000000000E0
4,529482233E1;5,000000000E0
4,539482232E1;5,000000000E0
4,549482232E1;5,000000000E0
4,559482232E1;5,000000000E0
4,569482233E1;5,000000000E0
4,579482233E1;5,000000000E0
4,589482232E1;5,000000000E0
4,599482232E1;5,000000000E0
4,609482232E1;5,000000000E0
4,619482233E1;5,000000000E0
4,629482233E1;5,000000000E0
4,639482232E1;5,000000000E0
4,649482232E1;5,000000000E0
4,659482232E1;5,000000000E0
4,669482233E1;5,000000000E0
4,679482233E1;5,000000000E0
4,689482232E1;5,000000000E0
4,699482232E1;5,000000000E0
4,709482232E1;5,000000000E0
4,719482233E1;5,000000000E0
4,729482233E1;5,000000000E0
4,739482232E1;5,000000000E0
4,749482232E1;5,000000000E0
4,759482232E1;5,000000000E0
4,769482233E1;5,000000000E0
4,779482233E1;5,000000000E0
4,789482232E1;5,000000000E0
4,799482232E1;5,000000000E0
4,809482232E1;5,000000000E0
4,819482233E1;5,000000000E0
4,829482233E1;5,000000000E0
4,839482232E1;5,000000000E0
4,849482232E1;5,000000000E0
4,859482232E1;5,000000000E0
4,869482233E1;5,000000000E0
4,879482233E1;5,000000000E0
4,889482232E1;5,000000000E0
4,899482232E1;5,000000000E0
4,909482232E1;5,000000000E0
4,919482233E1;5,000000000E0
4,929482233E1;5,000000000E0
4,939482232E1;5,000000000E0
4,949482232E1;5,000000000E0
4,959482232E1;5,000000000E0
4,969482233E1;5,000000000E0
4,979482233E1;5,000000000E0
4,989482232E1;5,000000000E0
4,999482232E1;5,000000000E0
5,009482232E1;5,000000000E0
5,019482233E1;5,000000000E0
5,029482233E1;5,000000000E0
5,039482232E1;5,000000000E0
5,049482232E1;5,000000000E0
5,059482232E1;5,000000000E0
5,069482233E1;5,000000000E0
5,079482233E1;5,000000000E0
5,089482232E1;5,000000000E0
5,099482232E1;5,000000000E0
5,109482232E1;5,000000000E0
5,119482233E1;5,000000000E0
5,129482233E1;5,000000000E0
5,139482232E1;5,000000000E0
5,149482232E1;5,000000000E0
5,159482232E1;5,000000000E0
5,169482233E1;5,000000000E0
5,179482233E1;5,000000000E0
5,189482232E1;5,000000000E0
5,199482232E1;5,000000000E0
5,209482232E1;5,000000000E0
5,219482233E1;5,000000000E0
5,229482233E1;5,000000000E0
5,239482232E1;5,000000000E0
5,249482232E1;5,000000000E0
5,259482232E1;5,000000000E0
5,269482233E1;5,000000000E0
5,279482233E1;5,000000000E0
5,289482232E1;5,000000000E0
5,299482232E1;5,000000000E0
5,309482232E1;5,000000000E0
5,319482233E1;5,000000000E0
5,329482233E1;5,000000000E0
5,339482232E1;5,000000000E0
5,349482232E1;5,000000000E0
5,359482232E1;5,000000000E0
5,369482233E1;5,000000000E0
5,379482233E1;5,000000000E0
5,389482232E1;5,000000000E0
5,399482232E1;5,000000000E0
5,409482232E1;5,000000000E0
5,419482233E1;5,000000000E0
5,429482233E1;5,000000000E0
5,439482233E1;5,000000000E0
5,449482232E1;5,000000000E0
5,459482232E1;5,000000000E0
5,469482233E1;5,000000000E0
5,479482233E1;5,000000000E0
5,489482233E1;5,000000000E0
5,499482232E1;5,000000000E0
5,509482232E1;5,000000000E0
5,519482233E1;5,000000000E0
5,529482233E1;5,000000000E0
5,539482233E1;5,000000000E0
5,549482232E1;5,000000000E0
5,559482232E1;5,000000000E0
5,569482233E1;5,000000000E0
5,579482233E1;5,000000000E0
5,589482233E1;5,000000000E0
5,599482232E1;5,000000000E0
5,609482232E1;5,000000000E0
5,619482233E1;5,000000000E0
5,629482233E1;5,000000000E0
5,639482233E1;5,000000000E0
5,649482232E1;5,000000000E0
5,659482232E1;5,000000000E0
5,669482233E1;5,000000000E0
5,679482233E1;5,000000000E0
5,689482233E1;5,000000000E0
5,699482232E1;5,000000000E0
5,709482232E1;5,000000000E0
5,719482233E1;5,000000000E0
5,729482233E1;5,000000000E0
5,739482233E1;5,000000000E0
5,749482232E1;5,000000000E0
5,759482232E1;5,000000000E0
5,769482233E1;5,000000000E0
5,779482233E1;5,000000000E0
5,789482233E1;5,000000000E0
5,799482232E1;5,000000000E0
5,809482232E1;5,000000000E0
5,819482233E1;5,000000000E0
5,829482233E1;5,000000000E0
5,839482233E1;5,000000000E0
5,849482232E1;5,000000000E0
5,859482232E1;5,000000000E0
5,869482233E1;5,000000000E0
5,879482233E1;5,000000000E0
5,889482233E1;5,000000000E0
5,899482232E1;5,000000000E0
5,909482232E1;5,000000000E0
5,919482233E1;5,000000000E0
5,929482233E1;5,000000000E0
5,939482233E1;5,000000000E0
5,949482232E1;5,000000000E0
5,959482232E1;5,000000000E0
5,969482233E1;5,000000000E0
5,979482233E1;5,000000000E0
5,989482233E1;5,000000000E0
5,999482232E1;5,000000000E0
6,009482232E1;5,000000000E0
6,019482233E1;5,000000000E0
6,029482233E1;5,000000000E0
6,039482233E1;5,000000000E0
6,049482232E1;5,000000000E0
6,059482232E1;5,000000000E0
6,069482233E1;5,000000000E0
6,079482233E1;5,000000000E0
6,089482233E1;5,000000000E0
6,099482232E1;5,000000000E0
6,109482232E1;5,000000000E0
6,119482233E1;5,000000000E0
6,129482233E1;5,000000000E0
6,139482233E1;5,000000000E0
6,149482232E1;5,000000000E0
6,159482232E1;5,000000000E0
6,169482233E1;5,000000000E0
6,179482233E1;5,000000000E0
6,189482233E1;5,000000000E0
6,199482232E1;5,000000000E0
6,209482232E1;5,000000000E0
6,219482233E1;5,000000000E0
6,229482233E1;5,000000000E0
6,239482233E1;5,000000000E0
6,249482232E1;5,000000000E0
6,259482232E1;5,000000000E0
6,269482233E1;5,000000000E0
6,279482233E1;5,000000000E0
6,289482233E1;5,000000000E0
6,299482232E1;5,000000000E0
6,309482232E1;5,000000000E0
6,319482233E1;5,000000000E0
6,329482233E1;5,000000000E0
6,339482233E1;5,000000000E0
6,349482232E1;5,000000000E0
6,359482232E1;5,000000000E0
6,369482233E1;5,000000000E0
6,379482233E1;5,000000000E0
6,389482233E1;5,000000000E0
6,399482232E1;5,000000000E0
6,409482233E1;5,000000000E0
6,419482232E1;5,000000000E0
6,429482232E1;5,000000000E0
6,439482232E1;5,000000000E0
6,449482232E1;5,000000000E0
6,459482233E1;5,000000000E0
6,469482232E1;5,000000000E0
6,479482232E1;5,000000000E0
6,489482232E1;5,000000000E0
6,499482232E1;5,000000000E0
6,509482233E1;5,000000000E0
6,519482232E1;5,000000000E0
6,529482232E1;5,000000000E0
6,539482232E1;5,000000000E0
6,549482232E1;5,000000000E0
6,559482233E1;5,000000000E0
6,569482232E1;5,000000000E0
6,579482232E1;5,000000000E0
6,589482232E1;5,000000000E0
6,599482232E1;5,000000000E0
6,609482233E1;5,000000000E0
6,619482232E1;5,000000000E0
6,629482232E1;5,000000000E0
6,639482232E1;5,000000000E0
6,649482232E1;5,000000000E0
6,659482233E1;5,000000000E0
6,669482232E1;5,000000000E0
6,679482232E1;5,000000000E0
6,689482232E1;5,000000000E0
6,699482232E1;5,000000000E0
6,709482233E1;5,000000000E0
6,719482232E1;5,000000000E0
6,729482232E1;5,000000000E0
6,739482232E1;5,000000000E0
6,749482232E1;5,000000000E0
6,759482233E1;5,000000000E0
6,769482232E1;5,000000000E0
6,779482232E1;5,000000000E0
6,789482232E1;5,000000000E0
6,799482232E1;5,000000000E0
6,809482233E1;5,000000000E0
6,819482232E1;5,000000000E0
6,829482232E1;5,000000000E0
6,839482232E1;5,000000000E0
6,849482232E1;5,000000000E0
6,859482233E1;5,000000000E0
6,869482232E1;5,000000000E0
6,879482232E1;5,000000000E0
6,889482232E1;5,000000000E0
6,899482232E1;5,000000000E0
6,909482233E1;5,000000000E0
6,919482232E1;5,000000000E0
6,929482232E1;5,000000000E0
6,939482232E1;5,000000000E0
6,949482232E1;5,000000000E0
6,959482233E1;5,000000000E0
6,969482232E1;5,000000000E0
6,979482232E1;5,000000000E0
6,989482232E1;5,000000000E0
6,999482232E1;5,000000000E0
7,009482233E1;5,000000000E0
7,019482232E1;5,000000000E0
7,029482232E1;5,000000000E0
7,039482232E1;5,000000000E0
7,049482232E1;5,000000000E0
7,059482233E1;5,000000000E0
7,069482232E1;5,000000000E0
7,079482232E1;5,000000000E0
7,089482232E1;5,000000000E0
7,099482232E1;5,000000000E0
7,109482233E1;5,000000000E0
7,119482232E1;5,000000000E0
7,129482232E1;5,000000000E0
7,139482232E1;5,000000000E0
7,149482232E1;5,000000000E0
7,159482233E1;5,000000000E0
7,169482232E1;5,000000000E0
7,179482232E1;5,000000000E0
7,189482232E1;5,000000000E0
7,199482232E1;5,000000000E0
7,209482233E1;5,000000000E0
7,219482232E1;5,000000000E0
7,229482232E1;5,000000000E0
7,239482232E1;5,000000000E0
7,249482232E1;5,000000000E0
7,259482233E1;5,000000000E0
7,269482232E1;5,000000000E0
7,279482232E1;5,000000000E0
7,289482232E1;5,000000000E0
7,299482232E1;5,000000000E0
7,309482233E1;5,000000000E0
7,319482232E1;5,000000000E0
7,329482232E1;5,000000000E0
7,339482232E1;5,000000000E0
7,349482232E1;5,000000000E0
7,359482233E1;5,000000000E0
7,369482232E1;5,000000000E0
7,379482232E1;5,000000000E0
7,389482232E1;5,000000000E0
7,399482232E1;5,000000000E0
7,409482233E1;5,000000000E0
7,419482232E1;5,000000000E0
7,429482232E1;5,000000000E0
7,439482232E1;5,000000000E0
7,449482232E1;5,000000000E0
7,459482233E1;5,000000000E0
7,469482232E1;5,000000000E0
7,479482232E1;5,000000000E0
7,489482232E1;5,000000000E0
7,499482232E1;5,000000000E0
7,509482233E1;5,000000000E0
7,519482232E1;5,000000000E0
7,529482232E1;5,000000000E0
7,539482232E1;5,000000000E0
7,549482232E1;5,000000000E0
7,559482233E1;5,000000000E0
7,569482232E1;5,000000000E0
7,579482232E1;5,000000000E0
7,589482232E1;5,000000000E0
7,599482232E1;5,000000000E0
7,609482233E1;5,000000000E0
7,619482232E1;5,000000000E0
7,629482232E1;5,000000000E0
7,639482232E1;5,000000000E0
7,649482232E1;5,000000000E0
7,659482233E1;5,000000000E0
7,669482232E1;5,000000000E0
7,679482232E1;5,000000000E0
7,689482232E1;5,000000000E0
7,699482232E1;5,000000000E0
7,709482233E1;5,000000000E0
7,719482232E1;5,000000000E0
7,729482232E1;5,000000000E0
7,739482232E1;5,000000000E0
7,749482232E1;5,000000000E0
7,759482233E1;5,000000000E0
7,769482232E1;5,000000000E0
7,779482232E1;5,000000000E0
7,789482232E1;5,000000000E0
7,799482232E1;5,000000000E0
7,809482233E1;5,000000000E0
7,819482232E1;5,000000000E0
7,829482232E1;5,000000000E0
7,839482232E1;5,000000000E0
7,849482232E1;5,000000000E0
7,859482233E1;5,000000000E0
7,869482232E1;5,000000000E0
7,879482232E1;5,000000000E0
7,889482232E1;5,000000000E0
7,899482232E1;5,000000000E0
7,909482233E1;5,000000000E0
7,919482232E1;5,000000000E0
7,929482232E1;5,000000000E0
7,939482232E1;5,000000000E0
7,949482232E1;5,000000000E0
7,959482233E1;5,000000000E0
7,969482232E1;5,000000000E0
7,979482232E1;5,000000000E0
7,989482232E1;5,000000000E0
7,999482232E1;5,000000000E0
8,009482233E1;5,000000000E0
8,019482232E1;5,000000000E0
8,029482232E1;5,000000000E0
8,039482232E1;5,000000000E0
8,049482232E1;5,000000000E0
8,059482233E1;5,000000000E0
8,069482232E1;5,000000000E0
8,079482232E1;5,000000000E0
8,089482232E1;5,000000000E0
8,099482232E1;5,000000000E0
8,109482233E1;5,000000000E0
8,119482232E1;5,000000000E0
8,129482232E1;5,000000000E0
8,139482232E1;5,000000000E0
8,149482232E1;5,000000000E0
8,159482233E1;5,000000000E0
8,169482232E1;5,000000000E0
8,179482232E1;5,000000000E0
8,189482232E1;5,000000000E0
8,199482232E1;5,000000000E0
8,209482233E1;5,000000000E0
8,219482232E1;5,000000000E0
8,229482232E1;5,000000000E0
8,239482232E1;5,000000000E0
8,249482232E1;5,000000000E0
8,259482233E1;5,000000000E0
8,269482232E1;5,000000000E0
8,279482232E1;5,000000000E0
8,289482232E1;5,000000000E0
8,299482232E1;5,000000000E0
8,309482233E1;5,000000000E0
8,319482232E1;5,000000000E0
8,329482232E1;5,000000000E0
8,339482232E1;5,000000000E0
8,349482232E1;5,000000000E0
8,359482233E1;5,000000000E0
8,369482232E1;5,000000000E0
8,379482232E1;5,000000000E0
8,389482232E1;5,000000000E0
8,399482232E1;5,000000000E0
8,409482233E1;5,000000000E0
8,419482232E1;5,000000000E0
8,429482232E1;5,000000000E0
8,439482232E1;5,000000000E0
8,449482232E1;5,000000000E0
8,459482233E1;5,000000000E0
8,469482232E1;5,000000000E0
8,479482232E1;5,000000000E0
8,489482232E1;5,000000000E0
8,499482232E1;5,000000000E0
8,509482233E1;5,000000000E0
8,519482232E1;5,000000000E0
8,529482232E1;5,000000000E0
8,539482232E1;5,000000000E0
8,549482232E1;5,000000000E0
8,559482233E1;5,000000000E0
8,569482232E1;5,000000000E0
8,579482232E1;5,000000000E0
8,589482232E1;5,000000000E0
8,599482232E1;5,000000000E0
8,609482233E1;5,000000000E0
8,619482232E1;5,000000000E0
8,629482232E1;5,000000000E0
8,639482232E1;5,000000000E0
8,649482232E1;5,000000000E0
8,659482233E1;5,000000000E0
8,669482232E1;5,000000000E0
8,679482232E1;5,000000000E0
8,689482232E1;5,000000000E0
8,699482232E1;5,000000000E0
8,709482233E1;5,000000000E0
8,719482232E1;5,000000000E0
8,729482232E1;5,000000000E0
