"Time (s)";"Illuminance (lx)"
1,950936922E1;1,708750010E0
1,960936922E1;1,708750010E0
1,970936922E1;1,708750010E0
1,980936922E1;1,708750010E0
1,990936922E1;1,708750010E0
2,000936922E1;1,708750010E0
2,010936922E1;1,708750010E0
2,020936922E1;1,708750010E0
2,030936922E1;1,708750010E0
2,040936922E1;1,708750010E0
2,050936922E1;1,708750010E0
2,060936922E1;1,708750010E0
2,070936922E1;1,708750010E0
2,080936922E1;1,708750010E0
2,090936922E1;1,708750010E0
2,100936922E1;1,708750010E0
2,110936922E1;1,708750010E0
2,120936922E1;1,708750010E0
2,130936922E1;1,708750010E0
2,140936922E1;1,708750010E0
2,150936922E1;1,708750010E0
2,160936922E1;1,708750010E0
2,170936922E1;1,708750010E0
2,180936922E1;1,708750010E0
2,190936922E1;1,708750010E0
2,200936922E1;1,708750010E0
2,210936922E1;1,708750010E0
2,220936922E1;1,708750010E0
2,230936922E1;1,708750010E0
2,240936922E1;1,708750010E0
2,250936922E1;1,708750010E0
2,260936922E1;1,708750010E0
2,270936922E1;1,708750010E0
2,280936922E1;1,708750010E0
2,290936922E1;1,708750010E0
2,300936922E1;1,708750010E0
2,310936922E1;1,708750010E0
2,320936922E1;1,708750010E0
2,330936922E1;1,708750010E0
2,340936922E1;1,708750010E0
2,350936922E1;1,708750010E0
2,360936922E1;1,708750010E0
2,370936922E1;1,708750010E0
2,380936922E1;1,708750010E0
2,390936922E1;1,708750010E0
2,400936922E1;1,708750010E0
2,410936922E1;1,708750010E0
2,420936922E1;1,708750010E0
2,430936922E1;1,708750010E0
2,440936922E1;1,708750010E0
2,450936922E1;1,708750010E0
2,460936922E1;1,708750010E0
2,470936922E1;1,708750010E0
2,480936922E1;1,708750010E0
2,490936922E1;1,708750010E0
2,500936922E1;1,708750010E0
2,510936922E1;1,708750010E0
2,520936922E1;1,708750010E0
2,530936922E1;1,708750010E0
2,540936922E1;1,708750010E0
2,550936922E1;1,708750010E0
2,560936922E1;1,708750010E0
2,570936922E1;1,708750010E0
2,580936922E1;1,708750010E0
2,590936922E1;1,708750010E0
2,600936922E1;1,708750010E0
2,610936922E1;1,708750010E0
2,620936922E1;1,708750010E0
2,630936922E1;1,708750010E0
2,640936922E1;1,708750010E0
2,650936922E1;1,708750010E0
2,660936922E1;1,708750010E0
2,670936922E1;1,708750010E0
2,680936922E1;1,708750010E0
2,690936922E1;1,708750010E0
2,700936922E1;1,708750010E0
2,710936922E1;1,708750010E0
2,720936922E1;1,708750010E0
2,730936922E1;1,708750010E0
2,740936922E1;1,708750010E0
2,750936922E1;1,708750010E0
2,760936922E1;1,708750010E0
2,770936922E1;1,708750010E0
2,780936922E1;1,708750010E0
2,790936922E1;1,708750010E0
2,800936922E1;1,708750010E0
2,810936922E1;1,708750010E0
2,820936922E1;1,708750010E0
2,830936922E1;1,708750010E0
2,840936922E1;1,708750010E0
2,850936922E1;1,708750010E0
2,860936922E1;1,708750010E0
2,870936922E1;1,708750010E0
2,880936922E1;1,708750010E0
2,890936922E1;1,708750010E0
2,900936922E1;1,708750010E0
2,910936922E1;1,708750010E0
2,920936922E1;1,708750010E0
2,930936922E1;1,708750010E0
2,940936922E1;1,708750010E0
2,950936922E1;1,708750010E0
2,960936922E1;1,708750010E0
2,970936922E1;1,708750010E0
2,980936922E1;1,708750010E0
2,990936922E1;1,708750010E0
3,000936922E1;1,708750010E0
3,010936922E1;1,708750010E0
3,020936922E1;1,708750010E0
3,030936922E1;1,708750010E0
3,040936922E1;1,708750010E0
3,050936922E1;1,708750010E0
3,060936922E1;1,708750010E0
3,070936922E1;1,708750010E0
3,080936922E1;1,708750010E0
3,090936922E1;1,708750010E0
3,100936922E1;1,708750010E0
3,110936922E1;1,708750010E0
3,120936922E1;1,708750010E0
3,130936922E1;1,708750010E0
3,140936922E1;1,708750010E0
3,150936922E1;1,708750010E0
3,160936922E1;1,708750010E0
3,170936922E1;1,708750010E0
3,180936922E1;1,708750010E0
3,190936922E1;1,708750010E0
3,200936922E1;1,708750010E0
3,210936922E1;1,708750010E0
3,220936922E1;1,708750010E0
3,230936922E1;1,708750010E0
3,240936922E1;1,708750010E0
3,250936922E1;1,708750010E0
3,260936922E1;1,708750010E0
3,270936922E1;1,708750010E0
3,280936922E1;1,708750010E0
3,290936922E1;1,708750010E0
3,300936922E1;1,708750010E0
3,310936922E1;1,708750010E0
3,320936922E1;1,708750010E0
3,330936922E1;1,708750010E0
3,340936922E1;1,708750010E0
3,350936922E1;1,708750010E0
3,360936922E1;1,708750010E0
3,370936922E1;1,708750010E0
3,380936922E1;1,708750010E0
3,390936922E1;1,708750010E0
3,400936922E1;1,708750010E0
3,410936922E1;1,708750010E0
3,420936922E1;1,708750010E0
3,430936922E1;1,708750010E0
3,440936922E1;1,708750010E0
3,450936922E1;1,708750010E0
3,460936922E1;1,708750010E0
3,470936922E1;1,708750010E0
3,480936922E1;1,708750010E0
3,490936922E1;1,708750010E0
3,500936922E1;1,708750010E0
3,510936922E1;1,708750010E0
3,520936922E1;1,708750010E0
3,530936922E1;1,708750010E0
3,540936922E1;1,708750010E0
3,550936922E1;1,708750010E0
3,560936922E1;1,708750010E0
3,570936922E1;1,708750010E0
3,580936922E1;1,708750010E0
3,590936922E1;1,708750010E0
3,600936922E1;1,708750010E0
3,610936922E1;1,708750010E0
3,620936922E1;1,708750010E0
3,630936922E1;1,708750010E0
3,640936922E1;1,708750010E0
3,650936922E1;1,708750010E0
3,660936922E1;1,708750010E0
3,670936922E1;1,708750010E0
3,680936922E1;1,708750010E0
3,690936922E1;1,708750010E0
3,700936922E1;1,708750010E0
3,710936922E1;1,708750010E0
3,720936922E1;1,708750010E0
3,730936922E1;1,708750010E0
3,740936922E1;1,708750010E0
3,750936922E1;1,708750010E0
3,760936922E1;1,708750010E0
3,770936922E1;1,708750010E0
3,780936922E1;1,708750010E0
3,790936922E1;1,708750010E0
3,800936922E1;1,708750010E0
3,810936922E1;1,708750010E0
3,820936922E1;1,708750010E0
3,830936922E1;1,708750010E0
3,840936922E1;1,708750010E0
3,850936922E1;1,708750010E0
3,860936922E1;1,708750010E0
3,870936922E1;1,708750010E0
3,880936922E1;1,708750010E0
3,890936922E1;1,708750010E0
3,900936922E1;1,708750010E0
3,910936922E1;1,708750010E0
3,920936922E1;1,708750010E0
3,930936922E1;1,708750010E0
3,940936922E1;1,708750010E0
3,950936922E1;1,708750010E0
3,960936922E1;1,708750010E0
3,970936922E1;1,708750010E0
3,980936922E1;1,708750010E0
3,990936922E1;1,708750010E0
4,000936922E1;1,708750010E0
4,010936922E1;1,708750010E0
4,020936922E1;1,708750010E0
4,030936922E1;1,708750010E0
4,040936922E1;1,708750010E0
4,050936922E1;1,708750010E0
4,060936922E1;1,708750010E0
4,070936922E1;1,708750010E0
4,080936922E1;1,708750010E0
4,090936922E1;1,708750010E0
4,100936922E1;1,708750010E0
4,110936922E1;1,708750010E0
4,120936922E1;1,708750010E0
4,130936922E1;1,708750010E0
4,140936922E1;1,708750010E0
4,150936922E1;1,708750010E0
4,160936922E1;1,708750010E0
4,170936922E1;1,708750010E0
4,180936922E1;1,708750010E0
4,190936922E1;1,708750010E0
4,200936922E1;1,708750010E0
4,210936922E1;1,708750010E0
4,220936922E1;1,708750010E0
4,230936922E1;1,708750010E0
4,240936922E1;1,708750010E0
4,250936922E1;1,708750010E0
4,260936922E1;1,708750010E0
4,270936922E1;1,708750010E0
4,280936922E1;1,708750010E0
4,290936922E1;1,708750010E0
4,300936922E1;1,708750010E0
4,310936922E1;1,708750010E0
4,320936922E1;1,708750010E0
4,330936922E1;1,708750010E0
4,340936922E1;1,708750010E0
4,350936922E1;1,708750010E0
4,360936922E1;1,708750010E0
4,370936922E1;1,708750010E0
4,380936922E1;1,708750010E0
4,390936922E1;1,708750010E0
4,400936922E1;1,708750010E0
4,410936922E1;1,708750010E0
4,420936922E1;1,708750010E0
4,430936922E1;1,708750010E0
4,440936922E1;1,708750010E0
4,450936922E1;1,708750010E0
4,460936922E1;1,708750010E0
4,470936922E1;1,708750010E0
4,480936922E1;1,708750010E0
4,490936922E1;1,708750010E0
4,500936922E1;1,708750010E0
4,510936922E1;1,708750010E0
4,520936922E1;1,708750010E0
4,530936922E1;1,708750010E0
4,540936922E1;1,708750010E0
4,550936922E1;1,708750010E0
4,560936922E1;1,708750010E0
4,570936922E1;1,708750010E0
4,580936922E1;1,708750010E0
4,590936922E1;1,708750010E0
4,600936922E1;1,708750010E0
4,610936922E1;1,708750010E0
4,620936922E1;1,708750010E0
4,630936922E1;1,708750010E0
4,640936922E1;1,708750010E0
4,650936922E1;1,708750010E0
4,660936922E1;1,708750010E0
4,670936922E1;1,708750010E0
4,680936922E1;1,708750010E0
4,690936922E1;1,708750010E0
4,700936922E1;1,708750010E0
4,710936922E1;1,708750010E0
4,720936922E1;1,708750010E0
4,730936922E1;1,708750010E0
4,740936922E1;1,708750010E0
4,750936922E1;1,708750010E0
4,760936922E1;1,708750010E0
4,770936922E1;1,708750010E0
4,780936922E1;1,708750010E0
4,790936922E1;1,708750010E0
4,800936922E1;1,708750010E0
4,810936922E1;1,708750010E0
4,820936922E1;1,708750010E0
4,830936922E1;1,708750010E0
4,840936922E1;1,708750010E0
4,850936922E1;1,708750010E0
4,860936922E1;1,708750010E0
4,870936922E1;1,708750010E0
4,880936922E1;1,708750010E0
4,890936922E1;1,708750010E0
4,900936922E1;1,708750010E0
4,910936922E1;1,708750010E0
4,920936922E1;1,708750010E0
4,930936922E1;1,708750010E0
4,940936922E1;1,708750010E0
4,950936922E1;1,708750010E0
4,960936922E1;1,708750010E0
4,970936922E1;1,708750010E0
4,980936922E1;1,708750010E0
4,990936922E1;1,708750010E0
5,000936922E1;1,708750010E0
5,010936922E1;1,708750010E0
5,020936922E1;1,708750010E0
5,030936922E1;1,708750010E0
5,040936922E1;1,708750010E0
5,050936922E1;1,708750010E0
5,060936922E1;1,708750010E0
5,070936922E1;1,708750010E0
5,080936922E1;1,708750010E0
5,090936922E1;1,708750010E0
5,100936922E1;1,708750010E0
5,110936922E1;1,708750010E0
5,120936922E1;1,708750010E0
5,130936922E1;1,708750010E0
5,140936922E1;1,708750010E0
5,150936922E1;1,708750010E0
5,160936922E1;1,708750010E0
5,170936922E1;1,708750010E0
5,180936922E1;1,708750010E0
5,190936922E1;1,708750010E0
5,200936922E1;1,708750010E0
5,210936922E1;1,708750010E0
5,220936922E1;1,708750010E0
5,230936922E1;1,708750010E0
5,240936922E1;1,708750010E0
5,250936922E1;1,708750010E0
5,260936922E1;1,708750010E0
5,270936922E1;1,708750010E0
5,280936922E1;1,708750010E0
5,290936922E1;1,708750010E0
5,300936922E1;1,708750010E0
5,310936922E1;1,708750010E0
5,320936922E1;1,708750010E0
5,330936922E1;1,708750010E0
5,340936922E1;1,708750010E0
5,350936922E1;1,708750010E0
5,360936922E1;1,708750010E0
5,370936922E1;1,708750010E0
5,380936922E1;1,708750010E0
5,390936922E1;1,708750010E0
5,400936922E1;1,708750010E0
5,410936922E1;1,708750010E0
5,420936922E1;1,708750010E0
5,430936922E1;1,708750010E0
5,440936922E1;1,708750010E0
5,450936922E1;1,708750010E0
5,460936922E1;1,708750010E0
5,470936922E1;1,708750010E0
5,480936922E1;1,708750010E0
5,490936922E1;1,708750010E0
5,500936922E1;1,708750010E0
5,510936922E1;1,708750010E0
5,520936922E1;1,708750010E0
5,530936922E1;1,708750010E0
5,540936922E1;1,708750010E0
5,550936922E1;1,708750010E0
5,560936922E1;1,708750010E0
5,570936922E1;1,708750010E0
5,580936922E1;1,708750010E0
5,590936922E1;1,708750010E0
5,600936922E1;1,708750010E0
5,610936922E1;1,708750010E0
5,620936922E1;1,708750010E0
5,630936922E1;1,708750010E0
5,640936922E1;1,708750010E0
5,650936922E1;1,708750010E0
5,660936922E1;1,708750010E0
5,670936922E1;1,708750010E0
5,680936922E1;1,708750010E0
5,690936922E1;1,708750010E0
5,700936922E1;1,708750010E0
5,710936922E1;1,708750010E0
5,720936922E1;1,708750010E0
5,730936922E1;1,708750010E0
5,740936922E1;1,708750010E0
5,750936922E1;1,708750010E0
5,760936922E1;1,708750010E0
5,770936922E1;1,708750010E0
5,780936922E1;1,708750010E0
5,790936922E1;1,708750010E0
5,800936922E1;1,708750010E0
5,810936922E1;1,708750010E0
5,820936922E1;1,708750010E0
5,830936922E1;1,708750010E0
5,840936922E1;1,708750010E0
5,850936922E1;1,708750010E0
5,860936922E1;1,708750010E0
5,870936922E1;1,708750010E0
5,880936922E1;1,708750010E0
5,890936922E1;1,708750010E0
5,900936922E1;1,708750010E0
5,910936922E1;1,708750010E0
5,920936922E1;1,708750010E0
5,930936922E1;1,708750010E0
5,940936922E1;1,708750010E0
5,950936922E1;1,708750010E0
5,960936922E1;1,708750010E0
5,970936922E1;1,708750010E0
5,980936922E1;1,708750010E0
5,990936922E1;1,708750010E0
6,000936922E1;1,708750010E0
6,010936922E1;1,708750010E0
6,020936922E1;1,708750010E0
6,030936922E1;1,708750010E0
6,040936922E1;1,708750010E0
6,050936922E1;1,708750010E0
6,060936922E1;1,708750010E0
6,070936922E1;1,708750010E0
6,080936922E1;1,708750010E0
6,090936922E1;1,708750010E0
6,100936922E1;1,708750010E0
6,110936922E1;1,708750010E0
6,120936922E1;1,708750010E0
6,130936922E1;1,708750010E0
6,140936922E1;1,708750010E0
6,150936922E1;1,708750010E0
6,160936922E1;1,708750010E0
6,170936922E1;1,708750010E0
6,180936922E1;1,708750010E0
6,190936922E1;1,708750010E0
6,200936922E1;1,708750010E0
6,210936922E1;1,708750010E0
6,220936922E1;1,708750010E0
6,230936922E1;1,708750010E0
6,240936922E1;1,708750010E0
6,250936922E1;1,708750010E0
6,260936922E1;1,708750010E0
6,270936922E1;1,708750010E0
6,280936922E1;1,708750010E0
6,290936922E1;1,708750010E0
6,300936922E1;1,708750010E0
6,310936922E1;1,708750010E0
6,320936922E1;1,708750010E0
6,330936922E1;1,708750010E0
6,340936922E1;1,708750010E0
6,350936922E1;1,708750010E0
6,360936922E1;1,708750010E0
6,370936922E1;1,708750010E0
6,380936922E1;1,708750010E0
6,390936922E1;1,708750010E0
6,400936922E1;1,708750010E0
6,410936922E1;1,708750010E0
6,420936922E1;1,708750010E0
6,430936922E1;1,708750010E0
6,440936922E1;1,708750010E0
6,450936922E1;1,708750010E0
6,460936922E1;1,708750010E0
6,470936922E1;1,708750010E0
6,480936922E1;1,708750010E0
6,490936922E1;1,708750010E0
6,500936922E1;1,708750010E0
6,510936922E1;1,708750010E0
6,520936922E1;1,708750010E0
6,530936922E1;1,708750010E0
6,540936922E1;1,708750010E0
6,550936922E1;1,708750010E0
6,560936922E1;1,708750010E0
6,570936922E1;1,708750010E0
6,580936922E1;1,708750010E0
6,590936922E1;1,708750010E0
6,600936922E1;1,708750010E0
6,610936922E1;1,708750010E0
6,620936922E1;1,708750010E0
6,630936922E1;1,708750010E0
6,640936922E1;1,708750010E0
6,650936922E1;1,708750010E0
6,660936922E1;1,708750010E0
6,670936922E1;1,708750010E0
6,680936922E1;1,708750010E0
6,690936922E1;1,708750010E0
6,700936922E1;1,708750010E0
6,710936922E1;1,708750010E0
6,720936922E1;1,708750010E0
6,730936922E1;1,708750010E0
6,740936922E1;1,708750010E0
6,750936922E1;1,708750010E0
6,760936922E1;1,708750010E0
6,770936922E1;1,708750010E0
6,780936922E1;1,708750010E0
6,790936922E1;1,708750010E0
6,800936922E1;1,708750010E0
6,810936922E1;1,708750010E0
6,820936922E1;1,708750010E0
6,830936922E1;1,708750010E0
6,840936922E1;1,708750010E0
6,850936922E1;1,708750010E0
6,860936922E1;1,708750010E0
6,870936922E1;1,708750010E0
6,880936922E1;1,708750010E0
6,890936922E1;1,708750010E0
6,900936922E1;1,708750010E0
6,910936922E1;1,708750010E0
6,920936922E1;1,708750010E0
6,930936922E1;1,708750010E0
6,940936922E1;1,708750010E0
6,950936922E1;1,708750010E0
6,960936922E1;1,708750010E0
6,970936922E1;1,708750010E0
6,980936922E1;1,708750010E0
6,990936922E1;1,708750010E0
7,000936922E1;1,708750010E0
7,010936922E1;1,708750010E0
7,020936922E1;1,708750010E0
7,030936922E1;1,708750010E0
7,040936922E1;1,708750010E0
7,050936922E1;1,708750010E0
7,060936922E1;1,708750010E0
7,070936922E1;1,708750010E0
7,080936922E1;1,708750010E0
7,090936922E1;1,708750010E0
7,100936922E1;1,708750010E0
7,110936922E1;1,708750010E0
7,120936922E1;1,708750010E0
7,130936922E1;1,708750010E0
7,140936922E1;1,708750010E0
7,150936922E1;1,708750010E0
7,160936922E1;1,708750010E0
7,170936922E1;1,708750010E0
7,180936922E1;1,708750010E0
7,190936922E1;1,708750010E0
7,200936922E1;1,708750010E0
7,210936922E1;1,708750010E0
7,220936922E1;1,708750010E0
7,230936922E1;1,708750010E0
7,240936922E1;1,708750010E0
7,250936922E1;1,708750010E0
7,260936922E1;1,708750010E0
7,270936922E1;1,708750010E0
7,280936922E1;1,708750010E0
7,290936922E1;1,708750010E0
7,300936922E1;1,708750010E0
7,310936922E1;1,708750010E0
7,320936922E1;1,708750010E0
7,330936922E1;1,708750010E0
7,340936922E1;1,708750010E0
7,350936922E1;1,708750010E0
7,360936922E1;1,708750010E0
7,370936922E1;1,708750010E0
7,380936922E1;1,708750010E0
7,390936922E1;1,708750010E0
7,400936922E1;1,708750010E0
7,410936922E1;1,708750010E0
7,420936922E1;1,708750010E0
7,430936922E1;1,708750010E0
7,440936922E1;1,708750010E0
7,450936922E1;1,708750010E0
7,460936922E1;1,708750010E0
7,470936922E1;1,708750010E0
7,480936922E1;1,708750010E0
7,490936922E1;1,708750010E0
7,500936922E1;1,708750010E0
7,510936922E1;1,708750010E0
7,520936922E1;1,708750010E0
7,530936922E1;1,708750010E0
7,540936922E1;1,708750010E0
7,550936922E1;1,708750010E0
7,560936922E1;1,708750010E0
7,570936922E1;1,708750010E0
7,580936922E1;1,708750010E0
7,590936922E1;1,708750010E0
7,600936922E1;1,708750010E0
7,610936922E1;1,708750010E0
7,620936922E1;1,708750010E0
7,630936922E1;1,708750010E0
7,640936922E1;1,708750010E0
7,650936922E1;1,708750010E0
7,660936922E1;1,708750010E0
7,670936922E1;1,708750010E0
7,680936922E1;1,708750010E0
7,690936922E1;1,708750010E0
7,700936922E1;1,708750010E0
7,710936922E1;1,708750010E0
7,720936922E1;1,708750010E0
7,730936922E1;1,708750010E0
7,740936922E1;1,708750010E0
7,750936922E1;1,708750010E0
7,760936922E1;1,708750010E0
7,770936922E1;1,708750010E0
7,780936922E1;1,708750010E0
7,790936922E1;1,708750010E0
7,800936922E1;1,708750010E0
7,810936922E1;1,708750010E0
7,820936922E1;1,708750010E0
7,830936922E1;1,708750010E0
7,840936922E1;1,708750010E0
7,850936922E1;1,708750010E0
7,860936922E1;1,708750010E0
7,870936922E1;1,708750010E0
7,880936922E1;1,708750010E0
7,890936922E1;1,708750010E0
7,900936922E1;1,708750010E0
7,910936922E1;1,708750010E0
7,920936922E1;1,708750010E0
7,930936922E1;1,708750010E0
7,940936922E1;1,708750010E0
7,950936922E1;1,708750010E0
7,960936922E1;1,708750010E0
7,970936922E1;1,708750010E0
7,980936922E1;1,708750010E0
7,990936922E1;1,708750010E0
8,000936922E1;1,708750010E0
8,010936922E1;1,708750010E0
8,020936922E1;1,708750010E0
8,030936922E1;1,708750010E0
8,040936922E1;1,708750010E0
8,050936922E1;1,708750010E0
8,060936922E1;1,708750010E0
8,070936922E1;1,708750010E0
8,080936922E1;1,708750010E0
8,090936922E1;1,708750010E0
8,100936922E1;1,708750010E0
8,110936922E1;1,708750010E0
8,120936922E1;1,708750010E0
8,130936922E1;1,708750010E0
8,140936922E1;1,708750010E0
8,150936922E1;1,708750010E0
8,160936922E1;1,708750010E0
8,170936922E1;1,708750010E0
8,180936922E1;1,708750010E0
8,190936922E1;1,708750010E0
8,200936922E1;1,708750010E0
8,210936922E1;1,708750010E0
8,220936922E1;1,708750010E0
8,230936922E1;1,708750010E0
8,240936922E1;1,708750010E0
8,250936922E1;1,708750010E0
8,260936922E1;1,708750010E0
8,270936922E1;1,708750010E0
8,280936922E1;1,708750010E0
8,290936922E1;1,708750010E0
8,300936922E1;1,708750010E0
8,310936922E1;1,708750010E0
8,320936922E1;1,708750010E0
8,330936922E1;1,708750010E0
8,340936922E1;1,708750010E0
8,350936922E1;1,708750010E0
8,360936922E1;1,708750010E0
8,370936922E1;1,708750010E0
8,380936922E1;1,708750010E0
8,390936922E1;1,708750010E0
8,400936922E1;1,708750010E0
8,410936922E1;1,708750010E0
8,420936922E1;1,708750010E0
8,430936922E1;1,708750010E0
8,440936922E1;1,708750010E0
8,450936922E1;1,708750010E0
8,460936922E1;1,708750010E0
8,470936922E1;1,708750010E0
8,480936922E1;1,708750010E0
8,490936922E1;1,708750010E0
8,500936922E1;1,708750010E0
8,510936922E1;1,708750010E0
8,520936922E1;1,708750010E0
8,530936922E1;1,708750010E0
8,540936922E1;1,708750010E0
8,550936922E1;1,708750010E0
8,560936922E1;1,708750010E0
8,570936922E1;1,708750010E0
8,580936922E1;1,708750010E0
8,590936922E1;1,708750010E0
8,600936922E1;1,708750010E0
8,610936922E1;1,708750010E0
8,620936922E1;1,708750010E0
8,630936922E1;1,708750010E0
8,640936922E1;1,708750010E0
8,650936922E1;1,708750010E0
8,660936922E1;1,708750010E0
8,670936922E1;1,708750010E0
8,680936922E1;1,708750010E0
8,690936922E1;1,708750010E0
8,700936922E1;1,708750010E0
8,710936922E1;1,708750010E0
8,720936922E1;1,708750010E0
8,730936922E1;1,708750010E0
8,740936922E1;1,708750010E0
8,750936922E1;1,708750010E0
8,760936922E1;1,708750010E0
8,770936922E1;1,708750010E0
8,780936922E1;1,708750010E0
8,790936922E1;1,708750010E0
8,800936922E1;1,708750010E0
8,810936922E1;1,708750010E0
8,820936922E1;1,708750010E0
8,830936922E1;1,708750010E0
8,840936922E1;1,708750010E0
8,850936922E1;1,708750010E0
8,860936922E1;1,708750010E0
8,870936922E1;1,708750010E0
8,880936922E1;1,708750010E0
8,890936922E1;1,708750010E0
8,900936922E1;1,708750010E0
8,910936922E1;1,708750010E0
8,920936922E1;1,708750010E0
8,930936922E1;1,708750010E0
8,940936922E1;1,708750010E0
8,950936922E1;1,708750010E0
8,960936922E1;1,708750010E0
8,970936922E1;1,708750010E0
8,980936922E1;1,708750010E0
8,990936922E1;1,708750010E0
9,000936922E1;1,708750010E0
9,010936922E1;1,708750010E0
9,020936922E1;1,708750010E0
9,030936922E1;1,708750010E0
9,040936922E1;1,708750010E0
9,050936922E1;1,708750010E0
9,060936922E1;1,708750010E0
9,070936922E1;1,708750010E0
9,080936922E1;1,708750010E0
9,090936922E1;1,708750010E0
9,100936922E1;1,708750010E0
9,110936922E1;1,708750010E0
9,120936922E1;1,708750010E0
9,130936922E1;1,708750010E0
9,140936922E1;1,708750010E0
9,150936922E1;1,708750010E0
9,160936922E1;1,708750010E0
9,170936922E1;1,708750010E0
9,180936922E1;1,708750010E0
9,190936922E1;1,708750010E0
9,200936922E1;1,708750010E0
9,210936922E1;1,708750010E0
9,220936922E1;1,708750010E0
9,230936922E1;1,708750010E0
9,240936922E1;1,708750010E0
9,250936922E1;1,708750010E0
9,260936922E1;1,708750010E0
9,270936922E1;1,708750010E0
9,280936922E1;1,708750010E0
9,290936922E1;1,708750010E0
9,300936922E1;1,708750010E0
9,310936922E1;1,708750010E0
9,320936922E1;1,708750010E0
9,330936922E1;1,708750010E0
9,340936922E1;1,708750010E0
