"Time (s)";"X (hPa)"
-5,665276667E-1;1,007854996E3
4,386383333E-1;1,007857056E3
1,443766333E0;1,007859192E3
2,448931333E0;1,007861938E3
3,454137333E0;1,007868729E3
3,806019333E0;1,007872086E3
4,878184333E0;1,007873535E3
5,950384333E0;1,007875900E3
7,022573333E0;1,007875900E3
8,094775333E0;1,007873840E3
9,167008333E0;1,007869568E3
1,023919233E1;1,007863464E3
1,131140533E1;1,007862473E3
1,238358833E1;1,007862473E3
1,345579433E1;1,007867126E3
1,452803033E1;1,007871933E3
1,560024033E1;1,007879868E3
1,667243433E1;1,007884140E3
1,774463733E1;1,007886810E3
1,881682633E1;1,007886887E3
1,988900333E1;1,007886810E3
2,096115133E1;1,007883911E3
2,203331833E1;1,007880783E3
2,310550933E1;1,007877197E3
2,417769033E1;1,007873611E3
2,524984233E1;1,007870026E3
2,632200733E1;1,007866669E3
2,739414633E1;1,007863693E3
2,846633633E1;1,007860947E3
2,953851033E1;1,007857819E3
3,061062933E1;1,007856598E3
3,168275733E1;1,007856598E3
3,275490533E1;1,007857971E3
3,382704633E1;1,007862167E3
3,489920233E1;1,007867279E3
3,597137933E1;1,007872772E3
3,704352433E1;1,007873840E3
3,811568333E1;1,007873840E3
3,918781533E1;1,007871094E3
4,025997933E1;1,007864380E3
4,133214733E1;1,007854691E3
4,240433333E1;1,007846756E3
4,347653933E1;1,007839966E3
4,454872333E1;1,007834015E3
4,562093133E1;1,007829132E3
4,669314833E1;1,007829132E3
4,776533333E1;1,007829132E3
4,883754133E1;1,007832184E3
4,990971233E1;1,007835541E3
5,098192433E1;1,007838898E3
5,205410633E1;1,007843246E3
5,312636133E1;1,007847061E3
5,419859233E1;1,007850037E3
5,527083933E1;1,007854614E3
5,634306733E1;1,007856750E3
5,741530233E1;1,007856750E3
5,848750333E1;1,007856750E3
5,955971633E1;1,007855225E3
6,063196033E1;1,007850876E3
6,170419533E1;1,007846909E3
6,277643633E1;1,007846375E3
6,384868333E1;1,007845230E3
6,492090833E1;1,007846375E3
6,599311533E1;1,007847519E3
6,706532133E1;1,007850189E3
6,813753233E1;1,007850189E3
6,920980233E1;1,007849655E3
7,028202933E1;1,007848740E3
7,135424033E1;1,007847672E3
7,242645633E1;1,007847672E3
7,349868833E1;1,007847214E3
7,457092633E1;1,007845993E3
7,564315233E1;1,007844772E3
7,671537233E1;1,007844543E3
7,778758833E1;1,007844772E3
7,885982133E1;1,007845154E3
7,993206433E1;1,007845612E3
8,100430233E1;1,007847290E3
8,207655733E1;1,007848053E3
8,314876633E1;1,007848587E3
8,422098733E1;1,007849197E3
8,529320233E1;1,007849197E3
8,636542533E1;1,007850189E3
8,743763633E1;1,007850189E3
8,850986233E1;1,007850647E3
8,958210233E1;1,007851028E3
9,065433733E1;1,007850647E3
9,172654833E1;1,007848969E3
9,279877133E1;1,007846603E3
9,387103433E1;1,007844162E3
9,494331433E1;1,007840576E3
9,601557333E1;1,007840576E3
9,708785933E1;1,007838593E3
9,816012033E1;1,007835007E3
9,923240533E1;1,007829208E3
1,003046863E2;1,007826614E3
1,013769483E2;1,007826614E3
1,024491783E2;1,007826920E3
1,035214373E2;1,007830811E3
1,045937703E2;1,007835693E3
1,056660173E2;1,007841797E3
1,067383093E2;1,007842255E3
1,078106063E2;1,007841949E3
1,088828843E2;1,007841949E3
1,099551423E2;1,007838898E3
1,110273813E2;1,007836761E3
1,120996463E2;1,007836685E3
1,131718753E2;1,007836761E3
1,142441463E2;1,007837830E3
1,153163543E2;1,007843094E3
1,163885783E2;1,007846375E3
1,174608353E2;1,007846375E3
1,185330663E2;1,007846375E3
1,196053023E2;1,007841110E3
1,206775463E2;1,007834244E3
1,217497643E2;1,007826462E3
1,228219323E2;1,007820740E3
1,238941533E2;1,007817001E3
1,249663703E2;1,007814178E3
1,260385873E2;1,007813568E3
1,271108173E2;1,007813568E3
1,281829893E2;1,007813568E3
1,292551633E2;1,007810822E3
1,303273493E2;1,007809753E3
1,313995343E2;1,007806625E3
1,324717023E2;1,007804794E3
1,335439093E2;1,007804108E3
1,346161053E2;1,007803955E3
1,356883403E2;1,007804108E3
1,367605543E2;1,007807312E3
1,378327803E2;1,007807846E3
1,389049803E2;1,007810059E3
1,399772173E2;1,007813797E3
1,410494483E2;1,007817001E3
1,421217063E2;1,007817535E3
1,431939143E2;1,007819748E3
1,442661433E2;1,007823639E3
1,453383183E2;1,007825165E3
1,464105483E2;1,007830811E3
1,474827433E2;1,007839432E3
1,485549313E2;1,007847672E3
1,496271273E2;1,007853775E3
1,506993263E2;1,007858276E3
1,517715483E2;1,007863541E3
1,528437563E2;1,007864380E3
1,539159473E2;1,007865219E3
1,549881473E2;1,007868271E3
1,560603683E2;1,007870865E3
1,571325843E2;1,007872391E3
1,582048043E2;1,007873230E3
1,592770323E2;1,007873230E3
1,603492593E2;1,007870255E3
1,614214703E2;1,007867661E3
1,624936243E2;1,007863312E3
1,635657763E2;1,007863312E3
1,646379223E2;1,007863846E3
1,657100783E2;1,007865143E3
1,667822443E2;1,007865372E3
1,678544523E2;1,007865372E3
1,689266553E2;1,007863235E3
1,699988823E2;1,007861328E3
1,710711123E2;1,007859268E3
1,721433203E2;1,007858658E3
1,732155853E2;1,007858658E3
1,742878153E2;1,007859268E3
1,753600343E2;1,007859268E3
1,764322523E2;1,007858810E3
1,775044533E2;1,007855682E3
1,785766813E2;1,007848282E3
1,796488813E2;1,007841339E3
1,807211433E2;1,007835007E3
1,817933503E2;1,007828522E3
1,828655353E2;1,007820587E3
1,839377583E2;1,007815018E3
1,850099603E2;1,007808304E3
1,860821823E2;1,007795029E3
1,871543873E2;1,007782440E3
1,882266083E2;1,007772522E3
1,892988643E2;1,007758408E3
1,903711263E2;1,007756348E3
1,914433603E2;1,007754440E3
1,925155503E2;1,007753220E3
1,935877893E2;1,007753220E3
1,946600253E2;1,007767487E3
1,957322373E2;1,007778625E3
1,968044643E2;1,007787018E3
1,978766833E2;1,007802887E3
1,989489853E2;1,007817612E3
2,000212703E2;1,007821655E3
2,010935213E2;1,007823029E3
2,021657513E2;1,007825317E3
2,032380043E2;1,007825775E3
2,043102893E2;1,007829361E3
2,053825833E2;1,007830887E3
2,064548683E2;1,007830887E3
2,075271613E2;1,007820511E3
2,085994323E2;1,007820511E3
2,096717283E2;1,007823639E3
2,107440423E2;1,007834244E3
2,118163253E2;1,007846603E3
2,128885813E2;1,007868347E3
2,139608233E2;1,007889328E3
2,150330603E2;1,007898636E3
2,161053063E2;1,007906876E3
2,171775823E2;1,007917786E3
2,182498503E2;1,007930908E3
2,193221403E2;1,007942200E3
2,203944523E2;1,007942200E3
2,214667523E2;1,007932892E3
2,225390723E2;1,007913132E3
2,236113743E2;1,007891846E3
2,246836633E2;1,007867508E3
2,257559453E2;1,007842407E3
2,268282053E2;1,007819061E3
2,279004803E2;1,007789230E3
2,289727783E2;1,007770691E3
2,300451033E2;1,007752914E3
2,311173723E2;1,007745819E3
2,321896403E2;1,007745819E3
2,332619593E2;1,007766876E3
2,343342833E2;1,007781830E3
2,354065453E2;1,007795868E3
2,364787573E2;1,007803497E3
2,375509843E2;1,007810822E3
2,386232173E2;1,007819519E3
2,396955053E2;1,007831497E3
2,407678143E2;1,007845840E3
2,418400973E2;1,007851257E3
2,429123903E2;1,007851715E3
2,439846883E2;1,007851715E3
2,450570223E2;1,007840118E3
2,461293203E2;1,007836685E3
2,472016203E2;1,007836685E3
2,482739603E2;1,007843857E3
2,493462693E2;1,007850647E3
