"Time (s)";"X (rad/s)";"Y (rad/s)";"Z (rad/s)"
9,447512502E-2;-8,417052627E-1;-2,317281999E-2;3,215519488E-1
1,949671250E-1;-6,568304896E-1;-3,966665566E-1;4,866548181E-1
2,954591250E-1;-4,601150751E-1;-2,324365228E-1;9,659205675E-1
3,959495834E-1;-2,374216080E0;-1,213961124E0;3,695945144E-1
4,964415834E-1;4,097026587E-1;-9,429545999E-1;7,431726456E-1
5,969335834E-1;1,671944380E0;-4,873078763E-1;2,069552660E0
6,974245833E-1;-2,816611528E-1;-2,343658447E0;1,298948765E0
7,979165833E-1;-1,630761862E0;-3,464932442E0;1,685805798E0
8,984085833E-1;-2,761281729E0;-6,582974195E-1;2,100628138E0
9,989005833E-1;-2,178709030E0;1,570457458E0;1,414742470E-1
1,099391583E0;-6,128613949E-1;-9,563010931E-1;-1,578126103E-1
1,199883583E0;-4,476333618E0;2,181830168E0;9,076623917E-1
1,300375583E0;-1,813931227E0;-2,413249254E0;2,156774521E0
1,400867750E0;1,832046032E0;-2,029235125E0;1,875037551E0
1,501358750E0;2,123478413E0;7,509514093E-1;-6,983764172E-1
1,601850750E0;-5,816760063E-1;3,054845929E-1;-1,036837459E0
1,702342750E0;4,117990732E-1;6,206128001E-1;-3,630253673E-1
1,802834750E0;1,316465378E0;1,188156962E0;1,010086238E-1
1,903325750E0;5,524012446E-1;-2,423784435E-1;-6,070816889E-2
2,003817750E0;-6,091801524E-1;-8,662902713E-1;-3,747608662E-1
2,104309750E0;-2,973945737E-1;-1,195485950E0;-4,404530823E-1
2,204801750E0;-2,858493924E-1;-2,286984921E-1;-1,416603088E0
2,305292750E0;7,554122210E-1;-1,931896955E-1;-1,406126380E0
2,405784125E0;6,787618399E-1;-6,293333769E-1;-9,580035806E-1
2,506276125E0;2,139616162E-1;2,520454526E-1;9,487735629E-1
2,606768125E0;-7,345969081E-1;1,227323890E0;1,273686528E0
2,707259125E0;3,619466424E-1;1,735202074E-1;5,518214703E-1
2,807751125E0;1,510485172E0;-1,598765373E0;-1,378768444E0
2,908243125E0;-2,858935595E0;5,773670077E-1;-9,540283680E-2
3,008735125E0;3,042760134E0;-3,487830877E0;-2,213414192E0
3,109227125E0;-1,746058762E-1;1,381534934E0;7,378578186E-1
3,209719125E0;6,781837344E-1;6,433714628E-1;9,660371542E-1
3,310210125E0;1,167244762E-1;-1,406920671E0;2,863383293E0
3,410702458E0;-5,644175410E-1;-9,259675741E-1;1,710632801E0
3,511194458E0;1,217312813E0;-7,234035134E-1;1,448288560E0
3,611686458E0;1,989319205E0;-1,326212168E0;1,689703017E-1
3,712178458E0;4,751830697E-1;-6,936393380E-1;7,199779153E-1
3,812669458E0;1,327284575E-1;-1,376278978E-2;1,384444118E0
3,913161458E0;-3,254882991E-1;2,825098336E-1;1,541479349E0
4,013653458E0;8,922037482E-1;6,294608712E-1;-4,478211999E-1
4,114145458E0;-3,942877054E-1;3,802050948E-1;-6,321740150E-1
4,214637458E0;8,559899926E-1;-7,244133949E-1;2,708505988E-1
4,315129458E0;-2,203115970E-1;-5,990480781E-1;-2,229139507E-1
4,415621708E0;2,961056121E-2;-4,950644076E-1;-8,060984612E-1
4,516112708E0;7,214483023E-1;-6,191661209E-2;-6,167965531E-1
4,616604708E0;9,777322412E-1;-9,047881365E-1;1,699966788E-1
4,717096708E0;-3,587279618E-1;-6,217809319E-1;1,634415388E0
4,817588708E0;3,250921667E-1;-8,115745187E-1;1,664985061E0
4,918080708E0;-8,288820088E-2;4,116111621E-2;1,074977756E0
5,018572708E0;-4,193083942E-1;7,467651367E-1;-8,178278804E-1
