"Time (s)";"Latitude (°)";"Longitude (°)";"Height (m)";"Velocity (m/s)";"Direction (°)";"Horizontal Accuracy (m)";"Vertical Accuracy (°)"
9,217402446E1;5,235605487E1;4,890528768E0;1,657255728E0;1,072807267E0;4,715869415E0;4,915411418E0;3,108579679E0
9,317401433E1;5,235607290E1;4,890535801E0;1,648593665E0;9,868154752E-1;1,305107760E0;4,897234513E0;3,137137415E0
9,417400408E1;5,235607524E1;4,890565753E0;2,061649953E0;7,058789072E-1;2,102603903E1;4,882218659E0;3,160455347E0
9,517399454E1;5,235608858E1;4,890577451E0;2,198624288E0;7,882856262E-1;1,158469545E1;4,873128350E0;3,174453830E0
9,617398477E1;5,235610295E1;4,890596203E0;1,854691736E0;1,001693202E0;1,929701505E1;4,869900705E0;3,179403113E0
9,717397463E1;5,235611249E1;4,890608834E0;1,906850661E0;1,066670647E0;1,940312757E1;4,871123108E0;3,177529968E0
9,817396533E1;5,235613618E1;4,890605679E0;1,877176929E0;1,207024803E0;1,073842240E1;4,859217802E0;3,195706399E0
9,917395663E1;5,235614232E1;4,890613790E0;2,181145786E0;9,384450451E-1;1,376172096E1;4,849655428E0;3,210199257E0
1,001739471E2;5,235615409E1;4,890617936E0;2,276506323E0;8,772821275E-1;1,937621476E1;4,844969107E0;3,217267690E0
1,011739377E2;5,235615901E1;4,890626066E0;2,388834921E0;9,803274550E-1;1,116268673E1;4,845695074E0;3,216174169E0
1,021739285E2;5,235616791E1;4,890629454E0;2,450643253E0;8,652562234E-1;1,007846512E1;4,849024506E0;3,211152188E0
1,031739188E2;5,235617556E1;4,890636405E0;2,568941380E0;9,174754316E-1;6,921903573E0;4,849104279E0;3,211031723E0
1,041739095E2;5,235618888E1;4,890620854E0;2,265584892E0;1,003228410E0;3,488693377E2;4,853508922E0;3,204370169E0
1,051739004E2;5,235619039E1;4,890608973E0;2,405496236E0;1,011461836E0;3,414819207E2;4,853067292E0;3,205038984E0
