"event";"experiment time";"system time";"system time text"
"START";0,000000000000000E0;1,717583600293000E9;"2024-06-05 12:33:20.293 UTC+02:00"
"PAUSE";6,052540770000014E2;1,717584205545000E9;"2024-06-05 12:43:25.545 UTC+02:00"
"START";6,052540770000014E2;1,717584207212000E9;"2024-06-05 12:43:27.212 UTC+02:00"
"PAUSE";6,131936114166674E2;1,717584215151000E9;"2024-06-05 12:43:35.151 UTC+02:00"
