"Time (s)";"X (µT)";"Y (µT)";"Z (µT)"
3,912943183E1;-4,174255371E0;3,281596375E1;3,091986084E1
3,922992483E1;-5,321640015E0;3,365379333E1;3,072587585E1
3,933041683E1;-4,048767090E-1;3,871226501E1;2,365130615E1
3,943090983E1;4,682464600E-1;4,042054749E1;2,122741699E1
3,953140283E1;-2,551910400E0;4,011354828E1;2,072702026E1
3,963189483E1;-2,204589844E0;4,064170837E1;1,994209290E1
3,973238846E1;-1,655578613E-1;4,025792694E1;2,084934998E1
3,983288046E1;-1,967758179E0;4,056403351E1;2,032237244E1
3,993337346E1;-3,805297852E0;3,788171387E1;2,344151306E1
4,003386546E1;-2,344665527E-1;3,729393768E1;2,549281311E1
4,013435846E1;-1,361755371E0;3,629351807E1;2,757734680E1
4,023485146E1;-5,665863037E0;3,286859894E1;3,164364624E1
4,033534346E1;-8,097488403E0;3,257425690E1;3,182032776E1
4,043583646E1;-6,218856812E0;3,826485443E1;2,560861206E1
4,053632846E1;-1,142730713E-1;4,150502014E1;2,058079529E1
4,063682146E1;-4,788803101E0;4,125548553E1;2,067176819E1
4,073731446E1;-4,841827393E0;4,074307251E1;2,043424988E1
4,083780646E1;-2,722793579E0;4,071197510E1;1,992993164E1
4,093829946E1;-3,062057495E0;4,123893738E1;1,951689148E1
4,103879146E1;-5,941970825E0;3,823379517E1;2,277613831E1
4,113928446E1;-2,783645630E0;3,749386597E1;2,429382324E1
4,123977746E1;-2,805053711E0;3,684535217E1;2,654742432E1
4,134026946E1;-6,438964844E0;3,301509857E1;3,105355835E1
4,144076246E1;-7,911026001E0;3,291901398E1;3,102888489E1
4,154125446E1;-4,756271362E0;3,778430176E1;2,520527649E1
4,164174746E1;4,800567627E-1;4,165791321E1;1,961459351E1
4,174224054E1;-5,079345703E0;4,076016998E1;1,977342224E1
4,184273254E1;-5,211837769E0;4,105731201E1;1,930912781E1
4,194322554E1;-3,626220703E0;4,101289368E1;1,975938416E1
4,204371754E1;-4,802078247E0;4,090855408E1;1,925367737E1
4,214421054E1;-6,172500610E0;3,800903320E1;2,262438965E1
