"Time (s)";"X (hPa)"
-5,247679167E-1;1,012619019E3
4,807880833E-1;1,012618866E3
1,486363083E0;1,012618637E3
2,491891083E0;1,012618637E3
3,497442083E0;1,012620468E3
3,848794083E0;1,012625656E3
4,921383083E0;1,012625885E3
5,994020083E0;1,012625961E3
7,066628083E0;1,012625961E3
8,139237083E0;1,012625809E3
9,211883083E0;1,012624588E3
1,028454508E1;1,012622375E3
1,135716508E1;1,012622375E3
1,242977308E1;1,012623062E3
1,350244208E1;1,012623749E3
1,457510408E1;1,012623749E3
1,564778508E1;1,012623215E3
1,672042508E1;1,012623215E3
1,779303808E1;1,012622833E3
1,886564808E1;1,012623215E3
1,993825308E1;1,012624130E3
2,101089208E1;1,012625427E3
2,208351908E1;1,012625427E3
2,315613708E1;1,012626877E3
2,422877008E1;1,012627487E3
2,530140308E1;1,012627487E3
2,637401108E1;1,012626877E3
2,744661208E1;1,012626801E3
2,851921708E1;1,012626801E3
2,959181108E1;1,012627335E3
3,066441608E1;1,012627716E3
3,173705508E1;1,012627716E3
3,280970908E1;1,012624054E3
3,388239308E1;1,012619553E3
3,495505608E1;1,012612915E3
3,602770108E1;1,012603302E3
3,710034808E1;1,012601624E3
3,817299308E1;1,012600937E3
3,924559308E1;1,012596817E3
4,031824308E1;1,012596817E3
4,139089708E1;1,012597580E3
4,246350508E1;1,012606812E3
4,353611708E1;1,012615280E3
4,460875608E1;1,012628479E3
4,568137708E1;1,012639465E3
4,675398408E1;1,012650909E3
4,782662408E1;1,012658005E3
4,889920508E1;1,012667084E3
4,997181008E1;1,012674408E3
5,104440908E1;1,012684326E3
5,211700508E1;1,012684479E3
5,318962808E1;1,012684479E3
5,426227608E1;1,012678680E3
5,533493408E1;1,012669754E3
5,640753508E1;1,012662659E3
5,748012708E1;1,012655258E3
5,855274008E1;1,012648163E3
5,962537608E1;1,012640305E3
6,069798008E1;1,012638168E3
6,177057408E1;1,012635269E3
6,284319108E1;1,012633743E3
6,391579608E1;1,012632141E3
6,498841308E1;1,012623520E3
6,606101208E1;1,012616272E3
6,713364408E1;1,012607040E3
6,820624308E1;1,012599945E3
6,927884508E1;1,012597961E3
7,035144708E1;1,012596741E3
7,142405308E1;1,012596283E3
7,249667508E1;1,012595749E3
7,356926808E1;1,012595291E3
7,464188708E1;1,012595749E3
7,571450408E1;1,012595749E3
7,678708708E1;1,012596283E3
7,785965808E1;1,012596970E3
7,893227108E1;1,012597580E3
8,000487908E1;1,012599335E3
8,107748308E1;1,012599640E3
8,215012708E1;1,012600479E3
8,322274908E1;1,012602844E3
8,429537008E1;1,012604904E3
8,536795908E1;1,012604904E3
8,644054208E1;1,012601547E3
8,751312808E1;1,012597351E3
8,858573808E1;1,012591476E3
8,965836408E1;1,012580185E3
9,073095808E1;1,012569809E3
9,180365408E1;1,012567749E3
9,287630808E1;1,012567749E3
9,394893708E1;1,012579498E3
9,502155508E1;1,012591705E3
9,609415708E1;1,012611542E3
9,716676508E1;1,012626648E3
9,823939608E1;1,012635727E3
9,931197908E1;1,012635727E3
1,003845611E2;1,012635651E3
1,014571151E2;1,012628632E3
1,025297041E2;1,012623672E3
1,036022941E2;1,012619858E3
1,046748741E2;1,012615891E3
1,057474571E2;1,012613983E3
1,068200521E2;1,012613983E3
1,078926431E2;1,012615509E3
1,089652131E2;1,012620316E3
1,100377681E2;1,012627029E3
1,111102961E2;1,012635040E3
1,121828401E2;1,012639313E3
1,132553861E2;1,012639313E3
1,143279501E2;1,012637787E3
1,154004981E2;1,012633591E3
1,164730761E2;1,012626190E3
1,175456041E2;1,012619553E3
1,186181551E2;1,012613831E3
1,196907191E2;1,012610016E3
1,207632711E2;1,012610016E3
1,218358321E2;1,012613602E3
1,229083951E2;1,012617950E3
1,239810001E2;1,012621536E3
1,250536151E2;1,012624130E3
1,261261741E2;1,012627945E3
1,271986751E2;1,012630234E3
1,282711861E2;1,012632904E3
1,293436961E2;1,012635422E3
1,304162471E2;1,012636108E3
1,314887861E2;1,012636108E3
1,325613091E2;1,012632751E3
1,336338471E2;1,012628708E3
1,347063841E2;1,012627029E3
1,357789001E2;1,012625275E3
1,368513801E2;1,012619019E3
1,379238821E2;1,012613754E3
1,389963581E2;1,012609558E3
1,400688581E2;1,012602386E3
1,411413581E2;1,012594833E3
1,422138581E2;1,012589951E3
1,432863671E2;1,012587738E3
1,443589021E2;1,012587433E3
1,454314351E2;1,012586594E3
1,465039801E2;1,012587433E3
1,475765631E2;1,012585983E3
1,486491031E2;1,012585983E3
1,497216391E2;1,012584763E3
1,507941731E2;1,012582169E3
1,518666461E2;1,012578812E3
1,529391611E2;1,012571945E3
1,540116951E2;1,012563095E3
1,550842131E2;1,012549438E3
1,561567291E2;1,012534485E3
1,572292491E2;1,012523041E3
1,583017661E2;1,012523041E3
1,593743341E2;1,012527313E3
1,604469081E2;1,012532730E3
1,615194901E2;1,012540131E3
1,625920921E2;1,012549362E3
1,636647621E2;1,012549362E3
1,647373351E2;1,012547531E3
1,658098761E2;1,012546844E3
1,668824141E2;1,012546387E3
1,679549281E2;1,012542648E3
1,690274421E2;1,012536163E3
1,700999881E2;1,012530060E3
1,711725251E2;1,012530060E3
1,722450201E2;1,012536087E3
1,733175751E2;1,012546921E3
1,743900871E2;1,012556076E3
1,754626401E2;1,012570877E3
1,765351731E2;1,012577133E3
1,776076771E2;1,012577133E3
1,786801971E2;1,012576447E3
1,797527241E2;1,012572784E3
1,808252741E2;1,012571716E3
1,818978441E2;1,012570038E3
1,829704161E2;1,012571335E3
1,840429421E2;1,012571335E3
1,851154761E2;1,012578430E3
1,861880001E2;1,012579956E3
1,872605351E2;1,012583313E3
1,883330961E2;1,012597427E3
1,894056561E2;1,012607422E3
1,904782001E2;1,012621994E3
1,915507731E2;1,012643280E3
1,926232781E2;1,012660294E3
1,936957781E2;1,012670670E3
1,947682791E2;1,012681427E3
1,958407991E2;1,012685547E3
1,969133811E2;1,012685547E3
1,979859351E2;1,012683868E3
1,990585321E2;1,012680893E3
2,001310781E2;1,012679901E3
2,012036171E2;1,012678909E3
2,022760831E2;1,012678604E3
2,033485351E2;1,012677841E3
2,044210481E2;1,012677536E3
2,054935741E2;1,012675095E3
2,065661211E2;1,012666702E3
2,076386341E2;1,012662048E3
2,087111701E2;1,012657166E3
2,097837211E2;1,012657166E3
2,108562991E2;1,012660294E3
2,119288381E2;1,012663651E3
2,130013171E2;1,012663727E3
2,140738011E2;1,012663651E3
2,151463051E2;1,012660751E3
2,162188671E2;1,012652130E3
2,172914201E2;1,012646866E3
2,183639771E2;1,012643280E3
2,194365071E2;1,012639084E3
2,205090161E2;1,012633438E3
2,215815591E2;1,012629776E3
2,226540901E2;1,012628708E3
2,237266241E2;1,012627106E3
2,247991791E2;1,012625122E3
2,258717361E2;1,012621155E3
2,269442951E2;1,012618637E3
2,280168391E2;1,012613754E3
2,290894141E2;1,012606430E3
2,301619711E2;1,012603302E3
2,312345111E2;1,012603226E3
2,323070521E2;1,012600555E3
2,333795691E2;1,012594223E3
2,344520631E2;1,012584152E3
2,355246681E2;1,012572556E3
2,365972751E2;1,012556915E3
2,376698121E2;1,012540970E3
2,387423461E2;1,012529831E3
2,398148721E2;1,012524796E3
2,408873991E2;1,012524109E3
2,419599441E2;1,012520523E3
2,430324831E2;1,012519684E3
2,441050181E2;1,012516556E3
2,451775771E2;1,012506866E3
2,462500951E2;1,012493134E3
2,473226601E2;1,012483749E3
2,483952081E2;1,012474670E3
2,494677731E2;1,012467728E3
2,505402831E2;1,012462616E3
2,516127961E2;1,012456512E3
2,526853121E2;1,012453613E3
2,537578981E2;1,012447739E3
2,548304261E2;1,012440796E3
2,559029451E2;1,012433624E3
2,569754761E2;1,012426834E3
2,580479721E2;1,012417221E3
2,591204521E2;1,012405167E3
2,601929651E2;1,012390594E3
2,612655111E2;1,012376556E3
2,623380681E2;1,012359772E3
2,634105941E2;1,012346497E3
2,644831451E2;1,012332916E3
2,655556881E2;1,012323532E3
2,666282321E2;1,012312698E3
2,677007961E2;1,012306900E3
2,687733621E2;1,012299957E3
2,698459221E2;1,012295456E3
2,709184701E2;1,012293854E3
2,719910131E2;1,012292099E3
2,730635591E2;1,012287750E3
2,741361461E2;1,012280579E3
2,752087111E2;1,012272110E3
2,762812711E2;1,012262268E3
2,773538201E2;1,012250443E3
2,784263541E2;1,012242203E3
2,794988601E2;1,012236786E3
2,805713591E2;1,012233658E3
2,816438541E2;1,012233658E3
2,827162861E2;1,012236938E3
2,837887921E2;1,012240372E3
2,848612351E2;1,012245636E3
2,859337081E2;1,012249374E3
2,870062151E2;1,012252960E3
2,880787021E2;1,012256393E3
2,891511941E2;1,012262650E3
2,902236871E2;1,012266922E3
2,912961771E2;1,012275085E3
2,923686931E2;1,012282028E3
2,934411641E2;1,012288361E3
2,945136431E2;1,012291565E3
2,955861461E2;1,012296600E3
2,966586681E2;1,012299728E3
2,977311571E2;1,012303238E3
2,988036661E2;1,012306900E3
2,998761991E2;1,012310867E3
3,009486771E2;1,012313843E3
3,020211641E2;1,012315674E3
3,030936411E2;1,012319489E3
3,041661361E2;1,012323074E3
3,052386041E2;1,012328110E3
3,063111411E2;1,012334824E3
3,073836541E2;1,012343140E3
3,084561611E2;1,012350082E3
3,095286691E2;1,012359467E3
3,106011461E2;1,012368317E3
3,116736371E2;1,012376175E3
3,127461121E2;1,012385025E3
3,138186311E2;1,012391891E3
3,148911811E2;1,012395935E3
3,159636651E2;1,012402878E3
3,170361331E2;1,012409821E3
3,181086491E2;1,012416077E3
3,191811951E2;1,012422409E3
3,202537171E2;1,012427673E3
3,213262261E2;1,012432098E3
3,223987321E2;1,012434692E3
3,234712151E2;1,012434845E3
3,245437101E2;1,012434921E3
3,256162471E2;1,012434845E3
3,266887931E2;1,012434692E3
3,277613191E2;1,012433624E3
3,288338731E2;1,012431335E3
3,299063831E2;1,012431335E3
3,309789661E2;1,012431870E3
3,320515091E2;1,012431870E3
3,331240681E2;1,012431870E3
3,341966461E2;1,012432098E3
3,352692451E2;1,012432556E3
3,363418471E2;1,012432556E3
3,374144521E2;1,012432556E3
3,384870441E2;1,012431030E3
3,395596121E2;1,012427444E3
3,406321451E2;1,012426376E3
3,417046711E2;1,012425537E3
3,427772111E2;1,012425537E3
3,438497741E2;1,012427750E3
3,449223541E2;1,012429810E3
3,459949171E2;1,012429962E3
3,470674671E2;1,012431259E3
3,481400221E2;1,012432938E3
3,492125731E2;1,012434235E3
3,502851171E2;1,012438431E3
3,513576661E2;1,012443314E3
3,524302231E2;1,012449799E3
3,535027731E2;1,012453613E3
3,545753251E2;1,012457657E3
3,556478581E2;1,012460709E3
3,567204451E2;1,012463074E3
3,577930091E2;1,012465439E3
3,588655651E2;1,012467880E3
3,599380681E2;1,012470627E3
3,610105671E2;1,012475662E3
3,620830901E2;1,012479935E3
3,631556131E2;1,012484589E3
3,642282121E2;1,012490082E3
3,653008001E2;1,012494202E3
3,663733541E2;1,012495651E3
3,674459131E2;1,012496719E3
3,685184171E2;1,012496719E3
3,695909451E2;1,012492981E3
3,706634791E2;1,012487946E3
3,717359531E2;1,012482834E3
3,728084621E2;1,012475510E3
3,738810161E2;1,012465591E3
3,749535361E2;1,012457657E3
3,760260571E2;1,012453766E3
3,770986181E2;1,012450027E3
3,781711681E2;1,012450027E3
3,792437571E2;1,012453156E3
3,803163401E2;1,012454834E3
3,813889191E2;1,012454834E3
3,824615161E2;1,012450256E3
3,835340681E2;1,012439651E3
3,846065861E2;1,012426224E3
3,856791321E2;1,012416763E3
3,867516741E2;1,012407532E3
3,878241731E2;1,012404099E3
3,888967081E2;1,012404099E3
3,899692201E2;1,012404709E3
3,910417591E2;1,012404785E3
3,921143291E2;1,012404785E3
3,931868661E2;1,012406006E3
3,942593871E2;1,012406006E3
3,953319121E2;1,012411041E3
3,964044341E2;1,012415314E3
3,974769771E2;1,012418900E3
3,985495621E2;1,012425766E3
3,996220991E2;1,012429581E3
4,006946281E2;1,012435913E3
4,017671111E2;1,012440491E3
4,028395931E2;1,012448502E3
4,039120951E2;1,012454453E3
4,049846171E2;1,012463303E3
4,060571041E2;1,012465973E3
4,071296191E2;1,012465973E3
4,082020991E2;1,012463531E3
4,092745971E2;1,012460938E3
4,103470621E2;1,012452850E3
4,114195841E2;1,012446594E3
4,124920741E2;1,012445831E3
4,135645431E2;1,012444534E3
4,146370581E2;1,012441025E3
4,157095301E2;1,012441025E3
4,167820371E2;1,012441025E3
4,178545271E2;1,012443085E3
4,189270481E2;1,012443085E3
4,199995521E2;1,012454605E3
4,210720391E2;1,012465591E3
4,221445531E2;1,012471008E3
4,232170411E2;1,012479935E3
4,242895631E2;1,012480392E3
4,253620561E2;1,012480392E3
4,264345601E2;1,012478790E3
4,275070901E2;1,012478790E3
4,285796041E2;1,012479706E3
4,296521401E2;1,012479706E3
4,307246991E2;1,012477570E3
4,317972071E2;1,012471237E3
4,328697371E2;1,012463455E3
4,339422921E2;1,012454605E3
4,350148281E2;1,012444916E3
4,360873931E2;1,012429657E3
4,371599421E2;1,012419662E3
4,382324991E2;1,012414856E3
4,393050771E2;1,012410812E3
4,403776231E2;1,012410812E3
4,414501991E2;1,012419052E3
4,425227461E2;1,012433014E3
4,435953021E2;1,012443314E3
4,446678851E2;1,012456131E3
4,457404181E2;1,012466278E3
4,468129911E2;1,012470016E3
4,478855431E2;1,012470016E3
4,489581401E2;1,012458191E3
4,500307111E2;1,012440948E3
4,511032631E2;1,012431641E3
4,521758421E2;1,012429962E3
4,532484231E2;1,012429962E3
4,543210151E2;1,012430801E3
4,553935701E2;1,012436142E3
4,564661101E2;1,012436142E3
4,575386271E2;1,012428131E3
4,586111531E2;1,012422028E3
4,596836931E2;1,012414017E3
4,607562511E2;1,012400131E3
4,618288261E2;1,012392731E3
4,629013781E2;1,012388153E3
4,639739651E2;1,012388153E3
4,650464531E2;1,012400970E3
4,661189221E2;1,012411652E3
4,671914421E2;1,012418289E3
4,682639281E2;1,012418289E3
4,693364371E2;1,012414856E3
4,704089751E2;1,012399063E3
4,714814961E2;1,012399063E3
4,725540311E2;1,012411118E3
4,736265361E2;1,012435913E3
4,746990541E2;1,012466278E3
4,757715731E2;1,012498016E3
4,768440751E2;1,012518845E3
4,779165881E2;1,012520981E3
4,789890761E2;1,012520981E3
4,800615781E2;1,012514038E3
4,811340851E2;1,012507019E3
4,822065861E2;1,012497787E3
4,832791281E2;1,012491455E3
4,843516461E2;1,012487488E3
4,854241351E2;1,012478180E3
4,864965971E2;1,012469559E3
4,875690581E2;1,012462387E3
4,886415271E2;1,012453842E3
4,897139671E2;1,012444382E3
4,907864171E2;1,012437820E3
4,918589141E2;1,012430496E3
4,929314081E2;1,012425003E3
4,940039011E2;1,012422409E3
4,950763911E2;1,012422409E3
4,961488671E2;1,012423553E3
4,972213181E2;1,012426910E3
4,982937851E2;1,012433853E3
4,993662571E2;1,012438202E3
5,004386971E2;1,012446213E3
5,015111831E2;1,012448730E3
5,025836571E2;1,012452087E3
5,036561351E2;1,012453156E3
5,047285811E2;1,012458267E3
5,058010191E2;1,012464905E3
5,068734921E2;1,012475281E3
5,079459421E2;1,012481155E3
5,090183981E2;1,012486801E3
5,100908631E2;1,012486801E3
5,111633541E2;1,012484741E3
5,122358541E2;1,012482834E3
5,133083101E2;1,012482834E3
5,143807501E2;1,012485275E3
5,154532051E2;1,012488098E3
5,165256731E2;1,012488937E3
5,175981231E2;1,012488937E3
5,186706131E2;1,012487869E3
5,197431031E2;1,012485199E3
5,208156211E2;1,012481003E3
5,218881051E2;1,012479095E3
5,229605721E2;1,012475967E3
5,240330941E2;1,012475128E3
5,251056141E2;1,012475128E3
5,261781061E2;1,012479248E3
5,272505941E2;1,012486877E3
5,283230581E2;1,012496338E3
5,293954861E2;1,012504578E3
5,304679461E2;1,012510605E3
5,315403411E2;1,012515030E3
5,326127751E2;1,012515030E3
5,336852281E2;1,012512589E3
5,347576711E2;1,012508087E3
5,358301581E2;1,012499542E3
5,369026251E2;1,012489548E3
5,379751461E2;1,012479858E3
5,390476841E2;1,012470169E3
5,401201871E2;1,012459869E3
5,411927111E2;1,012451096E3
5,422652521E2;1,012441559E3
5,433377861E2;1,012433014E3
5,444103161E2;1,012424393E3
5,454828551E2;1,012417603E3
5,465554231E2;1,012411957E3
5,476280141E2;1,012407303E3
5,487005541E2;1,012406387E3
5,497730581E2;1,012399139E3
5,508456051E2;1,012395096E3
5,519181361E2;1,012391281E3
5,529906071E2;1,012387543E3
5,540630721E2;1,012380600E3
5,551355461E2;1,012376709E3
5,562079671E2;1,012369843E3
5,572804771E2;1,012362213E3
5,583530251E2;1,012351303E3
5,594255731E2;1,012338715E3
5,604980751E2;1,012328186E3
5,615705401E2;1,012317200E3
5,626430351E2;1,012308502E3
5,637155311E2;1,012308502E3
5,647880391E2;1,012312088E3
5,658605601E2;1,012318497E3
5,669330711E2;1,012329407E3
5,680055811E2;1,012343445E3
5,690781001E2;1,012356796E3
5,701505941E2;1,012366409E3
5,712230871E2;1,012375107E3
5,722955661E2;1,012378845E3
5,733680811E2;1,012379303E3
5,744405721E2;1,012379684E3
5,755130931E2;1,012380981E3
5,765856231E2;1,012383881E3
5,776581321E2;1,012389145E3
5,787306641E2;1,012392731E3
5,798031751E2;1,012395477E3
5,808756561E2;1,012400589E3
5,819481481E2;1,012404556E3
5,830205991E2;1,012404785E3
5,840930681E2;1,012405624E3
