"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)"
3,641821163E1;1,583158970E-1;-1,047146916E-1;-6,245136261E-2
3,651821163E1;1,244112924E-1;-9,820020199E-2;-2,185029984E-1
3,661821163E1;1,243787110E-1;-9,441637993E-2;-4,758930206E-1
3,671821163E1;1,284814179E-1;-7,760709524E-2;-4,311408997E-1
3,681821163E1;1,516277492E-1;-5,157285929E-2;-2,395915985E-1
3,691821163E1;1,349773109E-1;-4,636794329E-3;6,876945496E-3
3,701821163E1;1,009494662E-1;-5,366712809E-3;2,034568787E-1
3,711821163E1;1,001534462E-1;-6,218492985E-3;2,808141708E-1
3,721821163E1;1,287587583E-1;-5,348637700E-2;2,444963455E-1
3,731821163E1;1,344970167E-1;-7,239738107E-2;8,167648315E-2
3,741821163E1;1,640872806E-1;-1,193196774E-1;-1,865873337E-1
3,751821163E1;1,491136104E-1;-1,621548533E-1;-3,654298782E-1
