"Time (s)";"X (hPa)"
-5,716147500E-1;1,011096649E3
4,339862500E-1;1,011111755E3
1,439638250E0;1,011126938E3
2,445303250E0;1,011140518E3
3,450953250E0;1,011152420E3
3,802305250E0;1,011164093E3
4,875085250E0;1,011166763E3
5,947826250E0;1,011169205E3
7,020562250E0;1,011169891E3
8,093313250E0;1,011169891E3
9,166018250E0;1,011167068E3
1,023873425E1;1,011166229E3
1,131142925E1;1,011165390E3
1,238409325E1;1,011163406E3
1,345677925E1;1,011162643E3
1,452945725E1;1,011161041E3
1,560221425E1;1,011159973E3
1,667492225E1;1,011158524E3
1,774761725E1;1,011158447E3
1,882033325E1;1,011158295E3
1,989303325E1;1,011157837E3
2,096572825E1;1,011157837E3
2,203841125E1;1,011162872E3
2,311107325E1;1,011166763E3
2,418374425E1;1,011169434E3
2,525641025E1;1,011174011E3
2,632910625E1;1,011175079E3
2,740179325E1;1,011175079E3
2,847445525E1;1,011173172E3
2,954709525E1;1,011172409E3
3,061971225E1;1,011171494E3
3,169238025E1;1,011170120E3
3,276507425E1;1,011167984E3
3,383776225E1;1,011167984E3
3,491042725E1;1,011168213E3
3,598310925E1;1,011170654E3
3,705577225E1;1,011170883E3
3,812841125E1;1,011172562E3
3,920107825E1;1,011172638E3
4,027376125E1;1,011175537E3
4,134641525E1;1,011176987E3
4,241906725E1;1,011177063E3
4,349170825E1;1,011177063E3
4,456434825E1;1,011174698E3
4,563696825E1;1,011171341E3
4,670959025E1;1,011164398E3
4,778224425E1;1,011157913E3
4,885486125E1;1,011151505E3
4,992751025E1;1,011143723E3
5,100015925E1;1,011135712E3
5,207277125E1;1,011133881E3
5,314538425E1;1,011132355E3
5,421796125E1;1,011126862E3
5,529056625E1;1,011122742E3
5,636313725E1;1,011122742E3
5,743571525E1;1,011127319E3
5,850833725E1;1,011134491E3
5,958097725E1;1,011140213E3
6,065364125E1;1,011148148E3
6,172631525E1;1,011150970E3
6,279899725E1;1,011150970E3
6,387166625E1;1,011148453E3
6,494433325E1;1,011146469E3
6,601698925E1;1,011146469E3
6,708964125E1;1,011144791E3
6,816228925E1;1,011142654E3
6,923498825E1;1,011139526E3
7,030768725E1;1,011136627E3
7,138038325E1;1,011133194E3
7,245307125E1;1,011132126E3
7,352575925E1;1,011131363E3
7,459846425E1;1,011131287E3
7,567120825E1;1,011129456E3
7,674395125E1;1,011127777E3
7,781669825E1;1,011125641E3
7,888942725E1;1,011123352E3
7,996213325E1;1,011122665E3
8,103487525E1;1,011121674E3
8,210765325E1;1,011121368E3
8,318042025E1;1,011120605E3
8,425317225E1;1,011118317E3
8,532589525E1;1,011113510E3
8,639858625E1;1,011109848E3
8,747128025E1;1,011109848E3
8,854396225E1;1,011111908E3
8,961667125E1;1,011119537E3
9,068939625E1;1,011125641E3
9,176210425E1;1,011132126E3
9,283479625E1;1,011137238E3
9,390748225E1;1,011139908E3
9,498018125E1;1,011139908E3
9,605287925E1;1,011139069E3
9,712554025E1;1,011137009E3
9,819820825E1;1,011131363E3
9,927091625E1;1,011126251E3
1,003436082E2;1,011123123E3
1,014163162E2;1,011121674E3
1,024890192E2;1,011121674E3
1,035617452E2;1,011123505E3
1,046344572E2;1,011123505E3
1,057071652E2;1,011120605E3
1,067799112E2;1,011117630E3
1,078526482E2;1,011108246E3
1,089253612E2;1,011101456E3
1,099981042E2;1,011097641E3
1,110708002E2;1,011097260E3
1,121434622E2;1,011097260E3
1,132161572E2;1,011097412E3
1,142887962E2;1,011098251E3
1,153614742E2;1,011097488E3
1,164341892E2;1,011097488E3
1,175068842E2;1,011096191E3
1,185796012E2;1,011093674E3
1,196522762E2;1,011091614E3
1,207249432E2;1,011091614E3
1,217976412E2;1,011091537E3
1,228703202E2;1,011088562E3
1,239430102E2;1,011088562E3
1,250156622E2;1,011089401E3
1,260883462E2;1,011093063E3
1,271610422E2;1,011093597E3
1,282337432E2;1,011097717E3
1,293063752E2;1,011104584E3
1,303790452E2;1,011104584E3
1,314517132E2;1,011102753E3
1,325243972E2;1,011098709E3
1,335970542E2;1,011089478E3
1,346697272E2;1,011080627E3
1,357423882E2;1,011074677E3
1,368150562E2;1,011074677E3
1,378877432E2;1,011074982E3
1,389604382E2;1,011083755E3
1,400330732E2;1,011091919E3
