"Time (s)";"Latitude (°)";"Longitude (°)";"Height (m)";"Velocity (m/s)";"Direction (°)";"Horizontal Accuracy (m)";"Vertical Accuracy (m)"
9,905156525E1;5,201083575E1;5,095134576E0;3,088941502E0;4,682260036E0;2,206155853E2;4,248664856E0;3,000000000E0
1,000514902E2;5,201080706E1;5,095090950E0;3,367424164E0;4,780437469E0;2,207513428E2;4,278136253E0;3,000000000E0
1,010515002E2;5,201077580E1;5,095045265E0;3,159673371E0;4,573218822E0;2,208172760E2;4,099792957E0;3,000000000E0
1,020515342E2;5,201074625E1;5,094994251E0;3,210809710E0;4,724739552E0;2,225369415E2;4,285397053E0;3,000000000E0
1,030515362E2;5,201071172E1;5,094944853E0;3,113096020E0;4,661827087E0;2,186724243E2;5,170464039E0;3,000000000E0
1,040517732E2;5,201068533E1;5,094908330E0;3,201111944E0;4,620382309E0;2,189835510E2;5,276224613E0;3,004124165E0
1,050516392E2;5,201065362E1;5,094861570E0;3,469611403E0;4,748847961E0;2,206507721E2;5,219547272E0;3,014672756E0
1,060515872E2;5,201062432E1;5,094807556E0;3,199207043E0;4,812320232E0;2,265998688E2;5,615573406E0;3,000000000E0
1,070516362E2;5,201059615E1;5,094754208E0;3,153756336E0;4,917748928E0;2,256433868E2;5,219927788E0;3,000000000E0
1,080516562E2;5,201056959E1;5,094693732E0;2,740458174E0;4,955328941E0;2,269766541E2;5,220118523E0;3,000000000E0
1,090516442E2;5,201054381E1;5,094632861E0;2,864927368E0;4,767749310E0;2,276884613E2;4,641345024E0;3,000000000E0
1,100516662E2;5,201051710E1;5,094571445E0;2,477491414E0;4,763794899E0;2,225054626E2;4,465694427E0;3,000000000E0
1,110516942E2;5,201048646E1;5,094515703E0;2,338394704E0;4,980677605E0;2,187707825E2;4,519593716E0;3,000000000E0
1,120516922E2;5,201044623E1;5,094473236E0;2,531264939E0;5,025385857E0;2,177724304E2;4,519374371E0;3,000000000E0
1,130518702E2;5,201040829E1;5,094431241E0;2,848027730E0;5,019616604E0;2,189089203E2;3,939918995E0;3,000000000E0
1,140520032E2;5,201037083E1;5,094386596E0;3,369558866E0;5,153610706E0;2,201349030E2;4,405115604E0;3,000000000E0
1,150517542E2;5,201033345E1;5,094345200E0;3,383712545E0;4,987674713E0;2,163937531E2;4,532223225E0;3,000000000E0
1,160518402E2;5,201029946E1;5,094306862E0;3,580424621E0;4,988870621E0;2,158398743E2;4,519768238E0;3,000000000E0
1,170518122E2;5,201026359E1;5,094264190E0;3,567944663E0;4,872593880E0;2,158194733E2;4,519803047E0;3,000000000E0
1,180518102E2;5,201022766E1;5,094219717E0;3,636142747E0;4,918006897E0;2,153024597E2;4,569225788E0;3,000000000E0
1,190518182E2;5,201019220E1;5,094176316E0;3,390940454E0;4,895155430E0;2,153948517E2;5,096323490E0;3,000000000E0
1,200518852E2;5,201015401E1;5,094128094E0;2,669282840E0;4,886454582E0;2,123624725E2;4,519907475E0;3,069298506E0
1,210518602E2;5,201011104E1;5,094085877E0;2,256099413E0;4,954298973E0;2,127272186E2;4,383428574E0;3,204368830E0
1,220518982E2;5,201006966E1;5,094042242E0;2,277016325E0;4,818312645E0;2,127578278E2;5,173954010E0;3,448036432E0
1,230519002E2;5,201002791E1;5,094001535E0;2,532121265E0;4,691193581E0;2,123730469E2;4,448901653E0;3,122621536E0
1,240519392E2;5,200998701E1;5,093967211E0;2,895185818E0;4,965023041E0;2,106522675E2;4,356614113E0;3,037989378E0
1,250519062E2;5,200994659E1;5,093931257E0;2,586130585E0;4,921776772E0;2,100085297E2;4,451163769E0;3,193916559E0
1,260519602E2;5,200990871E1;5,093899536E0;2,553462106E0;4,842830658E0;2,074661102E2;4,448594570E0;3,083199739E0
1,270519722E2;5,200986837E1;5,093859142E0;2,372309104E0;4,864530563E0;2,075594025E2;4,896927834E0;3,000000000E0
1,280519882E2;5,200983085E1;5,093821920E0;2,105329862E0;4,800258636E0;2,090950928E2;4,896986961E0;3,000000000E0
1,290520342E2;5,200978585E1;5,093778928E0;1,960795796E0;4,835389614E0;2,087268524E2;4,845721245E0;3,000000000E0
1,300520302E2;5,200974192E1;5,093738929E0;1,565274578E0;4,945357800E0;2,066813507E2;4,377637386E0;3,000000000E0
1,310521152E2;5,200969872E1;5,093707125E0;1,973174487E0;5,273149014E0;2,038428802E2;4,897165298E0;3,000000000E0
1,320520592E2;5,200965424E1;5,093678631E0;2,885763612E0;5,410132408E0;2,049817505E2;4,897225380E0;3,000000000E0
1,330520762E2;5,200960703E1;5,093635966E0;3,165628513E0;5,462121487E0;2,060969238E2;5,172681332E0;3,000000000E0
1,340521732E2;5,200956001E1;5,093590251E0;2,937006222E0;5,124790192E0;2,069860992E2;4,897345066E0;3,000000000E0
1,350521212E2;5,200952355E1;5,093574934E0;2,615452406E0;5,156991482E0;2,067515411E2;4,897404194E0;3,000000000E0
1,360521322E2;5,200948363E1;5,093545828E0;2,840083590E0;5,167231560E0;2,038899689E2;4,788532257E0;3,000000000E0
1,370521862E2;5,200943261E1;5,093507363E0;3,247506062E0;5,289064884E0;2,033130341E2;4,897524834E0;3,000000000E0
1,380521532E2;5,200938687E1;5,093471619E0;3,255395305E0;5,439912319E0;2,026928406E2;4,897585392E0;3,000000000E0
1,390526062E2;5,200934329E1;5,093442041E0;3,190955367E0;5,396219730E0;2,021177673E2;4,447265148E0;3,000000000E0
1,400522512E2;5,200929945E1;5,093414865E0;3,184652203E0;5,318597317E0;2,025693512E2;4,828719616E0;3,000000000E0
1,410522242E2;5,200924885E1;5,093384918E0;2,520535776E0;5,281342506E0;2,019589081E2;5,382799149E0;3,000000000E0
1,420522402E2;5,200920683E1;5,093365500E0;2,448064312E0;5,285479546E0;2,007546692E2;4,897824287E0;3,000000000E0
1,430522372E2;5,200916252E1;5,093342720E0;2,501670305E0;5,398557186E0;1,987358398E2;5,368152618E0;3,000000000E0
1,440523792E2;5,200911664E1;5,093319550E0;2,541719029E0;5,244916439E0;1,987888489E2;4,897943974E0;3,000000000E0
1,450522972E2;5,200906865E1;5,093296104E0;2,613549044E0;5,418656826E0;1,959203033E2;4,943604469E0;3,000000000E0
1,460523112E2;5,200902278E1;5,093269337E0;2,476895539E0;5,365303516E0;1,953174744E2;5,134858131E0;3,000000000E0
1,470525372E2;5,200897862E1;5,093244740E0;2,610450446E0;5,089198112E0;1,965392609E2;5,048528671E0;3,000000000E0
1,480523382E2;5,200892880E1;5,093210986E0;3,024327660E0;5,200960159E0;1,975314026E2;4,529389858E0;3,000000000E0
1,490523642E2;5,200888550E1;5,093192414E0;3,238006713E0;5,226728916E0;1,955277252E2;4,384540081E0;3,000000000E0
1,500523642E2;5,200884275E1;5,093169460E0;3,069057678E0;5,264065742E0;1,954835663E2;4,384579182E0;3,000000000E0
1,510524052E2;5,200879432E1;5,093154084E0;3,306731626E0;5,208007812E0;1,946719208E2;4,384619236E0;3,000000000E0
1,520523962E2;5,200874300E1;5,093141167E0;3,717456985E0;5,489680290E0;1,917833710E2;5,125561714E0;3,000000000E0
1,530524162E2;5,200869285E1;5,093127217E0;3,754025208E0;5,410307884E0;1,907752991E2;5,125407219E0;3,000000000E0
1,540524522E2;5,200864503E1;5,093113778E0;3,729526057E0;5,334697247E0;1,911661835E2;4,889735699E0;3,000000000E0
1,550525102E2;5,200859782E1;5,093099905E0;3,853832997E0;5,267805576E0;1,921165009E2;4,898607254E0;3,000000000E0
1,560525172E2;5,200855308E1;5,093079917E0;3,541545036E0;5,232371330E0;1,942443695E2;4,898669243E0;3,000000000E0
1,570524812E2;5,200850702E1;5,093063470E0;3,500964963E0;5,190195084E0;1,937315063E2;3,981904984E0;3,000000000E0
1,580525112E2;5,200846324E1;5,093045610E0;3,053138137E0;5,203733444E0;1,942631073E2;3,981859446E0;3,000000000E0
1,590525442E2;5,200841613E1;5,093027213E0;2,931150818E0;5,005876541E0;1,938471832E2;3,981814384E0;3,000000000E0
1,600525752E2;5,200837045E1;5,093014565E0;2,861650555E0;5,085444450E0;1,925235596E2;3,893171549E0;3,000000000E0
1,610525532E2;5,200832626E1;5,093001606E0;2,905131309E0;5,027121544E0;1,921940765E2;4,684532166E0;3,000000000E0
1,620525632E2;5,200828397E1;5,092990342E0;3,084709910E0;5,004765987E0;1,913952789E2;4,684535027E0;3,000000000E0
1,630526162E2;5,200823660E1;5,092974235E0;3,302833992E0;4,869615555E0;1,921897888E2;4,684536934E0;3,000000000E0
1,640526182E2;5,200819236E1;5,092963194E0;3,485232501E0;4,741003036E0;1,924139252E2;4,977916241E0;3,000000000E0
1,650526822E2;5,200814750E1;5,092954869E0;3,520303708E0;4,768357277E0;1,909546204E2;5,171611786E0;3,007408619E0
1,660526872E2;5,200810248E1;5,092946730E0;3,372344877E0;4,736604214E0;1,889822540E2;4,430588722E0;3,039143562E0
1,670526362E2;5,200805684E1;5,092939420E0;3,643425720E0;4,873655319E0;1,905169220E2;4,430194378E0;3,037901640E0
1,680526692E2;5,200801421E1;5,092928280E0;3,845932247E0;4,828005791E0;1,901632080E2;4,429801464E0;3,054615498E0
1,690527112E2;5,200796948E1;5,092916463E0;3,932969453E0;4,717239857E0;1,880050201E2;4,095788479E0;3,089894772E0
1,700527372E2;5,200792502E1;5,092906500E0;4,011435951E0;4,674101830E0;1,868374176E2;4,095601082E0;3,113004684E0
1,710527232E2;5,200788675E1;5,092898270E0;4,014865703E0;4,237663746E0;1,875094452E2;4,015240669E0;3,147007465E0
1,720527402E2;5,200784557E1;5,092887740E0;4,367591740E0;4,184841156E0;1,873065033E2;3,939743042E0;3,168526411E0
1,730527702E2;5,200780541E1;5,092881518E0;4,552403204E0;4,190095425E0;1,811544189E2;4,000844479E0;3,175537825E0
1,740528022E2;5,200777134E1;5,092894588E0;4,975944940E0;4,328596592E0;1,637233429E2;4,057238579E0;3,180886507E0
1,750529402E2;5,200773993E1;5,092929441E0;5,502251625E0;4,284203053E0;1,412305756E2;4,085762024E0;3,200966597E0
1,760528112E2;5,200772069E1;5,092986998E0;5,722408365E0;4,031892776E0;1,184127655E2;4,022790909E0;3,175445080E0
1,770528442E2;5,200771285E1;5,093043705E0;5,559171196E0;4,028213978E0;1,014418640E2;3,981012344E0;3,178524256E0
1,780528452E2;5,200770949E1;5,093102223E0;5,621181753E0;3,715656042E0;9,645060730E1;3,980969191E0;3,143834352E0
1,790529122E2;5,200770888E1;5,093158101E0;5,508933277E0;3,673230171E0;9,572975922E1;3,980926037E0;3,175006866E0
1,800528962E2;5,200770547E1;5,093212138E0;5,752448435E0;3,420925140E0;9,715629578E1;3,995079994E0;3,037534714E0
1,810529282E2;5,200770215E1;5,093267358E0;5,501460820E0;3,316257000E0;1,006009369E2;3,995082378E0;3,000000000E0
1,820529882E2;5,200769759E1;5,093311333E0;5,810424195E0;3,252466917E0;1,020288925E2;3,995085001E0;3,000000000E0
1,830529792E2;5,200769014E1;5,093364723E0;5,303461216E0;3,455977917E0;1,038122406E2;3,995088577E0;3,000000000E0
1,840529512E2;5,200768147E1;5,093411438E0;5,418174920E0;3,474256754E0;1,037775116E2;3,995090961E0;3,000000000E0
1,850530162E2;5,200767348E1;5,093458419E0;5,542533192E0;3,491051435E0;1,034962769E2;3,995093346E0;3,000000000E0
1,860530312E2;5,200766921E1;5,093523268E0;5,246148432E0;3,748074055E0;1,051061172E2;3,995096207E0;3,000000000E0
1,870530472E2;5,200765524E1;5,093572484E0;5,530906863E0;3,957517385E0;1,060551605E2;3,995099068E0;3,000000000E0
1,880538802E2;5,200764171E1;5,093637505E0;5,639307726E0;4,298102379E0;1,057527924E2;3,995101452E0;3,000000000E0
1,890530372E2;5,200762936E1;5,093699787E0;5,774682980E0;4,346764565E0;1,055914764E2;4,303846359E0;3,000000000E0
1,900530942E2;5,200762041E1;5,093756603E0;5,964965185E0;4,284264565E0;1,055805969E2;4,303898335E0;3,000000000E0
1,910531212E2;5,200761309E1;5,093820224E0;6,243177801E0;4,362150192E0;1,040805283E2;4,303950310E0;3,000000000E0
1,920531212E2;5,200760619E1;5,093888810E0;6,295169433E0;4,689032078E0;9,868935394E1;4,901938915E0;3,000000000E0
1,930531262E2;5,200759726E1;5,093965576E0;6,429775366E0;4,703123569E0;9,878024292E1;4,901956558E0;3,000000000E0
1,940531252E2;5,200758892E1;5,094042974E0;6,198948092E0;4,806121349E0;9,833808136E1;4,901974678E0;3,095886707E0
1,960532052E2;5,200757810E1;5,094207985E0;6,215280535E0;4,753918171E0;9,724829102E1;6,175369263E0;3,264433384E0
1,970531772E2;5,200757047E1;5,094287221E0;5,951713462E0;4,778662682E0;1,006892319E2;8,224343300E0;3,293308020E0
1,980532022E2;5,200755901E1;5,094369880E0;5,465663766E0;4,802107811E0;1,022447281E2;7,284809113E0;3,351204872E0
1,990532082E2;5,200755008E1;5,094448799E0;4,687221250E0;4,954639912E0;1,030023804E2;4,938666344E0;3,403631926E0
2,000532672E2;5,200754240E1;5,094528292E0;4,993341343E0;5,395051003E0;1,012443008E2;4,938494682E0;3,401594639E0
2,010532862E2;5,200753472E1;5,094618757E0;5,157915235E0;5,706746101E0;9,865103912E1;4,754297256E0;3,297084332E0
2,020533122E2;5,200752621E1;5,094706977E0;5,083503805E0;5,867916107E0;9,929518127E1;4,754144669E0;3,231677055E0
2,030543272E2;5,200751897E1;5,094790461E0;5,370435953E0;6,073921204E0;9,890280151E1;4,753993034E0;3,278535604E0
2,040532932E2;5,200750424E1;5,094877278E0;5,734911170E0;6,212378979E0;9,894194031E1;5,507693768E0;3,292592525E0
2,050533962E2;5,200749272E1;5,094976223E0;4,812886103E0;6,238352776E0;9,866381836E1;5,533375740E0;3,164730072E0
2,060534522E2;5,200748066E1;5,095071314E0;4,278050351E0;6,279637814E0;9,886581421E1;5,715316772E0;3,146687746E0
2,080533892E2;5,200745093E1;5,095249436E0;4,184763697E0;6,160228252E0;1,045320053E2;4,758807182E0;3,342835903E0
2,090534022E2;5,200743261E1;5,095336082E0;4,177866971E0;6,241029739E0;1,041135483E2;4,930396557E0;3,416454554E0
2,100534082E2;5,200741849E1;5,095422387E0;3,716072344E0;6,219291687E0;1,039211349E2;5,160319328E0;3,477834463E0
2,110534762E2;5,200740304E1;5,095510694E0;3,502897202E0;6,254032612E0;1,036876831E2;4,565353870E0;3,573338509E0
2,120534562E2;5,200739081E1;5,095592948E0;3,410354711E0;6,174918652E0;1,021996536E2;6,058428764E0;3,776559114E0
2,130534792E2;5,200737917E1;5,095684748E0;3,739317847E0;6,030550480E0;1,013422394E2;4,621554375E0;3,860574484E0
2,140535132E2;5,200737180E1;5,095761929E0;4,078646946E0;5,896375179E0;9,932949066E1;4,433919430E0;3,904215813E0
2,150535072E2;5,200736928E1;5,095842647E0;3,664057731E0;5,739557743E0;9,902883911E1;4,518402576E0;3,931646585E0
2,160535352E2;5,200736873E1;5,095918614E0;3,115151156E0;5,488676548E0;1,005041122E2;4,856160164E0;3,960162878E0
2,170535282E2;5,200735916E1;5,095976743E0;2,314645744E0;5,293244839E0;1,042048569E2;4,875079155E0;3,923950672E0
2,180535712E2;5,200734422E1;5,096035014E0;1,786874729E0;4,329538345E0;1,192726822E2;4,986023426E0;3,894507170E0
2,190535622E2;5,200731978E1;5,096087992E0;2,097036067E0;4,148847103E0;1,180765152E2;5,348359108E0;3,989687920E0
2,200536462E2;5,200729173E1;5,096137315E0;3,304626149E0;3,672808647E0;1,231533508E2;5,430600166E0;4,104108334E0
2,210536222E2;5,200726567E1;5,096169190E0;4,246113103E0;3,305176020E0;1,347185211E2;5,752920151E0;4,281944752E0
2,220536102E2;5,200723531E1;5,096196788E0;5,284558607E0;3,352625608E0;1,377331390E2;6,054256439E0;4,466610909E0
2,230536452E2;5,200720817E1;5,096200181E0;5,416343944E0;3,340657949E0;1,406027069E2;6,138743401E0;4,652229309E0
2,240536362E2;5,200717754E1;5,096224805E0;5,942742966E0;3,721181631E0;1,432530975E2;6,498962402E0;4,780491352E0
2,250536522E2;5,200713898E1;5,096245258E0;5,913959599E0;3,646338701E0;1,449684448E2;6,787038803E0;4,946036339E0
2,260536832E2;5,200709839E1;5,096259389E0;5,800958228E0;3,766867876E0;1,445348969E2;7,029352188E0;5,040384293E0
2,270536902E2;5,200706349E1;5,096277980E0;5,303972975E0;3,974250793E0;1,439622345E2;7,299152374E0;5,171220303E0
