Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Illuminance (lx),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m),Magnetic field x (µT),Magnetic field y (µT),Magnetic field z (µT),Pressure (hPa),Distance (cm),Temperature (°C)
"1,398403592E2",,,,,,,,,,,,,,,,,,"-3,785659790E1","2,366800070E0","6,380599976E0",,,
"1,398816349E2",,,,"7,127270103E-1","9,280570149E-1","2,386650562E0",,,,,,,,,,,,,,,,,
"1,398939519E2","5,335396290E0","-5,408975601E0","-2,271985054E0",,,,,,,,,,,,,,,,,,,,
"1,399055599E2",,,,,,,,,,,,,,,,,,,,,"1,011489136E3",,
"1,399104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,217578125E1"
"1,399121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,399245684E2",,,,,,,,"6,182160378E-1","-1,009616375E0","7,201659679E-2",,,,,,,,,,,,,
"1,399395187E1","6,342176437E0","-1,016411209E1","-8,527421951E0",,,,,,,,,,,,,,,,,,,,
"1,399403592E2",,,,,,,,,,,,,,,,,,"-3,762479782E1","1,273680019E1","5,001999736E-1",,,
"1,399816349E2",,,,"1,621847153E-1","-2,197587788E-1","2,568688393E0",,,,,,,,,,,,,,,,,
"1,399939519E2","6,862017155E0","-1,005763149E1","-1,849053741E0",,,,,,,,,,,,,,,,,,,,
"1,400055599E2",,,,,,,,,,,,,,,,,,,,,"1,011398560E3",,
"1,400104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,218359375E1"
"1,400121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,400245684E2",,,,,,,,"3,660320759E0","-1,973340034E0","-6,960849762E-1",,,,,,,,,,,,,
"1,400403592E2",,,,,,,,,,,,,,,,,,"-3,464799881E1","2,378999901E1","-2,013000011E0",,,
"1,400522512E2",,,,,,,,,,,"5,200929945E1","5,093414865E0","3,184652203E0","5,318597317E0","2,025693512E2","4,828719616E0","3,000000000E0",,,,,,
"1,400555995E1",,,,,,,,,,,,,,,,,,,,,"1,011336304E3",,
"1,400816349E2",,,,"2,484694421E-1","-4,520402849E-1","1,185078621E0",,,,,,,,,,,,,,,,,
"1,400939519E2","8,069195747E0","-1,048355389E1","-2,687737942E0",,,,,,,,,,,,,,,,,,,,
"1,401041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,483203125E1"
"1,401055599E2",,,,,,,,,,,,,,,,,,,,,"1,010937256E3",,
"1,401104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,218750000E1"
"1,401121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,401218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,401245684E2",,,,,,,,"2,505586624E0","-1,754808426E-1","-1,433040142E0",,,,,,,,,,,,,
"1,401403592E2",,,,,,,,,,,,,,,,,,"-3,434299850E1","2,877979851E1","-1,549399972E0",,,
"1,401816349E2",,,,"7,299839705E-2","2,970332205E-1","-1,296408772E0",,,,,,,,,,,,,,,,,
"1,401939519E2","6,524629116E0","-9,020342827E0","-2,252244234E0",,,,,,,,,,,,,,,,,,,,
"1,402055599E2",,,,,,,,,,,,,,,,,,,,,"1,011107300E3",,
"1,402104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,218359375E1"
"1,402121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,402245684E2",,,,,,,,"1,404900551E0","-4,668474197E-1","-1,247060537E0",,,,,,,,,,,,,
"1,402403592E2",,,,,,,,,,,,,,,,,,"-3,434299850E1","2,877979851E1","-1,549399972E0",,,
"1,402816349E2",,,,"-2,677116990E-1","1,375973970E-1","-1,705535769E0",,,,,,,,,,,,,,,,,
"1,402939519E2","4,881956577E0","-9,333204269E0","-2,133799553E0",,,,,,,,,,,,,,,,,,,,
"1,403055599E2",,,,,,,,,,,,,,,,,,,,,"1,011361755E3",,
"1,403104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,213281250E1"
"1,403121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,403245684E2",,,,,,,,"2,932135582E0","-2,471625805E0","-2,861931324E-1",,,,,,,,,,,,,
"1,403403592E2",,,,,,,,,,,,,,,,,,"-3,982080078E1","1,980060005E1","4,672599792E0",,,
"1,403591890E-1",,,,,,,,,,,,,,,,,,"2,548579979E1","2,147199869E0","-4,062599945E1",,,
"1,403816349E2",,,,"-8,875871897E-1","-8,828529716E-1","-2,085035801E0",,,,,,,,,,,,,,,,,
"1,403939519E2","7,978867054E0","-8,069195747E0","-1,728216171E0",,,,,,,,,,,,,,,,,,,,
"1,404035919E1",,,,,,,,,,,,,,,,,,"-1,043099976E1","2,149639893E1","4,219979858E1",,,
"1,404055599E2",,,,,,,,,,,,,,,,,,,,,"1,011084961E3",,
"1,404104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,215234375E1"
"1,404121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,404245684E2",,,,,,,,"8,415026665E-1","-1,822820663E0","1,604696035E0",,,,,,,,,,,,,
"1,404403592E2",,,,,,,,,,,,,,,,,,"-4,260239792E1","1,036999989E1","9,137800217E0",,,
"1,404816349E2",,,,"-1,083216786E0","-9,802860022E-1","-1,644143820E0",,,,,,,,,,,,,,,,,
"1,404939519E2","5,816951752E0","-6,458228111E0","-2,291127682E0",,,,,,,,,,,,,,,,,,,,
"1,405055599E2",,,,,,,,,,,,,,,,,,,,,"1,011017700E3",,
"1,405104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,210937500E1"
"1,405121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,405245684E2",,,,,,,,"-1,966955185E0","-3,144340515E-1","2,487266541E0",,,,,,,,,,,,,
"1,405403592E2",,,,,,,,,,,,,,,,,,"-4,379800034E1","2,964599848E0","1,272459984E1",,,
"1,405559948E0",,,,,,,,,,,,,,,,,,,,,"1,011360962E3",,
"1,405816349E2",,,,"3,894265890E-1","5,763513446E-1","2,548835278E-1",,,,,,,,,,,,,,,,,
"1,405939519E2","2,419143677E0","-2,086541414E0","-1,035493970E0",,,,,,,,,,,,,,,,,,,,
"1,406055599E2",,,,,,,,,,,,,,,,,,,,,"1,011176575E3",,
"1,406104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,218359375E1"
"1,406121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,406245684E2",,,,,,,,"-5,416172028E0","3,189316034E0","2,765921354E0",,,,,,,,,,,,,
"1,406403592E2",,,,,,,,,,,,,,,,,,"-4,272439957E1","-9,759999812E-2","1,462779999E1",,,
"1,406816349E2",,,,"8,465065360E-1","1,362993121E0","1,784795523E0",,,,,,,,,,,,,,,,,
"1,406939519E2","5,191228867E0","-2,994617462E0","-1,956132531E0",,,,,,,,,,,,,,,,,,,,
"1,407055599E2",,,,,,,,,,,,,,,,,,,,,"1,011389404E3",,
"1,407104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,222265625E1"
"1,407121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,407245684E2",,,,,,,,"1,630401611E-1","-2,280035019E-1","-8,068996668E-1",,,,,,,,,,,,,
"1,407403592E2",,,,,,,,,,,,,,,,,,"-4,315139771E1","8,161799431E0","8,259399414E0",,,
"1,407425365E1",,,,,,,,"-2,197471142E0","1,928395987E0","4,127771854E0",,,,,,,,,,,,,
"1,407816349E2",,,,"4,254676402E-1","2,794708610E-1","3,019812346E0",,,,,,,,,,,,,,,,,
"1,407939519E2","5,739185333E0","-9,047262192E0","-1,694716692E0",,,,,,,,,,,,,,,,,,,,
"1,408055599E2",,,,,,,,,,,,,,,,,,,,,"1,011506104E3",,
"1,408104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,217578125E1"
"1,408121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,408163495E1",,,,"-1,385595083E0","-2,046398520E-1","5,971207842E-2",,,,,,,,,,,,,,,,,
"1,408245684E2",,,,,,,,"1,471199512E0","-9,554862976E-1","-1,541935205E-1",,,,,,,,,,,,,
"1,408403592E2",,,,,,,,,,,,,,,,,,"-3,962559891E1","1,966639900E1","5,965799809E0",,,
"1,408816349E2",,,,"2,611449063E-1","-3,168863356E-1","2,085494041E0",,,,,,,,,,,,,,,,,
"1,408939519E2","8,009375572E0","-1,042732334E1","-3,123231649E0",,,,,,,,,,,,,,,,,,,,
"1,409055599E2",,,,,,,,,,,,,,,,,,,,,"1,011157104E3",,
"1,409104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,213281250E1"
"1,409121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,409245684E2",,,,,,,,"4,846936226E0","-2,152770996E0","-1,419395447E0",,,,,,,,,,,,,
"1,409395187E1","6,043073654E0","-1,199163055E1","-7,233502865E0",,,,,,,,,,,,,,,,,,,,
"1,409403592E2",,,,,,,,,,,,,,,,,,"-3,320840073E1","2,893840027E1","5,843800068E0",,,
"1,409816349E2",,,,"5,787948146E-2","1,511891466E-2","-5,456553698E-1",,,,,,,,,,,,,,,,,
"1,409939519E2","6,529414654E0","-8,807980537E0","-2,050050735E0",,,,,,,,,,,,,,,,,,,,
"1,410055599E2",,,,,,,,,,,,,,,,,,,,,"1,010959167E3",,
"1,410104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,210156250E1"
"1,410121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,410245684E2",,,,,,,,"2,633947849E0","3,945608139E-1","-9,990745783E-1",,,,,,,,,,,,,
"1,410403592E2",,,,,,,,,,,,,,,,,,"-3,235440063E1","2,912139893E1","5,624199867E0",,,
"1,410413754E0",,,,,,,,,,,,,,,,,,,,,,,"3,526562500E1"
"1,410522242E2",,,,,,,,,,,"5,200924885E1","5,093384918E0","2,520535776E0","5,281342506E0","2,019589081E2","5,382799149E0","3,000000000E0",,,,,,
"1,410555995E1",,,,,,,,,,,,,,,,,,,,,"1,011109009E3",,
"1,410816349E2",,,,"-1,163698286E-1","3,628539443E-1","-1,351386666E0",,,,,,,,,,,,,,,,,
"1,410939519E2","6,457031727E0","-9,816555023E0","-2,098505497E0",,,,,,,,,,,,,,,,,,,,
"1,411041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,481250000E1"
"1,411055599E2",,,,,,,,,,,,,,,,,,,,,"1,011289062E3",,
"1,411104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,217578125E1"
"1,411121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,411218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,411245684E2",,,,,,,,"-6,855916977E-1","-1,442561150E0","-5,196619034E-2",,,,,,,,,,,,,
"1,411403592E2",,,,,,,,,,,,,,,,,,"-3,605099869E1","2,509539986E1","4,391999722E0",,,
"1,411816349E2",,,,"-6,513350606E-1","-1,890627891E-1","-2,224465847E0",,,,,,,,,,,,,,,,,
"1,411939519E2","8,148757935E0","-8,550153732E0","-2,569293261E0",,,,,,,,,,,,,,,,,,,,
"1,412055599E2",,,,,,,,,,,,,,,,,,,,,"1,011203430E3",,
"1,412104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,215234375E1"
"1,412121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,412183997E0",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,412245684E2",,,,,,,,"9,117097855E-1","-1,674494267E0","-9,367058277E-1",,,,,,,,,,,,,
"1,412403592E2",,,,,,,,,,,,,,,,,,"-4,116279984E1","1,667740059E1","6,136600018E0",,,
"1,412816349E2",,,,"-1,139263630E0","-5,685628057E-1","-1,880243182E0",,,,,,,,,,,,,,,,,
"1,412939519E2","6,638288021E0","-6,712465763E0","-1,733001828E0",,,,,,,,,,,,,,,,,,,,
"1,413055599E2",,,,,,,,,,,,,,,,,,,,,"1,011006592E3",,
"1,413104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,214453125E1"
"1,413121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,413245684E2",,,,,,,,"-6,761569977E-1","-2,576049805E0","7,762906551E-1",,,,,,,,,,,,,
"1,413403592E2",,,,,,,,,,,,,,,,,,"-4,359059906E1","7,942199707E0","9,918600082E0",,,
"1,413816349E2",,,,"-2,629774809E-1","-2,367102802E-1","-6,780604124E-1",,,,,,,,,,,,,,,,,
"1,413939519E2","1,858026743E0","-1,776670814E0","-1,009172916E0",,,,,,,,,,,,,,,,,,,,
"1,414035919E1",,,,,,,,,,,,,,,,,,"-1,226099968E1","1,671399879E1","4,370039749E1",,,
"1,414055599E2",,,,,,,,,,,,,,,,,,,,,"1,011158936E3",,
"1,414104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,214453125E1"
"1,414121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,414206967E1",,,,,,,,,,,"5,201212154E1","5,093139168E0","1,984541255E1","0,000000000E0",,"2,982387733E1","3,499055481E1",,,,,,
"1,414245684E2",,,,,,,,"-6,698001385E0","4,197925568E0","2,470698833E0",,,,,,,,,,,,,
"1,414403592E2",,,,,,,,,,,,,,,,,,"-4,282199860E1","1,720199943E0","1,409099960E1",,,
"1,414816349E2",,,,"3,630066812E-1","9,802860022E-1","6,948592067E-1",,,,,,,,,,,,,,,,,
"1,414939519E2","5,766702652E0","-4,192823410E0","-2,512463808E0",,,,,,,,,,,,,,,,,,,,
"1,415055599E2",,,,,,,,,,,,,,,,,,,,,"1,011345215E3",,
"1,415104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,217578125E1"
"1,415121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,415245684E2",,,,,,,,"-1,416245461E0","1,798780203E0","-7,507970333E-1",,,,,,,,,,,,,
"1,415403592E2",,,,,,,,,,,,,,,,,,"-4,421279907E1","4,416399956E0","9,088999748E0",,,
"1,415816349E2",,,,"5,410739183E-1","7,189884186E-1","2,655889273E0",,,,,,,,,,,,,,,,,
"1,415939519E2","6,424130440E0","-7,880761147E0","-1,930409670E0",,,,,,,,,,,,,,,,,,,,
"1,416055599E2",,,,,,,,,,,,,,,,,,,,,"1,011513794E3",,
"1,416104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,215234375E1"
"1,416121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,416245684E2",,,,,,,,"6,912031174E-1","-1,498148918E0","-4,008116722E-1",,,,,,,,,,,,,
"1,416403592E2",,,,,,,,,,,,,,,,,,"-4,227299881E1","1,395679951E1","6,356199741E0",,,
"1,416816349E2",,,,"2,435825169E-1","-9,728029370E-2","2,936734676E0",,,,,,,,,,,,,,,,,
"1,416939519E2","7,511070251E0","-1,079103184E1","-2,848057270E0",,,,,,,,,,,,,,,,,,,,
"1,417055599E2",,,,,,,,,,,,,,,,,,,,,"1,011263000E3",,
"1,417104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,214453125E1"
"1,417121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,417245684E2",,,,,,,,"4,160867214E0","-2,330578804E0","-5,743602514E-1",,,,,,,,,,,,,
"1,417293695E1",,,,,,,,"-7,819952965E-1","8,998367786E-1","3,126492023E0",,,,,,,,,,,,,
"1,417403592E2",,,,,,,,,,,,,,,,,,"-3,673419952E1","2,598600006E1","5,587599754E0",,,
"1,417816349E2",,,,"-3,527746722E-2","-7,469354868E-1","3,584251702E-1",,,,,,,,,,,,,,,,,
"1,417939519E2","6,907480717E0","-9,519845009E0","-2,699702263E0",,,,,,,,,,,,,,,,,,,,
"1,418055599E2",,,,,,,,,,,,,,,,,,,,,"1,010980957E3",,
"1,418104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,213281250E1"
"1,418121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,418163494E1",,,,"-2,275778532E0","-8,013024926E-1","-8,306240439E-1",,,,,,,,,,,,,,,,,
"1,418245684E2",,,,,,,,"2,934800625E0","-2,291946411E-1","-6,095203161E-1",,,,,,,,,,,,,
"1,418403592E2",,,,,,,,,,,,,,,,,,"-3,217139816E1","3,045119858E1","6,173199654E0",,,
"1,418816349E2",,,,"4,810563847E-2","-1,024726480E-1","-7,883216143E-1",,,,,,,,,,,,,,,,,
"1,418939519E2","5,139184952E0","-8,971290588E0","-1,940579176E0",,,,,,,,,,,,,,,,,,,,
"1,419055599E2",,,,,,,,,,,,,,,,,,,,,"1,011179199E3",,
"1,419104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,209375000E1"
"1,419121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,419245684E2",,,,,,,,"1,100367546E0","-2,802257538E-1","-2,297199965E-1",,,,,,,,,,,,,
"1,419395187E1","2,570489645E0","-2,772084951E0","-5,783452511E0",,,,,,,,,,,,,,,,,,,,
"1,419403592E2",,,,,,,,,,,,,,,,,,"-3,379399872E1","2,793799973E1","7,551799774E0",,,
"1,419816349E2",,,,"-1,884519309E-1","-1,756237596E-1","-2,037846565E0",,,,,,,,,,,,,,,,,
"1,419939519E2","6,851847649E0","-9,419346809E0","-1,910070658E0",,,,,,,,,,,,,,,,,,,,
"1,420055599E2",,,,,,,,,,,,,,,,,,,,,"1,011330627E3",,
"1,420104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,211718750E1"
"1,420121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,420245684E2",,,,,,,,"1,889046669E0","-2,030949593E0","-3,115668297E-1",,,,,,,,,,,,,
"1,420403592E2",,,,,,,,,,,,,,,,,,"-3,836899948E1","2,158180046E1","7,966599941E0",,,
"1,420522402E2",,,,,,,,,,,"5,200920683E1","5,093365500E0","2,448064312E0","5,285479546E0","2,007546692E2","4,897824287E0","3,000000000E0",,,,,,
"1,420555995E1",,,,,,,,,,,,,,,,,,,,,"1,011262024E3",,
"1,420816349E2",,,,"-1,007316828E0","-6,520986557E-1","-1,798387289E0",,,,,,,,,,,,,,,,,
"1,420939519E2","7,056434155E0","-7,056434155E0","-2,120639086E0",,,,,,,,,,,,,,,,,,,,
"1,421041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,480078125E1"
"1,421055599E2",,,,,,,,,,,,,,,,,,,,,"1,010974976E3",,
"1,421104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,212500000E1"
"1,421121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,421218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,421245684E2",,,,,,,,"2,212858200E-2","-1,737104416E0","2,023297787E0",,,,,,,,,,,,,
"1,421403592E2",,,,,,,,,,,,,,,,,,"-4,207780075E1","1,217560005E1","1,065059948E1",,,
"1,421816349E2",,,,"-6,896668673E-1","-8,900306821E-1","-1,456302762E0",,,,,,,,,,,,,,,,,
"1,421939519E2","6,306283951E0","-7,060621262E0","-1,671984792E0",,,,,,,,,,,,,,,,,,,,
"1,422055599E2",,,,,,,,,,,,,,,,,,,,,"1,011027466E3",,
"1,422104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,211718750E1"
"1,422121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,422245684E2",,,,,,,,"-1,701591015E0","-1,806041241E0","2,920733452E0",,,,,,,,,,,,,
"1,422403592E2",,,,,,,,,,,,,,,,,,"-4,228519821E1","3,769799948E0","1,517679977E1",,,
"1,422816349E2",,,,"5,430592299E-1","1,320690632E0","1,033125877E0",,,,,,,,,,,,,,,,,
"1,422939519E2","1,901695848E0","-1,263410330E0","-1,424327731E0",,,,,,,,,,,,,,,,,,,,
"1,423055599E2",,,,,,,,,,,,,,,,,,,,,"1,011209229E3",,
"1,423104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,211718750E1"
"1,423121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,423245684E2",,,,,,,,"-6,700615883E0","3,470345020E0","2,059668064E0",,,,,,,,,,,,,
"1,423403592E2",,,,,,,,,,,,,,,,,,"-4,254140091E1","1,232200027E0","1,518900013E1",,,
"1,423816349E2",,,,"7,099781036E-1","1,482264519E0","1,965000749E0",,,,,,,,,,,,,,,,,
"1,423939519E2","7,454240799E0","-4,708476543E0","-2,419143677E0",,,,,,,,,,,,,,,,,,,,
"1,424035919E1",,,,,,,,,,,,,,,,,,"-8,076399803E0","2,635200024E0","4,860479736E1",,,
"1,424055599E2",,,,,,,,,,,,,,,,,,,,,"1,011494690E3",,
"1,424104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,212500000E1"
"1,424121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,424245684E2",,,,,,,,"2,339855194E0","-1,161740303E0","-1,109748006E0",,,,,,,,,,,,,
"1,424403592E2",,,,,,,,,,,,,,,,,,"-4,311479950E1","8,771800041E0","8,283800125E0",,,
"1,424816349E2",,,,"3,115412891E-1","-2,550362349E-1","2,938872576E0",,,,,,,,,,,,,,,,,
"1,424939519E2","6,626922131E0","-8,605786324E0","-1,336989641E0",,,,,,,,,,,,,,,,,,,,
"1,425055599E2",,,,,,,,,,,,,,,,,,,,,"1,011230042E3",,
"1,425104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,211718750E1"
"1,425121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,425245684E2",,,,,,,,"1,259132862E0","-8,315582275E-1","-3,983473778E-1",,,,,,,,,,,,,
"1,425403592E2",,,,,,,,,,,,,,,,,,"-3,901559830E1","2,109379959E1","6,770999908E0",,,
"1,425816349E2",,,,"2,371684313E-1","-7,680103183E-1","1,631315589E0",,,,,,,,,,,,,,,,,
"1,425939519E2","6,887141705E0","-7,606184959E0","-2,584248543E0",,,,,,,,,,,,,,,,,,,,
"1,426055599E2",,,,,,,,,,,,,,,,,,,,,"1,011048706E3",,
"1,426104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,211718750E1"
"1,426121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,426245684E2",,,,,,,,"5,220691681E0","7,184391022E-1","-7,755831480E-1",,,,,,,,,,,,,
"1,426403592E2",,,,,,,,,,,,,,,,,,"-3,243980026E1","2,962159920E1","7,673799992E0",,,
"1,426816349E2",,,,"-7,147123665E-2","3,660610020E-1","-1,085049391E0",,,,,,,,,,,,,,,,,
"1,426939519E2","6,454638958E0","-1,016112137E1","-3,495315790E0",,,,,,,,,,,,,,,,,,,,
"1,427055599E2",,,,,,,,,,,,,,,,,,,,,"1,011085999E3",,
"1,427104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,212500000E1"
"1,427121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,427163087E1",,,,,,,,"-1,478733778E0","1,143460751E0","8,258700371E-1",,,,,,,,,,,,,
"1,427245684E2",,,,,,,,"1,438415051E0","-4,433269501E-1","-7,148114443E-1",,,,,,,,,,,,,
"1,427403592E2",,,,,,,,,,,,,,,,,,"-3,211040115E1","2,999979973E1","8,491199493E0",,,
"1,427816349E2",,,,"-2,170098722E-1","3,176499307E-1","-1,501354098E0",,,,,,,,,,,,,,,,,
"1,427939519E2","5,313262463E0","-8,610571861E0","-1,472782373E0",,,,,,,,,,,,,,,,,,,,
"1,428055599E2",,,,,,,,,,,,,,,,,,,,,"1,011282532E3",,
"1,428104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,216015625E1"
"1,428121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,428163494E1",,,,"-4,621195495E-1","9,407325089E-2","-2,994766831E-1",,,,,,,,,,,,,,,,,
"1,428245684E2",,,,,,,,"-4,843096733E-1","3,361487389E-1","2,703305483E-1",,,,,,,,,,,,,
"1,428403592E2",,,,,,,,,,,,,,,,,,"-3,595339966E1","2,502219963E1","7,881199837E0",,,
"1,428816349E2",,,,"-8,333728909E-1","-5,203045011E-1","-2,155896187E0",,,,,,,,,,,,,,,,,
"1,428939519E2","6,437889099E0","-8,143971443E0","-1,930409670E0",,,,,,,,,,,,,,,,,,,,
"1,429055599E2",,,,,,,,,,,,,,,,,,,,,"1,011143372E3",,
"1,429104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,209375000E1"
"1,429121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,429245684E2",,,,,,,,"-3,923277855E-1","-1,047751427E0","4,993841648E-1",,,,,,,,,,,,,
"1,429395187E1","3,169293642E0","-4,433900356E0","-7,012764931E0",,,,,,,,,,,,,,,,,,,,
"1,429403592E2",,,,,,,,,,,,,,,,,,"-4,073579788E1","1,695800018E1","9,333000183E0",,,
"1,429816349E2",,,,"-1,045037746E0","-5,393940210E-1","-1,790140629E0",,,,,,,,,,,,,,,,,
"1,429939519E2","7,493124008E0","-7,408777237E0","-2,550748825E0",,,,,,,,,,,,,,,,,,,,
"1,430055599E2",,,,,,,,,,,,,,,,,,,,,"1,010998535E3",,
"1,430104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,210156250E1"
"1,430121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,430245684E2",,,,,,,,"9,208393097E-2","-2,348777294E0","2,221648693E-1",,,,,,,,,,,,,
"1,430403592E2",,,,,,,,,,,,,,,,,,"-4,289519882E1","7,417599678E0","1,255379963E1",,,
"1,430522372E2",,,,,,,,,,,"5,200916252E1","5,093342720E0","2,501670305E0","5,398557186E0","1,987358398E2","5,368152618E0","3,000000000E0",,,,,,
"1,430555995E1",,,,,,,,,,,,,,,,,,,,,"1,011555786E3",,
"1,430816349E2",,,,"2,448042482E-1","3,194825351E-1","-2,041817009E-1",,,,,,,,,,,,,,,,,
"1,430939519E2","3,223730326E0","-2,750549555E0","-1,192822099E0",,,,,,,,,,,,,,,,,,,,
"1,431041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,479687500E1"
"1,431055599E2",,,,,,,,,,,,,,,,,,,,,"1,011216858E3",,
"1,431104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,212500000E1"
"1,431121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,431218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,431245684E2",,,,,,,,"-6,714850903E0","1,785684347E0","2,232271910E0",,,,,,,,,,,,,
"1,431403592E2",,,,,,,,,,,,,,,,,,"-4,261459732E1","1,781199932E0","1,604299927E1",,,
"1,431816349E2",,,,"7,753407359E-1","1,234405994E0","1,221577764E0",,,,,,,,,,,,,,,,,
"1,431939519E2","3,843471289E0","-2,596212626E0","-1,390828133E0",,,,,,,,,,,,,,,,,,,,
"1,432055599E2",,,,,,,,,,,,,,,,,,,,,"1,011394043E3",,
"1,432104138E2",,,,,,,,,,,,,,,,,,,,,,,"3,211718750E1"
"1,432121840E2",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"1,432245684E2",,,,,,,,"-2,564311981E0","2,802454233E0","1,501388907E0",,,,,,,,,,,,,
"1,432403592E2",,,,,,,,,,,,,,,,,,"-4,296839905E1","4,453000069E0","1,233419991E1",,,
"1,432816349E2",,,,"4,954117239E-1","5,180137157E-1","2,865263462E0",,,,,,,,,,,,,,,,,
"1,432939519E2","6,205785751E0","-9,087342262E0","-2,021935225E0",,,,,,,,,,,,,,,,,,,,
