Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Illuminance (lx),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Latitude (°),Longitude (°),Height (m),Velocity (m/s),Direction (°),Horizontal Accuracy (m),Vertical Accuracy (m),Magnetic field x (µT),Magnetic field y (µT),Magnetic field z (µT),Pressure (hPa),Distance (cm),Temperature (°C)
"6,628163495E1",,,,"1,001819000E-1","3,181080818E-1","-1,013272762E0",,,,,,,,,,,,,,,,,
"6,629395187E1","4,242474556E0","-7,838288784E0","-3,384647608E0",,,,,,,,,,,,,,,,,,,,
"6,630555995E1",,,,,,,,,,,,,,,,,,,,,"1,011380554E3",,
"6,631041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,302343750E1"
"6,631218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"6,632456840E1",,,,,,,,"-7,107186317E-1","-7,353668213E-1","1,489028811E0",,,,,,,,,,,,,
"6,634035919E1",,,,,,,,,,,,,,,,,,"-3,403799820E1","2,458300018E1","2,067899895E1",,,
"6,638163494E1",,,,"-1,023199320E0","-4,627304152E-2","-1,807703018E0",,,,,,,,,,,,,,,,,
"6,639395187E1","6,831508636E0","-7,880163193E0","-2,008176327E0",,,,,,,,,,,,,,,,,,,,
"6,640359189E0",,,,,,,,,,,,,,,,,,"-1,299300003E1","2,540040016E1","3,708799744E1",,,
"6,640555995E1",,,,,,,,,,,,,,,,,,,,,"1,011267944E3",,
"6,641041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,305468750E1"
"6,641218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"6,642456840E1",,,,,,,,"-6,492242813E-1","-1,508276463E0","3,533638477E0",,,,,,,,,,,,,
"6,644035919E1",,,,,,,,,,,,,,,,,,"-3,568499756E1","1,986159897E1","2,442440033E1",,,
"6,648163495E1",,,,"-1,538005948E0","-3,736968040E-1","-1,826792479E0",,,,,,,,,,,,,,,,,
"6,649395187E1","7,249654293E0","-6,372684956E0","-3,312862873E0",,,,,,,,,,,,,,,,,,,,
"6,650555995E1",,,,,,,,,,,,,,,,,,,,,"1,011149780E3",,
"6,651041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,307421875E1"
"6,651218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"6,652456840E1",,,,,,,,"-6,012735367E-1","-1,831991196E0","7,448959351E-1",,,,,,,,,,,,,
"6,654035919E1",,,,,,,,,,,,,,,,,,"-3,810059738E1","9,589200020E0","2,614459991E1",,,
"6,658163494E1",,,,"-7,838928103E-1","-7,713701129E-1","-8,245153427E-1",,,,,,,,,,,,,,,,,
"6,659395187E1","2,312064886E0","-3,092125177E0","-2,627917528E0",,,,,,,,,,,,,,,,,,,,
"6,660555995E1",,,,,,,,,,,,,,,,,,,,,"1,011198242E3",,
"6,661041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,309765625E1"
"6,661218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"6,662456840E1",,,,,,,,"-6,553946018E0","1,559788465E0","2,884285450E0",,,,,,,,,,,,,
"6,664035919E1",,,,,,,,,,,,,,,,,,"-3,516040039E1","-3,050000072E-1","3,157359886E1",,,
"6,668163494E1",,,,"1,896736622E-1","3,579670191E-1","-1,424843222E-1",,,,,,,,,,,,,,,,,
"6,669395187E1","2,137987137E0","-1,019940615E0","-3,769891977E0",,,,,,,,,,,,,,,,,,,,
"6,670555995E1",,,,,,,,,,,,,,,,,,,,,"1,011351257E3",,
"6,671041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,305468750E1"
"6,671218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"6,672456840E1",,,,,,,,"1,505472183E0","2,321154594E0","-4,481954575E0",,,,,,,,,,,,,
"6,672942369E0",,,,,,,,"2,280974388E-1","9,633822441E-1","1,813282967E0",,,,,,,,,,,,,
"6,674035919E1",,,,,,,,,,,,,,,,,,"-3,497739792E1","-2,562000036E0","3,151259995E1",,,
"6,678163495E1",,,,"1,189812779E0","9,857838154E-1","1,931403160E0",,,,,,,,,,,,,,,,,
"6,679395187E1","6,074778557E0","-5,786443233E0","-3,680161238E0",,,,,,,,,,,,,,,,,,,,
"6,680555995E1",,,,,,,,,,,,,,,,,,,,,"1,011516479E3",,
"6,681041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,307421875E1"
"6,681218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"6,681634945E0",,,,"-8,208501935E-1","6,180428863E-1","-7,780895829E-1",,,,,,,,,,,,,,,,,
"6,682456840E1",,,,,,,,"6,237840652E-1","3,432273865E-1","2,346773148E-1",,,,,,,,,,,,,
"6,684035919E1",,,,,,,,,,,,,,,,,,"-3,744179916E1","4,892199993E0","2,633979988E1",,,
"6,688163494E1",,,,"1,111774802E0","9,883799553E-1","2,517681122E0",,,,,,,,,,,,,,,,,
"6,689395187E1","6,324230194E0","-7,819744587E0","-2,709871531E0",,,,,,,,,,,,,,,,,,,,
"6,690555995E1",,,,,,,,,,,,,,,,,,,,,"1,011382690E3",,
"6,691041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,311328125E1"
"6,691218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"6,692456840E1",,,,,,,,"1,725576878E0","-8,701334000E-1","-2,444272041E0",,,,,,,,,,,,,
"6,693951869E0","2,251047850E0","-8,313263893E0","-5,428118229E0",,,,,,,,,,,,,,,,,,,,
"6,694035919E1",,,,,,,,,,,,,,,,,,"-3,678300095E1","1,561599922E1","2,308239937E1",,,
"6,698163495E1",,,,"5,323690772E-1","-1,982257664E-1","1,682322860E0",,,,,,,,,,,,,,,,,
"6,699395187E1","6,738786697E0","-1,136172009E1","-5,309673309E0",,,,,,,,,,,,,,,,,,,,
"6,700555995E1",,,,,,,,,,,,,,,,,,,,,"1,011371826E3",,
"6,701041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,304687500E1"
"6,701218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"6,702456840E1",,,,,,,,"4,080705166E0","-3,180399895E0","-4,941248894E0",,,,,,,,,,,,,
"6,704035919E1",,,,,,,,,,,,,,,,,,"-3,179319954E1","2,532719994E1","2,104500008E1",,,
"6,705091825E1",,,,,,,,,,,"5,201190943E1","5,096452442E0","3,907763150E0","2,269491434E0","1,324196625E2","5,913636208E0","3,497202873E0",,,,,,
"6,705559948E0",,,,,,,,,,,,,,,,,,,,,"1,011313293E3",,
"6,708163494E1",,,,"4,291328415E-2","-4,706716835E-1","1,656972021E-1",,,,,,,,,,,,,,,,,
"6,709395187E1","6,886543751E0","-1,016052341E1","-4,342973232E0",,,,,,,,,,,,,,,,,,,,
"6,710413754E0",,,,,,,,,,,,,,,,,,,,,,,"3,523828125E1"
"6,710555995E1",,,,,,,,,,,,,,,,,,,,,"1,011158997E3",,
"6,711041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,308203125E1"
"6,711218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"6,712183997E0",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"6,712456840E1",,,,,,,,"3,433576584E0","-1,311353683E0","-1,568694115E-1",,,,,,,,,,,,,
"6,714035919E1",,,,,,,,,,,,,,,,,,"-2,832839966E1","2,897500038E1","2,109379959E1",,,
"6,718163494E1",,,,"1,908953860E-2","4,963280261E-1","-1,357495308E0",,,,,,,,,,,,,,,,,
"6,719395187E1","4,688735962E0","-8,432307243E0","-2,122433662E0",,,,,,,,,,,,,,,,,,,,
"6,720555995E1",,,,,,,,,,,,,,,,,,,,,"1,011380493E3",,
"6,721041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,306250000E1"
"6,721218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"6,722456840E1",,,,,,,,"-3,394265175E-1","-1,108920097E0","2,066134214E0",,,,,,,,,,,,,
"6,724035919E1",,,,,,,,,,,,,,,,,,"-3,240319824E1","2,552239990E1","1,904419899E1",,,
"6,728163495E1",,,,"-1,655750275E0","-5,360342264E-1","-2,001347303E0",,,,,,,,,,,,,,,,,
"6,729395187E1","6,035895348E0","-5,955137253E0","-2,797209740E0",,,,,,,,,,,,,,,,,,,,
"6,730555995E1",,,,,,,,,,,,,,,,,,,,,"1,011335205E3",,
"6,731041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,307421875E1"
"6,731218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"6,732456840E1",,,,,,,,"6,990232468E-1","-1,052170753E0","-1,968463421E0",,,,,,,,,,,,,
"6,734035919E1",,,,,,,,,,,,,,,,,,"-3,530680084E1","1,909300041E1","2,181359863E1",,,
"6,738163494E1",,,,"-1,785864592E0","-5,751296282E-1","-1,521054506E0",,,,,,,,,,,,,,,,,
"6,739395187E1","1,043569756E1","-7,969893932E0","-6,771090031E0",,,,,,,,,,,,,,,,,,,,
"6,740359189E0",,,,,,,,,,,,,,,,,,"-1,564039993E1","2,265539932E1","3,753939819E1",,,
"6,740555995E1",,,,,,,,,,,,,,,,,,,,,"1,011121460E3",,
"6,741041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,309765625E1"
"6,741218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"6,742456840E1",,,,,,,,"4,040528774E0","-5,349114418E0","-1,494117260E0",,,,,,,,,,,,,
"6,744035919E1",,,,,,,,,,,,,,,,,,"-3,711240005E1","6,807600021E0","2,569319916E1",,,
"6,748163495E1",,,,"-9,376781434E-2","-1,082758680E-1","-1,201877370E-1",,,,,,,,,,,,,,,,,
"6,749395187E1","1,369890928E0","-3,799802303E0","-3,134597778E0",,,,,,,,,,,,,,,,,,,,
"6,750555995E1",,,,,,,,,,,,,,,,,,,,,"1,011236328E3",,
"6,751041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,311328125E1"
"6,751218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"6,752456840E1",,,,,,,,"-9,438073158E0","6,570637703E0","6,805313110E0",,,,,,,,,,,,,
"6,754035919E1",,,,,,,,,,,,,,,,,,"-3,596559906E1","3,660000116E-2","2,901159859E1",,,
"6,758163494E1",,,,"7,568620443E-1","1,374752283E0","1,001513600E0",,,,,,,,,,,,,,,,,
"6,759395187E1","4,963910580E0","-2,103889227E0","-3,114258766E0",,,,,,,,,,,,,,,,,,,,
"6,760555995E1",,,,,,,,,,,,,,,,,,,,,"1,011498840E3",,
"6,761041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,309765625E1"
"6,761218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"6,762456840E1",,,,,,,,"-1,651835442E-1","2,266107798E0","4,969470501E-1",,,,,,,,,,,,,
"6,764035919E1",,,,,,,,,,,,,,,,,,"-3,874720001E1","9,137800217E0","2,315559959E1",,,
"6,768163494E1",,,,"7,443392873E-1","6,750060916E-1","2,471713543E0",,,,,,,,,,,,,,,,,
"6,769395187E1","7,585845947E0","-4,858027935E0","-3,739981890E0",,,,,,,,,,,,,,,,,,,,
"6,770555995E1",,,,,,,,,,,,,,,,,,,,,"1,011565918E3",,
"6,771041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,306250000E1"
"6,771218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"6,771632641E0",,,,,,,,"2,020351171E0","-1,545354366E0","-2,548849106E0",,,,,,,,,,,,,
"6,772456840E1",,,,,,,,"4,957632065E0","-5,470317841E0","-8,303351402E-1",,,,,,,,,,,,,
"6,774035919E1",,,,,,,,,,,,,,,,,,"-3,595339966E1","2,042280006E1","1,997139931E1",,,
"6,778163495E1",,,,"8,614727259E-1","-2,443460934E-2","2,288759470E0",,,,,,,,,,,,,,,,,
"6,779395187E1","7,050451756E0","-8,651848793E0","-3,565903902E0",,,,,,,,,,,,,,,,,,,,
"6,780555995E1",,,,,,,,,,,,,,,,,,,,,"1,011211670E3",,
"6,781041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,303125000E1"
"6,781218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"6,781634945E0",,,,"-1,005789638E0","-7,506006956E-1","-1,262505770E0",,,,,,,,,,,,,,,,,
"6,782456840E1",,,,,,,,"2,535176277E0","1,793732166E0","-4,028246403E-1",,,,,,,,,,,,,
"6,784035919E1",,,,,,,,,,,,,,,,,,"-3,081719971E1","2,755979919E1","1,937360001E1",,,
"6,788163494E1",,,,"2,544253767E-1","-9,395107627E-1","1,730275750E-1",,,,,,,,,,,,,,,,,
"6,789395187E1","5,059623718E0","-7,723433495E0","-3,829712629E0",,,,,,,,,,,,,,,,,,,,
"6,790555995E1",,,,,,,,,,,,,,,,,,,,,"1,011197937E3",,
"6,791041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,308203125E1"
"6,791218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"6,792456840E1",,,,,,,,"1,443424225E0","1,218235970E0","7,443997860E-1",,,,,,,,,,,,,
"6,793951869E0","3,561716557E0","-7,949554920E0","-4,804787636E0",,,,,,,,,,,,,,,,,,,,
"6,794035919E1",,,,,,,,,,,,,,,,,,"-2,996319962E1","2,797459984E1","2,065460014E1",,,
"6,798163495E1",,,,"-1,527163084E-3","5,268712640E-1","-9,993755221E-1",,,,,,,,,,,,,,,,,
"6,799395187E1","5,813961029E0","-8,321041107E0","-4,143770695E0",,,,,,,,,,,,,,,,,,,,
"6,800555995E1",,,,,,,,,,,,,,,,,,,,,"1,011283203E3",,
"6,801041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,303906250E1"
"6,801218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"6,802456840E1",,,,,,,,"1,552726746E0","-6,250905991E-2","-1,432452679E0",,,,,,,,,,,,,
"6,804035919E1",,,,,,,,,,,,,,,,,,"-3,518479919E1","2,280179977E1","2,015439987E1",,,
"6,805093525E1",,,,,,,,,,,"5,201188726E1","5,096468186E0","3,633548099E0","2,451339960E0","1,459421234E2","6,305344582E0","3,512612343E0",,,,,,
"6,805559948E0",,,,,,,,,,,,,,,,,,,,,"1,011317322E3",,
"6,808163494E1",,,,"-5,783366561E-1","-3,194825351E-1","-2,458427191E0",,,,,,,,,,,,,,,,,
"6,809395187E1","8,679366112E0","-1,327179050E1","-4,409972191E0",,,,,,,,,,,,,,,,,,,,
"6,810413754E0",,,,,,,,,,,,,,,,,,,,,,,"3,519921875E1"
"6,810555995E1",,,,,,,,,,,,,,,,,,,,,"1,011159363E3",,
"6,811041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,303906250E1"
"6,811218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"6,812183997E0",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"6,812456840E1",,,,,,,,"4,430058956E0","-2,460874557E0","-5,567317009E-1",,,,,,,,,,,,,
"6,814035919E1",,,,,,,,,,,,,,,,,,"-3,825920105E1","1,191940022E1","2,283839989E1",,,
"6,816349450E-1",,,,"-2,626720667E-1","-3,173292160E0","6,114761233E-1",,,,,,,,,,,,,,,,,
"6,818163494E1",,,,"-1,352302909E0","-7,423539758E-1","-1,852448821E0",,,,,,,,,,,,,,,,,
"6,819395187E1","5,295914650E0","-4,033700943E0","-3,075973511E0",,,,,,,,,,,,,,,,,,,,
"6,820555995E1",,,,,,,,,,,,,,,,,,,,,"1,011248657E3",,
"6,821041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,308984375E1"
"6,821218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"6,822456840E1",,,,,,,,"-1,847352982E0","9,582407475E-1","1,977302551E0",,,,,,,,,,,,,
"6,824035919E1",,,,,,,,,,,,,,,,,,"-3,772240067E1","2,037400007E0","2,687660027E1",,,
"6,828163495E1",,,,"-6,026185751E-1","-4,248567820E-1","-8,614727259E-1",,,,,,,,,,,,,,,,,
"6,829395187E1","4,960919380E0","-7,155735970E0","-4,089334011E0",,,,,,,,,,,,,,,,,,,,
"6,830555995E1",,,,,,,,,,,,,,,,,,,,,"1,011254883E3",,
"6,831041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,308203125E1"
"6,831218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"6,832456840E1",,,,,,,,"1,276059151E0","3,864892721E0","1,009356499E0",,,,,,,,,,,,,
"6,834035919E1",,,,,,,,,,,,,,,,,,"-3,706359863E1","-2,537600040E0","2,805999947E1",,,
"6,838163494E1",,,,"3,025310040E-1","3,495676219E-1","-8,964447677E-2",,,,,,,,,,,,,,,,,
"6,839395187E1","2,154138565E0","-1,744965911E0","-2,596212626E0",,,,,,,,,,,,,,,,,,,,
"6,840359189E0",,,,,,,,,,,,,,,,,,"-1,636019897E1","1,877579880E1","3,908879852E1",,,
"6,840555995E1",,,,,,,,,,,,,,,,,,,,,"1,011215393E3",,
"6,841041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,308984375E1"
"6,841218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"6,842456840E1",,,,,,,,"-5,730731964E0","5,896080971E0","2,291127205E0",,,,,,,,,,,,,
"6,844035919E1",,,,,,,,,,,,,,,,,,"-3,869839859E1","3,013399839E0","2,555900002E1",,,
"6,848163495E1",,,,"1,017090678E0","1,806023121E0","2,198503971E0",,,,,,,,,,,,,,,,,
"6,848655286E0",,,,,,,"6,014999866E0",,,,,,,,,,,,,,,,
"6,849395187E1","2,081157446E0","-4,809573591E-1","-1,020538807E0",,,,,,,,,,,,,,,,,,,,
"6,850555995E1",,,,,,,,,,,,,,,,,,,,,"1,011554565E3",,
"6,851041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,303125000E1"
"6,851218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"6,852456840E1",,,,,,,,"-3,733067989E0","3,485518217E0","-1,626739025E0",,,,,,,,,,,,,
"6,854035919E1",,,,,,,,,,,,,,,,,,"-4,119939804E1","1,495720005E1","1,831220055E1",,,
"6,858163494E1",,,,"6,244570017E-1","1,104291677E0","2,236224890E0",,,,,,,,,,,,,,,,,
"6,859395187E1","8,845068932E0","-1,383230972E1","-4,180859566E0",,,,,,,,,,,,,,,,,,,,
"6,860555995E1",,,,,,,,,,,,,,,,,,,,,"1,011524170E3",,
"6,861041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,302343750E1"
"6,861218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"6,862456840E1",,,,,,,,"2,857068539E0","-7,736857414E0","-9,418861866E-1",,,,,,,,,,,,,
"6,864035919E1",,,,,,,,,,,,,,,,,,"-3,579479980E1","2,468059921E1","1,650659943E1",,,
"6,868163494E1",,,,"1,110247597E-1","-6,108652353E-1","1,247386813E0",,,,,,,,,,,,,,,,,
"6,869395187E1","5,130809784E0","-7,998009682E0","-3,708875179E0",,,,,,,,,,,,,,,,,,,,
"6,870315128E0",,,,,,,,"2,782977581E0","-5,601201057E-1","2,364621162E-1",,,,,,,,,,,,,
"6,870555995E1",,,,,,,,,,,,,,,,,,,,,"1,011140808E3",,
"6,871041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,306250000E1"
"6,871218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"6,872456840E1",,,,,,,,"2,609264374E0","7,382531166E-1","1,025619864E0",,,,,,,,,,,,,
"6,874035919E1",,,,,,,,,,,,,,,,,,"-3,184199905E1","2,781599998E1","1,679940033E1",,,
"6,878163495E1",,,,"-3,390302137E-2","-5,239696503E-1","-1,010981947E-1",,,,,,,,,,,,,,,,,
"6,879395187E1","6,522236347E0","-7,914859295E0","-3,811168194E0",,,,,,,,,,,,,,,,,,,,
"6,880555995E1",,,,,,,,,,,,,,,,,,,,,"1,011252747E3",,
"6,881041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,303125000E1"
"6,881218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"6,881634945E0",,,,"-7,826710939E-1","-1,403462887E-1","-9,253081083E-1",,,,,,,,,,,,,,,,,
"6,882456840E1",,,,,,,,"1,787507534E0","2,798299789E-1","-1,361509085E0",,,,,,,,,,,,,
"6,884035919E1",,,,,,,,,,,,,,,,,,"-3,519699860E1","2,414379883E1","1,588439941E1",,,
"6,888163494E1",,,,"-4,602869749E-1","8,399397135E-3","-1,236544013E0",,,,,,,,,,,,,,,,,
"6,889395187E1","9,762118340E0","-1,064267731E1","-4,128815651E0",,,,,,,,,,,,,,,,,,,,
"6,890555995E1",,,,,,,,,,,,,,,,,,,,,"1,011310547E3",,
"6,891041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,302343750E1"
"6,891218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"6,892456840E1",,,,,,,,"1,550905704E0","-3,854679585E0","-6,210939884E-1",,,,,,,,,,,,,
"6,893951869E0","4,232305050E0","-6,130411625E0","-6,724429607E0",,,,,,,,,,,,,,,,,,,,
"6,894035919E1",,,,,,,,,,,,,,,,,,"-3,816159821E1","1,848299980E1","1,775099945E1",,,
"6,898163495E1",,,,"-5,415320396E-1","-1,151480973E-1","-2,130239725E0",,,,,,,,,,,,,,,,,
"6,899395187E1","7,648657799E0","-7,977670670E0","-4,255036831E0",,,,,,,,,,,,,,,,,,,,
"6,900555995E1",,,,,,,,,,,,,,,,,,,,,"1,011209534E3",,
"6,901041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,304687500E1"
"6,901218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"6,902456840E1",,,,,,,,"-6,181635857E-1","-9,747605324E-1","-8,716969490E-1",,,,,,,,,,,,,
"6,904035919E1",,,,,,,,,,,,,,,,,,"-3,996719742E1","9,467200279E0","2,047159958E1",,,
"6,905096725E1",,,,,,,,,,,"5,201185788E1","5,096482250E0","3,548713515E0","2,409790516E0","1,571320190E2","6,271767616E0","3,570738077E0",,,,,,
"6,905559948E0",,,,,,,,,,,,,,,,,,,,,"1,011417480E3",,
"6,908163494E1",,,,"-1,671785474E0","-1,260520458E0","-1,683850050E0",,,,,,,,,,,,,,,,,
"6,909395187E1","2,500499725E0","-2,764308453E0","-4,157529473E-1",,,,,,,,,,,,,,,,,,,,
"6,910413754E0",,,,,,,,,,,,,,,,,,,,,,,"3,521484375E1"
"6,910555995E1",,,,,,,,,,,,,,,,,,,,,"1,011219177E3",,
"6,911041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,304687500E1"
"6,911218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"6,912183997E0",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"6,912456840E1",,,,,,,,"-2,675367355E0","-1,730678082E0","4,101314545E0",,,,,,,,,,,,,
"6,914035919E1",,,,,,,,,,,,,,,,,,"-3,817379761E1","-3,416000009E-1","2,643739891E1",,,
"6,918163494E1",,,,"-8,604037166E-1","3,130684420E-2","-1,241278172E0",,,,,,,,,,,,,,,,,
"6,919395187E1","6,811169624E0","-4,543970108E0","-3,279961586E0",,,,,,,,,,,,,,,,,,,,
"6,920555995E1",,,,,,,,,,,,,,,,,,,,,"1,011131714E3",,
"6,921041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,303515625E1"
"6,921218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"6,922456840E1",,,,,,,,"2,271584988E0","-4,906057835E0","3,747857094E0",,,,,,,,,,,,,
"6,924035919E1",,,,,,,,,,,,,,,,,,"-3,938159943E1","-1,354200006E0","2,271640015E1",,,
"6,928163495E1",,,,"8,026769161E-1","1,034194827E0","1,560455322E0",,,,,,,,,,,,,,,,,
"6,929395187E1","6,042475224E0","-3,099901676E0","-3,831507206E0",,,,,,,,,,,,,,,,,,,,
"6,930555995E1",,,,,,,,,,,,,,,,,,,,,"1,011295654E3",,
"6,931041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,304687500E1"
"6,931218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"6,932456840E1",,,,,,,,"-2,316009998E0","4,298514843E0","3,187881947E0",,,,,,,,,,,,,
"6,934035919E1",,,,,,,,,,,,,,,,,,"-4,113840103E1","7,271199703E0","1,804380035E1",,,
"6,938163494E1",,,,"9,089674950E-1","1,331991673E0","2,267684460E0",,,,,,,,,,,,,,,,,
"6,939395187E1","5,672784328E0","-5,768496990E0","-1,672582984E0",,,,,,,,,,,,,,,,,,,,
"6,939518690E-1","4,793421745E0","-6,299105883E-1","4,179663181E0",,,,,,,,,,,,,,,,,,,,
"6,940359189E0",,,,,,,,,,,,,,,,,,"-1,655539894E1","1,459119987E1","4,097979736E1",,,
"6,940555995E1",,,,,,,,,,,,,,,,,,,,,"1,011534058E3",,
"6,941041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,308984375E1"
"6,941218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"6,942456840E1",,,,,,,,"-2,063407421E0","8,829674721E-1","2,500494719E0",,,,,,,,,,,,,
"6,944035919E1",,,,,,,,,,,,,,,,,,"-3,883259964E1","1,921500015E1","1,370059967E1",,,
"6,948163495E1",,,,"5,227479339E-1","7,696902007E-2","2,202932835E0",,,,,,,,,,,,,,,,,
"6,949395187E1","6,640681267E0","-9,921240807E0","-4,225126743E0",,,,,,,,,,,,,,,,,,,,
"6,950555995E1",,,,,,,,,,,,,,,,,,,,,"1,011084473E3",,
"6,951041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,307421875E1"
"6,951218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"6,952456840E1",,,,,,,,"8,321552277E-1","-8,544740677E-1","-1,202106476E-1",,,,,,,,,,,,,
"6,954035919E1",,,,,,,,,,,,,,,,,,"-3,403799820E1","2,590060043E1","1,239519978E1",,,
"6,958163494E1",,,,"3,010038435E-1","-3,300199509E-1","1,258382440E0",,,,,,,,,,,,,,,,,
"6,959395187E1","5,516652584E0","-8,276773453E0","-3,541377544E0",,,,,,,,,,,,,,,,,,,,
"6,960555995E1",,,,,,,,,,,,,,,,,,,,,"1,011052063E3",,
"6,961041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,302343750E1"
"6,961218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"6,962456840E1",,,,,,,,"3,248963356E-1","1,181353092E0","-1,702727318E0",,,,,,,,,,,,,
"6,964035919E1",,,,,,,,,,,,,,,,,,"-3,298880005E1","2,774279976E1","1,523779964E1",,,
"6,968163494E1",,,,"-6,765332818E-2","4,043927789E-1","-1,096503139E0",,,,,,,,,,,,,,,,,
"6,968979111E0",,,,,,,,"2,360216379E0","-1,207370758E0","-1,486988068E-1",,,,,,,,,,,,,
"6,969395187E1","6,501298904E0","-1,010189915E1","-3,983451605E0",,,,,,,,,,,,,,,,,,,,
"6,970555995E1",,,,,,,,,,,,,,,,,,,,,"1,011265137E3",,
"6,971041375E1",,,,,,,,,,,,,,,,,,,,,,,"3,299609375E1"
"6,971218400E1",,,,,,,,,,,,,,,,,,,,,,"0,000000000E0",
"6,972456840E1",,,,,,,,"1,573067188E0","-1,817534924E0","-1,224787235E0",,,,,,,,,,,,,
"6,974035919E1",,,,,,,,,,,,,,,,,,"-3,629499817E1","2,328979874E1","1,400559998E1",,,
"6,978163495E1",,,,"-6,423248053E-1","-5,248859525E-1","-1,726916075E0",,,,,,,,,,,,,,,,,
"6,979395187E1","6,241079807E0","-7,950153351E0","-1,939980984E0",,,,,,,,,,,,,,,,,,,,
