"Time (s)";"X (rad/s)";"Y (rad/s)";"Z (rad/s)"
5,875545833E-2;-9,772986174E-1;-5,570904016E-1;6,425164640E-2
1,592534583E-1;-9,786362648E-1;-8,924077153E-1;-2,148359418E-1
2,597514583E-1;-2,199326277E0;9,708495140E-1;6,083126180E-3
3,602494583E-1;8,772095442E-1;-5,480646491E-1;2,374133766E-1
4,607474583E-1;-7,608834505E-1;8,073048592E-1;-1,105789915E-1
5,612454583E-1;1,630678892E0;-8,333251476E-1;-6,233969331E-1
6,617434583E-1;1,086465716E0;-2,958058596E0;1,846951127E0
7,622419167E-1;-1,201556563E0;-3,047927141E0;9,689663053E-1
8,627399167E-1;-2,060874701E0;-4,906670570E0;-4,815255851E-2
9,632379167E-1;-2,887268543E0;-4,356755733E0;1,644854665E0
1,063735917E0;-2,673706532E0;-2,752141237E0;3,596274853E0
1,164233917E0;-4,025008157E-2;-6,986974478E-1;2,367433786E0
1,264732917E0;-2,105138063E0;1,841272712E0;-1,595834136E0
1,365230917E0;1,105371356E0;8,977484703E-1;9,704037309E-1
1,465728917E0;8,403261900E-1;9,954531789E-1;8,491401076E-1
1,566226917E0;-2,871934772E-1;2,233899832E0;-2,964233756E-1
1,666724917E0;2,653135061E-1;1,495430470E0;9,382577538E-1
1,767222417E0;8,160046935E-1;2,202116489E0;7,308886051E-1
1,867720417E0;9,013882279E-1;1,776531339E-1;2,364007831E-1
1,968218417E0;1,840572953E-1;4,800531268E-1;7,936886549E-1
2,068716417E0;-1,304026127E0;-3,737285137E-1;1,158399463E0
2,169215417E0;-8,393426538E-1;1,867185384E-1;1,129108071E0
2,269713417E0;-3,309266567E-1;-1,056211710E0;2,036695629E-1
2,370211417E0;2,798420191E-1;-3,111673295E-1;1,526662707E-1
2,470709417E0;5,684472322E-1;-1,850208454E-2;3,415782750E-1
2,571207417E0;-4,845900089E-2;6,685842872E-1;-5,101556778E-1
2,671705417E0;1,384174526E-1;1,204666495E0;-1,972071230E-1
2,772204917E0;1,243224181E-2;-3,015738130E-1;-1,951192260E0
2,872702917E0;1,786310524E-1;-8,629353642E-1;-2,452518225E0
2,973200917E0;1,245076537E0;-7,594804168E-1;-1,475373268E0
3,073698917E0;7,034616470E-1;1,480569005E0;8,549923301E-1
3,174196917E0;1,623258740E-1;-1,369092148E-2;5,323366523E-1
3,274694917E0;-2,566668689E-1;-1,118958950E0;1,818010211E0
3,375193917E0;-1,323250830E-1;-4,135323167E-1;2,024129629E0
3,475691917E0;-8,740088940E-1;5,618981645E-2;1,061341643E0
3,576189917E0;-1,132438660E0;9,107671380E-1;7,343506813E-1
3,676687917E0;9,619151354E-1;2,686978281E-1;-6,031741500E-1
3,777185583E0;-5,590845942E-1;3,633355498E-1;-2,779310346E-1
3,877684583E0;1,130740404E0;2,030985653E-1;4,391885996E-1
3,978182583E0;-6,221999526E-1;2,614657879E-1;-8,369724751E-1
4,078680583E0;-2,270701170E0;-3,975554407E-1;-3,793875277E-1
4,179178583E0;8,999542147E-2;-2,298459224E-2;-1,517972052E-1
4,279677583E0;-1,136298776E-1;-1,997186393E-1;-8,600162268E-1
4,380175583E0;7,805453539E-1;-1,044420600E0;-1,075598478E0
4,480673583E0;6,040658355E-1;-9,637823105E-1;-7,447054982E-1
4,581171583E0;-6,654707193E-1;5,693873763E-2;1,552429318E0
