"Time (s)";"X (hPa)"
2,860804480E2;1,008036575E3
2,871527950E2;1,008036575E3
2,882251810E2;1,008034363E3
2,892975460E2;1,008033142E3
2,903698980E2;1,008032913E3
2,914422570E2;1,008032913E3
2,925145780E2;1,008041534E3
2,935869180E2;1,008051834E3
2,946593130E2;1,008057175E3
2,957317560E2;1,008062210E3
2,968041620E2;1,008062210E3
2,978765650E2;1,008060379E3
2,989489320E2;1,008060379E3
3,000213080E2;1,008069763E3
3,010937090E2;1,008091660E3
3,021661280E2;1,008110199E3
3,032385270E2;1,008126450E3
3,043108980E2;1,008139725E3
3,053832780E2;1,008145142E3
3,064557010E2;1,008146210E3
3,075281190E2;1,008149109E3
3,086005440E2;1,008155975E3
3,096729400E2;1,008164902E3
3,107453530E2;1,008174438E3
3,118177670E2;1,008177109E3
3,128901650E2;1,008177109E3
3,139625540E2;1,008176270E3
3,150349260E2;1,008176041E3
3,161072870E2;1,008172760E3
3,171796280E2;1,008172760E3
3,182519650E2;1,008173752E3
3,193243100E2;1,008175049E3
3,203966950E2;1,008175049E3
3,214690340E2;1,008177414E3
3,225413680E2;1,008180466E3
3,236137190E2;1,008180466E3
3,246860680E2;1,008179855E3
3,257584030E2;1,008177185E3
3,268307320E2;1,008170395E3
3,279030650E2;1,008161316E3
3,289753820E2;1,008153992E3
3,300476710E2;1,008147888E3
3,311199700E2;1,008147888E3
3,321922630E2;1,008150253E3
3,332645640E2;1,008150482E3
3,343368210E2;1,008150482E3
3,354091490E2;1,008153610E3
3,364814590E2;1,008153610E3
3,375537540E2;1,008152466E3
3,386260450E2;1,008152466E3
3,396983540E2;1,008152466E3
3,407706340E2;1,008152618E3
3,418429430E2;1,008151932E3
3,429152320E2;1,008153610E3
3,439875060E2;1,008153610E3
3,450598180E2;1,008157349E3
3,461321140E2;1,008160248E3
3,472043920E2;1,008163452E3
3,482766690E2;1,008163452E3
3,493489420E2;1,008156509E3
3,504212090E2;1,008152084E3
3,514934810E2;1,008145142E3
3,525657760E2;1,008140259E3
3,536380610E2;1,008140259E3
3,547103650E2;1,008149109E3
3,557826710E2;1,008149338E3
3,568549490E2;1,008152313E3
3,579272630E2;1,008152313E3
3,589995360E2;1,008151627E3
3,600718280E2;1,008150787E3
3,611441060E2;1,008150787E3
3,622163780E2;1,008150787E3
3,632887030E2;1,008143311E3
3,643610060E2;1,008141556E3
3,654332780E2;1,008131714E3
3,665055540E2;1,008126373E3
3,675778700E2;1,008126373E3
3,686501810E2;1,008150864E3
3,697224810E2;1,008170776E3
